Time; Target; Sensor Body
09/04/2025 11:50; 27.4336; 26.2575
09/04/2025 11:51; 28.2902; 26.2690
09/04/2025 11:51; 46.6818; 26.3599
09/04/2025 11:52; 48.4347; 26.4086
09/04/2025 11:52; -31.5209; 26.6472
09/04/2025 11:53; -31.6326; 26.6835
09/04/2025 11:54; 9.8704; 26.9539
09/04/2025 11:54; 8.6233; 27.0051
