Time; Target; Sensor Body
09/21/2025 10:17; -41.1816; 18.9650
09/21/2025 10:17; -41.1613; 19.0337
09/21/2025 10:19; 10.8885; 19.4715
09/21/2025 10:20; 11.0277; 19.5099
09/21/2025 10:20; 10.9408; 19.5588
09/21/2025 10:21; 21.5900; 19.7785
09/21/2025 10:21; 21.6355; 19.8123
09/21/2025 10:23; 35.4205; 20.2808
09/21/2025 10:23; 36.4784; 20.3451
