Time; Target; Sensor Body
08/10/2025 12:31; 30.1457; 33.9777
08/10/2025 12:31; 30.1466; 33.9926
08/10/2025 12:31; 30.0170; 34.0140
08/10/2025 12:32; 40.6979; 34.1110
08/10/2025 12:32; 42.4163; 34.1965
08/10/2025 12:33; 42.0363; 34.2430
08/10/2025 12:33; 41.4437; 34.2764
08/10/2025 12:33; 41.5103; 34.2908
