Time; Target; Sensor Body
10/31/2025 13:37; 8.7651; 25.8696
10/31/2025 13:38; 8.4123; 25.6911
10/31/2025 13:38; 8.5815; 25.5971
10/31/2025 13:39; 5.0502; 25.1410
10/31/2025 13:39; 5.2716; 25.0704
10/31/2025 13:40; 13.6810; 24.6798
10/31/2025 13:40; 13.9860; 24.4964
10/31/2025 13:41; 14.0008; 24.4196
