Time; Target; Sensor Body
08/10/2025 12:07; 32.0914; 29.5849
08/10/2025 12:07; 31.5681; 29.6104
08/10/2025 12:08; 31.5726; 29.6306
08/10/2025 12:09; 52.0612; 29.9076
08/10/2025 12:10; 50.7485; 29.9745
08/10/2025 12:10; -40.5625; 30.2790
08/10/2025 12:11; -41.2433; 30.3272
08/10/2025 12:11; -43.8631; 30.3803
08/10/2025 12:11; -44.3788; 30.4318
08/10/2025 12:12; 17.3586; 30.8920
08/10/2025 12:12; 17.4792; 30.9543
