Time; Target; Sensor Body
07/29/2025 12:56; 35.2764; 29.4348
07/29/2025 12:56; 35.9762; 29.4545
07/29/2025 12:56; 36.9011; 29.4908
07/29/2025 12:57; 37.7561; 29.5411
07/29/2025 12:57; 37.3137; 29.6234
07/29/2025 12:57; 36.3687; 29.6674
07/29/2025 12:58; 74.4905; 29.8707
07/29/2025 12:59; 75.4896; 29.9665
07/29/2025 13:00; 55.4137; 30.2026
07/29/2025 13:01; 58.1919; 30.2970
07/29/2025 13:01; 58.8777; 30.3853
