Time; Target; Sensor Body
08/10/2025 12:24; 40.1832; 31.8208
08/10/2025 12:24; 41.6438; 31.8782
08/10/2025 12:25; 41.6549; 31.9128
08/10/2025 12:25; 41.6675; 31.9495
08/10/2025 12:25; 41.4182; 32.0173
08/10/2025 12:25; 41.1082; 32.0563
08/10/2025 12:26; 66.2060; 32.3258
08/10/2025 12:27; 64.9025; 32.4246
08/10/2025 12:27; 53.4170; 32.6435
08/10/2025 12:27; 52.5295; 32.6980
