Time; Target; Sensor Body
08/10/2025 10:32; 28.0829; 28.6423
08/10/2025 10:32; 27.9880; 28.6501
08/10/2025 10:32; 28.0727; 28.6569
08/10/2025 10:34; 49.3042; 29.1121
08/10/2025 10:34; 49.6275; 29.1748
08/10/2025 10:34; 14.4169; 29.2329
08/10/2025 10:35; -43.6823; 29.3716
08/10/2025 10:36; 20.4983; 29.6208
08/10/2025 10:37; 16.6986; 29.6989
08/10/2025 10:37; 16.2231; 29.7645
