"TOA5","Station1_wx100","CR1000","6586","CR1000.Std.10","CPU:SH_Site1_1_1.CR1","60827","hourly"
"TIMESTAMP","RECORD","WS_ms_25ft","WindDir_25ft","SD_WindDir_25ft","AirTC_25ft_Avg","RH_25ft","SnowPillow_in_Avg","Batt_Volt_Avg","BP_mbar_Avg","SlrkW_Avg","SlrMJ_Tot","ETos","Rso","WS_ms_100ft","WindDir_100ft","SD_WindDir_100ft","AirTC_100ft_Avg","RH_100ft","JUDD_AT_Avg","JUDD_Depth_Avg","V1_Avg(1)","V1_Avg(2)","V1_Avg(3)","V2_Avg(1)","V2_Avg(2)","V2_Avg(3)","V3_Avg(1)","V3_Avg(2)","V3_Avg(3)","V4_Avg(1)","V4_Avg(2)","V4_Avg(3)"
"2009-01-15 16:00:00",315,0.831,94.4,45.45,10.24,17.06,21.32214,13.42,842,0.089,0.157,0.06,0.945,2.231,64.62,23.59,9.31,23.56,-216.1,152.8,1807,1747,1660,1182,1024,831,777.3,491.7,177.5,1578,1510,1500
"2009-01-15 17:00:00",316,0.292,268.7,28.19,6.897,32.2,21.32175,13.52,842,0.017,0.03,0.015,0.305,1.007,344,98.6,2.556,60.79,-238.3,99.3,1807,1747,1660,1181,1024,832,777.5,491.7,177.6,1577,1508,1499
"2009-01-15 18:00:00",317,0.327,261.8,28.6,0.94,53.46,21.32771,13.65,842,0.001,0.001,0.003,0,1.568,259.8,21.2,-1.867,70.34,-270,15.94,1807,1747,1660,1182,1024,831,776.9,491.8,177.8,1575,1506,1497
"2009-01-15 19:00:00",318,0.236,246.5,31.79,-1.517,59.93,21.33926,13.74,842,0,0,0,0,1.645,267.7,24.26,-3.445,72.72,-286.1,-24.31,1807,1747,1660,1182,1024,832,776.6,491.8,177.9,1574,1504,1496
"2009-01-15 20:00:00",319,0.178,254.7,26.7,-2.127,64.51,21.34276,13.8,843,0,0,0,0,1.575,261.5,20.13,-3.961,75.29,-281.6,-12.01,1807,1747,1660,1182,1025,831,777.3,492.4,177.9,1572,1503,1495
"2009-01-15 21:00:00",320,0.272,258.5,40.04,-2.734,66.98,21.34933,13.84,843,0,0,0,0,1.376,254.1,29.65,-4.632,77.79,-286.4,-25.87,1807,1747,1660,1182,1025,832,777.3,492.3,177.7,1571,1502,1495
"2009-01-15 22:00:00",321,0.219,257.4,20.19,-3.123,68.59,21.34798,13.87,843,0,0,0,0,1.745,256.7,14.4,-5.6,83.2,-275.4,5.897,1807,1748,1660,1182,1025,831,778.2,492.6,177.3,1571,1502,1494
"2009-01-15 23:00:00",322,0.294,257.3,23.34,-3.587,67.26,21.35447,13.89,843,0,0,0,0,1.846,260,17.29,-6.363,83.5,-277.8,0.438,1807,1748,1660,1183,1025,831,778.4,492.7,177.5,1570,1501,1494
"2009-01-16 00:00:00",323,0.318,258.1,16.94,-3.894,67.58,21.357,13.91,843,0,0,0.001,0,2.036,260.8,12.83,-6.968,87.2,-283.2,-16,1808,1748,1660,1182,1025,831,778.5,493,177.8,1570,1501,1493
"2009-01-16 01:00:00",324,0.378,259.1,12.7,-4.264,68.16,21.35736,13.93,844,0,0,0.001,0,2.141,265.5,8.89,-7.708,87.6,-295.3,-49.66,1808,1748,1660,1183,1025,831,777.8,492.3,177.3,1569,1500,1493
"2009-01-16 02:00:00",325,0.355,262.4,12.44,-5.012,69.8,21.3539,13.95,843,0,0,0.001,0,2.103,257,10.3,-8.39,88.9,-278.2,-0.642,1807,1748,1660,1182,1026,831,777.6,493.7,177.3,1569,1499,1493
"2009-01-16 03:00:00",326,0.369,260.4,9.67,-5.184,70.75,21.35487,13.96,844,0,0,0.001,0,2.196,260.5,10.71,-8.84,90.4,-284.1,-18.71,1808,1748,1660,1183,1025,831,777.1,493.7,177.1,1569,1499,1493
"2009-01-16 04:00:00",327,0.346,264.9,12.95,-5.593,73.15,21.36179,13.97,844,0,0,0,0,2.116,257.4,13.38,-9.31,91.9,-295.7,-51.42,1807,1748,1660,1183,1025,831,777.1,493.4,177.1,1568,1499,1493
"2009-01-16 05:00:00",328,0.346,261.2,12.32,-5.723,71.82,21.36695,13.99,843,0,0,0,0,2.365,263.7,10.05,-9.77,93.2,-299.4,-60.71,1807,1748,1660,1183,1026,831,778.1,493.7,177.6,1568,1499,1492
"2009-01-16 06:00:00",329,0.368,262.5,9.67,-5.696,73.74,21.37191,14,843,0,0,0,0,2.342,269.1,10.28,-10.2,94.1,-289,-32.08,1808,1748,1660,1182,1026,831,777.8,494.3,177.4,1568,1499,1492
"2009-01-16 07:00:00",330,0.379,263.4,14.17,-5.966,77.5,21.37555,14.01,844,0,0,0,0,2.296,268.8,10.17,-10.73,94.7,-283.7,-16.18,1808,1748,1660,1183,1026,832,778.1,494.1,177.4,1568,1499,1492
"2009-01-16 08:00:00",331,0.298,264.5,22.81,-6.443,73.1,21.37338,14.02,844,0.007,0.012,0.003,0.141,1.936,266.2,13.47,-10.93,93.9,-287.2,-25.28,1808,1748,1660,1182,1026,832,778.1,493.8,177.2,1567,1499,1492
"2009-01-16 09:00:00",332,0.165,254.8,27.17,-4.551,61.22,21.37602,14.01,844,0.071,0.126,0.015,0.763,1.062,253.8,23.88,-8.69,74.12,-281.5,-7.996,1808,1748,1660,1183,1026,832,777.6,493.8,177.4,1567,1499,1492
"2009-01-16 10:00:00",333,0.072,210.8,23.77,0.713,44.99,21.36106,13.88,845,0.356,0.629,0.069,1.322,0.422,239.1,57.97,-2.178,50.24,-271.6,15.54,1808,1748,1661,1183,1026,831,778.5,493.9,178,1570,1500,1493
"2009-01-16 11:00:00",334,0.756,126.9,39.98,3.92,33.77,21.36336,13.71,845,0.481,0.851,0.117,1.729,2.297,68.1,13.82,3.237,32.1,-249.8,68.89,1809,1749,1661,1184,1027,832,778.7,494.7,177.8,1572,1503,1496
"2009-01-16 12:00:00",335,1.695,94.9,19.7,6.654,29.49,21.33697,13.54,845,0.559,0.989,0.163,1.956,2.638,71.04,14.37,7.412,27.38,-246.9,71.71,1808,1749,1661,1184,1026,832,778.9,494.7,177.7,1575,1506,1498
"2009-01-16 13:00:00",336,1.305,84.5,35.65,8.41,26.14,21.31341,13.41,844,0.57,1.009,0.17,1.988,2.522,70.9,20.06,9.35,25.15,-244,81.6,1809,1748,1660,1184,1027,831,778.2,494.4,177.5,1577,1509,1500
"2009-01-16 14:00:00",337,1.356,92.3,35.77,9.34,21.85,21.37154,13.39,843,0.181,0.32,0.095,1.823,2.295,73.15,18.72,9.53,23.83,-234.1,106.1,1808,1749,1660,1183,1026,831,778.9,494.2,177.5,1578,1510,1500
"2009-01-16 15:00:00",338,1.644,100.3,30.43,8.84,27.61,21.30013,13.42,843,0.284,0.503,0.12,1.471,3.178,75.86,16.74,8.85,27.17,-235.4,99.2,1808,1748,1660,1183,1026,831,778.6,494.4,177.5,1577,1509,1501
"2009-01-16 16:00:00",339,0.779,104.3,45.66,8.54,29.05,21.31772,13.45,843,0.093,0.165,0.052,0.957,2.096,69.15,24.99,7.855,32.25,-230,116.4,1808,1748,1660,1183,1026,831,778.8,494.5,177.6,1577,1508,1500
"2009-01-16 17:00:00",340,0.285,249.2,28.37,5.241,51.46,21.31304,13.53,843,0.011,0.02,0.011,0.317,1.271,271.9,80.5,1.93,70.2,-243.2,88,1808,1748,1660,1183,1025,831,778.7,493.5,177.6,1576,1507,1499
"2009-01-16 18:00:00",341,0.137,243.2,13.24,0.116,65.81,21.3132,13.66,843,0.001,0.001,-0.001,0,1.496,247.6,11.47,-2.474,79.72,-274,7.545,1808,1748,1660,1183,1025,831,779.2,493.4,177.8,1574,1506,1497
"2009-01-16 19:00:00",342,0.179,236.1,16.09,-2.045,70.6,21.31923,13.75,844,0,0,-0.001,0,1.8,263,13.96,-3.53,77.46,-269,24.38,1808,1748,1660,1184,1025,831,778.7,492.5,177.9,1573,1504,1496
"2009-01-16 20:00:00",343,0.144,245.3,16.83,-2.58,73.79,21.32723,13.8,843,0,0,-0.001,0,1.6,258.1,16.28,-4.292,83.3,-273.8,9.45,1809,1748,1660,1184,1025,831,779.2,492.7,177.7,1572,1503,1495
"2009-01-16 21:00:00",344,0.135,257.5,2.26,-3.219,74.49,21.33358,13.85,843,0,0,-0.001,0,1.567,255,12.4,-5.429,87.4,-276.5,3.392,1807,1747,1660,1183,1025,832,778.5,492.8,177.5,1571,1502,1495
"2009-01-16 22:00:00",345,0.181,254.5,20.54,-3.862,75.69,21.33309,13.88,844,0,0,-0.001,0,1.59,259.4,21.34,-6.3,88.4,-283.4,-15.59,1808,1747,1660,1183,1025,832,778.7,492.8,177.3,1570,1501,1494
"2009-01-16 23:00:00",346,0.105,256.5,8.02,-5.066,82.9,21.34232,13.91,844,0,0,-0.002,0,1.387,256.9,16.7,-7.252,92.1,-279.4,-5.31,1808,1748,1660,1183,1025,832,779.2,493,177.8,1570,1501,1494
"2009-01-17 00:00:00",347,0.209,264.2,7.868,-5.624,83.5,21.34474,13.93,844,0,0,-0.001,0,1.714,259.7,14.14,-8.14,92.5,-268.9,25.35,1808,1748,1661,1184,1025,831,778.3,493,176.7,1569,1500,1493
"2009-01-17 01:00:00",348,0.196,263.3,10.47,-6.627,83.2,21.3461,13.96,844,0,0,-0.001,0,1.624,255.8,16.79,-9.06,94,-283.1,-14.62,1809,1748,1660,1183,1025,831,779.6,492.8,177.3,1569,1499,1493
"2009-01-17 02:00:00",349,0.263,262.8,8.72,-7.173,87.9,21.35456,13.98,844,0,0,-0.001,0,1.7,260.4,14.68,-9.81,94.6,-295.1,-48.71,1809,1748,1660,1183,1025,831,779.4,492.8,177.8,1568,1499,1492
"2009-01-17 03:00:00",350,0.25,276.2,8.69,-7.814,88.2,21.3671,14,843,0,0,-0.001,0,1.583,259.8,22.48,-10.56,94.3,-296.5,-51.98,1808,1748,1660,1184,1025,831,778.7,492.7,176.7,1568,1499,1492
"2009-01-17 04:00:00",351,0.266,266.9,12.47,-8.26,84.2,21.36992,14.01,844,0,0,-0.001,0,1.84,261.5,15.21,-11.28,94.2,-286.8,-24.32,1809,1747,1660,1184,1025,832,779,492.7,177.2,1568,1499,1492
"2009-01-17 05:00:00",352,0.298,265.9,9.58,-8.72,87.1,21.38244,14.03,843,0,0,-0.001,0,1.693,257.4,17.05,-11.91,94,-291.2,-36.37,1809,1747,1660,1184,1025,832,779,492.9,176.7,1567,1498,1491
"2009-01-17 06:00:00",353,0.285,271.9,14,-8.97,82.3,21.39048,14.05,843,0,0,-0.001,0,1.729,261.1,19.99,-12.26,92.6,-288.2,-28.47,1809,1748,1660,1185,1025,831,778.7,493.1,177.4,1568,1498,1491
"2009-01-17 07:00:00",354,0.198,266.6,7.486,-9.49,86.1,21.39076,14.06,843,0,0,-0.001,0,1.559,255.6,12.44,-12.72,92.9,-291.3,-37.24,1809,1747,1661,1184,1025,831,778.4,492.2,177.7,1567,1498,1491
"2009-01-17 08:00:00",355,0.171,268.7,4.714,-9.25,81.8,21.38681,14.07,842,0.007,0.012,0.002,0.144,1.591,257.1,12.2,-12.94,92.8,-286.9,-24.6,1808,1748,1660,1184,1025,832,778.8,492.9,177.2,1566,1497,1491
"2009-01-17 09:00:00",356,0.052,266.3,2.569,-6.078,62.94,21.39492,14.06,843,0.069,0.122,0.013,0.769,1.425,257.4,11.47,-10.39,87.1,-288.8,-30.19,1809,1748,1661,1184,1025,832,779,492.6,177.2,1566,1497,1491
"2009-01-17 10:00:00",357,0.035,247.2,9.08,-0.975,48.06,21.38587,13.93,843,0.352,0.624,0.065,1.33,0.544,254.6,41.09,-3.22,57.58,-273.5,10.33,1809,1748,1661,1185,1025,831,779.1,492.9,177.6,1569,1499,1493
"2009-01-17 11:00:00",358,0.018,210.1,6.867,5.658,21.64,21.3861,13.75,843,0.483,0.854,0.112,1.738,0.635,203.3,74.41,1.858,40.35,-263.5,30.34,1809,1748,1661,1184,1026,832,779.9,493.1,177.8,1571,1502,1495
"2009-01-17 12:00:00",359,0.961,104.8,22.76,8.78,23.91,21.35351,13.58,843,0.562,0.994,0.164,1.966,1.674,77.46,17.86,8.17,22.99,-258.3,37.7,1809,1748,1661,1185,1025,831,779.5,493.1,177.7,1574,1505,1498
"2009-01-17 13:00:00",360,1.145,105.2,31.04,9.47,18.69,21.33282,13.42,842,0.575,1.017,0.176,1.999,1.666,87.7,24.7,10.11,18.65,-249,64.67,1810,1748,1660,1184,1025,832,779.4,493,177.5,1577,1508,1500
"2009-01-17 14:00:00",361,1.494,94.6,21.34,10.45,18.62,21.39442,13.38,842,0.186,0.329,0.107,1.835,2.191,76.31,14.19,10.5,18.76,-233.1,108.1,1808,1747,1660,1184,1025,831,778.9,492.9,177.5,1578,1510,1501
"2009-01-17 15:00:00",362,1.457,102.9,28.98,10.53,19,21.3131,13.4,841,0.289,0.512,0.125,1.484,2.552,75.04,17.38,10.3,21.93,-223.1,132,1809,1748,1660,1184,1026,831,779.8,493,177.5,1578,1509,1501
"2009-01-17 16:00:00",363,0.494,140.3,61.2,10.25,19.92,21.3217,13.44,842,0.1,0.177,0.05,0.97,1.963,73,17.68,8.25,30.14,-235.8,96.8,1809,1748,1660,1184,1025,831,779.6,493,177.5,1577,1509,1500
"2009-01-17 17:00:00",364,0.371,260.7,20.25,6.245,43.14,21.32562,13.55,842,0.012,0.021,0.015,0.33,1.412,327.1,78.58,1.8,71.16,-261.8,34.03,1809,1748,1660,1184,1025,831,778.9,492.9,177.7,1576,1507,1498
"2009-01-17 18:00:00",365,0.225,251.5,15.31,0.378,60.63,21.3297,13.67,842,0.001,0.002,0.001,0,1.586,248.8,13.04,-2.511,75.08,-287.3,-28.69,1809,1747,1660,1185,1025,831,779.2,492.8,177.8,1574,1505,1497
"2009-01-17 19:00:00",366,0.113,260.2,0.076,-2.441,66.86,21.3384,13.78,22.76,0,0,0.001,1.229,1.535,266.2,7.5,-3.913,75.93,-270.8,17.15,48.86,47.23,44.86,32.03,27.7,22.49,21.04,13.31,4.808,42.5,40.61,40.39
"2009-01-17 20:00:00",367,0.089,249.2,17.76,-2.702,66.56,21.33794,13.81,842,0,0,0.001,0,1.294,261.1,23.06,-4.559,78.85,-274.4,8.1,1809,1748,1660,1184,1025,832,780.1,493.2,177.5,1571,1502,1495
"2009-01-17 21:00:00",368,0.136,254.7,10.33,-3.419,69.99,21.34097,13.86,842,0,0,0.002,0,1.339,252.6,18.25,-5.683,82.2,-274.5,8.65,1809,1748,1660,1184,1025,831,779.6,493.5,177,1571,1501,1494
"2009-01-17 22:00:00",369,0.156,253.6,11.68,-4.324,72.93,21.3421,13.89,842,0,0,0.002,0,1.65,252.4,14.76,-6.788,84.4,-294.1,-46.64,1810,1749,1660,1185,1025,832,779.8,492.9,177.1,1571,1501,1494
"2009-01-17 23:00:00",370,0.152,257.2,14.43,-5.109,75.87,21.34063,13.92,843,0,0,0.001,0,1.506,255,13.25,-7.646,88.2,-283.2,-13.69,1810,1748,1660,1185,1025,831,780.6,493,177.8,1569,1500,1493
"2009-01-18 00:00:00",371,0.076,249.3,10.16,-6.168,79.46,21.34533,13.94,843,0,0,0.001,0,1.329,255.3,14.07,-8.57,92.1,-268.7,25.14,1809,1748,1661,1184,1025,831,779.6,493,177.6,1569,1499,1493
"2009-01-18 01:00:00",372,0.108,267,5.965,-7.07,83.6,21.34286,13.97,843,0,0,0.001,0,1.351,253.3,13.46,-9.47,92.6,-266.7,30.24,1809,1748,1660,1185,1025,831,780.1,493,177.3,1568,1499,1492
"2009-01-18 02:00:00",373,0.124,265.8,17.27,-7.804,84.6,21.35244,13.99,843,0,0,0.001,0,1.281,260.5,19.23,-10.06,93.3,-286.3,-24.14,1810,1748,1660,1184,1025,831,779.4,493.1,177.6,1568,1499,1492
"2009-01-18 03:00:00",374,0.211,266.1,11.33,-7.865,86.4,21.35832,14,843,0,0,0.001,0,1.663,262.6,14.95,-10.53,94,-294.9,-47.09,1809,1748,1660,1185,1026,831,779.9,493.2,177.6,1568,1499,1492
"2009-01-18 04:00:00",375,0.189,266.1,12.44,-8.22,89.1,21.3603,14.02,843,0,0,0.001,0,1.614,260,13.67,-11.11,94.2,-278.7,-0.802,1810,1748,1660,1185,1025,831,780.4,493.2,177.4,1567,1499,1492
"2009-01-18 05:00:00",376,0.191,267.3,8.31,-8.64,89.7,21.35719,14.03,843,0,0,0.001,0,1.593,259.2,15.15,-11.6,94.6,-278,0.587,1810,1748,1660,1185,1025,831,780.1,493.2,177.4,1567,1498,1491
"2009-01-18 06:00:00",377,0.174,265.1,13.94,-8.9,88.1,21.36381,14.04,843,0,0,0.001,0,1.52,262.2,12.07,-12.11,93.5,-267.7,28.12,1810,1748,1660,1185,1025,832,780.3,493.2,177.2,1567,1497,1491
"2009-01-18 07:00:00",378,0.208,272.3,10.27,-9.43,87.5,21.37067,14.06,843,0,0,0.001,0,1.55,262.6,18.56,-12.64,93,-269.5,23.36,1809,1748,1660,1185,1026,832,780.4,493.3,177.5,1567,1498,1491
"2009-01-18 08:00:00",379,0.144,272.9,8.74,-9.9,83.3,21.36848,14.07,844,0.007,0.013,0.002,0.147,1.257,260.8,16.46,-13.08,92.7,-280.7,-7.957,1809,1748,1660,1184,1026,831,779.9,493.3,176.8,1566,1496,1491
"2009-01-18 09:00:00",380,0.013,263.9,2.574,-7.299,74.55,21.38044,14.08,844,0.073,0.13,0.013,0.776,0.645,254.9,17.8,-10.75,76.23,-285,-20.39,1810,1748,1660,1185,1025,831,780,493.3,177.5,1566,1496,1491
"2009-01-18 10:00:00",381,0.081,210.3,27.68,-2.492,59.26,21.38035,13.95,844,0.361,0.639,0.063,1.337,0.679,266.2,21.65,-3.925,60.25,-280.7,-10.64,1810,1749,1661,1186,1026,831,780.8,493.6,177.6,1568,1499,1492
"2009-01-18 11:00:00",382,0.636,137.6,34.44,2.277,47.88,21.3828,13.77,845,0.488,0.863,0.109,1.747,1.098,86.9,34.96,1.544,46.11,-275.2,-0.557,1810,1749,1660,1185,1026,832,780.7,493.9,177.8,1571,1501,1495
"2009-01-18 12:00:00",383,1.305,87.3,34.51,3.367,44.15,21.3552,13.61,844,0.565,1,0.137,1.976,2.743,65.4,16.39,4.723,40.94,-258.3,40.65,1810,1749,1661,1186,1026,832,780.5,494.1,177.7,1573,1504,1497
"2009-01-18 13:00:00",384,1.516,78.88,36.52,4.997,38.24,21.32669,13.5,844,0.576,1.019,0.152,2.011,3.035,63.83,16.33,6.037,37.08,-237.6,100.1,1810,1748,1661,1185,1025,831,780.1,493.9,177.6,1575,1507,1499
"2009-01-18 14:00:00",385,1.518,83.1,31.27,6.478,36.98,21.36848,13.47,843,0.197,0.348,0.087,1.847,3.4,66.43,15.85,6.975,36.23,-243.6,79.88,1809,1748,1660,1185,1025,832,780.1,493.7,177.5,1576,1508,1500
"2009-01-18 15:00:00",386,1.338,85.8,31.72,6.653,38.42,21.2936,13.5,843,0.288,0.509,0.1,1.496,2.877,72.67,18.58,6.722,39.03,-253.2,52.7,1810,1748,1660,1185,1025,832,780.1,493.9,177.6,1577,1507,1499
"2009-01-18 16:00:00",387,0.594,116,40.46,6.715,38.43,21.30871,13.52,844,0.105,0.186,0.045,0.983,1.775,84.4,21.62,5.922,54.1,-251.7,57.45,1810,1748,1660,1185,1026,832,781.4,494,177.6,1577,1507,1499
"2009-01-18 17:00:00",388,0.21,254.9,10.66,3.635,62.78,21.30376,13.61,843,0.012,0.021,0.008,0.342,0.935,270.4,68.12,0.119,79.21,-270.9,12.66,1810,1748,1660,1186,1026,831,781.1,493.9,177.7,1575,1506,1498
"2009-01-18 18:00:00",389,0.164,254.2,11.14,-1.181,73.42,21.30608,13.71,843,0.001,0.002,-0.001,0,1.431,257.4,13.25,-3.106,80.4,-273.6,10.13,1810,1748,1660,1185,1026,832,780.3,493.7,177.8,1573,1504,1496
"2009-01-18 19:00:00",390,0.159,243.3,19.91,-2.495,76.07,21.31356,13.79,844,0,0,-0.001,0,1.348,264.5,16.54,-3.853,81.8,-274.4,7.219,1810,1748,1660,1186,1026,831,780.8,493.9,177.9,1572,1503,1495
"2009-01-18 20:00:00",391,0.139,249.5,13.09,-3.249,79.49,21.32246,13.84,844,0,0,-0.001,0,1.223,255.9,16.06,-5.029,86.3,-286.8,-25.75,1810,1749,1661,1185,1026,831,780.6,493.7,177.9,1571,1502,1495
"2009-01-18 21:00:00",392,0.046,245.6,8.56,-4.505,82.2,21.32295,13.88,844,0,0,-0.002,0,0.871,247,26.29,-6.391,90.9,-277.4,2.42,1810,1748,1660,1185,1025,831,781.2,493.7,177.3,1570,1501,1494
"2009-01-18 22:00:00",393,0.13,257.6,12.44,-5.65,88,21.3306,13.91,844,0,0,-0.002,0,1.044,252.6,16.45,-7.514,92.8,-279.9,-6.739,1810,1748,1661,1186,1026,831,780.8,494.1,177.6,1570,1500,1493
"2009-01-18 23:00:00",394,0.079,264.2,12.93,-6.497,90.8,21.33054,13.95,844,0,0,-0.002,0,1.034,257.5,18.1,-8.46,95.5,-281,-10.22,1810,1748,1660,1186,1026,831,781.2,493.9,177.3,1569,1499,1493
"2009-01-19 00:00:00",395,0.139,260.8,16.6,-7.121,93,21.33271,13.97,844,0,0,-0.002,0,1.33,264.2,16.52,-9.24,95.5,-275.7,4.206,1810,1748,1660,1185,1026,831,781.2,493.9,177.6,1568,1499,1492
"2009-01-19 01:00:00",396,0.173,264.9,17.69,-7.776,95,21.3377,13.99,844,0,0,-0.002,0,1.447,261.8,19.38,-9.99,95.7,-267,30,1810,1748,1660,1186,1026,831,781.8,493.9,177.4,1568,1498,1492
"2009-01-19 02:00:00",397,0.154,262.9,17.98,-8.58,96.1,21.34313,14.01,844,0,0,-0.002,0,0.963,262.4,22.75,-10.74,94.9,-259.7,50.39,1810,1748,1660,1186,1026,831,781.3,493.6,177.6,1568,1499,1492
"2009-01-19 03:00:00",398,0.147,272.5,13.09,-8.95,94.8,21.34803,14.03,844,0,0,-0.002,0,1.006,269.6,23.32,-11.38,94,-266,33.04,1811,1748,1660,1187,1026,832,781.7,494.1,177.4,1567,1498,1491
"2009-01-19 04:00:00",399,0.205,263.2,13.57,-9.09,93.1,21.35592,14.05,844,0,0,-0.001,0,1.606,263.3,15.56,-11.99,93.4,-284.9,-19.02,1810,1748,1660,1186,1026,831,781.1,494.1,177.4,1567,1497,1491
"2009-01-19 05:00:00",400,0.213,267.4,9.24,-9.4,91.7,21.36353,14.06,844,0,0,-0.001,0,1.592,259.3,15.22,-12.44,92.5,-282.9,-13.37,1811,1749,1660,1186,1026,832,782.2,494,177.2,1567,1498,1491
"2009-01-19 06:00:00",401,0.244,265.4,10.35,-9.85,89.6,21.371,14.08,843,0,0,-0.001,0,1.831,265.9,12.6,-13.12,91.6,-283.5,-15.47,1811,1749,1660,1187,1026,831,782,494.2,177.7,1566,1497,1491
"2009-01-19 07:00:00",402,0.343,268.5,8.56,-9.82,92.7,21.37275,14.09,843,0,0,-0.001,0,1.988,260.3,14.44,-13.51,91.2,-287.1,-24.93,1811,1748,1660,1187,1026,831,782.2,494.5,177.5,1566,1496,1490
"2009-01-19 08:00:00",403,0.308,266.8,7.109,-9.57,87.8,21.37325,14.1,843,0.006,0.011,0.002,0.151,1.936,262,10.93,-13.79,91.1,-281.9,-9.81,1810,1748,1660,1186,1026,831,781.5,494,177.2,1566,1496,1490
"2009-01-19 09:00:00",404,0.043,271.2,3.953,-7.633,77.15,21.37939,14.1,843,0.068,0.12,0.012,0.782,0.805,256.7,12.47,-11.18,83.2,-280.3,-5.611,1811,1748,1660,1186,1026,832,781.8,493.8,177,1566,1496,1490
"2009-01-19 10:00:00",405,0.067,169.3,8.34,-2.076,59.77,21.39178,13.96,843,0.338,0.598,0.061,1.345,0.232,243.7,44.32,-4.171,67.14,-283.7,-18.32,1812,1749,1661,1187,1026,831,782.2,494.3,177.6,1568,1499,1492
"2009-01-19 11:00:00",406,0.92,127.4,35.92,1.357,49.59,21.40244,13.79,843,0.478,0.846,0.105,1.756,2.111,69.05,21.75,0.999,48.5,-262.8,35.98,1811,1749,1660,1187,1027,832,782.1,494.3,177.8,1571,1501,1495
"2009-01-19 12:00:00",407,1.394,90.8,25.01,3.315,42.11,21.3818,13.64,843,0.49,0.867,0.126,1.987,2.558,66.02,14.74,4.224,38.12,-247,73.36,1811,1749,1661,1187,1026,831,781.7,494.4,177.7,1573,1504,1497
"2009-01-19 13:00:00",408,1.336,81.7,34.21,5.086,38.07,21.34942,13.52,842,0.531,0.94,0.143,2.022,2.865,65.13,15.21,6.146,34.53,-248,69.06,1811,1749,1660,1187,1026,831,781.6,494.4,177.6,1575,1506,1499
"2009-01-19 14:00:00",409,1.089,87.7,32.89,5.659,36.54,21.35346,13.48,842,0.239,0.423,0.087,1.859,2.33,68.05,14.01,6.129,36.61,-252.4,55.9,1811,1748,1660,1186,1026,831,782.9,494.4,177.6,1576,1508,1500
"2009-01-19 15:00:00",410,0.476,93.8,25.44,5.68,35.12,21.32628,13.5,841,0.126,0.222,0.046,1.509,1.592,81.3,16.45,5.608,51.57,-240.7,88.4,1810,1749,1660,1186,1026,831,781.9,494.3,177.6,1577,1507,1499
"2009-01-19 16:00:00",411,0.222,108.9,23.76,6.175,33.93,21.33489,13.53,841,0.119,0.211,0.04,0.996,1.019,67.38,17.56,4.891,35.12,-256.6,47.16,1811,1749,1660,1187,1026,831,782.6,494.7,177.7,1576,1507,1499
"2009-01-19 17:00:00",412,0.239,83.9,47.86,5.882,43.61,21.32371,13.54,841,0.046,0.082,0.02,0.355,1.361,68.81,36.37,4.536,70.52,-254.7,53.08,1811,1749,1660,1187,1026,831,783,494.7,177.7,1576,1506,1499
"2009-01-19 18:00:00",413,0.101,253.4,17.18,2.025,66.84,21.31507,13.61,841,0.002,0.004,0.002,0,0.558,280.5,46.88,-0.117,78.35,-268.6,21.76,1811,1749,1660,1187,1026,831,782.6,494.2,177.7,1575,1506,1498
"2009-01-19 19:00:00",414,0.099,258.6,6.351,-1.271,76.48,21.30597,13.7,841,0,0,0.001,0,1.118,252.6,21.83,-2.753,82.3,-269.9,21.46,1810,1749,1660,1187,1026,832,782,494.4,177.8,1573,1504,1497
"2009-01-19 20:00:00",415,0.026,255.5,0.316,-2.564,77.81,21.31164,13.77,841,0,0,0,0,1.016,255.1,11.1,-3.714,82.7,-256.1,61.13,1811,1748,1660,1186,1026,831,782.6,493.9,177.6,1572,1503,1496
"2009-01-19 21:00:00",416,0.065,261.2,3.35,-3.272,79.29,21.3233,13.83,841,0,0,0.001,0,1.239,251.3,14.59,-5.011,87.3,-273.2,13.29,1811,1748,1660,1187,1026,831,782.4,494.8,177.9,1571,1502,1495
"2009-01-19 22:00:00",417,0.08,258.9,12.22,-4.244,83,21.32703,13.87,841,0,0,0.001,0,1.359,259.5,16.98,-6.232,90.1,-264.2,39.86,1811,1748,1660,1188,1026,831,782.3,494.4,178,1571,1501,1494
"2009-01-19 23:00:00",418,0.081,265.5,6.162,-5.34,84.1,21.33337,13.91,841,0,0,0.001,0,1.198,254,13.93,-7.269,92.9,-272.1,15.43,1812,1749,1660,1187,1027,831,783.2,494.5,177.5,1570,1501,1494
"2009-01-20 00:00:00",419,0.099,259.5,10.43,-6.223,85.9,21.33481,13.93,841,0,0,0.001,0,1.36,255.8,21.09,-8.12,93.1,-268.9,27.52,1812,1748,1661,1186,1026,831,783.8,495,177.6,1569,1499,1493
"2009-01-20 01:00:00",420,0.105,263.6,9.44,-6.25,84.6,21.33947,13.94,841,0,0,0.001,0,1.315,265.6,17.3,-8.32,92.8,-263.4,41.48,1811,1749,1660,1187,1027,831,783.3,494.6,177.8,1569,1499,1493
"2009-01-20 02:00:00",421,0.104,262.8,5.377,-6.187,83.4,21.33516,13.94,841,0,0,0.001,0,1.318,265.2,17.59,-8.14,91.9,-259.4,52.64,1812,1749,1660,1187,1026,832,782.6,494.8,178,1569,1499,1493
