baro LEVEL,Date,Time,ms,TEMPERATURE,logger LEVEL,Compensated Level,ground_to_water_m
8.2721929784,7/25/2018,01:40:00 pm,0,10.257,9.158999999999999,0.886807021600001,-8.216731686506671
8.2733146704,7/25/2018,01:50:00 pm,0,10.243,9.1586,0.8852853296000003,-8.218253378506672
8.271611737999999,7/25/2018,02:00:00 pm,0,10.232999999999999,9.1568,0.8851882620000016,-8.21835044610667
8.270887736799999,7/25/2018,02:10:00 pm,0,10.225,9.1559,0.8850122632000019,-8.21852644490667
8.2695621008,7/25/2018,02:20:00 pm,0,10.219,9.1544,0.8848378992000008,-8.218700808906672
8.269786439199999,7/25/2018,02:30:00 pm,0,10.214,9.1534,0.8836135607999989,-8.219925147306673
8.2707245816,7/25/2018,02:40:00 pm,0,10.21,9.1532,0.8824754184000003,-8.221063289706672
8.2713975968,7/25/2018,02:50:00 pm,0,10.205,9.154,0.8826024031999999,-8.220936304906672
8.270744976,7/25/2018,03:00:00 pm,0,10.202,9.1539,0.8831550240000006,-8.220383684106672
8.269980186,7/25/2018,03:10:00 pm,0,10.2,9.1547,0.8847198140000003,-8.218818894106672
8.2689808604,7/25/2018,03:20:00 pm,0,10.198,9.1548,0.8858191396000006,-8.217719568506672
8.2680325208,7/25/2018,03:30:00 pm,0,10.196,9.1549,0.8868674791999993,-8.216671228906673
8.267175955999999,7/25/2018,03:40:00 pm,0,10.195,9.1551,0.887924044,-8.215614664106672
8.266309194,7/25/2018,03:50:00 pm,0,10.193999999999999,9.1554,0.8890908060000005,-8.214447902106672
8.2660236724,7/25/2018,04:00:00 pm,0,10.193,9.1561,0.890076327600001,-8.213462380506671
8.266156236,7/25/2018,04:10:00 pm,0,10.193,9.1566,0.8904437639999987,-8.213094944106674
8.266115447199999,7/25/2018,04:20:00 pm,0,10.192,9.1572,0.8910845528000007,-8.212454155306672
8.265442431999999,7/25/2018,04:30:00 pm,0,10.191,9.157,0.8915575680000014,-8.211981140106671
8.2651161216,7/25/2018,04:40:00 pm,0,10.191,9.157,0.8918838783999998,-8.211654829706672
