"","well_id","day","water_binary","offset"
"603","KFR-XE1S",2019-07-05,1,3.45875
"604","KRH-XD1S",2019-07-05,1,3.45875
"605","EEF-1",2019-07-06,1,3.45875
"606","EFR-XB3N",2019-07-06,1,3.45875
"607","KHT-XD3S",2019-07-05,1,3.45875
"608","EWT-1",2019-07-06,1,3.45875
"609","EHT-XA5S",2019-07-06,1,3.45875
"610","EET-2",2019-07-06,1,3.45875
"611","KFR-XE2S",2019-07-05,1,3.45875
"612","EFR-XB3S",2019-07-06,1,3.45875
"613","KFF-XE8S",2019-07-05,1,3.45875
"614","EER-1",2019-07-06,1,3.45875
"615","EFF-XA1N",2019-07-06,1,3.45875
"616","KER-XD5N",2019-07-05,1,3.45875
"617","EWR-XB4N",2019-07-06,1,3.45875
"618","KEF-1",2019-07-05,1,3.45875
"619","KHT-XD6N",2019-07-05,1,3.45875
"620","EFF-XB7S",2019-07-06,1,3.45875
"621","KWR-XE1N",2019-07-05,1,3.45875
"622","EWR-1",2019-07-06,1,3.45875
"623","KWF-1",2019-07-05,1,3.45875
"624","KFR-XE1S",2019-08-20,1,2.99
"625","EEF-1",2019-08-20,1,2.99
"626","EET-2",2019-09-03,1,2.99
"627","EEF-1",2019-09-21,1,2.99
"628","KWR-XE1N",2019-09-21,1,2.99
"629","EET-1",2019-10-20,1,2.99
"630","EFR-XB1S",2019-10-20,1,2.99
"631","EET-2",2019-10-20,1,2.99
"632","KHF-1",2019-10-05,1,2.99
"633","EFF-XB7S",2019-10-20,1,2.99
"634","KET-1",2019-09-02,1,2.99
"635","EWR-1",2019-09-03,1,2.99
"636","KER-1",2019-08-20,1,2.99
"637","KFR-XE1S",2019-09-21,1,2.99
"638","EEF-1",2019-09-03,1,2.99
"639","EHF-XA3S",2019-09-21,1,2.99
"640","KHT-XE4S",2019-09-21,1,2.99
"641","KHT-XE4S",2019-10-20,1,2.99
"642","EHF-XA3S",2019-10-05,1,2.99
"643","KRH-XD1S",2019-10-20,1,2.99
"644","KHT-XE4S",2019-10-05,1,2.99
"645","KWR-XE1N",2019-10-20,1,2.99
"646","EHR-1",2019-08-20,1,2.99
"647","EFF-XB7S",2019-10-05,1,2.99
"648","EEF-1",2019-10-20,1,2.99
"649","KET-1",2019-10-20,1,2.99
"650","KWT-1",2019-09-02,1,2.99
"651","KHF-1",2019-10-20,1,2.99
"652","KER-1",2019-09-02,1,2.99
"653","KEF-1",2019-09-02,1,2.99
"654","LET-1",2019-09-21,1,2.99
"655","KWR-XE1N",2019-09-02,1,2.99
"656","EER-1",2019-10-05,1,2.99
"657","KFR-XE2S",2019-09-02,1,2.99
"658","KFR-XE2S",2019-10-05,1,2.99
"659","KFR-XE2S",2019-10-20,1,2.99
"660","LWT-1",2019-10-19,1,2.99
"661","KWT-1",2019-10-20,1,2.99
"662","KET-1",2019-08-20,1,2.99
"663","EWT-1",2019-10-20,1,2.99
"664","EFF-XB7S",2019-08-20,1,2.99
"665","KWR-1",2019-09-02,1,2.99
"666","KFR-XE1S",2019-10-05,1,2.99
"667","KFR-XE1S",2019-10-20,1,2.99
"668","KER-1",2019-10-20,1,2.99
"669","EWF-XA2S",2019-10-05,1,2.99
"670","LET-1",2019-10-19,1,2.99
"671","EWF-XA2S",2019-10-21,1,2.99
"672","EHF-XA3S",2019-10-20,1,2.99
"673","EFF-XA1N",2019-09-21,1,2.99
"674","EFF-XB7S",2019-09-21,1,2.99
"675","EFF-XA1N",2019-10-05,1,2.99
"676","EFF-XA2N",2019-09-21,1,2.99
"677","EWR-1",2019-10-20,1,2.99
"678","EEF-1",2019-10-05,1,2.99
"679","EFR-XB3N",2019-10-20,1,2.99
"680","EFF-XA2N",2019-08-20,1,2.99
"681","KER-1",2019-09-21,1,2.99
"682","KWR-1",2019-10-20,1,2.99
"683","KWR-XE1N",2019-08-20,1,2.99
"684","KFR-XE2S",2019-08-20,1,2.99
"685","EER-1",2019-10-20,1,2.99
"686","EWR-1",2019-08-20,1,2.99
"687","KWF-1",2019-09-02,1,2.99
"688","KHT-XE5S",2019-10-20,1,2.99
"689","EWR-XB4N",2019-10-20,1,2.99
"690","EHT-XA5S",2019-10-20,1,2.99
"691","LHT-1",2019-10-05,1,2.99
"692","KFR-XE1S",2019-09-02,1,2.99
"693","KWR-1",2019-09-21,1,2.99
"694","EFR-XB3N",2019-09-03,1,2.99
"695","KHR-XD1N",2019-09-02,1,2.99
"696","LET-1",2019-10-05,1,2.99
"697","KRH-XD1S",2019-09-02,1,2.99
"698","EER-1",2019-08-20,1,2.99
"699","LWT-1",2019-09-03,1,2.99
"700","KHT-XE5S",2019-09-02,1,2.99
"701","EHR-XB1N",2019-10-20,1,2.99
"702","LHT-1",2019-08-20,1,2.99
"703","EHR-1",2019-09-03,1,2.99
"704","EHR-1",2019-09-21,1,2.99
"705","EFF-XA2N",2019-10-05,1,2.99
"706","EHR-1",2019-10-05,1,2.99
"707","KWR-1",2019-10-05,1,2.99
"708","KHT-XE4S",2019-08-20,1,2.99
"709","EER-1",2019-09-03,1,2.99
"710","EER-1",2019-09-21,1,2.99
"711","KWF-1",2019-09-21,1,2.99
"712","EFR-XB3S",2019-10-20,1,2.99
"713","EHT-XB4S",2019-10-20,1,2.99
"714","KWR-XE1N",2019-10-05,1,2.99
"715","EFF-XA1N",2019-10-20,1,2.99
"716","KWT-1",2019-08-20,1,2.99
"717","EFF-XA2N",2019-09-03,1,2.99
"718","KWR-1",2019-08-20,1,2.99
"719","KHR-XD2N",2019-09-03,1,2.99
"720","EHR-1",2019-10-20,1,2.99
"721","LHT-1",2019-10-20,1,2.99
"722","KHT-XE4S",2019-09-02,1,2.99
"723","KFR-XE2S",2019-09-21,1,2.99
"724","EFF-XB7S",2019-09-03,1,2.99
"725","EWR-XB4N",2019-09-03,1,2.99
"726","KHR-XD2N",2019-09-04,1,2.99
"727","KER-XD5N",2019-10-20,1,2.99
"728","KEF-1",2019-10-20,1,2.99
"729","EWR-1",2019-10-05,1,2.99
"730","LWT-1",2019-09-21,1,2.99
"731","EWT-1",2019-09-21,1,2.99
"732","LET-1",2019-09-03,1,2.99
"733","KER-1",2019-10-05,1,2.99
"734","EFF-XA2N",2019-10-20,1,2.99
"735","KHR-XD2N",2019-09-05,1,2.99
"736","LWT-1",2019-08-20,1,2.99
"737","LHT-1",2019-09-03,1,2.99
"738","KWF-1",2019-08-20,1,2.99
"739","EWT-1",2019-10-05,1,2.99
"740","KWF-1",2019-10-20,1,2.99
"741","KHR-XD1N",2019-10-20,1,2.99
"742","EWR-1",2019-09-21,1,2.99
"743","KER-XD5N",2019-09-02,1,2.99
"744","LHT-1",2019-10-19,1,2.99
"745","EFR-XB2N",2019-10-20,1,2.99
"746","LWT-1",2019-10-05,1,2.99
"747","KWF-1",2019-10-05,1,2.99
"748","LET-1",2019-08-20,1,2.99
