



California (PST) SNOTEL Site Independence Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Tue Nov 26 21:19:40 GMT-08:00 2024. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,WTEQ.I-2 (in) ,
541,2018-11-18,,     0.0,    32.1,
541,2018-11-19,,     0.0,    31.4,
541,2018-11-20,,     0.0,    31.4,
541,2018-11-21,,     0.0,    32.2,
541,2018-11-22,,     0.5,    70.0,
541,2018-11-23,,     1.8,   171.5,
541,2018-11-24,,     3.1,   270.9,
541,2018-11-25,,     3.1,   236.4,
541,2018-11-26,,     3.1,   252.7,
541,2018-11-27,,     3.2,   244.5,
541,2018-11-28,,     3.3,   275.8,
541,2018-11-29,,     3.8,   312.8,
541,2018-11-30,,     5.1,   432.1,
541,2018-12-01,,     5.4,   440.4,
541,2018-12-02,,     5.5,   479.8,
541,2018-12-03,,     5.5,   490.8,
541,2018-12-04,,     5.9,   496.0,
541,2018-12-05,,     6.0,   500.0,
541,2018-12-06,,     6.2,   514.1,
541,2018-12-07,,     6.2,   515.6,
541,2018-12-08,,     6.2,   519.7,
541,2018-12-09,,     6.3,   528.0,
541,2018-12-10,,     6.3,   537.1,
541,2018-12-11,,     6.3,   539.9,
541,2018-12-12,,     6.4,   542.7,
541,2018-12-13,,     6.4,   546.9,
541,2018-12-14,,     6.4,   554.2,
541,2018-12-15,,     6.4,   551.3,
541,2018-12-16,,     6.4,   552.9,
541,2018-12-17,,     6.5,   555.3,
541,2018-12-18,,     6.8,   573.3,
541,2018-12-19,,     6.9,   579.1,
541,2018-12-20,,     7.0,   581.3,
541,2018-12-21,,     7.2,   586.0,
541,2018-12-22,,     7.3,   601.1,
541,2018-12-23,,     7.6,   604.6,
541,2018-12-24,,     7.7,   613.4,
541,2018-12-25,,     8.6,   661.9,
541,2018-12-26,,     8.6,   681.0,
541,2018-12-27,,     8.8,   690.0,
541,2018-12-28,,     8.8,   696.4,
541,2018-12-29,,     8.9,   700.3,
541,2018-12-30,,     8.9,   703.0,
541,2018-12-31,,     8.8,   703.9,
541,2019-01-01,,     8.8,   706.8,
541,2019-01-02,,     8.8,   709.6,
541,2019-01-03,,     9.1,   712.3,
541,2019-01-04,,     9.1,   714.9,
541,2019-01-05,,     9.1,   717.2,
541,2019-01-06,,     9.9,   752.8,
541,2019-01-07,,    12.4,   857.0,
541,2019-01-08,,    13.1,   911.0,
541,2019-01-09,,    13.2,   945.0,
541,2019-01-10,,    14.1,  1004.0,
541,2019-01-11,,    14.1,  1029.0,
541,2019-01-12,,    14.1,  1049.0,
541,2019-01-13,,    14.1,  1062.0,
541,2019-01-14,,    14.1,  1071.0,
541,2019-01-15,,    14.2,  1079.0,
541,2019-01-16,,    16.3,  1153.0,
541,2019-01-17,,    19.2,  1275.0,
541,2019-01-18,,    22.4,  1416.0,
541,2019-01-19,,    22.8,  1470.0,
541,2019-01-20,,    22.9,  1510.0,
541,2019-01-21,,    25.1,  1588.0,
541,2019-01-22,,    25.1,  1618.0,
541,2019-01-23,,    25.1,  1634.0,
541,2019-01-24,,    25.1,  1660.0,
541,2019-01-25,,    25.1,  1671.0,
541,2019-01-26,,    25.2,  1681.0,
541,2019-01-27,,    25.3,  1693.0,
541,2019-01-28,,    25.3,  1698.0,
541,2019-01-29,,    25.3,  1707.0,
541,2019-01-30,,    25.3,  1709.0,
541,2019-01-31,,    25.3,  1714.0,
541,2019-02-01,,    25.3,  1715.0,
541,2019-02-02,,    25.4,  1720.0,
541,2019-02-03,,    27.0,  1772.0,
541,2019-02-04,,    28.9,  1824.0,
541,2019-02-05,,    31.2,  1898.0,
541,2019-02-06,,    31.3,  1904.0,
541,2019-02-07,,    31.3,  1901.0,
541,2019-02-08,,    31.3,  1898.0,
541,2019-02-09,,    31.5,  1896.0,
541,2019-02-10,,    33.6,  1934.0,
541,2019-02-11,,    34.6,  1963.0,
541,2019-02-12,,    34.6,  1960.0,
541,2019-02-13,,    35.2,  1964.0,
541,2019-02-14,,    38.6,  2036.0,
541,2019-02-15,,    41.6,  2076.0,
541,2019-02-16,,    43.7,  2191.0,
541,2019-02-17,,    44.4,  2259.0,
541,2019-02-18,,    44.9,  2303.0,
541,2019-02-19,,    44.9,  2320.0,
541,2019-02-20,,    45.1,  2318.0,
541,2019-02-21,,    45.3,  2314.0,
541,2019-02-22,,    45.4,  2300.0,
541,2019-02-23,,    45.6,  2286.0,
541,2019-02-24,,    45.7,  2268.0,
541,2019-02-25,,    45.9,  2259.0,
541,2019-02-26,,    48.2,  2290.0,
541,2019-02-27,,    50.9,  2332.0,
541,2019-02-28,,    53.2,  2365.0,
541,2019-03-01,,    54.3,  2370.0,
541,2019-03-02,,    54.8,  2360.0,
541,2019-03-03,,    55.6,  2339.0,
541,2019-03-04,,    56.4,  2307.0,
541,2019-03-05,,    56.4,  2251.0,
541,2019-03-06,,    57.0,  2201.0,
541,2019-03-07,,    58.8,  2171.0,
541,2019-03-08,,    59.3,  2134.0,
541,2019-03-09,,    59.4,  2105.0,
541,2019-03-10,,    59.6,  2082.0,
541,2019-03-11,,    59.8,  2060.0,
541,2019-03-12,,    59.9,  2041.0,
541,2019-03-13,,    60.5,  2027.0,
541,2019-03-14,,    60.5,  2007.0,
541,2019-03-15,,    60.5,  1985.0,
541,2019-03-16,,    60.8,  1972.0,
541,2019-03-17,,    61.1,  1968.0,
541,2019-03-18,,    61.1,  1962.0,
541,2019-03-19,,    61.2,  1960.0,
541,2019-03-20,,    61.4,  1961.0,
541,2019-03-21,,    61.6,  1963.0,
541,2019-03-22,,    61.6,  1966.0,
541,2019-03-23,,    61.8,  1968.0,
541,2019-03-24,,    62.0,  1974.0,
541,2019-03-25,,    62.1,  1980.0,
541,2019-03-26,,    62.3,  1992.0,
541,2019-03-27,,    62.7,  2014.0,
541,2019-03-28,,    64.4,  2054.0,
541,2019-03-29,,    64.6,  2091.0,
541,2019-03-30,,    64.7,  2128.0,
541,2019-03-31,,    64.7,  2165.0,
541,2019-04-01,,    64.9,  2200.0,
541,2019-04-02,,    65.1,  2230.0,
541,2019-04-03,,    65.9,  2262.0,
541,2019-04-04,,    66.1,  2283.0,
541,2019-04-05,,    66.2,  2287.0,
541,2019-04-06,,    66.5,  2280.0,
541,2019-04-07,,    66.8,  2264.0,
541,2019-04-08,,    67.0,  2246.0,
541,2019-04-09,,    68.6,  2268.0,
541,2019-04-10,,    69.3,  2259.0,
541,2019-04-11,,    69.3,  2237.0,
541,2019-04-12,,    69.3,  2219.0,
541,2019-04-13,,    69.3,  2215.0,
541,2019-04-14,,    69.3,  2225.0,
541,2019-04-15,,    69.2,  2240.0,
541,2019-04-16,,    69.2,  2258.0,
541,2019-04-17,,    69.1,  2274.0,
541,2019-04-18,,    69.6,  2282.0,
541,2019-04-19,,    69.5,  2301.0,
541,2019-04-20,,    69.4,  2311.0,
541,2019-04-21,,    69.3,  2316.0,
541,2019-04-22,,    69.2,  2321.0,
541,2019-04-23,,    68.9,  2329.0,
541,2019-04-24,,    68.9,  2341.0,
541,2019-04-25,,    68.7,  2344.0,
541,2019-04-26,,    68.2,  2342.0,
541,2019-04-27,,    67.5,  2343.0,
541,2019-04-28,,    67.2,  2345.0,
541,2019-04-29,,    66.8,  2350.0,
541,2019-04-30,,    66.5,  2355.0,
541,2019-05-01,,    66.5,  2361.0,
541,2019-05-02,,    66.3,  2365.0,
541,2019-05-03,,    66.2,  2364.0,
541,2019-05-04,,    66.1,  2366.0,
541,2019-05-05,,    65.8,  2368.0,
541,2019-05-06,,    65.5,  2368.0,
541,2019-05-07,,    65.2,  2366.0,
541,2019-05-08,,    64.6,  2362.0,
541,2019-05-09,,    64.1,  2358.0,
541,2019-05-10,,    63.5,  2354.0,
541,2019-05-11,,    63.1,  2350.0,
541,2019-05-12,,    62.7,  2346.0,
541,2019-05-13,,    62.0,  2339.0,
541,2019-05-14,,    61.4,  2328.0,
541,2019-05-15,,    60.8,  2317.0,
541,2019-05-16,,    61.0,  2309.0,
541,2019-05-17,,    62.1,  2312.0,
541,2019-05-18,,    62.3,  2310.0,
541,2019-05-19,,    62.5,  2308.0,
541,2019-05-20,,    63.2,  2314.0,
541,2019-05-21,,    63.3,  2313.0,
541,2019-05-22,,    63.8,  2318.0,
541,2019-05-23,,    64.3,  2322.0,
541,2019-05-24,,    64.4,  2325.0,
541,2019-05-25,,    64.7,  2328.0,
541,2019-05-26,,    64.9,  2329.0,
541,2019-05-27,,    65.3,  2333.0,
541,2019-05-28,,    65.4,  2337.0,
541,2019-05-29,,    65.5,  2339.0,
541,2019-05-30,,    65.5,  2342.0,
541,2019-05-31,,    65.4,  2348.0,
541,2019-06-01,,    65.2,  2349.0,
541,2019-06-02,,    64.8,  2325.0,
541,2019-06-03,,    64.3,  2332.0,
541,2019-06-04,,    64.0,  2321.0,
541,2019-06-05,,    63.1,  2305.0,
541,2019-06-06,,    61.9,  2281.0,
541,2019-06-07,,    60.3,  2247.0,
541,2019-06-08,,    59.3,  2224.0,
541,2019-06-09,,    58.6,  2198.0,
541,2019-06-10,,    58.2,  2172.0,
541,2019-06-11,,    57.7,  2163.0,
541,2019-06-12,,    56.3,  2148.0,
541,2019-06-13,,    54.6,  2131.0,
541,2019-06-14,,    52.7,  2111.0,
541,2019-06-15,,    50.9,  2089.0,
541,2019-06-16,,    49.4,  2063.0,
541,2019-06-17,,    48.2,  2043.0,
541,2019-06-18,,    46.4,  2018.0,
541,2019-06-19,,    44.6,  1997.0,
541,2019-06-20,,    42.7,  1975.0,
541,2019-06-21,,    41.0,  1954.0,
541,2019-06-22,,    40.2,  1930.0,
541,2019-06-23,,    39.3,  1906.0,
541,2019-06-24,,    38.3,  1887.0,
541,2019-06-25,,    36.7,  1867.0,
541,2019-06-26,,    35.7,  1849.0,
541,2019-06-27,,    34.7,  1832.0,
541,2019-06-28,,    34.1,  1815.0,
541,2019-06-29,,    33.5,  1805.0,
541,2019-06-30,,    32.9,  1794.0,
541,2019-07-01,,    31.8,  1782.0,
541,2019-07-02,,    30.6,  1768.0,
541,2019-07-03,,    29.3,  1750.0,
541,2019-07-04,,    28.2,  1729.0,
541,2019-07-05,,    27.2,  1704.0,
541,2019-07-06,,    25.6,  1673.0,
541,2019-07-07,,    24.2,  1637.0,
541,2019-07-08,,    23.2,  1597.0,
541,2019-07-09,,    22.1,  1545.0,
541,2019-07-10,,    21.2,  1471.0,
541,2019-07-11,,    19.8,  1384.0,
541,2019-07-12,,    18.3,  1288.0,
541,2019-07-13,,    16.6,  1177.0,
541,2019-07-14,,    15.0,  1085.0,
541,2019-07-15,,    13.3,  1053.0,
541,2019-07-16,,    11.6,  1048.0,
541,2019-07-17,,     9.9,   642.1,
541,2019-07-18,,     7.8,    -1.0,
541,2019-07-19,,     5.8,     8.6,
541,2019-07-20,,     3.7,    15.2,
541,2019-07-21,,     1.9,    13.1,
541,2019-07-22,,     0.5,     8.7,
541,2019-07-23,,     0.0,    11.6,
541,2019-07-24,,     0.0,    20.9,
541,2019-07-25,,     0.0,    29.6,
541,2019-07-26,,     0.0,    30.8,
541,2019-07-27,,     0.0,    31.8,
541,2019-07-28,,     0.0,    32.6,
541,2019-07-29,,     0.0,    33.3,
541,2019-07-30,,     0.0,    34.7,
541,2019-07-31,,     0.0,    36.2,
541,2019-08-01,,     0.0,    37.0,
541,2019-08-02,,     0.0,    36.7,
541,2019-08-03,,     0.0,    37.2,
541,2019-08-04,,     0.0,    37.5,
541,2019-08-05,,     0.0,    37.2,
541,2019-08-06,,     0.0,    38.7,
541,2019-08-07,,     0.0,    36.7,
541,2019-08-08,,     0.0,    36.4,
541,2019-08-09,,     0.0,    35.4,
541,2019-08-10,,     0.0,    34.2,
541,2019-08-11,,     0.0,    29.7,
541,2019-08-12,,     0.0,    33.5,
541,2019-08-13,,     0.0,    34.5,
541,2019-08-14,,     0.0,    35.8,
541,2019-08-15,,     0.0,    37.7,
541,2019-08-16,,     0.0,    38.5,
541,2019-08-17,,     0.0,    37.7,
541,2019-08-18,,     0.0,    37.4,
541,2019-08-19,,     0.0,    37.7,
541,2019-08-20,,     0.0,    37.0,
541,2019-08-21,,     0.0,    37.7,
541,2019-08-22,,     0.0,    38.9,
541,2019-08-23,,     0.0,    35.0,
541,2019-08-24,,     0.0,    36.0,
541,2019-08-25,,     0.0,    35.5,
541,2019-08-26,,     0.0,    35.5,
541,2019-08-27,,     0.0,    37.5,
541,2019-08-28,,     0.0,    36.5,
541,2019-08-29,,     0.0,    36.8,
541,2019-08-30,,     0.0,    35.0,
541,2019-08-31,,     0.0,    36.4,
541,2019-09-01,,     0.0,    38.5,
541,2019-09-02,,     0.0,    38.9,
541,2019-09-03,,     0.0,    36.0,
541,2019-09-04,,     0.0,    35.0,
541,2019-09-05,,     0.0,    34.2,
541,2019-09-06,,     0.0,    31.8,
541,2019-09-07,,     0.0,    32.8,
541,2019-09-08,,     0.0,    32.7,
541,2019-09-09,,     0.0,    32.2,
541,2019-09-10,,     0.0,    32.7,
541,2019-09-11,,     0.0,    31.0,
541,2019-09-12,,     0.0,    30.4,
541,2019-09-13,,     0.0,    33.7,
541,2019-09-14,,     0.0,    35.2,
541,2019-09-15,,     0.0,    37.4,
541,2019-09-16,,     0.0,    36.6,
541,2019-09-17,,     0.2,    67.0,
541,2019-09-18,,     0.0,    24.7,
541,2019-09-19,,     0.0,    32.1,
541,2019-09-20,,     0.0,    16.1,
541,2019-09-21,,     0.0,    14.3,
541,2019-09-22,,     0.0,    12.8,
541,2019-09-23,,     0.0,    12.4,
541,2019-09-24,,     0.0,    12.4,
541,2019-09-25,,     0.0,    12.7,
541,2019-09-26,,     0.0,    13.1,
541,2019-09-27,,     0.0,    13.4,
541,2019-09-28,,     0.0,    11.4,
541,2019-09-29,,     0.1,    56.9,
541,2019-09-30,,     0.6,    95.2,
541,2019-09-30,23:59,-99.9,-99.9,




