"well_id","LAI.sensor","is_east","is_kiln","position"
"EER-1",2.935,TRUE,FALSE,"Riparian"
"EET-1",1.76375,TRUE,FALSE,"Terrace"
"EET-2",0.655,TRUE,FALSE,"Terrace"
"KEF-1",3.18375,FALSE,TRUE,"Fan"
"KER-1",2.82333333333333,FALSE,TRUE,"Riparian"
"KER-2",2.995,FALSE,TRUE,"Riparian"
"KET-1",2.20571428571429,FALSE,TRUE,"Terrace"
