"data_type","t","df","p_value","conf_low","conf_high"
"LAI.sensor",-0.0030907173726237,3.88410954982177,0.997686160804984,-1.40831380888269,1.40521857078746
"LAI.rmWAI",1.22244169518903,4.96769541851592,0.276350149961276,-0.838642897001841,2.35388099223994
"LAI.halfWAI",0.701559134019051,4.9533389498438,0.514536402317311,-1.06311560814122,1.85811560814122
