well_id,Date,Temp_target_RAW_c,Temp_canopy_C
EER-1,2025-07-11,29.169639999999998,31.311206928309105
EER-1,2025-07-29,29.11106666666667,31.007941260634254
EER-1,2025-08-10,26.332766666666668,28.453264751137567
EER-1,2025-08-23,26.0722,28.359415061178936
EER-1,2025-09-04,24.1118,26.348940354619856
EER-1,2025-09-21,20.61455,22.876898833975304
EER-1,2025-10-19,19.454066666666666,21.838459851950347
EER-1,2025-10-31,12.2778,14.45957248559489
EET-1,2025-07-11,30.13715,32.06518061518892
EET-1,2025-07-29,27.207,28.83536950888049
EET-1,2025-08-10,29.793833333333335,31.703801494295192
EET-1,2025-08-23,29.982566666666667,32.29967205528362
EET-1,2025-09-04,25.0033,27.07976661986936
EET-1,2025-09-21,21.81815,23.745603988115988
EET-1,2025-10-19,18.72,20.787936426861506
EET-1,2025-10-31,16.388766666666665,18.67274094523907
EET-2,2025-07-11,40.74596666666667,43.00366121439896
EET-2,2025-07-29,35.73275,37.7631367924148
EET-2,2025-08-10,40.268233333333335,41.26037845122147
EET-2,2025-08-23,37.382999999999996,39.29136305941245
EET-2,2025-09-04,28.5705,30.50632226535629
EET-2,2025-09-21,18.020733333333336,19.62867862922161
EET-2,2025-10-19,18.929433333333332,18.862998686004858
EET-2,2025-10-31,18.993966666666665,21.456611391870013
EHR-1,2025-07-11,25.85634,27.323196277948796
EHR-1,2025-07-29,29.151049999999998,30.331438137749558
EHR-1,2025-08-10,28.047866666666664,29.34513533195326
EHR-1,2025-08-23,28.386266666666668,30.20469046656973
EHR-1,2025-09-04,23.817233333333334,26.0872117265028
EHR-1,2025-09-21,21.61275,22.90071389893609
EHR-1,2025-10-19,12.9602,14.914607202328511
EHR-1,2025-10-31,13.138233333333332,15.811954674026651
EHT-XA5S,2025-07-11,36.9685,39.13333865023037
EHT-XA5S,2025-07-29,35.75475,37.045331193207744
EHT-XA5S,2025-08-10,42.104533333333336,39.60307886615408
EHT-XA5S,2025-08-23,41.56046666666666,42.06666766654371
EHT-XA5S,2025-09-04,33.3921,35.399089820530946
EHT-XA5S,2025-09-21,30.285566666666668,21.286467700285016
EHT-XA5S,2025-10-19,23.218400000000003,25.714361237276933
EHT-XA5S,2025-10-31,18.915000000000003,24.179297834430088
EHT-XC5S,2025-07-11,39.29345,41.080216103439795
EHT-XC5S,2025-07-29,36.781733333333335,38.057383546004246
EHT-XC5S,2025-08-10,35.21183333333334,36.36664804953426
EHT-XC5S,2025-08-23,35.7152,37.40227409689004
EHT-XC5S,2025-09-04,29.012700000000002,31.129439711206373
EHT-XC5S,2025-09-21,30.043333333333333,31.8759934367518
EHT-XC5S,2025-10-19,22.729266666666664,26.2666996502968
EHT-XC5S,2025-10-31,20.2548,19.741664220254393
EWR-1,2025-07-11,23.11413333333333,25.378737322766995
EWR-1,2025-07-29,17.834466666666668,20.05871357992754
EWR-1,2025-08-10,19.385966666666665,21.622073041449426
EWR-1,2025-08-23,20.884833333333333,23.132396847374878
EWR-1,2025-09-04,19.5398,21.77708225650855
EWR-1,2025-09-21,15.0386,17.24147567693859
EWR-1,2025-10-19,12.543966666666668,370.5642711937287
EWT-1,2025-07-11,29.561574999999998,31.87546238380105
EWT-1,2025-07-29,20.31468,22.557885337104153
EWT-1,2025-08-10,25.27345,27.55455952144922
EWT-1,2025-08-23,26.0384,28.325356698433552
EWT-1,2025-09-04,21.2842,23.53481622020746
EWT-1,2025-09-21,20.7685,23.015174277373546
EWT-2,2025-07-11,26.11324,28.40076876553013
EWT-2,2025-07-29,23.3623,25.628800942726855
EWT-2,2025-08-10,24.5181,26.793435725599636
EWT-2,2025-08-23,25.06405,27.34355889544679
EWT-2,2025-09-04,21.8491,24.10403424135717
EWT-2,2025-09-21,21.82985,24.0846370968942
KEF-1,2025-07-11,21.939275000000002,24.194898527172654
KEF-1,2025-07-29,28.96545,34.19919099019427
