"TOA5","Station7_wx","CR1000","12862","CR1000.Std.14","CPU:SH_Site7_2_3.CR1","58738","TenMin"
"TIMESTAMP","RECORD","Day_of_Year","Hour","WS_ms_25ft","res_WS_25ft","WindDir_25ft","SD_WindDir_25ft","WS_ms_25ft_Max","AirTC_25ft_Max","AirTC_25ft_Min","AirTC_25ft_Avg","RH_25ft_Max","RH_25ft_Min","RH_25ft","SnowPillow_in_Avg","Batt_Volt_Avg","Batt_Volt_Max","Batt_Volt_Min","BP_mbar_Avg","SlrkW_Avg","SlrMJ_Tot","ETos","Rso","JUDD_AT_Avg","JUDD_Depth_Avg","PanelT_Avg","Temp_C_Avg(1)","Temp_C_Avg(2)","Temp_C_Avg(3)","SoilCond_tc_Avg(1)","SoilCond_tc_Avg(2)","SoilCond_tc_Avg(3)","wfv_Avg(1)","wfv_Avg(2)","wfv_Avg(3)","Precip_Tot","cum_ppt"
"TS","RN","","","meters/second","meters/second","Deg","Deg","meters/second","Deg C","Deg C","Deg C","%","%","%","H2O inches","Volts","Volts","Volts","mbar","kW/m","MJ/m","Deg C","Deg C","Deg C","cm","","Deg C","Deg C","Deg C","S/m","S/m","S/m","pct by vol","pct by vol","pct by vol","0.01 inches","0.01 inches"
"","","Smp","Smp","WVc","WVc","WVc","WVc","Max","Max","Min","Avg","Max","Min","Smp","Avg","Avg","Max","Min","Avg","Avg","Tot","ETsz","RSo","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Tot","Smp"
"2013-04-23 14:40:00",92326,113,1440,0.134,0.105,157.5,35.67,0.327,14.17,13.66,13.94,21.04,17.47,19.47,0.2962978,14.34,14.37,14.33,822,"NAN","NAN","NAN",2.778,16.35,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 14:50:00",92327,113,1450,0.142,0.119,137.6,32.63,0.255,14.92,14.14,14.56,21.48,18.45,20.9,0.2943745,14.33,14.36,14.33,822,"NAN","NAN","NAN",2.696,17.07,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 15:00:00",92328,113,1500,0.156,0.127,92.9,34.51,0.229,15.36,14.89,15.13,21.75,19,20.56,0.2792742,14.33,14.34,14.32,822,"NAN","NAN","NAN",2.609,17.4,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 15:10:00",92329,113,1510,0.156,0.107,65.89,45.43,0.327,15.39,14.88,15.19,21.78,19,21.14,0.2742952,14.32,14.33,14.31,822,"NAN","NAN","NAN",2.518,17.53,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 15:20:00",92330,113,1520,0.177,0.161,88.3,24.12,0.294,15.25,14.57,14.93,21.51,19.54,20.29,0.2708293,14.31,14.33,14.3,822,"NAN","NAN","NAN",2.424,16.65,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 15:30:00",92331,113,1530,0.129,0.092,85.9,42.05,0.252,14.77,14.43,14.59,22.15,20.22,21.54,0.2639875,14.3,14.33,14.3,822,"NAN","NAN","NAN",2.326,16.32,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 15:40:00",92332,113,1540,0.104,0.082,92.8,35.19,0.281,15.22,14.5,14.86,21.68,19.81,19.84,0.2687664,14.31,14.32,14.3,822,"NAN","NAN","NAN",2.225,16.83,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 15:50:00",92333,113,1550,0.145,0.096,103.9,45.66,0.271,15.18,14.33,14.66,22.32,19.33,21.2,0.2653522,14.3,14.33,14.3,822,"NAN","NAN","NAN",2.12,16.11,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 16:00:00",92334,113,1600,0.117,0.088,119,39.61,0.323,14.67,13.96,14.26,22.22,20.46,20.86,0.2687664,14.3,14.31,14.3,822,"NAN","NAN","NAN",2.012,16.33,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 16:10:00",92335,113,1610,0.098,0.065,116.1,44.75,0.18,15.01,14.5,14.69,22.15,19.57,20.35,0.2639866,14.31,14.33,14.3,822,"NAN","NAN","NAN",1.902,16.57,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 16:20:00",92336,113,1620,0.062,0.013,76.41,64.11,0.193,14.81,14.47,14.65,23.34,20.49,21.07,0.2653522,14.31,14.33,14.3,822,"NAN","NAN","NAN",1.789,16.47,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 16:30:00",92337,113,1630,0.072,0.042,77.33,50.9,0.18,14.71,14.47,14.58,22.26,20.29,22.02,0.2674007,14.31,14.33,14.31,822,"NAN","NAN","NAN",1.673,15.84,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 16:40:00",92338,113,1640,0.062,0.053,106.3,29.16,0.225,14.67,14.47,14.57,23.14,21.13,22.49,0.2714977,14.32,14.34,14.31,822,"NAN","NAN","NAN",1.555,16.02,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 16:50:00",92339,113,1650,0.042,0.023,84.3,44.25,0.235,14.67,14.4,14.5,23.85,21.24,22.83,0.2803737,14.32,14.34,14.32,822,"NAN","NAN","NAN",1.435,15.76,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 17:00:00",92340,113,1700,0.067,0.015,34.85,65.51,0.193,14.5,14.03,14.29,23.28,21.47,22.77,0.2791918,14.33,14.34,14.32,822,"NAN","NAN","NAN",1.314,15.56,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 17:10:00",92341,113,1710,0.046,0.038,47.67,24.33,0.225,14.27,13.96,14.1,23.82,21.24,23.82,0.2882377,14.34,14.35,14.33,822,"NAN","NAN","NAN",1.191,14.98,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 17:20:00",92342,113,1720,0.056,0.044,33.19,34.63,0.16,14.27,13.93,14.09,24.23,21.51,22.56,0.2979502,14.35,14.37,14.34,822,"NAN","NAN","NAN",1.067,14.82,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 17:30:00",92343,113,1730,0.106,0.088,57.27,33.69,0.232,13.9,13.22,13.6,23.45,21.04,22.67,0.314018,14.37,14.38,14.36,822,"NAN","NAN","NAN",0.941,14,143.1,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 17:40:00",92344,113,1740,0.068,0.05,58.3,33.56,0.176,13.22,12.34,12.68,24.84,23.18,23.99,0.3346201,14.39,14.4,14.37,822,"NAN","NAN","NAN",0.815,13.52,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 17:50:00",92345,113,1750,0.061,0.044,42.12,36.89,0.16,12.41,11.93,12.22,26.37,23.18,26.37,0.3561365,14.41,14.43,14.4,822,"NAN","NAN","NAN",0.688,13.44,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 18:00:00",92346,113,1800,0.049,0.043,54.09,22.27,0.186,11.9,11.29,11.57,26.92,24.68,25.02,0.3697619,14.44,14.45,14.42,822,"NAN","NAN","NAN",0.561,12.84,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 18:10:00",92347,113,1810,0.038,0.036,48.1,16.75,0.118,11.26,10.95,11.17,27.23,25.49,26.82,0.3815437,14.46,14.48,14.45,821,"NAN","NAN","NAN",0.434,12.28,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 18:20:00",92348,113,1820,0.065,0.062,61.86,16.23,0.137,10.88,10.44,10.7,27.16,25.49,25.83,0.3972978,14.49,14.5,14.48,821,"NAN","NAN","NAN",0.311,11.32,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 18:30:00",92349,113,1830,0.056,0.054,45.84,15.37,0.203,10.48,10.18,10.34,27.95,25.53,27.95,0.4137021,14.51,14.52,14.5,821,"NAN","NAN","NAN",0.206,10.52,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 18:40:00",92350,113,1840,0.047,0.044,48.84,17.69,0.15,10.12,9.75,9.93,28.12,26.56,27.17,0.432451,13.48,14.45,13.17,821,"NAN","NAN","NAN",0.123,9.78,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 18:50:00",92351,113,1850,0.047,0.043,49.9,22.97,0.114,9.75,9.31,9.54,27.92,26.08,27.45,0.4579943,13.13,13.16,13.11,821,"NAN","NAN","NAN",0.062,9.25,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 19:00:00",92352,113,1900,0.015,0.014,59.91,8.89,0.065,9.28,8.84,9.07,27.85,26.49,26.77,0.4793806,13.09,13.1,13.07,821,"NAN","NAN","NAN",0.021,8.52,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 19:10:00",92353,113,1910,0.012,0.011,39.72,18.44,0.049,8.88,8.67,8.75,26.67,25.65,26.09,0.4922704,13.07,13.08,13.07,822,"NAN","NAN","NAN",0.002,8.12,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 19:20:00",92354,113,1920,0.016,0.015,5.691,19.79,0.072,8.71,8.31,8.53,28.14,26.26,27.83,0.5060913,13.07,13.08,13.07,822,"NAN","NAN","NAN",0,7.718,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 19:30:00",92355,113,1930,0.017,0.016,10.63,7.825,0.17,8.38,8.04,8.23,29.91,27.32,28.75,0.5255163,13.06,13.07,13.06,822,"NAN","NAN","NAN",0,7.613,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 19:40:00",92356,113,1940,0,0,0,0,0,8.01,7.674,7.823,31.24,29.26,31.24,0.5421852,13.06,13.06,13.05,822,"NAN","NAN","NAN",0,7.167,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 19:50:00",92357,113,1950,0.001,0.001,328.4,0,0.013,8.09,7.744,7.959,38.32,32.33,38.22,0.5536329,13.05,13.05,13.05,822,"NAN","NAN","NAN",0,7.438,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 20:00:00",92358,113,2000,0.082,0.08,149.9,11.2,0.209,8.16,7.821,8.05,37.68,23.93,24.3,0.567557,13.04,13.05,13.03,822,"NAN","NAN","NAN",0,7.56,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 20:10:00",92359,113,2010,0.16,0.16,149.8,5.812,0.222,7.855,7.447,7.632,23.93,22.46,22.87,0.5773727,13.03,13.04,13.03,822,"NAN","NAN","NAN",0,7.61,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 20:20:00",92360,113,2020,0.043,0.041,148.2,15.35,0.137,7.447,7.005,7.24,25.09,22.94,25.09,0.5931567,13.03,13.03,13.03,822,"NAN","NAN","NAN",0,7.016,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 20:30:00",92361,113,2030,0.027,0.026,338.9,14.68,0.121,6.937,6.392,6.608,31.28,25.73,30.94,0.5986389,13.02,13.03,13.02,822,"NAN","NAN","NAN",0,6.047,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 20:40:00",92362,113,2040,0.025,0.024,349.6,9.75,0.134,6.46,5.95,6.207,39.28,29.68,38.63,0.6136775,13.01,13.02,13,822,"NAN","NAN","NAN",0,5.543,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 20:50:00",92363,113,2050,0.097,0.093,351.2,17.41,0.154,6.29,6.018,6.164,40.1,32.47,32.57,0.6205124,13,13.01,13,822,"NAN","NAN","NAN",0,5.169,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 21:00:00",92364,113,2100,0.046,0.046,16.27,8.57,0.091,6.188,5.919,6.014,34.04,30.23,30.77,0.6355484,13,13,12.99,822,"NAN","NAN","NAN",0,5.115,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 21:10:00",92365,113,2110,0.094,0.093,24.57,7.412,0.14,6.232,5.99,6.132,31.93,29.34,31.76,0.6437499,12.99,13,12.99,822,"NAN","NAN","NAN",0,5.123,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 21:20:00",92366,113,2120,0.039,0.038,38.79,9.69,0.095,6.168,5.998,6.094,32.51,31.63,31.66,0.6464838,12.99,12.99,12.98,822,"NAN","NAN","NAN",0,5.51,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 21:30:00",92367,113,2130,0.029,0.028,53.73,7.481,0.075,6.442,6.066,6.22,31.66,27.1,27.1,0.6553693,12.98,12.99,12.98,822,"NAN","NAN","NAN",0,5.646,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 21:40:00",92368,113,2140,0.027,0.026,54.94,9.81,0.105,6.782,6.476,6.605,31.12,27.17,31.12,0.6567363,12.97,12.98,12.97,822,"NAN","NAN","NAN",0,5.705,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 21:50:00",92369,113,2150,0.004,0.004,32.12,1.58,0.049,7.123,6.782,6.993,39.02,31.36,39.02,0.6710898,12.97,12.97,12.96,822,"NAN","NAN","NAN",0,6.169,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 22:00:00",92370,113,2200,0.008,0.008,99.6,1.115,0.085,7.259,6.919,7.063,41.16,37.9,38.64,0.6792917,12.96,12.96,12.96,822,"NAN","NAN","NAN",0,6.591,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 22:10:00",92371,113,2210,0.01,0.008,65.23,19.8,0.088,6.885,6.476,6.731,41.57,36.16,36.16,0.6854432,12.96,12.96,12.95,822,"NAN","NAN","NAN",0,6.186,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 22:20:00",92372,113,2220,0.032,0.031,300.8,12.05,0.118,6.476,5.727,6.142,39.5,34.87,38.27,0.6936452,12.95,12.95,12.95,822,"NAN","NAN","NAN",0,5.553,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 22:30:00",92373,113,2230,0.015,0.014,243.7,3.093,0.101,5.693,5.318,5.446,40.31,38.1,38.58,0.7011636,12.95,12.95,12.94,822,"NAN","NAN","NAN",0,4.668,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 22:40:00",92374,113,2240,0,0,21.47,0,0.007,5.557,5.318,5.434,38.07,36.19,38.07,0.7086822,12.94,12.94,12.94,822,"NAN","NAN","NAN",0,4.651,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 22:50:00",92375,113,2250,0.025,0.025,29.51,5.22,0.098,5.25,5.012,5.126,38.17,34.08,34.08,0.7244026,12.94,12.94,12.93,822,"NAN","NAN","NAN",0,4.085,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 23:00:00",92376,113,2300,0.021,0.021,63.81,9.01,0.118,5.559,5.114,5.365,34.01,32.31,32.45,0.7278201,12.93,12.93,12.92,822,"NAN","NAN","NAN",0,4.594,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 23:10:00",92377,113,2310,0.004,0.004,89,0.539,0.059,5.938,5.459,5.683,32.59,28.81,28.81,0.7401235,12.92,12.93,12.92,822,"NAN","NAN","NAN",0,5.011,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 23:20:00",92378,113,2320,0,0,0,0,0,6.314,5.904,6.152,28.91,26.77,27.07,0.7435414,12.92,12.92,12.92,822,"NAN","NAN","NAN",0,5.154,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 23:30:00",92379,113,2330,0.029,0.029,138.8,1.448,0.124,6.691,6.281,6.472,26.77,24.45,26.05,0.7517438,12.91,12.92,12.91,822,"NAN","NAN","NAN",0,5.887,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 23:40:00",92380,113,2340,0.091,0.091,133.1,5.532,0.163,6.758,6.214,6.434,29.32,26.9,29.02,0.7592627,12.91,12.91,12.91,822,"NAN","NAN","NAN",0,5.875,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-23 23:50:00",92381,113,2350,0.017,0.017,91.9,4.084,0.088,6.284,5.67,5.943,30.82,29.19,29.29,0.7660979,12.9,12.91,12.9,822,"NAN","NAN","NAN",0,5.106,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 00:00:00",92382,114,0,0.001,0.001,90.6,0.127,0.016,5.807,5.703,5.744,28.78,25.13,25.13,0.7770339,12.9,12.9,12.89,822,"NAN","NAN","NAN",0,4.475,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 00:10:00",92383,114,10,0.011,0.011,129.7,6.148,0.085,5.876,5.704,5.802,24.73,21.52,21.73,0.7831848,12.89,12.9,12.89,822,"NAN","NAN","NAN",0,4.723,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 00:20:00",92384,114,20,0.109,0.107,141.3,10.85,0.203,5.843,5.603,5.774,22.17,20.09,20.78,0.7845518,12.89,12.89,12.88,822,"NAN","NAN","NAN",0,5.04,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 00:30:00",92385,114,30,0.129,0.126,135.4,12.29,0.216,5.843,5.538,5.696,22.45,20.5,22.1,0.7941202,12.88,12.89,12.88,822,"NAN","NAN","NAN",0,5.17,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 00:40:00",92386,114,40,0.082,0.081,134.8,8.38,0.206,5.504,5.3,5.397,21.49,18.9,20.78,0.8036885,12.88,12.88,12.87,822,"NAN","NAN","NAN",0,4.618,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 00:50:00",92387,114,50,0.095,0.094,136.7,6.671,0.176,5.3,5.197,5.242,21.08,19.31,20.33,0.8112069,12.87,12.87,12.87,822,"NAN","NAN","NAN",0,4.656,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 01:00:00",92388,114,100,0.057,0.055,132,12.92,0.105,5.3,4.959,5.111,21.42,19.86,21.42,0.8173584,12.86,12.87,12.86,822,"NAN","NAN","NAN",0,4.323,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 01:10:00",92389,114,110,0.077,0.076,139.4,8.1,0.16,4.959,4.857,4.913,21.8,20.4,21.05,0.8243216,12.86,12.86,12.86,822,"NAN","NAN","NAN",0,4.173,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 01:20:00",92390,114,120,0.046,0.046,146.2,8.21,0.111,4.857,4.619,4.722,21.01,20.13,20.64,0.8383198,12.85,12.86,12.85,822,"NAN","NAN","NAN",0,3.969,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 01:30:00",92391,114,130,0.011,0.011,148.3,6.067,0.091,4.721,4.55,4.608,20.88,20.33,20.74,0.8461915,12.84,12.85,12.84,822,"NAN","NAN","NAN",0,4.064,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 01:40:00",92392,114,140,0.034,0.032,111.5,13.67,0.144,4.584,4.074,4.327,22.07,20.47,22.04,0.8461065,12.84,12.84,12.84,822,"NAN","NAN","NAN",0,3.393,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 01:50:00",92393,114,150,0.047,0.041,104.8,24.49,0.134,4.074,3.46,3.765,24.22,21.39,24.22,0.858575,12.83,12.84,12.82,822,"NAN","NAN","NAN",0,2.528,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 02:00:00",92394,114,200,0.058,0.048,121.9,31.51,0.255,3.495,3.088,3.328,24.8,21.83,22.48,0.8651077,12.82,12.83,12.81,822,"NAN","NAN","NAN",0,2.253,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 02:10:00",92395,114,210,0.013,0.013,95,2.721,0.167,3.156,2.92,3.073,23.13,20.95,21.05,0.8667576,12.82,12.82,12.81,822,"NAN","NAN","NAN",0,2.017,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 02:20:00",92396,114,220,0.01,0.01,101.4,5.488,0.085,3.504,3.058,3.234,21.29,18.98,19.25,0.8755579,12.81,12.82,12.8,822,"NAN","NAN","NAN",0,2.189,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 02:30:00",92397,114,230,0.112,0.092,163,31.49,0.278,4.086,3.47,3.791,19.15,17.89,18.4,0.8837207,12.8,12.81,12.79,822,"NAN","NAN","NAN",0,2.815,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 02:40:00",92398,114,240,0.173,0.16,148.1,22.24,0.284,4.12,3.849,4.002,19.05,17.61,18.98,0.8897305,12.79,12.8,12.79,822,"NAN","NAN","NAN",0,3.597,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 02:50:00",92399,114,250,0.123,0.111,137,26.02,0.271,3.883,3.338,3.631,21.4,19.01,20.85,0.8945777,12.79,12.79,12.78,822,"NAN","NAN","NAN",0,3.057,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 03:00:00",92400,114,300,0.067,0.063,112.4,19.49,0.15,3.269,2.656,2.961,23.44,21.02,23.44,0.8970915,12.78,12.78,12.77,822,"NAN","NAN","NAN",0,2.137,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 03:10:00",92401,114,310,0.061,0.056,126.9,20.37,0.15,2.622,2.35,2.471,24.33,22.04,22.69,0.9040602,12.77,12.77,12.77,822,"NAN","NAN","NAN",0,1.739,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 03:20:00",92402,114,320,0.122,0.117,133.4,16.23,0.274,2.623,2.418,2.558,22.55,21.46,21.81,0.9111417,12.76,12.77,12.76,822,"NAN","NAN","NAN",0,2.087,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 03:30:00",92403,114,330,0.102,0.099,142.5,13.07,0.232,2.657,2.453,2.559,22.18,21.23,21.94,0.9155834,12.75,12.76,12.75,822,"NAN","NAN","NAN",0,1.884,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 03:40:00",92404,114,340,0.132,0.119,133.9,25.57,0.216,2.521,2.181,2.324,23.37,22.08,22.79,0.9265944,12.74,12.75,12.74,822,"NAN","NAN","NAN",0,1.748,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 03:50:00",92405,114,350,0.19,0.17,121.7,26.27,0.304,2.181,1.942,2.099,24.22,22.56,24.22,0.9371246,12.73,12.74,12.73,822,"NAN","NAN","NAN",0,1.548,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 04:00:00",92406,114,400,0.129,0.115,128.8,26.82,0.258,1.942,1.567,1.775,25.08,23.27,24.8,0.9416728,12.73,12.73,12.72,822,"NAN","NAN","NAN",0,0.843,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 04:10:00",92407,114,410,0.093,0.074,140.7,34.01,0.173,1.635,1.329,1.489,26.03,24.53,26.03,0.94863,12.72,12.72,12.71,822,"NAN","NAN","NAN",0,0.894,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 04:20:00",92408,114,420,0.21,0.187,127.7,26.39,0.343,1.808,1.329,1.506,26.68,25.76,25.96,0.9541322,12.71,12.71,12.71,822,"NAN","NAN","NAN",0,0.946,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 04:30:00",92409,114,430,0.179,0.17,142.5,18.42,0.265,1.877,1.606,1.73,26.78,25.86,26.68,0.9520857,12.71,12.71,12.7,822,"NAN","NAN","NAN",0,1.269,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 04:40:00",92410,114,440,0.197,0.175,126,26.96,0.359,1.608,1.437,1.528,27.12,25.66,25.97,0.9637122,12.7,12.7,12.69,822,"NAN","NAN","NAN",0,1.206,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 04:50:00",92411,114,450,0.264,0.244,136.5,22.57,0.369,1.813,1.574,1.704,25.97,25.29,25.29,0.9623443,12.69,12.7,12.69,822,"NAN","NAN","NAN",0,1.611,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 05:00:00",92412,114,500,0.19,0.172,150.7,25.18,0.327,1.847,1.574,1.695,27.23,25.32,27.23,0.9712359,12.68,12.69,12.66,822,"NAN","NAN","NAN",0.008,1.562,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 05:10:00",92413,114,510,0.179,0.175,147.5,12.68,0.281,1.574,1.437,1.497,28.08,27.23,28.08,0.9753395,12.68,12.7,12.67,823,"NAN","NAN","NAN",0.037,1.331,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
"2013-04-24 05:20:00",92414,114,520,0.191,0.179,140.7,20.74,0.307,1.742,1.435,1.558,29.54,26.58,26.58,0.9814953,12.74,12.79,12.7,823,"NAN","NAN","NAN",0.087,1.285,143.2,0,-273.1,-273.1,-273.1,"NAN","NAN","NAN",0,0,0,0,0
