"2013-04-19 15:27:14.404","1","LDMP server started","1, 5, 3"
"2013-04-25 04:05:10.071","1","LDMP server started","1, 5, 3"
"2013-05-16 04:05:11.151","1","LDMP server started","1, 5, 3"
"2013-05-24 04:06:36.603","1","LDMP server started","1, 5, 3"
"2013-07-06 10:34:23.850","1","LDMP server started","1, 5, 3"
"2013-07-06 11:10:58.006","1","LDMP server started","1, 5, 3"
"2013-08-07 04:05:40.313","1","LDMP server started","1, 5, 3"
"2013-08-31 04:06:07.907","1","LDMP server started","1, 5, 3"
"2013-10-01 06:18:01.772","1","LDMP server started","1, 5, 3"
"2013-11-11 05:05:31.648","1","LDMP server started","1, 5, 3"
"2014-02-24 05:07:14.675","1","LDMP server started","1, 5, 3"
"2014-04-24 04:05:50.293","1","LDMP server started","1, 5, 3"
"2014-05-01 04:04:51.715","1","LDMP server started","1, 5, 3"
"2014-06-14 04:05:28.035","1","LDMP server started","1, 5, 3"
"2014-08-29 04:07:38.006","1","LDMP server started","1, 5, 3"
"2014-09-25 04:06:17.503","1","LDMP server started","1, 5, 3"
"2014-11-06 05:05:45.842","1","LDMP server started","1, 5, 3"
"2014-11-19 05:25:40.538","1","LDMP server started","1, 5, 3"
"2014-12-26 05:11:17.531","1","LDMP server started","1, 5, 3"
"2015-01-09 13:21:42.364","1","LDMP server started","1, 5, 3"
"2015-01-10 08:48:20.245","1","LDMP server started","1, 5, 3"
"2015-01-12 07:34:02.046","1","LDMP server started","1, 5, 3"
"2015-01-13 16:37:46.038","1","LDMP server started","1, 5, 3"
"2015-01-13 17:38:28.908","1","LDMP server started","1, 5, 3"
"2015-01-14 14:19:05.826","1","LDMP server started","1, 5, 3"
"2015-01-14 14:56:10.234","1","LDMP server started","1, 5, 3"
"2015-02-11 14:06:56.346","1","LDMP server started","1, 5, 3"
"2015-02-11 14:32:10.778","1","LDMP server started","1, 5, 3"
"2015-02-11 23:19:04.710","1","LDMP server started","1, 5, 3"
"2015-02-13 18:25:40.479","1","LDMP server started","1, 5, 3"
"2015-02-13 18:32:39.731","1","LDMP server started","1, 5, 3"
"2015-03-16 22:08:41.183","1","LDMP server started","1, 5, 3"
"2015-03-17 06:13:49.080","1","LDMP server started","1, 5, 3"
"2015-03-17 06:33:42.952","1","LDMP server started","1, 5, 3"
"2015-04-03 19:25:47.339","1","LDMP server started","1, 5, 3"
"2015-06-04 06:38:48.524","1","LDMP server started","1, 5, 3"
"2015-09-19 13:40:21.405","1","LDMP server started","1, 5, 3"
"2016-01-28 05:00:40.427","1","LDMP server started","1, 5, 3"
"2016-03-28 04:14:23.728","1","LDMP server started","1, 5, 3"
"2016-04-18 06:09:24.396","1","LDMP server started","1, 5, 3"
