"Plot Title: SGH 496"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 11016153, SEN S/N: 11016153, LBL: sgh 496 temp)","RH, % (LGR S/N: 11016153, SEN S/N: 11016153, LBL: sgh 496 rh)","Coupler Detached (LGR S/N: 11016153)","Coupler Attached (LGR S/N: 11016153)","Stopped (LGR S/N: 11016153)","End Of File (LGR S/N: 11016153)"
1,06/10/19 10:40:00 AM,63.090,40.646,Logged,,,
2,06/10/19 11:00:00 AM,64.888,37.459,,,,
3,06/10/19 11:20:00 AM,66.301,34.368,,,,
4,06/10/19 11:40:00 AM,67.798,30.339,,,,
5,06/10/19 12:00:00 PM,69.170,33.660,,,,
6,06/10/19 12:20:00 PM,70.286,31.391,,,,
7,06/10/19 12:40:00 PM,70.974,30.422,,,,
8,06/10/19 01:00:00 PM,72.093,29.669,,,,
9,06/10/19 01:20:00 PM,72.696,28.079,,,,
10,06/10/19 01:40:00 PM,73.558,27.779,,,,
11,06/10/19 02:00:00 PM,74.683,28.031,,,,
12,06/10/19 02:20:00 PM,75.551,25.414,,,,
13,06/10/19 02:40:00 PM,76.419,23.597,,,,
14,06/10/19 03:00:00 PM,77.684,25.499,,,,
15,06/10/19 03:20:00 PM,78.777,23.755,,,,
16,06/10/19 03:40:00 PM,79.920,23.556,,,,
17,06/10/19 04:00:00 PM,82.263,22.221,,,,
18,06/10/19 04:20:00 PM,84.137,25.896,,,,
19,06/10/19 04:40:00 PM,83.959,21.688,,,,
20,06/10/19 05:00:00 PM,79.700,24.617,,,,
21,06/10/19 05:20:00 PM,77.117,29.459,,,,
22,06/10/19 05:40:00 PM,75.420,36.274,,,,
23,06/10/19 06:00:00 PM,74.597,36.758,,,,
24,06/10/19 06:20:00 PM,71.834,41.279,,,,
25,06/10/19 06:40:00 PM,69.600,43.784,,,,
26,06/10/19 07:00:00 PM,67.627,48.957,,,,
27,06/10/19 07:20:00 PM,65.872,51.456,,,,
28,06/10/19 07:40:00 PM,64.033,54.957,,,,
29,06/10/19 08:00:00 PM,62.191,59.900,,,,
30,06/10/19 08:20:00 PM,60.132,64.440,,,,
31,06/10/19 08:40:00 PM,58.109,66.643,,,,
32,06/10/19 09:00:00 PM,56.295,68.947,,,,
33,06/10/19 09:20:00 PM,54.777,70.248,,,,
34,06/10/19 09:40:00 PM,53.427,72.005,,,,
35,06/10/19 10:00:00 PM,52.335,73.656,,,,
36,06/10/19 10:20:00 PM,51.282,74.653,,,,
37,06/10/19 10:40:00 PM,50.223,76.497,,,,
38,06/10/19 11:00:00 PM,49.294,77.952,,,,
39,06/10/19 11:20:00 PM,48.450,79.455,,,,
40,06/10/19 11:40:00 PM,47.691,80.578,,,,
41,06/11/19 12:00:00 AM,46.974,81.776,,,,
42,06/11/19 12:20:00 AM,46.346,82.390,,,,
43,06/11/19 12:40:00 AM,45.624,83.095,,,,
44,06/11/19 01:00:00 AM,44.856,83.999,,,,
45,06/11/19 01:20:00 AM,44.173,85.065,,,,
46,06/11/19 01:40:00 AM,43.624,85.906,,,,
47,06/11/19 02:00:00 AM,43.030,86.579,,,,
48,06/11/19 02:20:00 AM,42.478,87.744,,,,
49,06/11/19 02:40:00 AM,41.878,88.329,,,,
50,06/11/19 03:00:00 AM,41.416,89.185,,,,
51,06/11/19 03:20:00 AM,40.905,89.775,,,,
52,06/11/19 03:40:00 AM,40.485,90.425,,,,
53,06/11/19 04:00:00 AM,40.017,90.813,,,,
54,06/11/19 04:20:00 AM,39.549,91.249,,,,
55,06/11/19 04:40:00 AM,39.078,91.632,,,,
56,06/11/19 05:00:00 AM,38.653,91.821,,,,
57,06/11/19 05:20:00 AM,38.226,92.108,,,,
58,06/11/19 05:40:00 AM,37.846,92.550,,,,
59,06/11/19 06:00:00 AM,37.560,93.054,,,,
60,06/11/19 06:20:00 AM,37.416,93.774,,,,
61,06/11/19 06:40:00 AM,37.656,95.283,,,,
62,06/11/19 07:00:00 AM,38.368,95.930,,,,
63,06/11/19 07:20:00 AM,39.783,98.386,,,,
64,06/11/19 07:40:00 AM,41.601,99.252,,,,
65,06/11/19 08:00:00 AM,43.990,99.678,,,,
66,06/11/19 08:20:00 AM,46.616,99.798,,,,
67,06/11/19 08:40:00 AM,49.383,99.790,,,,
68,06/11/19 09:00:00 AM,52.115,98.626,,,,
69,06/11/19 09:20:00 AM,55.081,88.521,,,,
70,06/11/19 09:40:00 AM,58.498,71.415,,,,
71,06/11/19 10:00:00 AM,61.547,53.468,,,,
72,06/11/19 10:20:00 AM,63.946,46.774,,,,
73,06/11/19 10:40:00 AM,66.043,40.343,,,,
74,06/11/19 11:00:00 AM,68.056,37.509,,,,
75,06/11/19 11:20:00 AM,69.728,31.930,,,,
76,06/11/19 11:40:00 AM,71.060,32.495,,,,
77,06/11/19 12:00:00 PM,72.394,25.899,,,,
78,06/11/19 12:20:00 PM,73.299,26.751,,,,
79,06/11/19 12:40:00 PM,74.163,23.718,,,,
80,06/11/19 01:00:00 PM,75.029,23.819,,,,
81,06/11/19 01:20:00 PM,75.810,25.082,,,,
82,06/11/19 01:40:00 PM,76.636,22.779,,,,
83,06/11/19 02:00:00 PM,77.072,23.622,,,,
84,06/11/19 02:20:00 PM,77.902,25.302,,,,
85,06/11/19 02:40:00 PM,79.041,19.360,,,,
86,06/11/19 03:00:00 PM,80.316,21.561,,,,
87,06/11/19 03:20:00 PM,81.952,19.908,,,,
88,06/11/19 03:40:00 PM,83.824,21.160,,,,
89,06/11/19 04:00:00 PM,85.712,19.609,,,,
90,06/11/19 04:20:00 PM,86.709,19.395,,,,
91,06/11/19 04:40:00 PM,85.939,19.757,,,,
92,06/11/19 05:00:00 PM,81.819,23.870,,,,
93,06/11/19 05:20:00 PM,79.788,27.912,,,,
94,06/11/19 05:40:00 PM,78.033,31.630,,,,
95,06/11/19 06:00:00 PM,77.553,33.286,,,,
96,06/11/19 06:20:00 PM,74.640,40.734,,,,
97,06/11/19 06:40:00 PM,72.653,42.368,,,,
98,06/11/19 07:00:00 PM,71.103,46.190,,,,
99,06/11/19 07:20:00 PM,69.256,50.114,,,,
100,06/11/19 07:40:00 PM,67.543,50.645,,,,
101,06/11/19 08:00:00 PM,65.916,53.908,,,,
102,06/11/19 08:20:00 PM,64.332,59.578,,,,
103,06/11/19 08:40:00 PM,62.406,63.058,,,,
104,06/11/19 09:00:00 PM,60.561,65.629,,,,
105,06/11/19 09:20:00 PM,58.712,67.082,,,,
106,06/11/19 09:40:00 PM,57.247,68.411,,,,
107,06/11/19 10:00:00 PM,55.949,68.479,,,,
108,06/11/19 10:20:00 PM,54.691,69.153,,,,
109,06/11/19 10:40:00 PM,53.427,69.792,,,,
110,06/11/19 11:00:00 PM,52.203,70.174,,,,
111,06/11/19 11:20:00 PM,50.974,71.878,,,,
112,06/11/19 11:40:00 PM,49.959,73.502,,,,
113,06/12/19 12:00:00 AM,49.028,74.703,,,,
114,06/12/19 12:20:00 AM,48.182,74.606,,,,
115,06/12/19 12:40:00 AM,47.377,76.029,,,,
116,06/12/19 01:00:00 AM,46.796,76.891,,,,
117,06/12/19 01:20:00 AM,46.166,77.089,,,,
118,06/12/19 01:40:00 AM,45.624,78.950,,,,
119,06/12/19 02:00:00 AM,45.036,79.927,,,,
120,06/12/19 02:20:00 AM,44.445,81.111,,,,
121,06/12/19 02:40:00 AM,43.900,82.556,,,,
122,06/12/19 03:00:00 AM,43.443,83.763,,,,
123,06/12/19 03:20:00 AM,42.984,84.359,,,,
124,06/12/19 03:40:00 AM,42.616,85.459,,,,
125,06/12/19 04:00:00 AM,42.341,86.227,,,,
126,06/12/19 04:20:00 AM,42.156,86.694,,,,
127,06/12/19 04:40:00 AM,41.970,86.747,,,,
128,06/12/19 05:00:00 AM,41.970,87.417,,,,
129,06/12/19 05:20:00 AM,42.017,88.041,,,,
130,06/12/19 05:40:00 AM,42.156,88.624,,,,
131,06/12/19 06:00:00 AM,42.433,89.021,,,,
132,06/12/19 06:20:00 AM,42.892,89.136,,,,
133,06/12/19 06:40:00 AM,43.306,89.500,,,,
134,06/12/19 07:00:00 AM,43.945,89.845,,,,
135,06/12/19 07:20:00 AM,44.492,89.871,,,,
136,06/12/19 07:40:00 AM,45.036,90.152,,,,
137,06/12/19 08:00:00 AM,45.624,90.465,,,,
138,06/12/19 08:20:00 AM,46.211,90.548,,,,
139,06/12/19 08:40:00 AM,47.109,91.596,,,,
140,06/12/19 09:00:00 AM,48.493,89.657,,,,
141,06/12/19 09:20:00 AM,50.092,90.500,,,,
142,06/12/19 09:40:00 AM,52.029,89.287,,,,
143,06/12/19 10:00:00 AM,54.648,85.325,,,,
144,06/12/19 10:20:00 AM,57.722,74.764,,,,
145,06/12/19 10:40:00 AM,60.647,64.166,,,,
146,06/12/19 11:00:00 AM,63.005,57.313,,,,
147,06/12/19 11:20:00 AM,65.574,52.085,,,,
148,06/12/19 11:40:00 AM,68.013,44.449,,,,
149,06/12/19 12:00:00 PM,70.502,35.050,,,,
150,06/12/19 12:20:00 PM,72.351,32.825,,,,
151,06/12/19 12:40:00 PM,73.213,31.934,,,,
152,06/12/19 01:00:00 PM,74.034,31.840,,,,
153,06/12/19 01:20:00 PM,74.554,30.388,,,,
154,06/12/19 01:40:00 PM,75.204,33.436,,,,
155,06/12/19 02:00:00 PM,75.681,29.496,,,,
156,06/12/19 02:20:00 PM,76.419,30.711,,,,
157,06/12/19 02:40:00 PM,77.596,29.345,,,,
158,06/12/19 03:00:00 PM,78.690,28.341,,,,
159,06/12/19 03:20:00 PM,80.227,30.347,,,,
160,06/12/19 03:40:00 PM,81.819,26.009,,,,
161,06/12/19 04:00:00 PM,83.736,27.532,,,,
162,06/12/19 04:20:00 PM,84.362,25.006,,,,
163,06/12/19 04:40:00 PM,83.914,26.714,,,,
164,06/12/19 05:00:00 PM,79.173,30.400,,,,
165,06/12/19 05:20:00 PM,74.120,35.176,,,,
166,06/12/19 05:40:00 PM,72.696,36.521,,,,
167,06/12/19 06:00:00 PM,73.126,34.660,,,,
168,06/12/19 06:20:00 PM,71.533,40.579,,,,
169,06/12/19 06:40:00 PM,69.814,39.728,,,,
170,06/12/19 07:00:00 PM,68.785,48.378,,,,
171,06/12/19 07:20:00 PM,66.985,50.885,,,,
172,06/12/19 07:40:00 PM,65.230,54.408,,,,
173,06/12/19 08:00:00 PM,63.433,60.312,,,,
174,06/12/19 08:20:00 PM,61.804,64.424,,,,
175,06/12/19 08:40:00 PM,60.433,66.027,,,,
176,06/12/19 09:00:00 PM,59.229,68.730,,,,
177,06/12/19 09:20:00 PM,58.109,71.230,,,,
178,06/12/19 09:40:00 PM,57.420,77.363,,,,
179,06/12/19 10:00:00 PM,55.819,85.907,,,,
180,06/12/19 10:20:00 PM,54.734,87.680,,,,
181,06/12/19 10:40:00 PM,53.645,88.063,,,,
182,06/12/19 11:00:00 PM,52.291,87.379,,,,
183,06/12/19 11:20:00 PM,50.886,88.424,,,,
184,06/12/19 11:40:00 PM,49.737,89.388,,,,
185,06/13/19 12:00:00 AM,48.895,89.868,,,,
186,06/13/19 12:20:00 AM,48.004,89.615,,,,
187,06/13/19 12:40:00 AM,47.467,90.494,,,,
188,06/13/19 01:00:00 AM,46.661,90.995,,,,
189,06/13/19 01:20:00 AM,46.031,91.340,,,,
190,06/13/19 01:40:00 AM,45.444,92.147,,,,
191,06/13/19 02:00:00 AM,44.901,92.119,,,,
192,06/13/19 02:20:00 AM,44.355,92.193,,,,
193,06/13/19 02:40:00 AM,43.808,92.568,,,,
194,06/13/19 03:00:00 AM,43.534,93.032,,,,
195,06/13/19 03:20:00 AM,43.214,93.286,,,,
196,06/13/19 03:40:00 AM,42.800,93.376,,,,
197,06/13/19 04:00:00 AM,42.341,93.409,,,,
198,06/13/19 04:20:00 AM,41.925,93.498,,,,
199,06/13/19 04:40:00 AM,41.554,93.693,,,,
200,06/13/19 05:00:00 AM,41.184,94.334,,,,
201,06/13/19 05:20:00 AM,40.811,93.931,,,,
202,06/13/19 05:40:00 AM,40.392,94.439,,,,
203,06/13/19 06:00:00 AM,40.064,94.663,,,,
204,06/13/19 06:20:00 AM,39.924,95.480,,,,
205,06/13/19 06:40:00 AM,40.111,96.636,,,,
206,06/13/19 07:00:00 AM,40.811,98.110,,,,
207,06/13/19 07:20:00 AM,41.925,99.255,,,,
208,06/13/19 07:40:00 AM,43.579,99.856,,,,
209,06/13/19 08:00:00 AM,45.761,100.000,,,,
210,06/13/19 08:20:00 AM,47.959,100.000,,,,
211,06/13/19 08:40:00 AM,50.356,100.000,,,,
212,06/13/19 09:00:00 AM,52.686,100.000,,,,
213,06/13/19 09:20:00 AM,54.777,100.000,,,,
214,06/13/19 09:40:00 AM,57.074,84.266,,,,
215,06/13/19 10:00:00 AM,60.132,62.163,,,,
216,06/13/19 10:20:00 AM,62.490,58.812,,,,
217,06/13/19 10:40:00 AM,64.074,50.697,,,,
218,06/13/19 11:00:00 AM,65.658,48.971,,,,
219,06/13/19 11:20:00 AM,66.772,45.068,,,,
220,06/13/19 11:40:00 AM,67.714,41.832,,,,
221,06/13/19 12:00:00 PM,68.443,37.661,,,,
222,06/13/19 12:20:00 PM,69.427,35.948,,,,
223,06/13/19 12:40:00 PM,70.201,35.430,,,,
224,06/13/19 01:00:00 PM,71.060,34.717,,,,
225,06/13/19 01:20:00 PM,72.178,32.750,,,,
226,06/13/19 01:40:00 PM,72.307,32.623,,,,
227,06/13/19 02:00:00 PM,72.869,35.110,,,,
228,06/13/19 02:20:00 PM,73.126,32.797,,,,
229,06/13/19 02:40:00 PM,72.869,35.904,,,,
230,06/13/19 03:00:00 PM,73.774,32.529,,,,
231,06/13/19 03:20:00 PM,75.074,29.873,,,,
232,06/13/19 03:40:00 PM,76.464,33.834,,,,
233,06/13/19 04:00:00 PM,78.251,32.045,,,,
234,06/13/19 04:20:00 PM,77.727,33.630,,,,
235,06/13/19 04:40:00 PM,75.204,35.167,,,,
236,06/13/19 05:00:00 PM,72.783,38.072,,,,
237,06/13/19 05:20:00 PM,71.704,39.123,,,,
238,06/13/19 05:40:00 PM,71.231,42.569,,,,
239,06/13/19 06:00:00 PM,71.103,40.000,,,,
240,06/13/19 06:20:00 PM,69.600,43.303,,,,
241,06/13/19 06:40:00 PM,68.313,43.925,,,,
242,06/13/19 07:00:00 PM,67.114,45.727,,,,
243,06/13/19 07:20:00 PM,65.658,48.783,,,,
244,06/13/19 07:40:00 PM,64.161,55.580,,,,
245,06/13/19 08:00:00 PM,62.704,60.186,,,,
246,06/13/19 08:20:00 PM,60.948,62.951,,,,
247,06/13/19 08:40:00 PM,59.185,64.173,,,,
248,06/13/19 09:00:00 PM,57.592,67.926,,,,
249,06/13/19 09:20:00 PM,55.992,71.915,,,,
250,06/13/19 09:40:00 PM,54.734,72.627,,,,
251,06/13/19 10:00:00 PM,53.602,73.797,,,,
252,06/13/19 10:20:00 PM,52.466,75.289,,,,
253,06/13/19 10:40:00 PM,51.458,75.812,,,,
254,06/13/19 11:00:00 PM,50.533,76.781,,,,
255,06/13/19 11:20:00 PM,49.649,78.322,,,,
256,06/13/19 11:40:00 PM,48.850,79.423,,,,
257,06/14/19 12:00:00 AM,48.049,78.647,,,,
258,06/14/19 12:20:00 AM,47.334,80.453,,,,
259,06/14/19 12:40:00 AM,46.661,81.523,,,,
