"Plot Title: SGH 496"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 11016153, SEN S/N: 11016153, LBL: sgh 496 temp)","RH, % (LGR S/N: 11016153, SEN S/N: 11016153, LBL: sgh 496 rh)","Coupler Detached (LGR S/N: 11016153)","Coupler Attached (LGR S/N: 11016153)","Stopped (LGR S/N: 11016153)","End Of File (LGR S/N: 11016153)"
1,09/03/19 02:20:00 PM,79.480,30.685,Logged,,,
2,09/03/19 02:40:00 PM,77.815,31.181,,,,
3,09/03/19 03:00:00 PM,77.117,31.989,,,,
4,09/03/19 03:20:00 PM,76.811,29.479,,,,
5,09/03/19 03:40:00 PM,77.553,30.528,,,,
6,09/03/19 04:00:00 PM,78.165,29.574,,,,
7,09/03/19 04:20:00 PM,77.160,33.200,,,,
8,09/03/19 04:40:00 PM,75.942,34.374,,,,
9,09/03/19 05:00:00 PM,75.029,35.888,,,,
10,09/03/19 05:20:00 PM,74.206,34.517,,,,
11,09/03/19 05:40:00 PM,73.213,36.517,,,,
12,09/03/19 06:00:00 PM,71.577,35.504,,,,
13,09/03/19 06:20:00 PM,70.072,41.333,,,,
14,09/03/19 06:40:00 PM,68.227,45.548,,,,
15,09/03/19 07:00:00 PM,65.959,49.933,,,,
16,09/03/19 07:20:00 PM,63.689,54.407,,,,
17,09/03/19 07:40:00 PM,61.506,56.548,,,,
18,09/03/19 08:00:00 PM,59.616,59.192,,,,
19,09/03/19 08:20:00 PM,57.936,61.693,,,,
20,09/03/19 08:40:00 PM,56.426,62.351,,,,
21,09/03/19 09:00:00 PM,55.125,65.766,,,,
22,09/03/19 09:20:00 PM,53.820,66.620,,,,
23,09/03/19 09:40:00 PM,52.509,68.555,,,,
24,09/03/19 10:00:00 PM,51.413,68.954,,,,
25,09/03/19 10:20:00 PM,50.445,71.089,,,,
26,09/03/19 10:40:00 PM,49.561,72.676,,,,
27,09/03/19 11:00:00 PM,48.938,73.889,,,,
28,09/03/19 11:20:00 PM,48.315,75.340,,,,
29,09/03/19 11:40:00 PM,47.781,76.240,,,,
30,09/04/19 12:00:00 AM,47.199,77.375,,,,
31,09/04/19 12:20:00 AM,46.661,78.615,,,,
32,09/04/19 12:40:00 AM,46.121,79.253,,,,
33,09/04/19 01:00:00 AM,45.624,80.242,,,,
34,09/04/19 01:20:00 AM,45.082,81.458,,,,
35,09/04/19 01:40:00 AM,44.719,82.077,,,,
36,09/04/19 02:00:00 AM,44.310,83.032,,,,
37,09/04/19 02:20:00 AM,43.990,83.518,,,,
38,09/04/19 02:40:00 AM,43.624,83.655,,,,
39,09/04/19 03:00:00 AM,43.259,84.369,,,,
40,09/04/19 03:20:00 AM,42.892,85.105,,,,
41,09/04/19 03:40:00 AM,42.525,85.655,,,,
42,09/04/19 04:00:00 AM,42.156,86.565,,,,
43,09/04/19 04:20:00 AM,41.878,87.611,,,,
44,09/04/19 04:40:00 AM,41.648,88.553,,,,
45,09/04/19 05:00:00 AM,41.369,88.924,,,,
46,09/04/19 05:20:00 AM,41.184,89.331,,,,
