"term","estimate","std.error","conf.low","conf.up"
"U.1",-0.879468249647904,0.405984281528706,-1.67518281973354,-0.08375367956227
"Q.diag",135.31987745252,10.502859402329,114.734651289267,155.905103615772
"x0.X.Y1",39.90364647955,16.4711580604532,7.62076989739519,72.1865230617049
"x0.X.Y2",39.5247696057707,16.4711580604532,7.24189302361584,71.8076461879256
"x0.X.Y3",28.8897187573821,16.4711580604532,-3.39315782477281,61.1725953395369
"x0.X.Y4",24.1346090039641,16.4711580604532,-8.14826757819084,56.417485586119
"x0.X.Y5",49.4364646069914,16.4711580604532,17.1535880248365,81.7193411891463
"x0.X.Y6",13.5862528638274,16.4711580604532,-18.6966237183275,45.8691294459823
"x0.X.Y7",56.7526180371672,16.4711580604532,24.4697414550123,89.0354946193221
"x0.X.Y8",68.4245055982024,16.4711580604532,36.1416290160475,100.707382180357
"x0.X.Y9",25.6167185376555,16.4711580604532,-6.6661580444994,57.8995951198104
"x0.X.Y10",39.9382443677336,16.4711580604532,7.65536778557872,72.2211209498885
"x0.X.Y11",48.5781169995696,16.4711580604532,16.2952404174147,80.8609935817244
"x0.X.Y12",24.4075923413664,16.4711580604532,-7.87528424078848,56.6904689235213
"x0.X.Y13",33.6390288648039,16.4711580604532,1.35615228264901,65.9219054469588
"x0.X.Y14",36.1796737866789,16.4711580604532,3.89679720452407,68.4625503688338
"x0.X.Y15",93.923149189511,16.4711580604532,61.6402726073561,126.206025771666
"x0.X.Y16",4.0896325269133,16.4711580604532,-28.1932440552416,36.3725091090682
"x0.X.Y17",22.8848852857024,16.4711580604532,-9.39799129645255,55.1677618678573
"x0.X.Y18",-3.83468378168045,16.4711580604532,-36.1175603638353,28.4481928004744
"x0.X.Y19",5.77252980474533,16.4711580604532,-26.5103467774096,38.0554063869002
"x0.X.Y20",63.0672326001555,16.4711580604532,30.7843560180006,95.3501091823104
"x0.X.Y21",4.25762227300705,16.4711580604532,-28.0252543091478,36.5404988551619
"x0.X.Y22",49.2192778638274,16.4711580604532,16.9364012816725,81.5021544459823
"x0.X.Y23",37.3566019483,16.4711580604532,5.07372536614513,69.6394785304549
"x0.X.Y24",55.8816711987883,16.4711580604532,23.5987946166334,88.1645477809432
"x0.X.Y25",53.6710061353117,16.4711580604532,21.3881295531568,85.9538827174666
"x0.X.Y26",86.847881055966,16.4711580604532,54.5650044738111,119.130757638121
"x0.X.Y27",31.8574376111418,16.4711580604532,-0.425438971013069,64.1403141932967
"x0.X.Y28",56.8569116712004,16.4711580604532,24.5740350890455,89.1397882533553
"x0.X.Y29",41.5088484998137,16.4711580604532,9.22597191765881,73.7917250819686
"x0.X.Y30",12.7195057691008,16.4711580604532,-19.5633708130541,45.0023823512557
"x0.X.Y31",36.9783037236894,23.3220213875138,-8.73201824251053,82.6886256898894
"x0.X.Y32",48.7393071607024,16.4711580604532,16.4564305785475,81.0221837428573
"x0.X.Y33",52.5250760816008,16.4711580604532,20.2421994994459,84.8079526637557
"x0.X.Y34",46.971915040341,16.4711580604532,14.6890384581861,79.2547916224959
"x0.X.Y35",53.4954168530852,16.4711580604532,21.2125402709303,85.7782934352401
"x0.X.Y36",49.2165780286223,16.4711580604532,16.9337014464674,81.4994546107772
