"term","estimate","std.error","conf.low","conf.up"
"U.1",0.16853068553587,0.189382725382113,-0.20265263550711,0.539714006578851
"Q.diag",113.873967937273,4.74680935846681,104.5703925532,123.177543321345
"x0.X.Y1",4.28188453382997,18.4917467039184,-31.9612730170873,40.5250420847472
"x0.X.Y2",2.87718453388728,18.4917467039184,-33.36597301703,39.1203420848046
"x0.X.Y3",16.7468845333215,18.4917467039184,-19.4962730175958,52.9900420842387
"x0.X.Y4",10.9273845335589,18.4917467039184,-25.3157730173584,47.1705420844761
"x0.X.Y5",33.94048453262,18.4917467039184,-2.30267301829724,70.1836420835373
"x0.X.Y6",-1.31258943826551,62.5553818143686,-123.91888483358,121.293705957049
"x0.X.Y7",29.0481845328196,18.4917467039184,-7.19497301809768,65.2913420837369
"x0.X.Y8",64.0138120310697,33.7983174291272,-2.22967286807193,130.257296930211
"x0.X.Y9",23.9938788233214,33.7983174291272,-42.2496060758202,90.237363722463
"x0.X.Y10",11.3736333334258,60.6687198667158,-107.534872593487,130.282139260338
"x0.X.Y11",4.46088453382267,18.4917467039184,-31.7822730170946,40.7040420847399
"x0.X.Y12",36.0198188520837,33.7983174291272,-30.223666047058,102.263303751225
"x0.X.Y13",34.2566463833024,33.7983174291272,-31.9868385158392,100.500131282444
"x0.X.Y14",35.0339845325754,18.4917467039184,-1.20917301834186,71.2771420834927
"x0.X.Y15",6.04432564632261,28.2643804209095,-49.3528420239991,61.4414933166443
"x0.X.Y16",19.4892880355653,26.1636193410596,-31.7904635781272,70.7690396492577
"x0.X.Y17",-5.10675885864834,58.723915682829,-120.20351862816,109.990000910863
"x0.X.Y18",-7.19372498570934,33.7983174291271,-73.4372098848509,59.0497599134322
"x0.X.Y19",-20.6661541904667,65.287342699061,-148.62699452695,107.294686146017
"x0.X.Y20",43.0889845322468,18.4917467039184,6.84582698132954,79.3321420831641
"x0.X.Y21",1.83568453392977,18.4917467039184,-34.4074730169875,38.078842084847
"x0.X.Y22",62.5538824221506,28.2643804209095,7.15671475182892,117.951050092472
"x0.X.Y23",8.38402458238352,62.5553818143686,-114.222270812931,130.990319977698
"x0.X.Y24",-14.1427760215754,58.723915682829,-129.239535791087,100.953983747936
"x0.X.Y25",26.5231845329226,18.4917467039184,-9.71997301799464,62.7663420838399
"x0.X.Y26",45.9590452003885,28.2643804209095,-9.43812246993317,101.35621287071
"x0.X.Y27",7.23648453370944,18.4917467039184,-29.0066730172078,43.4796420846267
"x0.X.Y28",4.04988453383944,18.4917467039184,-32.1932730170778,40.2930420847567
"x0.X.Y29",53.4849004196211,28.2643804209095,-1.91226725070062,108.882068089943
"x0.X.Y30",22.6333635190644,28.2643804209095,-32.7638041512573,78.030531189386
"x0.X.Y31",39.9572189081963,28.2643804209095,-15.4399487621254,95.3543865785179
"x0.X.Y32",59.4117378124356,26.1636193410596,8.13198619874323,110.691489426128
"x0.X.Y33",22.1353393353076,62.5553818143686,-100.470956060007,144.741634730622
"x0.X.Y34",27.0250140822233,62.5553818143686,-95.5812813130909,149.631309477538
"x0.X.Y35",18.4636732010998,62.5553818143686,-104.142622194214,141.069968596414
