"ID","run_date","run_minutes","states","completeness","AIC","AICc","coef.det","sigma","df","logLik","convergence","errors","Q.diag"
12,2024-11-18,4.75778076648712,54,0.95,12407.462806034,"12412.1812095817",0.630383853771273,507.844429247777,56,-6147.731403017,0,0,136.475948326448
13,2024-11-18,3.95127720038096,51,0.9,12167.6731007415,"12171.960741191",0.635725009245887,504.240621724462,53,-6030.83655037076,0,0,133.384008968043
14,2024-11-18,3.12985651890437,48,0.88,11900.2590736556,"11904.1641272544",0.636711282185242,509.016290680632,50,-5900.12953682779,0,0,134.93562706108
15,2024-11-18,1.78108385006587,44,0.86,11379.5281975392,"11382.9599435709",0.652590601611518,475.003605662191,46,-5643.76409876959,0,0,129.118373299626
16,2024-11-18,1.13795683383942,41,0.83,10884.461414819,"10887.5706999463",0.669550205712604,437.202934008513,43,-5399.23070740948,0,0,121.391640305888
17,2024-11-18,0.965505599975586,39,0.82,10490.3350838055,"10493.2414129195",0.695409031837115,394.966079057823,41,-5204.16754190277,0,0,113.1168192022
18,2024-11-18,0.824113229910533,37,0.81,10154.2516198625,"10156.9623062222",0.703428349722777,385.590739652446,39,-5038.12580993123,0,0,111.604153154088
4,2024-11-18,0.223503716786702,56,NA,226,"NA, number of data points less than K+1",NA,NA,113,0,0,0,0.0499999999999998
