"ID","run_date","run_minutes","states","completeness","AIC","AICc","coef.det","sigma","df","logLik","convergence","errors","Q.diag"
31,2024-11-23,0.516205819447835,45,0.95,2373.80909267788,2394.39956886835,0.641571963454923,321.386845188583,46,-1140.90454633894,0,0,114.804791487228
