"Plot Title: SGH 125"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 11016173, SEN S/N: 11016173, LBL: sgh 125 temp)","RH, % (LGR S/N: 11016173, SEN S/N: 11016173, LBL: sgh 125 rh)","Coupler Detached (LGR S/N: 11016173)","Coupler Attached (LGR S/N: 11016173)","Stopped (LGR S/N: 11016173)","End Of File (LGR S/N: 11016173)"
1,04/04/17 12:50:00 PM,50.180,25.782,Logged,,,
2,04/04/17 01:00:00 PM,50.445,27.041,,,,
3,04/04/17 01:10:00 PM,50.709,29.471,,,,
4,04/04/17 01:20:00 PM,50.709,30.901,,,,
5,04/04/17 01:30:00 PM,50.709,30.901,,,,
6,04/04/17 01:40:00 PM,50.709,32.712,,,,
7,04/04/17 01:50:00 PM,50.709,33.292,,,,
8,04/04/17 02:00:00 PM,50.797,32.039,,,,
9,04/04/17 02:10:00 PM,50.621,31.674,,,,
10,04/04/17 02:20:00 PM,50.533,32.251,,,,
11,04/04/17 02:30:00 PM,50.709,34.513,,,,
12,04/04/17 02:40:00 PM,50.709,36.367,,,,
13,04/04/17 02:50:00 PM,51.017,36.193,,,,
14,04/04/17 03:00:00 PM,51.148,37.824,,,,
15,04/04/17 03:10:00 PM,51.193,36.203,,,,
16,04/04/17 03:20:00 PM,51.633,36.866,,,,
17,04/04/17 03:30:00 PM,52.203,35.171,,,,
18,04/04/17 03:40:00 PM,52.641,34.874,,,,
19,04/04/17 03:50:00 PM,52.686,34.169,,,,
20,04/04/17 04:00:00 PM,52.597,37.399,,,,
21,04/04/17 04:10:00 PM,52.378,35.373,,,,
22,04/04/17 04:20:00 PM,51.809,38.530,,,,
23,04/04/17 04:30:00 PM,50.797,38.754,,,,
24,04/04/17 04:40:00 PM,50.135,43.048,,,,
25,04/04/17 04:50:00 PM,49.604,43.075,,,,
26,04/04/17 05:00:00 PM,49.649,40.324,,,,
27,04/04/17 05:10:00 PM,49.604,38.967,,,,
28,04/04/17 05:20:00 PM,49.914,37.911,,,,
29,04/04/17 05:30:00 PM,49.561,40.915,,,,
30,04/04/17 05:40:00 PM,49.471,39.968,,,,
31,04/04/17 05:50:00 PM,48.895,44.425,,,,
32,04/04/17 06:00:00 PM,48.049,48.362,,,,
33,04/04/17 06:10:00 PM,47.781,44.504,,,,
34,04/04/17 06:20:00 PM,47.512,47.651,,,,
35,04/04/17 06:30:00 PM,46.661,51.681,,,,
36,04/04/17 06:40:00 PM,45.851,52.817,,,,
37,04/04/17 06:50:00 PM,44.946,55.392,,,,
38,04/04/17 07:00:00 PM,43.990,59.972,,,,
39,04/04/17 07:10:00 PM,42.800,63.549,,,,
40,04/04/17 07:20:00 PM,41.601,67.790,,,,
41,04/04/17 07:30:00 PM,40.764,69.740,,,,
42,04/04/17 07:40:00 PM,40.064,71.048,,,,
43,04/04/17 07:50:00 PM,39.267,72.444,,,,
44,04/04/17 08:00:00 PM,38.937,74.993,,,,
