"Plot Title: SGH 137"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10769296, SEN S/N: 10769296, LBL: sgh 137 temp)","RH, % (LGR S/N: 10769296, SEN S/N: 10769296, LBL: sgh 137 rh)","Coupler Detached (LGR S/N: 10769296)","Coupler Attached (LGR S/N: 10769296)","Stopped (LGR S/N: 10769296)","End Of File (LGR S/N: 10769296)"
1,11/03/17 10:34:37 AM,34.858,94.762,Logged,,,
2,11/03/17 10:54:37 AM,34.713,95.809,,,,
3,11/03/17 11:14:37 AM,34.858,95.734,,,,
4,11/03/17 11:34:37 AM,35.055,96.007,,,,
5,11/03/17 11:54:37 AM,35.346,95.954,,,,
6,11/03/17 12:14:37 PM,35.638,96.556,,,,
7,11/03/17 12:34:37 PM,35.879,96.182,,,,
8,11/03/17 12:54:37 PM,36.025,96.301,,,,
9,11/03/17 01:14:37 PM,36.361,95.867,,,,
10,11/03/17 01:34:37 PM,36.603,95.441,,,,
11,11/03/17 01:54:37 PM,36.939,95.566,,,,
12,11/03/17 02:14:37 PM,36.986,94.374,,,,
13,11/03/17 02:34:37 PM,37.179,94.721,,,,
14,11/03/17 02:54:37 PM,36.986,93.685,,,,
15,11/03/17 03:14:37 PM,36.939,93.382,,,,
16,11/03/17 03:34:37 PM,36.651,94.201,,,,
17,11/03/17 03:54:37 PM,36.217,93.448,,,,
18,11/03/17 04:14:37 PM,35.830,93.832,,,,
19,11/03/17 04:34:37 PM,35.541,93.125,,,,
20,11/03/17 04:54:37 PM,35.443,93.136,,,,
21,11/03/17 05:14:37 PM,35.346,93.072,,,,
22,11/03/17 05:34:37 PM,35.249,92.713,,,,
23,11/03/17 05:54:37 PM,35.249,92.762,,,,
24,11/03/17 06:14:37 PM,34.957,93.211,,,,
25,11/03/17 06:34:37 PM,34.761,94.113,,,,
26,11/03/17 06:54:37 PM,34.761,94.894,,,,
27,11/03/17 07:14:37 PM,34.761,95.137,,,,
28,11/03/17 07:34:37 PM,34.858,95.443,,,,
29,11/03/17 07:54:37 PM,34.907,95.912,,,,
30,11/03/17 08:14:37 PM,34.907,96.057,,,,
31,11/03/17 08:34:37 PM,34.858,95.540,,,,
32,11/03/17 08:54:37 PM,34.858,96.291,,,,
33,11/03/17 09:14:37 PM,34.957,96.644,,,,
34,11/03/17 09:34:37 PM,35.200,96.319,,,,
35,11/03/17 09:54:37 PM,35.249,96.617,,,,
36,11/03/17 10:14:37 PM,35.443,96.647,,,,
37,11/03/17 10:34:37 PM,35.638,96.484,,,,
38,11/03/17 10:54:37 PM,35.733,96.547,,,,
39,11/03/17 11:14:37 PM,35.830,96.417,,,,
40,11/03/17 11:34:37 PM,35.733,96.498,,,,
41,11/03/17 11:54:37 PM,35.638,97.111,,,,
42,11/04/17 12:14:37 AM,35.541,97.289,,,,
43,11/04/17 12:34:37 AM,35.541,96.903,,,,
44,11/04/17 12:54:37 AM,35.638,97.160,,,,
45,11/04/17 01:14:37 AM,35.733,97.102,,,,
46,11/04/17 01:34:37 AM,35.830,96.465,,,,
47,11/04/17 01:54:37 AM,35.830,96.804,,,,
48,11/04/17 02:14:37 AM,35.638,96.459,,,,
49,11/04/17 02:34:37 AM,35.492,95.977,,,,
50,11/04/17 02:54:37 AM,35.298,96.383,,,,
51,11/04/17 03:14:37 AM,35.103,96.739,,,,
52,11/04/17 03:34:37 AM,34.907,97.142,,,,
53,11/04/17 03:54:37 AM,34.664,97.225,,,,
54,11/04/17 04:14:37 AM,34.371,97.347,,,,
55,11/04/17 04:34:37 AM,33.978,97.525,,,,
56,11/04/17 04:54:37 AM,33.780,97.494,,,,
57,11/04/17 05:14:37 AM,33.287,97.369,,,,
