"Plot Title: SGH 137"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10769296, SEN S/N: 10769296, LBL: sgh 137 temp)","RH, % (LGR S/N: 10769296, SEN S/N: 10769296, LBL: sgh 137 rh)","Good Battery (LGR S/N: 10769296)","Coupler Detached (LGR S/N: 10769296)","Bad Battery (LGR S/N: 10769296)","Coupler Attached (LGR S/N: 10769296)","Stopped (LGR S/N: 10769296)","End Of File (LGR S/N: 10769296)"
2827,04/24/17 06:30:00 AM,32.891,90.440,,,,,,
2828,04/24/17 06:40:00 AM,32.891,90.391,,,,,,
2829,04/24/17 06:50:00 AM,32.891,90.391,,,,,,
2830,04/24/17 07:00:00 AM,32.940,89.353,,,,,,
2831,04/24/17 07:10:00 AM,32.990,89.784,,,,,,
2832,04/24/17 07:20:00 AM,33.138,89.780,,,,,,
2833,04/24/17 07:30:00 AM,33.336,89.559,,,,,,
2834,04/24/17 07:40:00 AM,33.584,89.395,,,,,,
2835,04/24/17 07:50:00 AM,33.780,87.666,,,,,,
2836,04/24/17 08:00:00 AM,33.780,87.262,,,,,,
2837,04/24/17 08:10:00 AM,33.879,86.744,,,,,,
2838,04/24/17 08:20:00 AM,34.027,86.257,,,,,,
2839,04/24/17 08:30:00 AM,34.223,85.163,,,,,,
2840,04/24/17 08:40:00 AM,34.565,84.774,,,,,,
2841,04/24/17 08:50:00 AM,34.858,84.915,,,,,,
2842,04/24/17 09:00:00 AM,35.152,86.003,,,,,,
2843,04/24/17 09:10:00 AM,35.443,85.276,,,,,,
2844,04/24/17 09:20:00 AM,35.830,83.345,,,,,,
2845,04/24/17 09:30:00 AM,36.120,81.458,,,,,,
2846,04/24/17 09:40:00 AM,36.505,81.298,,,,,,
2847,04/24/17 09:50:00 AM,37.369,80.752,,,,,,
2848,04/24/17 10:00:00 AM,38.084,78.540,,,,,,
2849,04/24/17 10:10:00 AM,38.937,75.965,,,,,,
2850,04/24/17 10:20:00 AM,39.830,75.043,,,,,,
2851,04/24/17 10:30:00 AM,40.345,73.277,,,,,,
2852,04/24/17 10:40:00 AM,40.204,71.780,,,,,,
2853,04/24/17 10:50:00 AM,40.579,72.509,,,,,,
2854,04/24/17 11:00:00 AM,40.485,72.279,,,,,,
2855,04/24/17 11:10:00 AM,40.158,71.968,,,,,,
2856,04/24/17 11:20:00 AM,39.643,74.424,,,,,,
2857,04/24/17 11:30:00 AM,39.877,74.206,,,,,,
2858,04/24/17 11:40:00 AM,40.064,72.561,,,,,,
2859,04/24/17 11:50:00 AM,39.830,73.956,,,,,,
2860,04/24/17 12:00:00 PM,39.690,73.613,,,,,,
2861,04/24/17 12:10:00 PM,39.502,73.809,,,,,,
2862,04/24/17 12:20:00 PM,39.267,74.027,,,,,,
2863,04/24/17 12:30:00 PM,39.267,76.462,,,,,,
2864,04/24/17 12:40:00 PM,39.173,78.220,,,,,,
2865,04/24/17 12:50:00 PM,39.267,77.643,,,,,,
2866,04/24/17 01:00:00 PM,39.360,75.502,,,,,,
2867,04/24/17 01:10:00 PM,39.407,78.595,,,,,,
2868,04/24/17 01:20:00 PM,39.360,75.205,,,,,,
2869,04/24/17 01:30:00 PM,39.360,75.178,,,,,,
2870,04/24/17 01:40:00 PM,39.454,73.504,,,,,,
2871,04/24/17 01:50:00 PM,39.407,73.608,,,,,,
2872,04/24/17 02:00:00 PM,39.407,73.635,,,,,,
2873,04/24/17 02:10:00 PM,39.502,73.209,,,,,,
2874,04/24/17 02:20:00 PM,39.502,74.027,,,,,,
2875,04/24/17 02:30:00 PM,39.549,73.815,,,,,,
2876,04/24/17 02:40:00 PM,39.313,72.723,,,,,,
2877,04/24/17 02:50:00 PM,39.267,73.918,,,,,,
2878,04/24/17 03:00:00 PM,39.313,75.713,,,,,,
2879,04/24/17 03:10:00 PM,39.407,75.913,,,,,,
2880,04/24/17 03:20:00 PM,40.158,73.611,,,,,,
2881,04/24/17 03:30:00 PM,40.438,71.227,,,,,,
2882,04/24/17 03:40:00 PM,40.532,70.464,,,,,,
2883,04/24/17 03:50:00 PM,40.485,72.004,,,,,,
2884,04/24/17 04:00:00 PM,39.736,77.163,,,,,,
2885,04/24/17 04:10:00 PM,39.031,80.143,,,,,,
2886,04/24/17 04:20:00 PM,37.751,83.674,,,,,,
2887,04/24/17 04:30:00 PM,37.179,85.996,,,,,,
2888,04/24/17 04:40:00 PM,36.986,83.703,,,,,,
2889,04/24/17 04:50:00 PM,36.891,82.860,,,,,,
2890,04/24/17 05:00:00 PM,36.891,80.481,,,,,,
2891,04/24/17 05:10:00 PM,36.891,79.823,,,,,,
2892,04/24/17 05:20:00 PM,36.986,81.202,,,,,,
2893,04/24/17 05:30:00 PM,36.891,81.766,,,,,,
2894,04/24/17 05:40:00 PM,36.651,81.918,,,,,,
2895,04/24/17 05:50:00 PM,36.651,81.028,,,,,,
2896,04/24/17 06:00:00 PM,36.505,84.750,,,,,,
2897,04/24/17 06:10:00 PM,36.266,87.351,,,,,,
2898,04/24/17 06:20:00 PM,35.928,89.074,,,,,,
2899,04/24/17 06:30:00 PM,35.782,87.589,,,,,,
2900,04/24/17 06:40:00 PM,35.541,88.365,,,,,,
2901,04/24/17 06:50:00 PM,35.298,89.337,,,,,,
2902,04/24/17 07:00:00 PM,35.103,90.560,,,,,,
2903,04/24/17 07:10:00 PM,34.907,92.367,,,,,,
2904,04/24/17 07:20:00 PM,34.810,93.386,,,,,,
2905,04/24/17 07:30:00 PM,34.664,94.099,,,,,,
2906,04/24/17 07:40:00 PM,34.565,94.035,,,,,,
2907,04/24/17 07:50:00 PM,34.272,93.747,,,,,,
2908,04/24/17 08:00:00 PM,34.174,94.123,,,,,,
2909,04/24/17 08:10:00 PM,34.174,94.172,,,,,,
2910,04/24/17 08:20:00 PM,34.075,94.157,,,,,,
2911,04/24/17 08:30:00 PM,34.075,94.498,,,,,,
2912,04/24/17 08:40:00 PM,33.928,95.010,,,,,,
2913,04/24/17 08:50:00 PM,33.780,94.891,,,,,,
2914,04/24/17 09:00:00 PM,33.584,95.588,,,,,,
2915,04/24/17 09:10:00 PM,33.435,96.048,,,,,,
2916,04/24/17 09:20:00 PM,33.386,96.569,,,,,,
2917,04/24/17 09:30:00 PM,33.386,96.665,,,,,,
2918,04/24/17 09:40:00 PM,33.386,96.521,,,,,,
2919,04/24/17 09:50:00 PM,33.386,94.831,,,,,,
2920,04/24/17 10:00:00 PM,33.336,94.993,,,,,,
2921,04/24/17 10:10:00 PM,33.237,94.639,,,,,,
2922,04/24/17 10:20:00 PM,33.485,93.189,,,,,,
2923,04/24/17 10:30:00 PM,33.534,91.943,,,,,,
2924,04/24/17 10:40:00 PM,33.534,91.450,,,,,,
2925,04/24/17 10:50:00 PM,33.485,90.625,,,,,,
2926,04/24/17 11:00:00 PM,33.485,87.171,,,,,,
2927,04/24/17 11:10:00 PM,33.336,89.784,,,,,,
2928,04/24/17 11:20:00 PM,32.940,90.497,,,,,,
2929,04/24/17 11:30:00 PM,32.790,90.277,,,,,,
2930,04/24/17 11:40:00 PM,32.392,92.365,,,,,,
2931,04/24/17 11:50:00 PM,32.142,92.549,,,,,,
2932,04/25/17 12:00:00 AM,31.942,92.935,,,,,,
2933,04/25/17 12:10:00 AM,31.993,90.484,,,,,,
2934,04/25/17 12:20:00 AM,31.993,92.991,,,,,,
2935,04/25/17 12:30:00 AM,31.892,93.000,,,,,,
2936,04/25/17 12:40:00 AM,31.743,94.048,,,,,,
2937,04/25/17 12:50:00 AM,31.591,94.607,,,,,,
2938,04/25/17 01:00:00 AM,31.541,94.502,,,,,,
2939,04/25/17 01:10:00 AM,31.390,93.437,,,,,,
2940,04/25/17 01:20:00 AM,31.188,94.110,,,,,,
2941,04/25/17 01:30:00 AM,31.037,93.360,,,,,,
2942,04/25/17 01:40:00 AM,30.884,94.113,,,,,,
2943,04/25/17 01:50:00 AM,30.632,94.123,,,,,,
2944,04/25/17 02:00:00 AM,30.376,93.843,,,,,,
2945,04/25/17 02:10:00 AM,30.276,93.924,,,,,,
2946,04/25/17 02:20:00 AM,30.123,94.094,,,,,,
2947,04/25/17 02:30:00 AM,29.867,93.862,,,,,,
2948,04/25/17 02:40:00 AM,29.559,94.226,,,,,,
2949,04/25/17 02:50:00 AM,29.304,93.922,,,,,,
2950,04/25/17 03:00:00 AM,29.046,94.845,,,,,,
2951,04/25/17 03:10:00 AM,28.787,94.661,,,,,,
2952,04/25/17 03:20:00 AM,28.528,94.646,,,,,,
2953,04/25/17 03:30:00 AM,28.269,95.013,,,,,,
2954,04/25/17 03:40:00 AM,28.112,94.989,,,,,,
2955,04/25/17 03:50:00 AM,27.903,95.052,,,,,,
2956,04/25/17 04:00:00 AM,27.694,95.211,,,,,,
2957,04/25/17 04:10:00 AM,27.486,95.464,,,,,,
2958,04/25/17 04:20:00 AM,27.327,95.297,,,,,,
2959,04/25/17 04:30:00 AM,27.171,95.748,,,,,,
2960,04/25/17 04:40:00 AM,27.064,95.827,,,,,,
2961,04/25/17 04:50:00 AM,26.960,95.810,,,,,,
2962,04/25/17 05:00:00 AM,26.748,95.635,,,,,,
2963,04/25/17 05:10:00 AM,26.643,96.069,,,,,,
2964,04/25/17 05:20:00 AM,26.589,96.132,,,,,,
2965,04/25/17 05:30:00 AM,26.431,95.586,,,,,,
2966,04/25/17 05:40:00 AM,26.218,95.363,,,,,,
2967,04/25/17 05:50:00 AM,26.058,95.291,,,,,,
2968,04/25/17 06:00:00 AM,25.898,95.148,,,,,,
2969,04/25/17 06:10:00 AM,25.738,94.862,,,,,,
2970,04/25/17 06:20:00 AM,25.686,94.996,,,,,,
2971,04/25/17 06:30:00 AM,25.578,94.837,,,,,,
2972,04/25/17 06:40:00 AM,25.471,95.248,,,,,,
2973,04/25/17 06:50:00 AM,25.524,95.398,,,,,,
2974,04/25/17 07:00:00 AM,25.738,95.904,,,,,,
2975,04/25/17 07:10:00 AM,26.325,96.279,,,,,,
2976,04/25/17 07:20:00 AM,27.486,95.940,,,,,,
2977,04/25/17 07:30:00 AM,28.321,94.734,,,,,,
2978,04/25/17 07:40:00 AM,28.942,94.301,,,,,,
2979,04/25/17 07:50:00 AM,29.457,94.042,,,,,,
2980,04/25/17 08:00:00 AM,30.173,94.440,,,,,,
2981,04/25/17 08:10:00 AM,30.936,91.292,,,,,,
2982,04/25/17 08:20:00 AM,31.892,87.001,,,,,,
2983,04/25/17 08:30:00 AM,32.742,82.244,,,,,,
2984,04/25/17 08:40:00 AM,33.386,78.388,,,,,,
2985,04/25/17 08:50:00 AM,34.075,77.521,,,,,,
2986,04/25/17 09:00:00 AM,34.761,73.808,,,,,,
2987,04/25/17 09:10:00 AM,35.830,72.848,,,,,,
2988,04/25/17 09:20:00 AM,36.651,74.916,,,,,,
2989,04/25/17 09:30:00 AM,37.656,71.963,,,,,,
2990,04/25/17 09:40:00 AM,38.748,65.249,,,,,,
2991,04/25/17 09:50:00 AM,39.736,63.194,,,,,,
2992,04/25/17 10:00:00 AM,40.858,60.868,,,,,,
2993,04/25/17 10:10:00 AM,41.693,57.931,,,,,,
2994,04/25/17 10:20:00 AM,41.925,56.195,,,,,,
2995,04/25/17 10:30:00 AM,42.294,58.742,,,,,,
2996,04/25/17 10:40:00 AM,42.755,55.325,,,,,,
2997,04/25/17 10:50:00 AM,42.892,54.390,,,,,,
2998,04/25/17 11:00:00 AM,43.122,56.710,,,,,,
2999,04/25/17 11:10:00 AM,43.853,51.550,,,,,,
3000,04/25/17 11:20:00 AM,44.400,54.100,,,,,,
3001,04/25/17 11:30:00 AM,44.991,48.865,,,,,,
3002,04/25/17 11:40:00 AM,45.036,49.595,,,,,,
3003,04/25/17 11:50:00 AM,44.946,50.433,,,,,,
3004,04/25/17 12:00:00 PM,45.444,48.139,,,,,,
3005,04/25/17 12:10:00 PM,45.896,42.799,,,,,,
3006,04/25/17 12:20:00 PM,46.121,48.645,,,,,,
3007,04/25/17 12:30:00 PM,46.616,46.393,,,,,,
3008,04/25/17 12:40:00 PM,46.931,47.853,,,,,,
3009,04/25/17 12:50:00 PM,47.377,47.702,,,,,,
3010,04/25/17 01:00:00 PM,47.467,49.232,,,,,,
3011,04/25/17 01:10:00 PM,47.602,49.090,,,,,,
3012,04/25/17 01:20:00 PM,47.377,49.560,,,,,,
3013,04/25/17 01:30:00 PM,47.512,49.873,,,,,,
3014,04/25/17 01:40:00 PM,47.781,51.075,,,,,,
3015,04/25/17 01:50:00 PM,47.871,35.953,,,,,,
3016,04/25/17 02:00:00 PM,48.049,37.548,,,,,,
3017,04/25/17 02:10:00 PM,48.227,38.538,,,,,,
3018,04/25/17 02:20:00 PM,48.493,39.845,,,,,,
3019,04/25/17 02:30:00 PM,49.073,41.198,,,,,,
3020,04/25/17 02:40:00 PM,49.649,41.579,,,,,,
3021,04/25/17 02:50:00 PM,49.825,39.926,,,,,,
3022,04/25/17 03:00:00 PM,50.180,43.144,,,,,,
3023,04/25/17 03:10:00 PM,49.561,49.420,,,,,,
3024,04/25/17 03:20:00 PM,48.850,54.857,,,,,,
3025,04/25/17 03:30:00 PM,48.672,56.806,,,,,,
3026,04/25/17 03:40:00 PM,48.405,57.612,,,,,,
3027,04/25/17 03:50:00 PM,48.538,55.278,,,,,,
3028,04/25/17 04:00:00 PM,48.227,58.775,,,,,,
3029,04/25/17 04:10:00 PM,47.959,60.218,,,,,,
3030,04/25/17 04:20:00 PM,47.871,60.882,,,,,,
3031,04/25/17 04:30:00 PM,47.959,61.065,,,,,,
3032,04/25/17 04:40:00 PM,48.049,60.986,,,,,,
3033,04/25/17 04:50:00 PM,47.826,62.332,,,,,,
3034,04/25/17 05:00:00 PM,47.334,63.961,,,,,,
3035,04/25/17 05:10:00 PM,46.616,66.097,,,,,,
3036,04/25/17 05:20:00 PM,46.436,66.763,,,,,,
3037,04/25/17 05:30:00 PM,46.436,66.022,,,,,,
3038,04/25/17 05:40:00 PM,45.896,68.463,,,,,,
3039,04/25/17 05:50:00 PM,45.262,71.729,,,,,,
3040,04/25/17 06:00:00 PM,44.582,72.403,,,,,,
3041,04/25/17 06:10:00 PM,44.127,75.651,,,,,,
3042,04/25/17 06:20:00 PM,43.763,75.663,,,,,,
3043,04/25/17 06:30:00 PM,43.763,74.405,,,,,,
3044,04/25/17 06:40:00 PM,43.167,75.075,,,,,,
3045,04/25/17 06:50:00 PM,42.755,76.198,,,,,,
3046,04/25/17 07:00:00 PM,42.156,77.695,,,,,,
3047,04/25/17 07:10:00 PM,41.601,78.595,,,,,,
3048,04/25/17 07:20:00 PM,41.184,80.092,,,,,,
3049,04/25/17 07:30:00 PM,40.764,80.438,,,,,,
3050,04/25/17 07:40:00 PM,40.298,81.517,,,,,,
3051,04/25/17 07:50:00 PM,39.924,82.495,,,,,,
3052,04/25/17 08:00:00 PM,39.549,82.420,,,,,,
3053,04/25/17 08:10:00 PM,39.031,83.815,,,,,,
3054,04/25/17 08:20:00 PM,38.557,84.091,,,,,,
3055,04/25/17 08:30:00 PM,38.179,85.179,,,,,,
3056,04/25/17 08:40:00 PM,37.846,85.701,,,,,,
3057,04/25/17 08:50:00 PM,37.465,86.624,,,,,,
3058,04/25/17 09:00:00 PM,37.179,86.406,,,,,,
3059,04/25/17 09:10:00 PM,36.939,86.858,,,,,,
3060,04/25/17 09:20:00 PM,36.747,87.748,,,,,,
3061,04/25/17 09:30:00 PM,36.603,87.525,,,,,,
3062,04/25/17 09:40:00 PM,36.410,88.006,,,,,,
3063,04/25/17 09:50:00 PM,36.120,88.168,,,,,,
3064,04/25/17 10:00:00 PM,35.782,88.752,,,,,,
3065,04/25/17 10:10:00 PM,35.685,89.994,,,,,,
3066,04/25/17 10:20:00 PM,35.589,88.926,,,,,,
3067,04/25/17 10:30:00 PM,35.443,89.608,,,,,,
3068,04/25/17 10:40:00 PM,35.298,90.687,,,,,,
3069,04/25/17 10:50:00 PM,35.152,90.217,,,,,,
3070,04/25/17 11:00:00 PM,35.055,90.129,,,,,,
3071,04/25/17 11:10:00 PM,35.006,90.446,,,,,,
3072,04/25/17 11:20:00 PM,35.055,90.752,,,,,,
3073,04/25/17 11:30:00 PM,34.957,90.738,,,,,,
3074,04/25/17 11:40:00 PM,34.957,90.887,,,,,,
3075,04/25/17 11:50:00 PM,34.957,90.837,,,,,,
3076,04/26/17 12:00:00 AM,34.957,90.788,,,,,,
3077,04/26/17 12:10:00 AM,34.907,91.154,,,,,,
3078,04/26/17 12:20:00 AM,34.858,91.171,,,,,,
3079,04/26/17 12:30:00 AM,34.858,91.568,,,,,,
3080,04/26/17 12:40:00 AM,34.858,91.469,,,,,,
3081,04/26/17 12:50:00 AM,34.858,91.419,,,,,,
3082,04/26/17 01:00:00 AM,34.810,91.388,,,,,,
3083,04/26/17 01:10:00 AM,34.761,91.554,,,,,,
3084,04/26/17 01:20:00 AM,34.761,91.999,,,,,,
3085,04/26/17 01:30:00 AM,34.810,91.734,,,,,,
3086,04/26/17 01:40:00 AM,34.810,92.229,,,,,,
3087,04/26/17 01:50:00 AM,34.664,92.946,,,,,,
3088,04/26/17 02:00:00 AM,34.664,93.389,,,,,,
3089,04/26/17 02:10:00 AM,34.565,93.937,,,,,,
3090,04/26/17 02:20:00 AM,34.468,94.679,,,,,,
3091,04/26/17 02:30:00 AM,34.419,95.473,,,,,,
3092,04/26/17 02:40:00 AM,34.371,95.732,,,,,,
3093,04/26/17 02:50:00 AM,34.371,95.829,,,,,,
3094,04/26/17 03:00:00 AM,34.371,95.950,,,,,,
3095,04/26/17 03:10:00 AM,34.320,95.918,,,,,,
3096,04/26/17 03:20:00 AM,34.272,96.032,,,,,,
3097,04/26/17 03:30:00 AM,34.223,96.121,,,,,,
3098,04/26/17 03:40:00 AM,34.223,96.410,,,,,,
3099,04/26/17 03:50:00 AM,34.223,96.579,,,,,,
3100,04/26/17 04:00:00 AM,34.272,96.923,,,,,,
3101,04/26/17 04:10:00 AM,34.320,96.763,,,,,,
3102,04/26/17 04:20:00 AM,34.320,97.099,,,,,,
3103,04/26/17 04:30:00 AM,34.371,96.963,,,,,,
3104,04/26/17 04:40:00 AM,34.371,97.299,,,,,,
3105,04/26/17 04:50:00 AM,34.371,97.155,,,,,,
3106,04/26/17 05:00:00 AM,34.468,97.698,,,,,,
3107,04/26/17 05:10:00 AM,34.565,97.665,,,,,,
3108,04/26/17 05:20:00 AM,34.664,97.968,,,,,,
3109,04/26/17 05:30:00 AM,34.713,97.448,,,,,,
3110,04/26/17 05:40:00 AM,34.713,97.640,,,,,,
3111,04/26/17 05:50:00 AM,34.858,97.807,,,,,,
3112,04/26/17 06:00:00 AM,34.810,97.560,,,,,,
3113,04/26/17 06:10:00 AM,34.957,98.397,,,,,,
3114,04/26/17 06:20:00 AM,35.249,97.916,,,,,,
3115,04/26/17 06:30:00 AM,35.395,98.011,,,,,,
3116,04/26/17 06:40:00 AM,35.541,97.313,,,,,,
3117,04/26/17 06:50:00 AM,35.685,97.600,,,,,,
3118,04/26/17 07:00:00 AM,35.830,96.948,,,,,,
3119,04/26/17 07:10:00 AM,36.120,97.235,,,,,,
3120,04/26/17 07:20:00 AM,36.313,96.006,,,,,,
3121,04/26/17 07:30:00 AM,36.505,96.714,,,,,,
3122,04/26/17 07:40:00 AM,37.081,96.900,,,,,,
3123,04/26/17 07:50:00 AM,37.798,94.864,,,,,,
3124,04/26/17 08:00:00 AM,38.606,93.654,,,,,,
3125,04/26/17 08:10:00 AM,39.454,91.335,,,,,,
3126,04/26/17 08:20:00 AM,40.064,89.073,,,,,,
3127,04/26/17 08:30:00 AM,40.626,87.388,,,,,,
3128,04/26/17 08:40:00 AM,40.951,85.108,,,,,,
3129,04/26/17 08:50:00 AM,41.043,85.950,,,,,,
3130,04/26/17 09:00:00 AM,41.137,86.118,,,,,,
3131,04/26/17 09:10:00 AM,41.601,85.116,,,,,,
3132,04/26/17 09:20:00 AM,42.247,83.240,,,,,,
3133,04/26/17 09:30:00 AM,42.984,81.486,,,,,,
3134,04/26/17 09:40:00 AM,43.396,80.447,,,,,,
3135,04/26/17 09:50:00 AM,43.900,80.135,,,,,,
3136,04/26/17 10:00:00 AM,43.990,80.200,,,,,,
3137,04/26/17 10:10:00 AM,43.990,79.370,,,,,,
3138,04/26/17 10:20:00 AM,43.808,80.204,,,,,,
3139,04/26/17 10:30:00 AM,43.624,80.636,,,,,,
3140,04/26/17 10:40:00 AM,43.351,82.803,,,,,,
3141,04/26/17 10:50:00 AM,43.853,81.250,,,,,,
3142,04/26/17 11:00:00 AM,44.355,79.468,,,,,,
3143,04/26/17 11:10:00 AM,44.719,81.252,,,,,,
3144,04/26/17 11:20:00 AM,44.856,81.429,,,,,,
3145,04/26/17 11:30:00 AM,45.307,80.792,,,,,,
3146,04/26/17 11:40:00 AM,46.886,77.583,,,,,,
3147,04/26/17 11:50:00 AM,48.049,73.982,,,,,,
3148,04/26/17 12:00:00 PM,48.895,72.882,,,,,,
3149,04/26/17 12:10:00 PM,49.471,71.012,,,,,,
3150,04/26/17 12:20:00 PM,50.092,70.685,,,,,,
3151,04/26/17 12:30:00 PM,50.576,68.981,,,,,,
3152,04/26/17 12:40:00 PM,50.974,67.539,,,,,,
3153,04/26/17 12:50:00 PM,51.589,65.705,,,,,,
3154,04/26/17 01:00:00 PM,51.940,64.177,,,,,,
3155,04/26/17 01:10:00 PM,52.029,64.388,,,,,,
3156,04/26/17 01:20:00 PM,51.501,65.494,,,,,,
3157,04/26/17 01:30:00 PM,51.370,65.019,,,,,,
3158,04/26/17 01:40:00 PM,51.017,65.129,,,,,,
3159,04/26/17 01:50:00 PM,51.017,66.195,,,,,,
3160,04/26/17 02:00:00 PM,50.886,64.104,,,,,,
3161,04/26/17 02:10:00 PM,50.621,64.917,,,,,,
3162,04/26/17 02:20:00 PM,50.576,66.036,,,,,,
3163,04/26/17 02:30:00 PM,49.914,67.259,,,,,,
3164,04/26/17 02:40:00 PM,50.092,68.076,,,,,,
3165,04/26/17 02:50:00 PM,50.445,64.957,,,,,,
3166,04/26/17 03:00:00 PM,50.445,64.957,,,,,,
3167,04/26/17 03:10:00 PM,50.180,65.133,,,,,,
3168,04/26/17 03:20:00 PM,49.428,66.895,,,,,,
3169,04/26/17 03:30:00 PM,48.583,66.810,,,,,,
3170,04/26/17 03:40:00 PM,47.871,68.726,,,,,,
3171,04/26/17 03:50:00 PM,47.154,68.906,,,,,,
3172,04/26/17 04:00:00 PM,46.346,74.645,,,,,,
3173,04/26/17 04:10:00 PM,45.082,79.638,,,,,,
3174,04/26/17 04:20:00 PM,44.946,77.922,,,,,,
3175,04/26/17 04:30:00 PM,44.719,77.326,,,,,,
3176,04/26/17 04:40:00 PM,45.127,71.520,,,,,,
3177,04/26/17 04:50:00 PM,44.627,77.396,,,,,,
3178,04/26/17 05:00:00 PM,44.355,77.716,,,,,,
3179,04/26/17 05:10:00 PM,44.127,79.145,,,,,,
3180,04/26/17 05:20:00 PM,44.263,75.967,,,,,,
3181,04/26/17 05:30:00 PM,44.445,72.720,,,,,,
3182,04/26/17 05:40:00 PM,44.537,71.622,,,,,,
3183,04/26/17 05:50:00 PM,44.218,72.750,,,,,,
3184,04/26/17 06:00:00 PM,43.351,76.973,,,,,,
3185,04/26/17 06:10:00 PM,42.433,79.660,,,,,,
3186,04/26/17 06:20:00 PM,42.017,79.796,,,,,,
3187,04/26/17 06:30:00 PM,41.508,81.432,,,,,,
3188,04/26/17 06:40:00 PM,40.905,83.460,,,,,,
3189,04/26/17 06:50:00 PM,40.298,85.979,,,,,,
3190,04/26/17 07:00:00 PM,40.017,84.205,,,,,,
3191,04/26/17 07:10:00 PM,39.549,85.594,,,,,,
3192,04/26/17 07:20:00 PM,39.078,86.510,,,,,,
3193,04/26/17 07:30:00 PM,38.700,90.423,,,,,,
3194,04/26/17 07:40:00 PM,38.557,88.786,,,,,,
3195,04/26/17 07:50:00 PM,38.084,90.185,,,,,,
3196,04/26/17 08:00:00 PM,37.702,90.432,,,,,,
3197,04/26/17 08:10:00 PM,37.274,91.621,,,,,,
3198,04/26/17 08:20:00 PM,36.891,91.963,,,,,,
3199,04/26/17 08:30:00 PM,36.603,92.021,,,,,,
3200,04/26/17 08:40:00 PM,36.313,92.722,,,,,,
3201,04/26/17 08:50:00 PM,36.072,92.736,,,,,,
3202,04/26/17 09:00:00 PM,35.685,93.418,,,,,,
3203,04/26/17 09:10:00 PM,35.249,94.577,,,,,,
3204,04/26/17 09:20:00 PM,34.907,94.867,,,,,,
3205,04/26/17 09:30:00 PM,34.664,95.608,,,,,,
3206,04/26/17 09:40:00 PM,34.565,95.786,,,,,,
3207,04/26/17 09:50:00 PM,34.371,95.175,,,,,,
3208,04/26/17 10:00:00 PM,34.174,95.339,,,,,,
3209,04/26/17 10:10:00 PM,33.978,95.357,,,,,,
3210,04/26/17 10:20:00 PM,33.879,95.730,,,,,,
3211,04/26/17 10:30:00 PM,33.681,95.651,,,,,,
3212,04/26/17 10:40:00 PM,33.287,95.228,,,,,,
3213,04/26/17 10:50:00 PM,33.188,95.817,,,,,,
3214,04/26/17 11:00:00 PM,33.089,96.115,,,,,,
3215,04/26/17 11:10:00 PM,33.039,96.612,,,,,,
3216,04/26/17 11:20:00 PM,33.138,97.130,,,,,,
3217,04/26/17 11:30:00 PM,33.237,96.978,,,,,,
3218,04/26/17 11:40:00 PM,33.237,96.690,,,,,,
3219,04/26/17 11:50:00 PM,33.188,96.875,,,,,,
3220,04/27/17 12:00:00 AM,33.089,96.571,,,,,,
3221,04/27/17 12:10:00 AM,32.940,96.788,,,,,,
3222,04/27/17 12:20:00 AM,32.841,96.485,,,,,,
3223,04/27/17 12:30:00 AM,32.691,96.414,,,,,,
3224,04/27/17 12:40:00 AM,32.542,96.726,,,,,,
3225,04/27/17 12:50:00 AM,32.491,96.814,,,,,,
3226,04/27/17 01:00:00 AM,32.392,96.751,,,,,,
3227,04/27/17 01:10:00 AM,32.293,96.831,,,,,,
3228,04/27/17 01:20:00 AM,32.193,96.576,,,,,,
3229,04/27/17 01:30:00 AM,32.043,96.409,,,,,,
3230,04/27/17 01:40:00 AM,31.942,96.848,,,,,,
3231,04/27/17 01:50:00 AM,31.892,97.198,,,,,,
3232,04/27/17 02:00:00 AM,31.892,97.246,,,,,,
3233,04/27/17 02:10:00 AM,31.791,97.087,,,,,,
3234,04/27/17 02:20:00 AM,31.791,97.230,,,,,,
3235,04/27/17 02:30:00 AM,31.692,97.167,,,,,,
3236,04/27/17 02:40:00 AM,31.541,97.000,,,,,,
3237,04/27/17 02:50:00 AM,31.491,97.278,,,,,,
3238,04/27/17 03:00:00 AM,31.541,97.691,,,,,,
3239,04/27/17 03:10:00 AM,31.642,97.920,,,,,,
3240,04/27/17 03:20:00 AM,31.791,98.418,,,,,,
3241,04/27/17 03:30:00 AM,31.892,98.008,,,,,,
3242,04/27/17 03:40:00 AM,31.942,98.063,,,,,,
3243,04/27/17 03:50:00 AM,31.892,97.675,,,,,,
3244,04/27/17 04:00:00 AM,31.692,97.691,,,,,,
3245,04/27/17 04:10:00 AM,31.491,97.374,,,,,,
3246,04/27/17 04:20:00 AM,31.289,97.437,,,,,,
3247,04/27/17 04:30:00 AM,31.138,97.318,,,,,,
3248,04/27/17 04:40:00 AM,30.987,97.342,,,,,,
3249,04/27/17 04:50:00 AM,30.733,96.898,,,,,,
3250,04/27/17 05:00:00 AM,30.479,97.215,,,,,,
3251,04/27/17 05:10:00 AM,30.225,97.032,,,,,,
3252,04/27/17 05:20:00 AM,30.072,97.672,,,,,,
3253,04/27/17 05:30:00 AM,29.867,97.308,,,,,,
3254,04/27/17 05:40:00 AM,29.662,97.608,,,,,,
3255,04/27/17 05:50:00 AM,29.457,97.481,,,,,,
3256,04/27/17 06:00:00 AM,29.354,97.512,,,,,,
