,Unnamed: 0,DT,baro LEVEL,Date,Time,ms,TEMPERATURE,logger LEVEL,Compensated Level
0,0,2018-08-10 07:10:00,8.293739662,8/10/2018,07:10:00 am,0,8.707,8.2828,-0.0109396620000001
1,1,2018-08-10 07:20:00,8.293933408800001,8/10/2018,07:20:00 am,0,8.721,8.2832,-0.0107334088000001
2,2,2018-08-10 07:30:00,8.294004789199999,8/10/2018,07:30:00 am,0,8.727,8.2833,-0.0107047891999982
3,3,2018-08-10 07:40:00,8.294545240799998,8/10/2018,07:40:00 am,0,8.731,8.284,-0.0105452407999973
4,4,2018-08-10 07:50:00,8.294779776399999,8/10/2018,07:50:00 am,0,8.733,8.2844,-0.0103797763999988
5,5,2018-08-10 08:00:00,8.2955343692,8/10/2018,08:00:00 am,0,8.734,8.286,-0.0095343692000007
6,6,2018-08-10 08:10:00,8.294820565199998,8/10/2018,08:10:00 am,0,8.735,8.2855,-0.0093205651999976
7,7,2018-08-10 08:20:00,8.29312783,8/10/2018,08:20:00 am,0,8.735,8.2852,-0.0079278299999998
8,8,2018-08-10 08:30:00,8.293280787999999,8/10/2018,08:30:00 am,0,8.736,8.2847,-0.0085807879999979
9,9,2018-08-10 08:40:00,8.294963326,8/10/2018,08:40:00 am,0,8.736,8.2846,-0.0103633260000002
10,10,2018-08-10 08:50:00,8.2948817484,8/10/2018,08:50:00 am,0,8.737,8.2854,-0.0094817484000007
11,11,2018-08-10 09:00:00,8.2944432688,8/10/2018,09:00:00 am,0,8.737,8.2858,-0.0086432688000002
12,12,2018-08-10 09:10:00,8.2941373528,8/10/2018,09:10:00 am,0,8.737,8.2856,-0.0085373527999994
13,13,2018-08-10 09:20:00,8.293964000399999,8/10/2018,09:20:00 am,0,8.737,8.2849,-0.0090640003999986
14,14,2018-08-10 09:30:00,8.294035380799999,8/10/2018,09:30:00 am,0,8.738,8.2842,-0.0098353807999984
15,15,2018-08-10 09:40:00,8.2944840576,8/10/2018,09:40:00 am,0,8.738,8.2838,-0.0106840576000006
16,16,2018-08-10 09:50:00,8.2953610168,8/10/2018,09:50:00 am,0,8.739,8.2833,-0.0120610167999988
17,17,2018-08-10 10:00:00,8.2954018056,8/10/2018,10:00:00 am,0,8.74,8.2831,-0.0123018055999999
18,18,2018-08-10 10:10:00,8.296390934,8/10/2018,10:10:00 am,0,8.741,8.2831,-0.0132909340000004
19,19,2018-08-10 10:20:00,8.2969823716,8/10/2018,10:20:00 am,0,8.743,8.2833,-0.0136823715999998
20,20,2018-08-10 10:30:00,8.2977267672,8/10/2018,10:30:00 am,0,8.745,8.2831,-0.0146267672000011
21,21,2018-08-10 10:40:00,8.2979103168,8/10/2018,10:40:00 am,0,8.745,8.2825,-0.0154103167999988
22,22,2018-08-10 10:50:00,8.2975942036,8/10/2018,10:50:00 am,0,8.747,8.2825,-0.0150942035999985
23,23,2018-08-10 11:00:00,8.297634992399999,8/10/2018,11:00:00 am,0,8.748,8.2822,-0.0154349923999994
24,24,2018-08-10 11:10:00,8.2975024288,8/10/2018,11:10:00 am,0,8.749,8.2821,-0.0154024287999998
25,25,2018-08-10 11:20:00,8.297634992399999,8/10/2018,11:20:00 am,0,8.75,8.2811,-0.0165349923999986
26,26,2018-08-10 11:30:00,8.298389585199999,8/10/2018,11:30:00 am,0,8.751,8.2819,-0.0164895851999986
27,27,2018-08-10 11:40:00,8.298868853599998,8/10/2018,11:40:00 am,0,8.752,8.2816,-0.0172688535999991
28,28,2018-08-10 11:50:00,8.298134655199998,8/10/2018,11:50:00 am,0,8.753,8.2815,-0.0166346551999989
29,29,2018-08-10 12:00:00,8.2979715,8/10/2018,12:00:00 pm,0,8.753,8.2804,-0.0175714999999989
30,30,2018-08-10 12:10:00,8.2971761184,8/10/2018,12:10:00 pm,0,8.753,8.2792,-0.0179761184
31,31,2018-08-10 12:20:00,8.2967376388,8/10/2018,12:20:00 pm,0,8.754,8.278,-0.0187376387999993
32,32,2018-08-10 12:30:00,8.2961971872,8/10/2018,12:30:00 pm,0,8.754,8.2782,-0.0179971872000006
33,33,2018-08-10 12:40:00,8.29720671,8/10/2018,12:40:00 pm,0,8.755,8.278,-0.0192067099999988
34,34,2018-08-10 12:50:00,8.2963093564,8/10/2018,12:50:00 pm,0,8.754,8.2772,-0.0191093563999995
35,35,2018-08-10 13:00:00,8.295462988799999,8/10/2018,01:00:00 pm,0,8.755,8.2764,-0.0190629887999982
36,36,2018-08-10 13:10:00,8.296900794,8/10/2018,01:10:00 pm,0,8.756,8.2769,-0.0200007940000013
37,37,2018-08-10 13:20:00,8.2965846808,8/10/2018,01:20:00 pm,0,8.756,8.2762,-0.0203846808000012
38,38,2018-08-10 13:30:00,8.2964113284,8/10/2018,01:30:00 pm,0,8.757,8.2765,-0.0199113283999992
39,39,2018-08-10 13:40:00,8.296217581599999,8/10/2018,01:40:00 pm,0,8.757,8.276,-0.0202175815999989
40,40,2018-08-10 13:50:00,8.294738987599999,8/10/2018,01:50:00 pm,0,8.758,8.2745,-0.020238987599999
41,41,2018-08-10 14:00:00,8.2961156096,8/10/2018,02:00:00 pm,0,8.759,8.2753,-0.0208156095999996
42,42,2018-08-10 14:10:00,8.2951060868,8/10/2018,02:10:00 pm,0,8.759,8.2753,-0.0198060868000009
43,43,2018-08-10 14:20:00,8.294157747199998,8/10/2018,02:20:00 pm,0,8.759,8.2747,-0.0194577471999988
44,44,2018-08-10 14:30:00,8.2944432688,8/10/2018,02:30:00 pm,0,8.759,8.2747,-0.0197432688000009
45,45,2018-08-10 14:40:00,8.2937090704,8/10/2018,02:40:00 pm,0,8.76,8.2741,-0.0196090703999995
46,46,2018-08-10 14:50:00,8.292974871999998,8/10/2018,02:50:00 pm,0,8.76,8.274,-0.0189748719999993
47,47,2018-08-10 15:00:00,8.291577855599998,8/10/2018,03:00:00 pm,0,8.761,8.2725,-0.0190778555999973
48,48,2018-08-10 15:10:00,8.290690699199999,8/10/2018,03:10:00 pm,0,8.76,8.2719,-0.0187906991999984
49,49,2018-08-10 15:20:00,8.2904969524,8/10/2018,03:20:00 pm,0,8.76,8.2712,-0.0192969523999995
50,50,2018-08-10 15:30:00,8.2898953176,8/10/2018,03:30:00 pm,0,8.76,8.2708,-0.0190953175999997
51,51,2018-08-10 15:40:00,8.289701570799998,8/10/2018,03:40:00 pm,0,8.76,8.2706,-0.0191015707999984
52,52,2018-08-10 15:50:00,8.2900278812,8/10/2018,03:50:00 pm,0,8.76,8.2704,-0.0196278811999999
53,53,2018-08-10 16:00:00,8.2865200444,8/10/2018,04:00:00 pm,0,8.76,8.2699,-0.0166200443999997
54,54,2018-08-10 16:10:00,8.283726011599999,8/10/2018,04:10:00 pm,0,8.76,8.2694,-0.0143260115999996
55,55,2018-08-10 16:20:00,8.2816865716,8/10/2018,04:20:00 pm,0,8.76,8.2694,-0.0122865716000006
56,56,2018-08-10 16:30:00,8.2814622332,8/10/2018,04:30:00 pm,0,8.76,8.2691,-0.0123622331999992
57,57,2018-08-10 16:40:00,8.2794227932,8/10/2018,04:40:00 pm,0,8.761,8.2684,-0.0110227932000004
58,58,2018-08-10 16:50:00,8.2809013872,8/10/2018,04:50:00 pm,0,8.76,8.269,-0.0119013872
59,59,2018-08-10 17:00:00,8.2809625704,8/10/2018,05:00:00 pm,0,8.76,8.2691,-0.0118625703999999
60,60,2018-08-10 17:10:00,8.279718511999999,8/10/2018,05:10:00 pm,0,8.76,8.2694,-0.0103185119999995
61,61,2018-08-10 17:20:00,8.2795043708,8/10/2018,05:20:00 pm,0,8.76,8.2689,-0.0106043707999994
62,62,2018-08-10 17:30:00,8.2801264,8/10/2018,05:30:00 pm,0,8.76,8.2693,-0.0108264000000009
63,63,2018-08-10 17:40:00,8.280758626399999,8/10/2018,05:40:00 pm,0,8.76,8.2699,-0.0108586263999992
64,64,2018-08-10 17:50:00,8.2803405412,8/10/2018,05:50:00 pm,0,8.76,8.2693,-0.0110405411999998
65,65,2018-08-10 18:00:00,8.280381329999999,8/10/2018,06:00:00 pm,0,8.76,8.269,-0.0113813299999989
66,66,2018-08-10 18:10:00,8.280799415199999,8/10/2018,06:10:00 pm,0,8.76,8.27,-0.0107994151999992
67,67,2018-08-10 18:20:00,8.281248091999998,8/10/2018,06:20:00 pm,0,8.759,8.2705,-0.0107480919999982
68,68,2018-08-10 18:30:00,8.281452036,8/10/2018,06:30:00 pm,0,8.76,8.2708,-0.0106520359999997
69,69,2018-08-10 18:40:00,8.281513219199999,8/10/2018,06:40:00 pm,0,8.759,8.2702,-0.011313219199998
70,70,2018-08-10 18:50:00,8.2826553056,8/10/2018,06:50:00 pm,0,8.759,8.2713,-0.0113553056000004
71,71,2018-08-10 19:00:00,8.2825635308,8/10/2018,07:00:00 pm,0,8.759,8.2709,-0.0116635307999999
72,72,2018-08-10 19:10:00,8.2832059544,8/10/2018,07:10:00 pm,0,8.758,8.2712,-0.0120059543999992
73,73,2018-08-10 19:20:00,8.283593448,8/10/2018,07:20:00 pm,0,8.758,8.2715,-0.0120934479999998
74,74,2018-08-10 19:30:00,8.2836138424,8/10/2018,07:30:00 pm,0,8.758,8.2715,-0.0121138423999997
75,75,2018-08-10 19:40:00,8.282767474799998,8/10/2018,07:40:00 pm,0,8.757,8.2713,-0.0114674747999981
76,76,2018-08-10 19:50:00,8.2830122076,8/10/2018,07:50:00 pm,0,8.757,8.2709,-0.0121122076000013
77,77,2018-08-10 20:00:00,8.283114179599998,8/10/2018,08:00:00 pm,0,8.757,8.2716,-0.0115141795999988
78,78,2018-08-10 20:10:00,8.2827470804,8/10/2018,08:10:00 pm,0,8.757,8.2718,-0.0109470803999993
79,79,2018-08-10 20:20:00,8.2842970548,8/10/2018,08:20:00 pm,0,8.757,8.273,-0.0112970547999999
80,80,2018-08-10 20:30:00,8.285174013999999,8/10/2018,08:30:00 pm,0,8.756,8.2745,-0.0106740139999992
81,81,2018-08-10 20:40:00,8.2856226908,8/10/2018,08:40:00 pm,0,8.756,8.275,-0.0106226908
82,82,2018-08-10 20:50:00,8.2864588612,8/10/2018,08:50:00 pm,0,8.756,8.2758,-0.0106588611999995
83,83,2018-08-10 21:00:00,8.2869891156,8/10/2018,09:00:00 pm,0,8.756,8.2767,-0.0102891156000008
84,84,2018-08-10 21:10:00,8.287447989599999,8/10/2018,09:10:00 pm,0,8.755,8.2769,-0.0105479895999991
85,85,2018-08-10 21:20:00,8.287927258,8/10/2018,09:20:00 pm,0,8.756,8.2772,-0.0107272579999992
86,86,2018-08-10 21:30:00,8.2880496244,8/10/2018,09:30:00 pm,0,8.755,8.2777,-0.0103496243999998
87,87,2018-08-10 21:40:00,8.288946978,8/10/2018,09:40:00 pm,0,8.755,8.2782,-0.0107469780000002
88,88,2018-08-10 21:50:00,8.289405852,8/10/2018,09:50:00 pm,0,8.755,8.2786,-0.0108058519999989
89,89,2018-08-10 22:00:00,8.289222302399999,8/10/2018,10:00:00 pm,0,8.755,8.2786,-0.010622302399998
