"","timestamp","well_id","water_binary","ground_to_water","observation_period"
"829",2019-07-26,"KET-1",1,19.085,"15"
"830",2019-07-26,"KFF-XD6S",1,-82.1733333333333,"15"
"831",2019-07-26,"KFF-XE8S",1,-44.69125,"15"
"832",2019-07-26,"KFR-XE1S",1,-56.1233333333333,"15"
"833",2019-07-26,"KFR-XE2S",1,-4.77583333333333,"15"
"834",2019-07-26,"KHF-1",1,-64.69,"15"
"835",2019-07-26,"KHF-XD4S",NA,NA,"15"
"836",2019-07-26,"KHR-XD1N",1,-41.74,"15"
"837",2019-07-26,"KHT-XD3S",0,-81.42,"15"
"838",2019-07-26,"KHT-XD6N",1,-95.6616666666667,"15"
"839",2019-07-26,"KHT-XE4S",1,-42.9933333333333,"15"
"840",2019-07-26,"KHT-XE5S",1,-67.7491666666667,"15"
"841",2019-07-26,"KHT-XE6S",1,-65.9833333333333,"15"
"842",2019-07-26,"KRH-XD1S",0,-43.75,"15"
"843",2019-07-26,"KRH-XD1S",1,-47.04,"15"
"844",2019-07-26,"KWF-1",1,-35.84,"15"
"845",2019-07-26,"KWR-1",1,-22.2233333333333,"15"
"846",2019-07-26,"KWR-XE1N",1,-36.8066666666667,"15"
"847",2019-07-26,"KWT-1",1,-44.3733333333333,"15"
"848",2019-07-26,"LET-1",1,-52.2316666666667,"15"
"849",2019-07-26,"LHT-1",1,-47.8816666666667,"15"
"850",2019-07-26,"LWT-1",1,-52.515,"15"
"859",2019-08-04,"KER-1",1,-13.4166666666667,"16"
"860",2019-08-04,"KER-XE3S",1,NA,"16"
"861",2019-08-04,"KET-1",1,14.475,"16"
"862",2019-08-04,"KFF-XD6S",0,-97.4333333333333,"16"
"863",2019-08-04,"KFF-XE8S",0,-50.3845833333333,"16"
"864",2019-08-04,"KFR-XE1S",1,-58.5,"16"
"865",2019-08-04,"KFR-XE2S",1,-6.81916666666666,"16"
"866",2019-08-04,"KHF-XD4S",0,-81.965,"16"
"867",2019-08-04,"KHT-XD6N",0,-95.3550000166667,"16"
"868",2019-08-04,"KHT-XE4S",1,-53.67,"16"
"869",2019-08-04,"KHT-XE6S",1,-87.1266666666667,"16"
"870",2019-08-04,"KWF-1",1,-55.65,"16"
"871",2019-08-04,"KWR-1",1,-23.8666666666667,"16"
"872",2019-08-04,"KWR-XE1N",1,-39.9833333333333,"16"
"873",2019-08-05,"EEF-1",1,-55.8003333333333,"16"
"874",2019-08-05,"EER-1",1,-38.8446866666667,"16"
"875",2019-08-05,"EET-1",1,-87.2603125,"16"
"876",2019-08-05,"EFF-XA2N",1,-28.5853333333333,"16"
"877",2019-08-05,"EFF-XB7S",1,-5.5,"16"
"878",2019-08-05,"EHF-XA3S",1,-63.36076923,"16"
"879",2019-08-05,"EHR-1",1,-60.6547069590476,"16"
"880",2019-08-05,"EWF-XA2S",0,-52.7855,"16"
"881",2019-08-05,"EWR-1",1,-19.8918666666667,"16"
"882",2019-08-05,"EWT-1",1,-93.0436666666667,"16"
"883",2019-08-05,"KET-1",1,14.575,"16"
"884",2019-08-05,"KFR-XE1S",1,-58.3,"16"
"885",2019-08-05,"KHT-XD3S",0,-81.42,"16"
"886",2019-08-05,"LET-1",1,-64.075,"16"
"887",2019-08-05,"LHT-1",1,-70.8583333333333,"16"
"888",2019-08-05,"LWT-1",1,-63.0583333333333,"16"
"889",2019-08-06,"KET-1",1,14.475,"16"
"890",2019-08-06,"KFR-XE1S",1,-57.5,"16"
"904",2019-08-20,"EEF-1",1,-39.4736666666667,"17"
"905",2019-08-20,"EER-1",1,-39.41802,"17"
"906",2019-08-20,"EET-1",0,-88.6803125,"17"
"907",2019-08-20,"EFF-XA2N",1,-28.9586666666667,"17"
"908",2019-08-20,"EFF-XB7S",1,-5.60666666666667,"17"
"909",2019-08-20,"EFR-XB2S",0,-19.39,"17"
"910",2019-08-20,"EHF-XA3S",0,-67.1441025633333,"17"
"911",2019-08-20,"EHR-1",1,-62.7947069590476,"17"
"912",2019-08-20,"EHT-XB4S",0,-44.2,"17"
"913",2019-08-20,"EWR-1",1,-21.5652,"17"
"914",2019-08-20,"EWT-1",0,-93.387,"17"
"915",2019-08-20,"KER-1",1,-24.69,"17"
"916",2019-08-20,"KER-XE3S",1,NA,"17"
"917",2019-08-20,"KET-1",1,10.835,"17"
"918",2019-08-20,"KFF-XD6S",0,-97.4333333333333,"17"
"919",2019-08-20,"KFR-XE1S",1,-62.5066666666667,"17"
"920",2019-08-20,"KFR-XE2S",1,-8.22583333333334,"17"
"921",2019-08-20,"KHT-XE4S",1,-62.8766666666667,"17"
"922",2019-08-20,"KHT-XE6S",0,-102.376666666667,"17"
"923",2019-08-20,"KWF-1",1,-70.4233333333333,"17"
"924",2019-08-20,"KWR-1",1,-28.5733333333333,"17"
"925",2019-08-20,"KWR-XE1N",1,-43.5566666666667,"17"
"926",2019-08-20,"KWT-1",1,-69.3233333333333,"17"
"927",2019-08-20,"LET-1",1,-78.515,"17"
"928",2019-08-20,"LHT-1",1,-83.865,"17"
"929",2019-08-20,"LWT-1",1,-73.8316666666667,"17"
"942",2019-09-02,"KEF-1",1,-9.45666666666667,"18"
"943",2019-09-02,"KER-1",1,-42.49,"18"
"944",2019-09-02,"KER-XD5N",1,-42.0983333333333,"18"
"945",2019-09-02,"KER-XE3S",1,NA,"18"
"946",2019-09-02,"KET-1",1,7.40166666666667,"18"
"947",2019-09-02,"KFR-XE1S",1,-63.04,"18"
"948",2019-09-02,"KFR-XE2S",1,-7.95916666666667,"18"
"949",2019-09-02,"KHR-XD1N",1,-47.0233333333333,"18"
"950",2019-09-02,"KHT-XE4S",1,-62.01,"18"
"951",2019-09-02,"KHT-XE5S",1,-90.8991666666667,"18"
"952",2019-09-02,"KHT-XE6S",0,-102.376666666667,"18"
"953",2019-09-02,"KRH-XD1S",1,-51.34,"18"
"954",2019-09-02,"KWF-1",1,-73.59,"18"
"955",2019-09-02,"KWR-1",1,-30.24,"18"
"956",2019-09-02,"KWR-XE1N",1,-44.79,"18"
"957",2019-09-02,"KWT-1",1,-77.3566666666667,"18"
"958",2019-09-03,"EEF-1",1,-20.007,"18"
"959",2019-09-03,"EER-1",1,-39.2513533333333,"18"
"960",2019-09-03,"EFF-XA2N",1,-28.992,"18"
"961",2019-09-03,"EFF-XB7S",1,-5.10666666666667,"18"
"962",2019-09-03,"EFR-XB3N",1,-34.19,"18"
"963",2019-09-03,"EHR-1",1,-62.6613736257143,"18"
"964",2019-09-03,"EHT-XA5S",0,-106.940232312667,"18"
"965",2019-09-03,"EWR-1",1,-21.4652,"18"
"966",2019-09-03,"EWR-XB4N",1,-36.19,"18"
"967",2019-09-03,"KHR-XD2N",1,17.3925,"18"
"968",2019-09-03,"LET-1",1,-87.1483333333333,"18"
"969",2019-09-03,"LHT-1",1,-88.265,"18"
"970",2019-09-03,"LWT-1",1,-79.1983333333333,"18"
"971",2019-09-04,"KHR-XD2N",1,17.5925,"18"
"972",2019-09-05,"KHR-XD2N",1,17.3925,"18"
"988",2019-09-21,"EEF-1",1,-1.707,"19"
"989",2019-09-21,"EER-1",1,-25.0846866666667,"19"
"990",2019-09-21,"EET-1",0,-88.6803125,"19"
"991",2019-09-21,"EFF-XA2N",1,-14.4586666666667,"19"
"992",2019-09-21,"EFF-XB7S",1,-3.27333333333333,"19"
"993",2019-09-21,"EHF-XA3S",1,-22.4674358966667,"19"
"994",2019-09-21,"EHR-1",1,-50.328040292381,"19"
"995",2019-09-21,"EHT-XA5S",0,-106.940232312667,"19"
"996",2019-09-21,"EWF-XA2S",0,-52.7855,"19"
"997",2019-09-21,"EWR-1",1,-18.2318666666667,"19"
"998",2019-09-21,"EWT-1",1,-73.7836666666667,"19"
"999",2019-09-21,"KER-1",1,-26.0566666666667,"19"
"1000",2019-09-21,"KFF-XE8S",0,-50.3845833333333,"19"
"1001",2019-09-21,"KFR-XE1S",1,-60.0733333333333,"19"
"1002",2019-09-21,"KFR-XE2S",1,-7.92583333333334,"19"
"1003",2019-09-21,"KHT-XD6N",0,-95.3550000166667,"19"
"1004",2019-09-21,"KHT-XE4S",1,-41.7433333333333,"19"
"1005",2019-09-21,"KHT-XE6S",0,-102.376666666667,"19"
"1006",2019-09-21,"KWF-1",1,-45.0233333333333,"19"
"1007",2019-09-21,"KWR-1",1,-29.5066666666667,"19"
"1008",2019-09-21,"KWR-XE1N",1,-44.2233333333334,"19"
"1009",2019-09-21,"LET-1",1,-62.015,"19"
"1010",2019-09-21,"LHT-1",0,-103.765,"19"
"1011",2019-09-21,"LWT-1",1,-56.3316666666667,"19"
"1025",2019-10-05,"EEF-1",1,-3.24033333333333,"20"
"1026",2019-10-05,"EER-1",1,-23.91802,"20"
"1027",2019-10-05,"EFF-XA2N",1,-82.9586666666667,"20"
"1028",2019-10-05,"EFF-XB7S",1,-3.44,"20"
"1029",2019-10-05,"EHF-XA3S",1,-18.5341025633333,"20"
"1030",2019-10-05,"EHR-1",1,-41.8947069590476,"20"
"1031",2019-10-05,"EHT-XA5S",0,-106.940232312667,"20"
"1032",2019-10-05,"EWF-XA2S",1,-44.2921666666667,"20"
"1033",2019-10-05,"EWR-1",1,-16.1985333333333,"20"
"1034",2019-10-05,"EWT-1",1,-59.617,"20"
"1035",2019-10-05,"KER-1",1,-19.1566666666667,"20"
"1036",2019-10-05,"KER-XE3S",1,NA,"20"
"1037",2019-10-05,"KFR-XE1S",1,-57.6733333333333,"20"
"1038",2019-10-05,"KFR-XE2S",1,-7.82583333333333,"20"
"1039",2019-10-05,"KHF-1",1,-43.54,"20"
"1040",2019-10-05,"KHT-XE4S",1,-34.3766666666667,"20"
"1041",2019-10-05,"KHT-XE6S",0,-102.376666666667,"20"
"1042",2019-10-05,"KWF-1",1,-28.19,"20"
"1043",2019-10-05,"KWR-1",1,-28.94,"20"
"1044",2019-10-05,"KWR-XE1N",1,-44.4566666666667,"20"
"1045",2019-10-05,"LET-1",1,-49.5483333333333,"20"
"1046",2019-10-05,"LHT-1",1,-41.2816666666667,"20"
"1047",2019-10-05,"LWT-1",1,-49.7983333333333,"20"
"1061",2019-10-19,"LET-1",1,-41.3483333333333,"21"
"1062",2019-10-19,"LHT-1",1,-92.1983333333333,"21"
"1063",2019-10-19,"LWT-1",1,-47.2316666666667,"21"
"1064",2019-10-20,"EEF-1",1,-5.007,"21"
"1065",2019-10-20,"EER-1",1,-22.41802,"21"
"1066",2019-10-20,"EET-1",1,-84.0336458333333,"21"
"1067",2019-10-20,"EFF-XA2N",1,-8.12533333333334,"21"
"1068",2019-10-20,"EFF-XB7S",1,-3.44,"21"
"1069",2019-10-20,"EFR-XB1S",1,-45.594,"21"
"1070",2019-10-20,"EFR-XB2N",1,-15.94,"21"
"1071",2019-10-20,"EFR-XB2S",0,-19.39,"21"
"1072",2019-10-20,"EFR-XB3N",1,-21.5566666666667,"21"
"1073",2019-10-20,"EFR-XB3S",1,-50.34,"21"
"1074",2019-10-20,"EHF-XA3S",1,-13.40076923,"21"
"1075",2019-10-20,"EHR-1",1,-39.9280402923809,"21"
"1076",2019-10-20,"EHR-XB1N",1,-46.8733333333333,"21"
"1077",2019-10-20,"EHT-XA5S",1,-42.852454546,"21"
"1078",2019-10-20,"EHT-XB4S",1,-24.79,"21"
"1079",2019-10-20,"EWR-1",1,-13.5652,"21"
"1080",2019-10-20,"EWR-XB4N",1,-25.59,"21"
"1081",2019-10-20,"EWT-1",1,-53.4836666666667,"21"
"1082",2019-10-20,"KEF-1",1,-6.62333333333334,"21"
"1083",2019-10-20,"KER-1",1,-17.1566666666667,"21"
"1084",2019-10-20,"KER-XD5N",1,-11.8316666666667,"21"
"1085",2019-10-20,"KER-XE3S",1,NA,"21"
"1086",2019-10-20,"KET-1",1,3.50166666666667,"21"
"1087",2019-10-20,"KFR-XE1S",1,-57.44,"21"
"1088",2019-10-20,"KFR-XE2S",1,-7.82583333333333,"21"
"1089",2019-10-20,"KHF-1",1,-36.2733333333333,"21"
"1090",2019-10-20,"KHR-XD1N",1,-46.59,"21"
"1091",2019-10-20,"KHT-XE4S",1,-30.81,"21"
"1092",2019-10-20,"KHT-XE5S",1,-70.1325,"21"
"1093",2019-10-20,"KRH-XD1S",1,-49.44,"21"
"1094",2019-10-20,"KWF-1",1,-21.79,"21"
"1095",2019-10-20,"KWR-1",1,-30.14,"21"
"1096",2019-10-20,"KWR-XE1N",1,-45.3566666666667,"21"
"1097",2019-10-20,"KWT-1",1,-9.12333333333333,"21"
"1098",2019-10-20,"LHT-1",1,-19.7316666666667,"21"
"1099",2019-10-21,"EWF-XA2S",1,-34.4255,"21"
