well_id,timestamp,ground_to_water_cm,year,doy,bin
EEF-2,2025-06-29,107.93190225253709,2025,180,4
EEF-2,2025-07-14,138.36030108778172,2025,195,5
EEF-2,2025-07-29,140.40080309985981,2025,210,6
EEF-2,2025-08-13,140.30402424616352,2025,225,7
EEF-2,2025-08-28,140.11316955741373,2025,240,8
EEF-2,2025-09-12,141.08870843223764,2025,255,9
EEF-2,2025-09-27,141.1772014379622,2025,270,10
EEF-2,2025-10-12,141.72680554220784,2025,285,11
EEF-2,2025-10-27,122.1648276512727,2025,300,12
EEF-XA3S,2018-05-30,3.384,2018,150,2
EEF-XA3S,2018-06-14,4.8657,2018,165,3
EEF-XA3S,2018-06-29,20.9523,2018,180,4
EEF-XA3S,2018-07-14,51.7773,2018,195,5
EEF-XA3S,2018-07-29,77.5773,2018,210,6
EEF-XA3S,2018-08-13,,2018,225,7
EEF-XA3S,2018-08-28,,2018,240,8
EEF-XA3S,2018-09-12,,2018,255,9
EEF-XA3S,2018-09-27,,2018,270,10
EEF-XA3S,2018-11-11,15.7773,2018,315,13
EEF-XA3S,2019-05-30,-0.0893,2019,150,2
EEF-XA3S,2019-06-14,3.6107,2019,165,3
EEF-XA3S,2019-06-29,6.444,2019,180,4
EEF-XA3S,2019-07-29,51.87735,2019,210,6
EEF-XA3S,2019-08-13,,2019,225,7
EEF-XA3S,2019-09-27,22.4773,2019,270,10
EEF-XA3S,2019-10-12,18.544,2019,285,11
EEF-XA3S,2019-10-27,13.4107,2019,300,12
EEF-XA3S,2021-05-15,15.5224,2021,135,1
EEF-XA3S,2021-05-30,39.6016,2021,150,2
EEF-XA3S,2021-06-14,86.744,2021,165,3
EEF-XA3S,2021-06-29,,2021,180,4
EEF-XA3S,2021-11-11,3.8672,2021,315,13
EEF-XA3S,2024-05-14,1.1788,2024,135,1
EEF-XA3S,2024-05-29,1.7287,2024,150,2
EEF-XA3S,2024-06-13,5.6988,2024,165,3
EEF-XA3S,2024-06-28,38.6188,2024,180,4
EEF-XA3S,2024-07-13,96.6288,2024,195,5
EEF-XA3S,2024-07-28,,2024,210,6
EEF-XA3S,2024-08-12,,2024,225,7
EEF-XA3S,2024-08-27,,2024,240,8
EEF-XA3S,2024-09-11,,2024,255,9
EEF-XA3S,2024-09-26,,2024,270,10
EEF-XA3S,2024-10-11,,2024,285,11
EEF-XA3S,2024-10-26,87.5888,2024,300,12
EEF-XA3S,2024-11-10,18.1888,2024,315,13
EER-1,2018-05-30,17.2537,2018,150,2
EER-1,2018-06-14,29.3187,2018,165,3
EER-1,2018-06-29,38.3146,2018,180,4
EER-1,2018-07-14,42.35844845241369,2018,195,5
EER-1,2018-07-29,41.03199720630013,2018,210,6
EER-1,2018-08-13,41.35503008484318,2018,225,7
EER-1,2018-08-28,40.42001285811178,2018,240,8
EER-1,2018-09-12,37.899116929797955,2018,255,9
EER-1,2018-09-27,32.17261770109037,2018,270,10
EER-1,2018-10-12,26.60392000445616,2018,285,11
EER-1,2018-10-27,24.141601567594765,2018,300,12
EER-1,2018-11-11,23.384498382799716,2018,315,13
EER-1,2019-05-30,2.6104,2019,150,2
EER-1,2019-06-14,14.0104,2019,165,3
EER-1,2019-06-29,33.0187,2019,180,4
EER-1,2019-07-29,38.477050000000006,2019,210,6
EER-1,2019-08-13,39.2771,2019,225,7
EER-1,2019-08-28,39.1104,2019,240,8
EER-1,2019-09-27,24.9437,2019,270,10
EER-1,2019-10-12,23.7771,2019,285,11
EER-1,2019-10-27,22.2771,2019,300,12
EER-1,2021-05-15,28.7317,2021,135,1
EER-1,2021-05-30,37.7741,2021,150,2
EER-1,2021-06-14,40.5173,2021,165,3
EER-1,2021-06-29,41.08801192824724,2021,180,4
EER-1,2021-07-14,46.5117,2021,195,5
EER-1,2021-08-13,48.2389,2021,225,7
EER-1,2021-08-28,44.2765,2021,240,8
EER-1,2021-09-12,41.781114295549635,2021,255,9
EER-1,2021-09-27,38.55013728668374,2021,270,10
EER-1,2021-10-12,30.604714412412232,2021,285,11
EER-1,2021-10-27,15.167541991894767,2021,300,12
EER-1,2021-11-11,16.423867518733992,2021,315,13
EER-1,2024-05-14,-9.0,2024,135,1
EER-1,2024-05-29,16.64,2024,150,2
EER-1,2024-06-13,27.41,2024,165,3
EER-1,2024-06-28,34.31,2024,180,4
EER-1,2024-07-13,38.58,2024,195,5
EER-1,2024-07-28,42.04,2024,210,6
EER-1,2024-08-12,39.29,2024,225,7
EER-1,2024-08-27,38.89,2024,240,8
EER-1,2024-09-11,36.45,2024,255,9
EER-1,2024-09-26,30.35,2024,270,10
EER-1,2024-10-11,24.58778412251646,2024,285,11
EER-1,2024-10-26,20.874557849766244,2024,300,12
EER-1,2024-11-10,20.07801443904643,2024,315,13
EER-1,2025-05-30,24.434158142596733,2025,150,2
EER-1,2025-06-14,30.89642309006697,2025,165,3
EER-1,2025-06-29,33.564137414540006,2025,180,4
EER-1,2025-07-14,38.01197932306487,2025,195,5
EER-1,2025-07-29,37.671506705390144,2025,210,6
EER-1,2025-08-13,39.626338330465664,2025,225,7
EER-1,2025-08-28,32.204305339411555,2025,240,8
EER-1,2025-09-12,29.638391792335295,2025,255,9
EER-1,2025-09-27,26.11220940811235,2025,270,10
EER-1,2025-10-12,21.616570335479494,2025,285,11
EER-1,2025-10-27,18.11673703218248,2025,300,12
EER-XB4S,2018-07-14,39.2,2018,195,5
EER-XB4S,2019-06-29,26.1333,2019,180,4
EER-XB4S,2019-07-29,,2019,210,6
EER-XB4S,2019-08-13,,2019,225,7
EER-XB4S,2019-10-27,24.8,2019,300,12
EER-XB4S,2021-05-15,17.7912,2021,135,1
EER-XB4S,2021-05-30,27.1384,2021,150,2
EER-XB4S,2021-06-14,38.924,2021,165,3
EER-XB4S,2021-06-29,43.0896,2021,180,4
EER-XB4S,2021-07-14,53.148,2021,195,5
EER-XB4S,2021-08-13,,2021,225,7
EER-XB4S,2021-08-28,,2021,240,8
EER-XB4S,2021-09-27,50.7096,2021,270,10
EER-XB4S,2021-10-12,41.4367,2021,285,11
EER-XB4S,2021-11-11,-18.1752,2021,315,13
EER-XB4S,2024-05-14,5.745,2024,135,1
EER-XB4S,2024-05-29,11.225,2024,150,2
EER-XB4S,2024-06-13,25.865,2024,165,3
EER-XB4S,2024-06-28,34.395,2024,180,4
EER-XB4S,2024-07-13,47.395,2024,195,5
EER-XB4S,2024-07-28,,2024,210,6
EER-XB4S,2024-08-12,,2024,225,7
EER-XB4S,2024-08-27,,2024,240,8
EER-XB4S,2024-09-11,,2024,255,9
EER-XB4S,2024-09-26,38.055,2024,270,10
EER-XB4S,2024-10-11,39.065,2024,285,11
EER-XB4S,2024-10-26,28.605,2024,300,12
EER-XB4S,2024-11-10,25.555,2024,315,13
EET-1,2018-05-30,8.9092,2018,150,2
EET-1,2018-06-14,48.2792,2018,165,3
EET-1,2018-06-29,85.9558,2018,180,4
EET-1,2018-07-14,88.5433,2018,195,5
EET-1,2018-07-29,,2018,210,6
EET-1,2018-08-13,88.9433,2018,225,7
EET-1,2018-08-28,,2018,240,8
EET-1,2018-09-12,,2018,255,9
EET-1,2018-09-27,,2018,270,10
EET-1,2018-11-11,71.51,2018,315,13
EET-1,2019-05-30,-1.89,2019,150,2
EET-1,2019-06-14,27.4767,2019,165,3
EET-1,2019-07-29,87.61,2019,210,6
EET-1,2019-08-13,,2019,225,7
EET-1,2019-09-27,,2019,270,10
EET-1,2019-10-27,84.0433,2019,300,12
EET-1,2021-05-15,45.4612,2021,135,1
EET-1,2021-05-30,50.2364,2021,150,2
EET-1,2021-06-14,83.9676,2021,165,3
EET-1,2021-06-29,89.34661209799913,2021,180,4
EET-1,2021-07-14,89.62886262321253,2021,195,5
EET-1,2021-08-13,,2021,225,7
EET-1,2021-11-11,13.1524,2021,315,13
EET-1,2024-05-14,5.1675,2024,135,1
EET-1,2024-05-29,32.7975,2024,150,2
EET-1,2024-06-13,59.7275,2024,165,3
EET-1,2024-06-28,,2024,180,4
EET-1,2024-07-13,,2024,195,5
EET-1,2024-07-28,,2024,210,6
EET-1,2024-08-12,,2024,225,7
EET-1,2024-08-27,,2024,240,8
EET-1,2024-09-11,,2024,255,9
EET-1,2024-09-26,,2024,270,10
EET-1,2024-10-11,,2024,285,11
EET-1,2024-10-26,,2024,300,12
EET-1,2024-11-10,81.9775,2024,315,13
EET-1,2025-05-30,43.52656544635223,2025,150,2
EET-1,2025-06-14,70.31163837469467,2025,165,3
EET-1,2025-06-29,88.1460019651299,2025,180,4
EET-1,2025-07-14,86.83529488190756,2025,195,5
EET-1,2025-07-29,86.9196501541022,2025,210,6
EET-1,2025-08-13,86.80902846117644,2025,225,7
EET-1,2025-08-28,86.62619427568968,2025,240,8
EET-1,2025-09-12,87.6349362007356,2025,255,9
EET-1,2025-09-27,87.66695447210122,2025,270,10
EET-1,2025-10-12,88.2743391053304,2025,285,11
EET-1,2025-10-27,84.265958928196,2025,300,12
EFF-XA2N,2018-05-30,11.4342,2018,150,2
EFF-XA2N,2018-06-14,18.7367,2018,165,3
EFF-XA2N,2018-06-29,27.3092,2018,180,4
EFF-XA2N,2018-07-14,32.575,2018,195,5
EFF-XA2N,2018-07-29,32.8417,2018,210,6
EFF-XA2N,2018-08-13,38.7083,2018,225,7
EFF-XA2N,2018-08-28,35.0083,2018,240,8
EFF-XA2N,2018-09-12,32.9417,2018,255,9
EFF-XA2N,2018-09-27,25.4417,2018,270,10
EFF-XA2N,2018-11-11,10.375,2018,315,13
EFF-XA2N,2019-06-14,7.7083,2019,165,3
EFF-XA2N,2019-06-29,20.0417,2019,180,4
EFF-XA2N,2019-07-29,30.225,2019,210,6
EFF-XA2N,2019-08-13,31.9083,2019,225,7
EFF-XA2N,2019-08-28,31.9417,2019,240,8
EFF-XA2N,2019-09-27,17.4083,2019,270,10
EFF-XA2N,2019-10-12,13.775,2019,285,11
EFF-XA2N,2019-10-27,11.075,2019,300,12
EFF-XA2N,2021-05-15,13.0358,2021,135,1
EFF-XA2N,2021-05-30,22.383,2021,150,2
EFF-XA2N,2021-06-14,29.2918,2021,165,3
EFF-XA2N,2021-06-29,32.6446,2021,180,4
EFF-XA2N,2021-07-14,37.0134,2021,195,5
EFF-XA2N,2021-08-13,37.623,2021,225,7
EFF-XA2N,2021-08-28,36.5054,2021,240,8
EFF-XA2N,2021-09-12,37.623,2021,255,9
EFF-XA2N,2021-09-27,30.9174,2021,270,10
EFF-XA2N,2021-10-12,26.345,2021,285,11
EFF-XA2N,2021-11-11,12.0198,2021,315,13
EFF-XA2N,2024-05-14,3.485,2024,135,1
EFF-XA2N,2024-05-29,9.585,2024,150,2
EFF-XA2N,2024-06-13,19.745,2024,165,3
EFF-XA2N,2024-06-28,25.735,2024,180,4
EFF-XA2N,2024-07-13,30.305,2024,195,5
EFF-XA2N,2024-07-28,32.445,2024,210,6
EFF-XA2N,2024-08-12,31.835,2024,225,7
EFF-XA2N,2024-08-27,32.445,2024,240,8
EFF-XA2N,2024-09-11,30.005,2024,255,9
EFF-XA2N,2024-09-26,21.165,2024,270,10
EFF-XA2N,2024-10-11,20.355,2024,285,11
EFF-XA2N,2024-10-26,14.765,2024,300,12
EFF-XA2N,2024-11-10,9.275,2024,315,13
EFF-XA2S,2018-05-30,10.1705,2018,150,2
EFF-XA2S,2018-06-14,19.6955,2018,165,3
EFF-XA2S,2018-06-29,39.8038,2018,180,4
EFF-XA2S,2018-07-14,51.8022,2018,195,5
EFF-XA2S,2018-07-29,,2018,210,6
EFF-XA2S,2018-08-13,,2018,225,7
EFF-XA2S,2018-08-28,,2018,240,8
EFF-XA2S,2018-09-12,,2018,255,9
EFF-XA2S,2018-09-27,,2018,270,10
EFF-XA2S,2018-11-11,31.9688,2018,315,13
EFF-XA2S,2019-05-30,,2019,150,2
EFF-XA2S,2019-06-14,16.9355,2019,165,3
EFF-XA2S,2019-06-29,21.1688,2019,180,4
EFF-XA2S,2019-07-29,46.7355,2019,210,6
EFF-XA2S,2019-09-27,,2019,270,10
EFF-XA2S,2019-10-12,44.3022,2019,285,11
EFF-XA2S,2019-10-27,34.4355,2019,300,12
EFF-XA2S,2021-05-15,34.4755,2021,135,1
EFF-XA2S,2021-05-30,50.4267,2021,150,2
EFF-XA2S,2021-06-14,58.3515,2021,165,3
EFF-XA2S,2021-06-29,,2021,180,4
EFF-XA2S,2021-07-14,,2021,195,5
EFF-XA2S,2021-08-13,,2021,225,7
EFF-XA2S,2021-11-11,14.0634,2021,315,13
EFF-XA2S,2024-05-14,4.6137,2024,135,1
EFF-XA2S,2024-05-29,11.6238,2024,150,2
EFF-XA2S,2024-06-13,30.8238,2024,165,3
EFF-XA2S,2024-06-28,43.0237,2024,180,4
EFF-XA2S,2024-07-13,,2024,195,5
EFF-XA2S,2024-07-28,,2024,210,6
EFF-XA2S,2024-08-12,,2024,225,7
EFF-XA2S,2024-08-27,,2024,240,8
EFF-XA2S,2024-09-11,,2024,255,9
EFF-XA2S,2024-09-26,,2024,270,10
EFF-XA2S,2024-10-11,,2024,285,11
EFF-XA2S,2024-10-26,,2024,300,12
EFF-XA2S,2024-11-10,41.3938,2024,315,13
EFR-XB1S,2018-05-30,34.4473,2018,150,2
EFR-XB1S,2018-06-14,40.1623,2018,165,3
EFR-XB1S,2018-06-29,43.4432,2018,180,4
EFR-XB1S,2018-07-14,45.5373,2018,195,5
EFR-XB1S,2018-07-29,44.0373,2018,210,6
EFR-XB1S,2018-08-13,45.6373,2018,225,7
EFR-XB1S,2018-08-28,45.504,2018,240,8
EFR-XB1S,2018-09-12,46.6373,2018,255,9
EFR-XB1S,2018-09-27,46.404,2018,270,10
EFR-XB1S,2018-11-11,44.9373,2018,315,13
EFR-XB1S,2019-06-29,35.2707,2019,180,4
EFR-XB1S,2019-07-29,41.004,2019,210,6
EFR-XB1S,2019-10-27,45.604,2019,300,12
EFR-XB1S,2021-05-15,45.3496,2021,135,1
EFR-XB1S,2021-05-30,47.6864,2021,150,2
EFR-XB1S,2021-06-14,48.296,2021,165,3
EFR-XB1S,2021-06-29,49.5152,2021,180,4
EFR-XB1S,2021-07-14,50.2264,2021,195,5
EFR-XB1S,2021-08-13,51.1408,2021,225,7
EFR-XB1S,2021-08-28,52.1568,2021,240,8
EFR-XB1S,2021-09-12,50.836,2021,255,9
EFR-XB1S,2021-09-27,50.2264,2021,270,10
EFR-XB1S,2021-10-12,47.7407,2021,285,11
EFR-XB1S,2021-11-11,41.692,2021,315,13
EFR-XB1S,2024-05-14,16.305,2024,135,1
EFR-XB1S,2024-05-29,27.785,2024,150,2
EFR-XB1S,2024-06-13,36.015,2024,165,3
EFR-XB1S,2024-06-28,40.685,2024,180,4
EFR-XB1S,2024-07-13,43.735,2024,195,5
EFR-XB1S,2024-07-28,45.765,2024,210,6
EFR-XB1S,2024-08-12,45.765,2024,225,7
EFR-XB1S,2024-08-27,46.075,2024,240,8
EFR-XB1S,2024-09-11,46.475,2024,255,9
EFR-XB1S,2024-09-26,45.875,2024,270,10
EFR-XB1S,2024-10-11,45.465,2024,285,11
EFR-XB1S,2024-10-26,44.855,2024,300,12
EFR-XB1S,2024-11-10,43.735,2024,315,13
EFR-XB2S,2018-07-14,,2018,195,5
EFR-XB2S,2019-06-29,,2019,180,4
EFR-XB2S,2019-07-29,,2019,210,6
EFR-XB2S,2019-08-13,,2019,225,7
EFR-XB2S,2019-10-27,,2019,300,12
EFR-XB2S,2021-05-15,38.8408,2021,135,1
EFR-XB2S,2021-05-30,44.9368,2021,150,2
EFR-XB2S,2021-06-14,,2021,165,3
EFR-XB2S,2021-06-29,,2021,180,4
EFR-XB2S,2021-07-14,57.1288,2021,195,5
EFR-XB2S,2021-08-13,56.824,2021,225,7
EFR-XB2S,2021-08-28,,2021,240,8
EFR-XB2S,2021-11-11,33.0496,2021,315,13
EFR-XB2S,2024-05-14,18.245,2024,135,1
EFR-XB2S,2024-05-29,,2024,150,2
EFR-XB2S,2024-06-13,,2024,165,3
EFR-XB2S,2024-06-28,,2024,180,4
EFR-XB2S,2024-07-13,,2024,195,5
EFR-XB2S,2024-07-28,48.725,2024,210,6
EFR-XB2S,2024-08-12,,2024,225,7
EFR-XB2S,2024-08-27,,2024,240,8
EFR-XB2S,2024-09-11,,2024,255,9
EFR-XB2S,2024-09-26,,2024,270,10
EFR-XB2S,2024-10-11,,2024,285,11
EFR-XB2S,2024-10-26,42.935,2024,300,12
EFR-XB2S,2024-11-10,,2024,315,13
EFR-XB3S,2018-07-14,,2018,195,5
EFR-XB3S,2019-06-29,50.7,2019,180,4
EFR-XB3S,2019-07-29,55.2833,2019,210,6
EFR-XB3S,2019-10-27,50.35,2019,300,12
EFR-XB3S,2021-05-15,39.2276,2021,135,1
EFR-XB3S,2021-05-30,50.81,2021,150,2
EFR-XB3S,2021-06-14,64.7292,2021,165,3
EFR-XB3S,2021-06-29,,2021,180,4
EFR-XB3S,2021-07-14,,2021,195,5
EFR-XB3S,2021-10-12,,2021,285,11
EFR-XB3S,2021-11-11,26.7308,2021,315,13
EFR-XB3S,2024-05-14,18.295,2024,135,1
EFR-XB3S,2024-05-29,27.235,2024,150,2
EFR-XB3S,2024-06-13,44.915,2024,165,3
EFR-XB3S,2024-06-28,57.715,2024,180,4
EFR-XB3S,2024-07-13,,2024,195,5
EFR-XB3S,2024-07-28,,2024,210,6
EFR-XB3S,2024-08-12,,2024,225,7
EFR-XB3S,2024-08-27,,2024,240,8
EFR-XB3S,2024-09-11,,2024,255,9
EFR-XB3S,2024-09-26,,2024,270,10
EFR-XB3S,2024-10-11,,2024,285,11
EFR-XB3S,2024-10-26,56.595,2024,300,12
EFR-XB3S,2024-11-10,48.365,2024,315,13
EHF-XA5S,2018-05-30,-1.1533,2018,150,2
EHF-XA5S,2018-06-14,35.6767,2018,165,3
EHF-XA5S,2018-06-29,67.215,2018,180,4
EHF-XA5S,2018-07-14,105.0958,2018,195,5
EHF-XA5S,2018-07-29,,2018,210,6
EHF-XA5S,2018-08-13,,2018,225,7
EHF-XA5S,2018-08-28,,2018,240,8
EHF-XA5S,2018-09-12,,2018,255,9
EHF-XA5S,2018-09-27,,2018,270,10
EHF-XA5S,2018-11-11,22.3625,2018,315,13
EHF-XA5S,2019-05-30,-2.9429283530155175,2019,150,2
EHF-XA5S,2019-06-14,0.24372910577780374,2019,165,3
EHF-XA5S,2019-06-29,35.72279145865033,2019,180,4
EHF-XA5S,2019-07-14,69.35922402555462,2019,195,5
EHF-XA5S,2019-07-29,97.56726946662957,2019,210,6
EHF-XA5S,2019-08-13,112.13413369838159,2019,225,7
EHF-XA5S,2019-08-28,111.81351496798918,2019,240,8
EHF-XA5S,2019-09-27,,2019,270,10
EHF-XA5S,2019-10-12,,2019,285,11
EHF-XA5S,2019-10-27,42.8625,2019,300,12
EHF-XA5S,2021-05-30,79.1121,2021,150,2
EHF-XA5S,2021-06-14,95.0830722952342,2021,165,3
EHF-XA5S,2021-06-29,111.38572787445803,2021,180,4
EHF-XA5S,2021-07-14,,2021,195,5
EHF-XA5S,2021-08-28,,2021,240,8
EHF-XA5S,2021-11-11,1.2715,2021,315,13
EHF-XA5S,2024-05-14,-28.8188,2024,135,1
EHF-XA5S,2024-05-29,16.743446135219457,2024,150,2
EHF-XA5S,2024-06-13,51.50442479963293,2024,165,3
EHF-XA5S,2024-06-28,90.55410281950074,2024,180,4
EHF-XA5S,2024-07-13,117.49180270489504,2024,195,5
EHF-XA5S,2024-07-28,,2024,210,6
EHF-XA5S,2024-08-12,,2024,225,7
EHF-XA5S,2024-09-11,,2024,255,9
EHF-XA5S,2024-09-26,,2024,270,10
EHF-XA5S,2024-10-11,,2024,285,11
EHF-XA5S,2024-10-26,,2024,300,12
EHF-XA5S,2024-11-10,83.3212,2024,315,13
EHF-XA5S,2025-05-30,46.003682787482795,2025,150,2
EHF-XA5S,2025-06-14,81.38090541012988,2025,165,3
EHF-XA5S,2025-06-29,111.5932830891745,2025,180,4
EHF-XA5S,2025-07-14,127.50285126386379,2025,195,5
EHF-XA5S,2025-07-29,128.0243225801798,2025,210,6
EHF-XA5S,2025-08-13,127.88323114085532,2025,225,7
EHF-XA5S,2025-08-28,127.03948361407535,2025,240,8
EHF-XA5S,2025-09-12,127.39518453990244,2025,255,9
EHF-XA5S,2025-09-27,127.56794031003344,2025,270,10
EHF-XA5S,2025-10-12,116.08602020702044,2025,285,11
EHF-XA5S,2025-10-27,46.07918867092375,2025,300,12
EHF-XB7S,2019-06-29,4.5167,2019,180,4
EHF-XB7S,2019-07-29,4.699999999999999,2019,210,6
EHF-XB7S,2019-08-13,5.6167,2019,225,7
EHF-XB7S,2019-08-28,5.1167,2019,240,8
EHF-XB7S,2019-09-27,3.2833,2019,270,10
EHF-XB7S,2019-10-12,3.45,2019,285,11
EHF-XB7S,2019-10-27,3.45,2019,300,12
EHF-XB7S,2021-05-15,-11.6356,2021,135,1
EHF-XB7S,2021-05-30,11.834,2021,150,2
EHF-XB7S,2021-06-14,24.4324,2021,165,3
EHF-XB7S,2021-06-29,53.5916,2021,180,4
EHF-XB7S,2021-07-14,78.2804,2021,195,5
EHF-XB7S,2021-08-13,85.5956,2021,225,7
EHF-XB7S,2021-08-28,90.1676,2021,240,8
EHF-XB7S,2021-09-12,96.8732,2021,255,9
EHF-XB7S,2021-09-27,81.0236,2021,270,10
EHF-XB7S,2021-10-12,20.12,2021,285,11
EHF-XB7S,2021-11-11,11.4276,2021,315,13
EHF-XB7S,2024-05-14,1.835,2024,135,1
EHF-XB7S,2024-05-29,2.855,2024,150,2
EHF-XB7S,2024-06-13,13.925,2024,165,3
EHF-XB7S,2024-06-28,28.555,2024,180,4
EHF-XB7S,2024-07-13,70.015,2024,195,5
EHF-XB7S,2024-07-28,76.515,2024,210,6
EHF-XB7S,2024-08-12,78.955,2024,225,7
EHF-XB7S,2024-08-27,,2024,240,8
EHF-XB7S,2024-09-11,24.295,2024,255,9
EHF-XB7S,2024-09-26,12.205,2024,270,10
EHF-XB7S,2024-10-11,10.375,2024,285,11
EHF-XB7S,2024-10-26,4.375,2024,300,12
EHF-XB7S,2024-11-10,3.365,2024,315,13
EHR-1,2018-05-30,29.555,2018,150,2
EHR-1,2018-06-14,44.3717,2018,165,3
EHR-1,2018-06-29,59.1883,2018,180,4
EHR-1,2018-07-14,66.4083,2018,195,5
EHR-1,2018-07-29,66.16950367305942,2018,210,6
EHR-1,2018-08-13,67.48507819838416,2018,225,7
EHR-1,2018-08-28,64.17372898856223,2018,240,8
EHR-1,2018-09-12,59.80516588539151,2018,255,9
EHR-1,2018-09-27,57.409938538193245,2018,270,10
EHR-1,2018-10-12,52.09734778441024,2018,285,11
EHR-1,2018-10-27,43.73146177234891,2018,300,12
EHR-1,2018-11-11,40.385735903790355,2018,315,13
EHR-1,2019-05-30,4.4417,2019,150,2
EHR-1,2019-06-14,8.8083,2019,165,3
EHR-1,2019-06-29,36.4083,2019,180,4
EHR-1,2019-07-29,57.625,2019,210,6
EHR-1,2019-08-13,62.9083,2019,225,7
EHR-1,2019-08-28,62.775,2019,240,8
EHR-1,2019-09-27,50.4417,2019,270,10
EHR-1,2019-10-12,42.0083,2019,285,11
EHR-1,2019-10-27,40.0417,2019,300,12
EHR-1,2021-05-15,45.5542,2021,135,1
EHR-1,2021-05-30,55.003,2021,150,2
EHR-1,2021-06-14,60.2862,2021,165,3
EHR-1,2021-06-29,58.22047975045247,2021,180,4
EHR-1,2021-07-14,63.639,2021,195,5
EHR-1,2021-08-13,65.0614,2021,225,7
EHR-1,2021-08-28,60.1846,2021,240,8
EHR-1,2021-09-12,60.7942,2021,255,9
EHR-1,2021-09-27,60.2862,2021,270,10
EHR-1,2021-10-12,58.051,2021,285,11
EHR-1,2021-11-11,29.3998,2021,315,13
EHR-1,2024-05-14,7.755,2024,135,1
EHR-1,2024-05-29,26.045,2024,150,2
EHR-1,2024-06-13,43.425,2024,165,3
