well_id,timestamp,ground_to_water_cm,year,doy,bin
EEF-1,2018-06-11,4.7887,2018,162,3
EEF-1,2018-06-25,1.1903,2018,176,4
EEF-1,2018-07-09,4.577,2018,190,5
EEF-1,2018-07-23,23.526747833662018,2018,204,6
EEF-1,2018-08-06,15.244538819746387,2018,218,7
EEF-1,2018-08-20,5.119633494611429,2018,232,8
EEF-1,2018-09-03,0.7618675789506658,2018,246,9
EEF-1,2018-09-17,1.159530190391355,2018,260,10
EEF-1,2018-10-01,0.6666168046180623,2018,274,11
EEF-1,2018-10-15,0.3508354406738142,2018,288,12
EEF-1,2018-10-29,-1.1256681907350559,2018,302,13
EEF-1,2018-11-12,-3.2258416839073702,2018,316,14
EEF-1,2019-06-11,-2.0,2019,162,3
EEF-1,2019-06-25,1.6503,2019,176,4
EEF-1,2019-07-09,18.0503,2019,190,5
EEF-1,2019-07-23,49.017,2019,204,6
EEF-1,2019-08-06,56.1503,2019,218,7
EEF-1,2019-08-20,39.4837,2019,232,8
EEF-1,2019-09-03,20.017,2019,246,9
EEF-1,2019-10-01,3.948676409349279,2019,274,11
EEF-1,2019-10-15,3.6002741980622766,2019,288,12
EEF-1,2019-10-29,4.79887846978648,2019,302,13
EEF-1,2021-05-28,13.1594,2021,148,2
EEF-1,2021-06-11,38.153,2021,162,3
EEF-1,2021-06-25,69.0394,2021,176,4
EEF-1,2021-07-09,78.30633199217294,2021,190,5
EEF-1,2021-07-23,79.05770020320452,2021,204,6
EEF-1,2021-08-06,78.77881420544279,2021,218,7
EEF-1,2021-08-20,79.3308175840725,2021,232,8
EEF-1,2021-09-17,83.7714,2021,260,10
EEF-1,2021-10-01,83.4666,2021,274,11
EEF-1,2021-10-15,,2021,288,12
EEF-1,2021-11-12,7.673,2021,316,14
EEF-1,2024-05-27,1.245,2024,148,2
EEF-1,2024-06-10,2.155,2024,162,3
EEF-1,2024-06-24,21.155,2024,176,4
EEF-1,2024-07-08,48.995,2024,190,5
EEF-1,2024-07-22,78.5959024127936,2024,204,6
EEF-1,2024-08-05,81.50969445778853,2024,218,7
EEF-1,2024-08-19,71.16364841273716,2024,232,8
EEF-1,2024-09-02,46.90292283144199,2024,246,9
EEF-1,2024-09-16,35.199996087499485,2024,260,10
EEF-1,2024-09-30,19.467206999830427,2024,274,11
EEF-1,2024-10-14,15.572546990349906,2024,288,12
EEF-1,2024-10-28,11.30726355881898,2024,302,13
EEF-1,2024-11-11,9.550481728038987,2024,316,14
EEF-2,2019-07-09,81.6833,2019,190,5
EEF-2,2019-07-23,109.75,2019,204,6
EEF-2,2019-08-06,118.1014731702192,2019,218,7
EEF-2,2019-08-20,129.1256213031069,2019,232,8
EEF-2,2019-09-03,139.82220677010096,2019,246,9
EEF-2,2019-09-17,138.01802706275333,2019,260,10
EEF-2,2019-10-01,132.69681733500255,2019,274,11
EEF-2,2019-10-29,92.95,2019,302,13
EEF-2,2021-05-28,92.5252,2021,148,2
EEF-2,2021-06-11,115.4868,2021,162,3
EEF-2,2021-06-25,134.8924,2021,176,4
EEF-2,2021-07-09,135.6036,2021,190,5
EEF-2,2021-07-23,,2021,204,6
EEF-2,2021-11-12,-3.0601,2021,316,14
EEF-2,2024-05-27,-18.15,2024,148,2
EEF-2,2024-06-10,34.33246371100885,2024,162,3
EEF-2,2024-06-24,71.08674540562164,2024,176,4
EEF-2,2024-07-08,99.3040747376159,2024,190,5
EEF-2,2024-07-22,117.7739475466563,2024,204,6
EEF-2,2024-08-05,,2024,218,7
EEF-2,2024-08-19,,2024,232,8
EEF-2,2024-09-16,,2024,260,10
EEF-2,2024-09-30,,2024,274,11
EEF-2,2024-10-14,,2024,288,12
EEF-2,2024-10-28,,2024,302,13
EEF-2,2024-11-11,,2024,316,14
EEF-2,2025-05-28,39.93717711982508,2025,148,2
EEF-2,2025-06-11,67.8660631215078,2025,162,3
EEF-2,2025-06-25,95.98384895729443,2025,176,4
EEF-2,2025-07-09,122.15944322795342,2025,190,5
EEF-2,2025-07-23,141.3421492079146,2025,204,6
EEF-2,2025-08-06,140.14045488137512,2025,218,7
EEF-2,2025-08-20,140.35601532669142,2025,232,8
EEF-2,2025-09-03,140.26754448249443,2025,246,9
EEF-2,2025-09-17,141.05588883282607,2025,260,10
EEF-2,2025-10-01,141.1888388334465,2025,274,11
EEF-2,2025-10-15,141.82215561235608,2025,288,12
EEF-2,2025-10-29,123.68375072701103,2025,302,13
EEF-XA3S,2018-06-11,3.384,2018,162,3
EEF-XA3S,2018-06-25,4.8657,2018,176,4
EEF-XA3S,2018-07-09,20.9523,2018,190,5
EEF-XA3S,2018-07-23,64.6773,2018,204,6
EEF-XA3S,2018-08-20,,2018,232,8
EEF-XA3S,2018-09-03,,2018,246,9
EEF-XA3S,2018-09-17,,2018,260,10
EEF-XA3S,2018-10-01,,2018,274,11
EEF-XA3S,2019-06-11,-0.0893,2019,162,3
EEF-XA3S,2019-06-25,3.6107,2019,176,4
EEF-XA3S,2019-07-09,6.444,2019,190,5
EEF-XA3S,2019-07-23,40.044,2019,204,6
EEF-XA3S,2019-08-06,63.7107,2019,218,7
EEF-XA3S,2019-08-20,,2019,232,8
EEF-XA3S,2019-10-01,22.4773,2019,274,11
EEF-XA3S,2019-10-15,18.544,2019,288,12
EEF-XA3S,2019-10-29,13.4107,2019,302,13
EEF-XA3S,2021-05-28,15.5224,2021,148,2
EEF-XA3S,2021-06-11,39.6016,2021,162,3
EEF-XA3S,2021-06-25,86.744,2021,176,4
EEF-XA3S,2021-07-09,,2021,190,5
EEF-XA3S,2021-11-12,3.8672,2021,316,14
EEF-XA3S,2024-05-27,1.1788,2024,148,2
EEF-XA3S,2024-06-10,1.7287,2024,162,3
EEF-XA3S,2024-06-24,5.6988,2024,176,4
EEF-XA3S,2024-07-08,38.6188,2024,190,5
EEF-XA3S,2024-07-22,96.6288,2024,204,6
EEF-XA3S,2024-08-05,,2024,218,7
EEF-XA3S,2024-08-19,,2024,232,8
EEF-XA3S,2024-09-16,,2024,260,10
EEF-XA3S,2024-09-30,,2024,274,11
EEF-XA3S,2024-10-14,,2024,288,12
EEF-XA3S,2024-10-28,87.5888,2024,302,13
EEF-XA3S,2024-11-11,18.1888,2024,316,14
