well_id,date,ground_to_water_cm,year,doy
EEF-2,2021-05-19,92.5252,2021,139
EEF-2,2021-06-04,115.4868,2021,155
EEF-2,2021-06-20,134.8924,2021,171
EEF-2,2021-07-06,135.6036,2021,187
EEF-2,2021-07-22,,2021,203
EEF-2,2021-11-11,-3.0601,2021,315
EEF-2,2024-05-18,-18.15,2024,139
EEF-2,2024-06-03,22.300210156200865,2024,155
EEF-2,2024-06-19,59.266490232128106,2024,171
EEF-2,2024-07-05,94.16371359255643,2024,187
EEF-2,2024-07-21,111.08110487464666,2024,203
EEF-2,2024-08-06,,2024,219
EEF-2,2024-08-22,,2024,235
EEF-2,2024-09-07,,2024,251
EEF-2,2024-09-23,,2024,267
EEF-2,2024-10-09,,2024,283
EEF-2,2024-10-25,,2024,299
EEF-2,2024-11-10,,2024,315
EEF-2,2025-06-04,52.455455874097495,2025,155
EEF-2,2025-06-20,86.73645371914309,2025,171
EEF-2,2025-07-06,115.0269811587614,2025,187
EEF-2,2025-07-22,141.24704910253107,2025,203
EEF-2,2025-08-07,140.11304385658815,2025,219
EEF-2,2025-08-23,140.41655370754717,2025,235
EEF-2,2025-09-08,140.5677413502127,2025,251
EEF-2,2025-09-24,141.00388488808622,2025,267
EEF-2,2025-10-10,141.86214311131334,2025,283
EEF-2,2025-10-26,131.7342473115217,2025,299
EEF-2,2025-11-11,72.41,2025,315
EEF-XA3S,2018-06-04,3.384,2018,155
EEF-XA3S,2018-06-20,4.8657,2018,171
EEF-XA3S,2018-07-06,20.9523,2018,187
EEF-XA3S,2018-07-22,64.6773,2018,203
EEF-XA3S,2018-08-07,,2018,219
EEF-XA3S,2018-08-23,,2018,235
EEF-XA3S,2018-09-24,,2018,267
EEF-XA3S,2018-10-10,,2018,283
EEF-XA3S,2019-06-04,-0.0893,2019,155
EEF-XA3S,2019-06-20,3.6107,2019,171
EEF-XA3S,2019-07-06,6.444,2019,187
EEF-XA3S,2019-07-22,40.044,2019,203
EEF-XA3S,2019-08-07,63.7107,2019,219
EEF-XA3S,2019-08-23,,2019,235
EEF-XA3S,2019-09-24,22.4773,2019,267
EEF-XA3S,2019-10-10,18.544,2019,283
EEF-XA3S,2019-10-26,13.4107,2019,299
EEF-XA3S,2021-05-19,15.5224,2021,139
EEF-XA3S,2021-06-04,39.6016,2021,155
EEF-XA3S,2021-06-20,86.744,2021,171
EEF-XA3S,2021-07-06,,2021,187
EEF-XA3S,2021-11-11,3.8672,2021,315
EEF-XA3S,2024-05-18,1.1788,2024,139
EEF-XA3S,2024-06-03,1.7287,2024,155
EEF-XA3S,2024-06-19,5.6988,2024,171
EEF-XA3S,2024-07-05,38.6188,2024,187
EEF-XA3S,2024-07-21,96.6288,2024,203
EEF-XA3S,2024-08-06,,2024,219
EEF-XA3S,2024-08-22,,2024,235
EEF-XA3S,2024-09-07,,2024,251
EEF-XA3S,2024-09-23,,2024,267
EEF-XA3S,2024-10-09,,2024,283
EEF-XA3S,2024-10-25,87.5888,2024,299
EEF-XA3S,2024-11-10,18.1888,2024,315
EER-1,2018-06-04,17.2537,2018,155
EER-1,2018-06-20,29.3187,2018,171
EER-1,2018-07-06,38.3146,2018,187
EER-1,2018-07-22,41.95870452080796,2018,203
EER-1,2018-08-07,40.958833513234396,2018,219
EER-1,2018-08-23,41.40779710460115,2018,235
EER-1,2018-09-08,39.238635388363974,2018,251
EER-1,2018-09-24,34.89319142569679,2018,267
EER-1,2018-10-10,28.768340536718714,2018,283
EER-1,2018-10-26,24.57376556022814,2018,299
EER-1,2018-11-11,23.25776910681032,2018,315
EER-1,2019-06-04,2.6104,2019,155
EER-1,2019-06-20,14.0104,2019,171
EER-1,2019-07-06,33.0187,2019,187
EER-1,2019-07-22,37.9104,2019,203
EER-1,2019-08-07,39.0437,2019,219
EER-1,2019-08-23,39.2771,2019,235
EER-1,2019-09-08,39.1104,2019,251
EER-1,2019-09-24,24.9437,2019,267
EER-1,2019-10-10,23.7771,2019,283
EER-1,2019-10-26,22.2771,2019,299
EER-1,2021-05-19,28.7317,2021,139
EER-1,2021-06-04,37.7741,2021,155
EER-1,2021-06-20,40.5173,2021,171
EER-1,2021-07-06,41.08801192824724,2021,187
EER-1,2021-07-22,46.5117,2021,203
EER-1,2021-08-07,48.2389,2021,219
EER-1,2021-08-23,44.2765,2021,235
EER-1,2021-09-08,42.48698233424802,2021,251
EER-1,2021-09-24,40.38897820807918,2021,267
EER-1,2021-10-10,34.07002142480515,2021,283
EER-1,2021-10-26,18.92427867986379,2021,299
EER-1,2021-11-11,16.020296996154705,2021,315
EER-1,2024-05-18,-9.0,2024,139
EER-1,2024-06-03,16.64,2024,155
EER-1,2024-06-19,27.41,2024,171
EER-1,2024-07-05,34.31,2024,187
EER-1,2024-07-21,38.58,2024,203
EER-1,2024-08-06,40.665,2024,219
EER-1,2024-08-22,38.89,2024,235
EER-1,2024-09-07,36.45,2024,251
EER-1,2024-09-23,30.35,2024,267
EER-1,2024-10-09,25.57383699673258,2024,283
EER-1,2024-10-25,21.505137643995543,2024,299
EER-1,2024-11-10,20.421160375885762,2024,315
EER-1,2025-06-04,24.90453527662509,2025,155
EER-1,2025-06-20,31.165134031063175,2025,171
EER-1,2025-07-06,34.70186096802075,2025,187
EER-1,2025-07-22,38.431285801658966,2025,203
EER-1,2025-08-07,38.240386727236825,2025,219
EER-1,2025-08-23,37.97089436652809,2025,235
EER-1,2025-09-08,29.86962860657634,2025,251
EER-1,2025-09-24,28.37700466214761,2025,267
EER-1,2025-10-10,23.93873382366824,2025,283
EER-1,2025-10-26,17.48695690732466,2025,299
EER-1,2025-11-11,19.165,2025,315
EER-XB4S,2018-07-22,39.2,2018,203
EER-XB4S,2019-07-06,26.1333,2019,187
EER-XB4S,2019-07-22,,2019,203
EER-XB4S,2019-08-23,,2019,235
EER-XB4S,2019-10-26,24.8,2019,299
EER-XB4S,2021-05-19,17.7912,2021,139
EER-XB4S,2021-06-04,27.1384,2021,155
EER-XB4S,2021-06-20,38.924,2021,171
EER-XB4S,2021-07-06,43.0896,2021,187
EER-XB4S,2021-07-22,53.148,2021,203
EER-XB4S,2021-08-07,,2021,219
EER-XB4S,2021-08-23,,2021,235
EER-XB4S,2021-09-24,50.7096,2021,267
EER-XB4S,2021-10-10,41.4367,2021,283
EER-XB4S,2021-11-11,-18.1752,2021,315
EER-XB4S,2024-05-18,5.745,2024,139
EER-XB4S,2024-06-03,11.225,2024,155
EER-XB4S,2024-06-19,25.865,2024,171
EER-XB4S,2024-07-05,34.395,2024,187
EER-XB4S,2024-07-21,47.395,2024,203
EER-XB4S,2024-08-06,,2024,219
EER-XB4S,2024-08-22,,2024,235
EER-XB4S,2024-09-07,,2024,251
EER-XB4S,2024-09-23,38.055,2024,267
EER-XB4S,2024-10-09,39.065,2024,283
EER-XB4S,2024-10-25,28.605,2024,299
EER-XB4S,2024-11-10,25.555,2024,315
EET-1,2018-06-04,8.9092,2018,155
EET-1,2018-06-20,48.2792,2018,171
EET-1,2018-07-06,85.9558,2018,187
EET-1,2018-07-22,88.5433,2018,203
EET-1,2018-08-07,88.9433,2018,219
EET-1,2018-08-23,,2018,235
EET-1,2018-09-24,,2018,267
EET-1,2018-10-10,,2018,283
EET-1,2019-06-04,-1.89,2019,155
EET-1,2019-06-20,27.4767,2019,171
EET-1,2019-07-22,87.61,2019,203
EET-1,2019-08-07,87.61,2019,219
EET-1,2019-08-23,,2019,235
EET-1,2019-09-24,,2019,267
EET-1,2019-10-26,84.0433,2019,299
EET-1,2021-05-19,45.4612,2021,139
EET-1,2021-06-04,50.2364,2021,155
EET-1,2021-06-20,83.9676,2021,171
EET-1,2021-07-06,89.53490898698985,2021,187
EET-1,2021-07-22,89.64761438880254,2021,203
EET-1,2021-08-07,,2021,219
EET-1,2021-11-11,13.1524,2021,315
EET-1,2024-05-18,5.1675,2024,139
EET-1,2024-06-03,32.7975,2024,155
EET-1,2024-06-19,59.7275,2024,171
EET-1,2024-07-05,,2024,187
EET-1,2024-07-21,,2024,203
EET-1,2024-08-06,,2024,219
EET-1,2024-08-22,,2024,235
EET-1,2024-09-07,,2024,251
EET-1,2024-09-23,,2024,267
EET-1,2024-10-09,,2024,283
EET-1,2024-10-25,,2024,299
EET-1,2024-11-10,81.9775,2024,315
EET-1,2025-06-04,44.95551834508497,2025,155
EET-1,2025-06-20,75.91675114073861,2025,171
EET-1,2025-07-06,87.5626303960893,2025,187
EET-1,2025-07-22,87.10419971072348,2025,203
EET-1,2025-08-07,86.63274561153098,2025,219
EET-1,2025-08-23,86.91280226456271,2025,235
EET-1,2025-09-08,87.1036483101754,2025,251
EET-1,2025-09-24,87.49243107842511,2025,267
EET-1,2025-10-10,88.39777147773562,2025,283
EET-1,2025-10-26,85.43112311290989,2025,299
EET-1,2025-11-11,82.8875,2025,315
EFF-XA2N,2018-06-04,11.4342,2018,155
EFF-XA2N,2018-06-20,18.7367,2018,171
EFF-XA2N,2018-07-06,27.3092,2018,187
EFF-XA2N,2018-07-22,32.70835,2018,203
EFF-XA2N,2018-08-07,38.7083,2018,219
EFF-XA2N,2018-08-23,35.0083,2018,235
EFF-XA2N,2018-09-24,32.9417,2018,267
EFF-XA2N,2018-10-10,25.4417,2018,283
EFF-XA2N,2019-06-20,7.7083,2019,171
EFF-XA2N,2019-07-06,20.0417,2019,187
EFF-XA2N,2019-07-22,28.575,2019,203
EFF-XA2N,2019-08-07,31.875,2019,219
EFF-XA2N,2019-08-23,31.9083,2019,235
EFF-XA2N,2019-09-08,31.9417,2019,251
EFF-XA2N,2019-09-24,17.4083,2019,267
EFF-XA2N,2019-10-10,13.775,2019,283
EFF-XA2N,2019-10-26,11.075,2019,299
EFF-XA2N,2021-05-19,13.0358,2021,139
EFF-XA2N,2021-06-04,22.383,2021,155
EFF-XA2N,2021-06-20,29.2918,2021,171
EFF-XA2N,2021-07-06,32.6446,2021,187
EFF-XA2N,2021-07-22,37.0134,2021,203
EFF-XA2N,2021-08-07,37.623,2021,219
EFF-XA2N,2021-08-23,36.5054,2021,235
EFF-XA2N,2021-09-08,37.623,2021,251
EFF-XA2N,2021-09-24,30.9174,2021,267
EFF-XA2N,2021-10-10,26.345,2021,283
EFF-XA2N,2021-11-11,12.0198,2021,315
EFF-XA2N,2024-05-18,3.485,2024,139
EFF-XA2N,2024-06-03,9.585,2024,155
EFF-XA2N,2024-06-19,19.745,2024,171
EFF-XA2N,2024-07-05,25.735,2024,187
EFF-XA2N,2024-07-21,30.305,2024,203
EFF-XA2N,2024-08-06,32.14,2024,219
EFF-XA2N,2024-08-22,32.445,2024,235
EFF-XA2N,2024-09-07,30.005,2024,251
EFF-XA2N,2024-09-23,21.165,2024,267
EFF-XA2N,2024-10-09,20.355,2024,283
EFF-XA2N,2024-10-25,14.765,2024,299
EFF-XA2N,2024-11-10,9.275,2024,315
EFF-XA2S,2018-06-04,10.1705,2018,155
EFF-XA2S,2018-06-20,19.6955,2018,171
EFF-XA2S,2018-07-06,39.8038,2018,187
EFF-XA2S,2018-07-22,51.8022,2018,203
EFF-XA2S,2018-08-07,,2018,219
EFF-XA2S,2018-08-23,,2018,235
EFF-XA2S,2018-09-24,,2018,267
EFF-XA2S,2018-10-10,,2018,283
EFF-XA2S,2019-06-04,,2019,155
EFF-XA2S,2019-06-20,16.9355,2019,171
EFF-XA2S,2019-07-06,21.1688,2019,187
EFF-XA2S,2019-07-22,46.7355,2019,203
EFF-XA2S,2019-08-07,,2019,219
EFF-XA2S,2019-09-24,,2019,267
EFF-XA2S,2019-10-10,44.3022,2019,283
EFF-XA2S,2019-10-26,34.4355,2019,299
EFF-XA2S,2021-05-19,34.4755,2021,139
EFF-XA2S,2021-06-04,50.4267,2021,155
EFF-XA2S,2021-06-20,58.3515,2021,171
EFF-XA2S,2021-07-06,,2021,187
EFF-XA2S,2021-07-22,,2021,203
EFF-XA2S,2021-08-07,,2021,219
EFF-XA2S,2021-11-11,14.0634,2021,315
EFF-XA2S,2024-05-18,4.6137,2024,139
EFF-XA2S,2024-06-03,11.6238,2024,155
EFF-XA2S,2024-06-19,30.8238,2024,171
EFF-XA2S,2024-07-05,43.0237,2024,187
EFF-XA2S,2024-07-21,,2024,203
EFF-XA2S,2024-08-06,,2024,219
EFF-XA2S,2024-08-22,,2024,235
EFF-XA2S,2024-09-07,,2024,251
EFF-XA2S,2024-09-23,,2024,267
EFF-XA2S,2024-10-09,,2024,283
EFF-XA2S,2024-10-25,,2024,299
EFF-XA2S,2024-11-10,41.3938,2024,315
EFR-XB1S,2018-06-04,34.4473,2018,155
EFR-XB1S,2018-06-20,40.1623,2018,171
EFR-XB1S,2018-07-06,43.4432,2018,187
EFR-XB1S,2018-07-22,44.7873,2018,203
EFR-XB1S,2018-08-07,45.6373,2018,219
EFR-XB1S,2018-08-23,45.504,2018,235
EFR-XB1S,2018-09-24,46.6373,2018,267
EFR-XB1S,2018-10-10,46.404,2018,283
EFR-XB1S,2019-07-06,35.2707,2019,187
EFR-XB1S,2019-07-22,41.004,2019,203
EFR-XB1S,2019-10-26,45.604,2019,299
EFR-XB1S,2021-05-19,45.3496,2021,139
EFR-XB1S,2021-06-04,47.6864,2021,155
EFR-XB1S,2021-06-20,48.296,2021,171
EFR-XB1S,2021-07-06,49.5152,2021,187
EFR-XB1S,2021-07-22,50.2264,2021,203
EFR-XB1S,2021-08-07,51.1408,2021,219
EFR-XB1S,2021-08-23,52.1568,2021,235
EFR-XB1S,2021-09-08,50.836,2021,251
EFR-XB1S,2021-09-24,50.2264,2021,267
EFR-XB1S,2021-10-10,47.7407,2021,283
EFR-XB1S,2021-11-11,41.692,2021,315
EFR-XB1S,2024-05-18,16.305,2024,139
EFR-XB1S,2024-06-03,27.785,2024,155
EFR-XB1S,2024-06-19,36.015,2024,171
EFR-XB1S,2024-07-05,40.685,2024,187
EFR-XB1S,2024-07-21,43.735,2024,203
EFR-XB1S,2024-08-06,45.765,2024,219
EFR-XB1S,2024-08-22,46.075,2024,235
EFR-XB1S,2024-09-07,46.475,2024,251
EFR-XB1S,2024-09-23,45.875,2024,267
EFR-XB1S,2024-10-09,45.465,2024,283
EFR-XB1S,2024-10-25,44.855,2024,299
EFR-XB1S,2024-11-10,43.735,2024,315
EFR-XB2S,2018-07-22,,2018,203
EFR-XB2S,2019-07-06,,2019,187
EFR-XB2S,2019-07-22,,2019,203
EFR-XB2S,2019-08-23,,2019,235
EFR-XB2S,2019-10-26,,2019,299
EFR-XB2S,2021-05-19,38.8408,2021,139
EFR-XB2S,2021-06-04,44.9368,2021,155
EFR-XB2S,2021-06-20,,2021,171
EFR-XB2S,2021-07-06,,2021,187
EFR-XB2S,2021-07-22,57.1288,2021,203
EFR-XB2S,2021-08-07,56.824,2021,219
EFR-XB2S,2021-08-23,,2021,235
EFR-XB2S,2021-11-11,33.0496,2021,315
EFR-XB2S,2024-05-18,18.245,2024,139
EFR-XB2S,2024-06-03,,2024,155
EFR-XB2S,2024-06-19,,2024,171
EFR-XB2S,2024-07-05,,2024,187
EFR-XB2S,2024-07-21,,2024,203
EFR-XB2S,2024-08-06,48.725,2024,219
EFR-XB2S,2024-08-22,,2024,235
EFR-XB2S,2024-09-07,,2024,251
EFR-XB2S,2024-09-23,,2024,267
EFR-XB2S,2024-10-09,,2024,283
EFR-XB2S,2024-10-25,42.935,2024,299
EFR-XB2S,2024-11-10,,2024,315
EFR-XB3S,2018-07-22,,2018,203
EFR-XB3S,2019-07-06,50.7,2019,187
EFR-XB3S,2019-07-22,55.2833,2019,203
EFR-XB3S,2019-10-26,50.35,2019,299
EFR-XB3S,2021-05-19,39.2276,2021,139
EFR-XB3S,2021-06-04,50.81,2021,155
EFR-XB3S,2021-06-20,64.7292,2021,171
EFR-XB3S,2021-07-06,,2021,187
EFR-XB3S,2021-07-22,,2021,203
EFR-XB3S,2021-10-10,,2021,283
EFR-XB3S,2021-11-11,26.7308,2021,315
EFR-XB3S,2024-05-18,18.295,2024,139
EFR-XB3S,2024-06-03,27.235,2024,155
EFR-XB3S,2024-06-19,44.915,2024,171
EFR-XB3S,2024-07-05,57.715,2024,187
EFR-XB3S,2024-07-21,,2024,203
EFR-XB3S,2024-08-06,,2024,219
EFR-XB3S,2024-08-22,,2024,235
EFR-XB3S,2024-09-07,,2024,251
EFR-XB3S,2024-09-23,,2024,267
EFR-XB3S,2024-10-09,,2024,283
EFR-XB3S,2024-10-25,56.595,2024,299
EFR-XB3S,2024-11-10,48.365,2024,315
EHF-XA5S,2018-06-04,-1.1533,2018,155
EHF-XA5S,2018-06-20,35.6767,2018,171
EHF-XA5S,2018-07-06,67.215,2018,187
EHF-XA5S,2018-07-22,105.0958,2018,203
EHF-XA5S,2018-08-07,,2018,219
EHF-XA5S,2018-08-23,,2018,235
EHF-XA5S,2018-09-24,,2018,267
EHF-XA5S,2018-10-10,,2018,283
EHF-XA5S,2019-06-04,-2.5328620497345002,2019,155
EHF-XA5S,2019-06-20,3.4244285993275767,2019,171
EHF-XA5S,2019-07-06,45.15656191220809,2019,187
EHF-XA5S,2019-07-22,77.93942981362216,2019,203
EHF-XA5S,2019-08-07,105.96459523693285,2019,219
EHF-XA5S,2019-08-23,112.02916485602523,2019,235
EHF-XA5S,2019-09-08,111.62856946699623,2019,251
EHF-XA5S,2019-09-24,,2019,267
EHF-XA5S,2019-10-10,,2019,283
EHF-XA5S,2019-10-26,42.8625,2019,299
EHF-XA5S,2021-06-04,83.09037395277711,2021,155
EHF-XA5S,2021-06-20,99.38618409916695,2021,171
EHF-XA5S,2021-07-06,111.39298349744519,2021,187
EHF-XA5S,2021-07-22,,2021,203
EHF-XA5S,2021-08-23,,2021,235
EHF-XA5S,2021-11-11,1.2715,2021,315
EHF-XA5S,2024-05-18,-28.8188,2024,139
EHF-XA5S,2024-06-03,20.422212214425183,2024,155
EHF-XA5S,2024-06-19,58.89927024704933,2024,171
EHF-XA5S,2024-07-05,98.96748405077278,2024,187
EHF-XA5S,2024-07-21,122.34619460383462,2024,203
EHF-XA5S,2024-08-06,,2024,219
EHF-XA5S,2024-09-07,,2024,251
EHF-XA5S,2024-09-23,,2024,267
EHF-XA5S,2024-10-09,,2024,283
EHF-XA5S,2024-10-25,,2024,299
EHF-XA5S,2024-11-10,83.3212,2024,315
EHF-XA5S,2025-06-04,48.86629409109066,2025,155
EHF-XA5S,2025-06-20,87.30293229074962,2025,171
EHF-XA5S,2025-07-06,116.71557484271119,2025,187
EHF-XA5S,2025-07-22,128.37468797085867,2025,203
EHF-XA5S,2025-08-07,127.66743658618175,2025,219
EHF-XA5S,2025-08-23,127.94410777524617,2025,235
EHF-XA5S,2025-09-08,126.99255415449255,2025,251
EHF-XA5S,2025-09-24,127.31728006691229,2025,267
EHF-XA5S,2025-10-10,128.2744129486897,2025,283
EHF-XA5S,2025-10-26,61.22380392778349,2025,299
EHF-XA5S,2025-11-11,29.5812,2025,315
EHF-XB7S,2019-07-06,4.5167,2019,187
EHF-XB7S,2019-07-22,3.55,2019,203
EHF-XB7S,2019-08-07,5.85,2019,219
EHF-XB7S,2019-08-23,5.6167,2019,235
EHF-XB7S,2019-09-08,5.1167,2019,251
EHF-XB7S,2019-09-24,3.2833,2019,267
EHF-XB7S,2019-10-10,3.45,2019,283
EHF-XB7S,2019-10-26,3.45,2019,299
EHF-XB7S,2021-05-19,-11.6356,2021,139
EHF-XB7S,2021-06-04,11.834,2021,155
EHF-XB7S,2021-06-20,24.4324,2021,171
EHF-XB7S,2021-07-06,53.5916,2021,187
EHF-XB7S,2021-07-22,78.2804,2021,203
EHF-XB7S,2021-08-07,85.5956,2021,219
EHF-XB7S,2021-08-23,90.1676,2021,235
EHF-XB7S,2021-09-08,96.8732,2021,251
EHF-XB7S,2021-09-24,81.0236,2021,267
EHF-XB7S,2021-10-10,20.12,2021,283
EHF-XB7S,2021-11-11,11.4276,2021,315
EHF-XB7S,2024-05-18,1.835,2024,139
EHF-XB7S,2024-06-03,2.855,2024,155
EHF-XB7S,2024-06-19,13.925,2024,171
EHF-XB7S,2024-07-05,28.555,2024,187
EHF-XB7S,2024-07-21,70.015,2024,203
EHF-XB7S,2024-08-06,77.735,2024,219
EHF-XB7S,2024-08-22,,2024,235
EHF-XB7S,2024-09-07,24.295,2024,251
EHF-XB7S,2024-09-23,12.205,2024,267
EHF-XB7S,2024-10-09,10.375,2024,283
EHF-XB7S,2024-10-25,4.375,2024,299
EHF-XB7S,2024-11-10,3.365,2024,315
EHR-1,2018-06-04,29.555,2018,155
EHR-1,2018-06-20,44.3717,2018,171
EHR-1,2018-07-06,59.1883,2018,187
EHR-1,2018-07-22,66.24164999999999,2018,203
EHR-1,2018-08-07,66.64421394486263,2018,219
EHR-1,2018-08-23,67.08863231112547,2018,235
EHR-1,2018-09-08,61.66702432065006,2018,251
EHR-1,2018-09-24,58.038350674192834,2018,267
EHR-1,2018-10-10,55.71133454335458,2018,283
EHR-1,2018-10-26,45.35276232534748,2018,299
EHR-1,2018-11-11,40.73579776699147,2018,315
EHR-1,2019-06-04,4.4417,2019,155
EHR-1,2019-06-20,8.8083,2019,171
EHR-1,2019-07-06,36.4083,2019,187
EHR-1,2019-07-22,54.1417,2019,203
EHR-1,2019-08-07,61.1083,2019,219
EHR-1,2019-08-23,62.9083,2019,235
EHR-1,2019-09-08,62.775,2019,251
EHR-1,2019-09-24,50.4417,2019,267
EHR-1,2019-10-10,42.0083,2019,283
EHR-1,2019-10-26,40.0417,2019,299
EHR-1,2021-05-19,45.5542,2021,139
EHR-1,2021-06-04,55.003,2021,155
EHR-1,2021-06-20,60.2862,2021,171
EHR-1,2021-07-06,58.22047975045247,2021,187
EHR-1,2021-07-22,63.639,2021,203
EHR-1,2021-08-07,65.0614,2021,219
EHR-1,2021-08-23,60.1846,2021,235
EHR-1,2021-09-08,60.7942,2021,251
EHR-1,2021-09-24,60.2862,2021,267
EHR-1,2021-10-10,58.051,2021,283
EHR-1,2021-11-11,29.3998,2021,315
EHR-1,2024-05-18,7.755,2024,139
EHR-1,2024-06-03,26.045,2024,155
EHR-1,2024-06-19,43.425,2024,171
EHR-1,2024-07-05,54.195,2024,187
EHR-1,2024-07-21,62.71556016737571,2024,203
EHR-1,2024-08-06,64.01895177013031,2024,219
EHR-1,2024-08-22,64.2388593417507,2024,235
EHR-1,2024-09-07,60.50528415774893,2024,251
EHR-1,2024-09-23,58.64980062334913,2024,267
EHR-1,2024-10-09,53.946527163168994,2024,283
EHR-1,2024-10-25,46.50785409934987,2024,299
EHR-1,2024-11-10,41.08195089718928,2024,315
EHR-1,2025-06-04,32.81129887366742,2025,155
EHR-1,2025-06-20,47.633152993172466,2025,171
EHR-1,2025-07-06,59.02169371037825,2025,187
EHR-1,2025-07-22,65.06031979177878,2025,203
EHR-1,2025-08-07,66.18621454778459,2025,219
EHR-1,2025-08-23,67.24666895543677,2025,235
EHR-1,2025-09-08,57.794841113754806,2025,251
EHR-1,2025-09-24,54.828918142982104,2025,267
EHR-1,2025-10-10,46.04530328362087,2025,283
EHR-1,2025-10-26,34.618098719074624,2025,299
EHR-1,2025-11-11,35.495,2025,315
EHR-XB1N,2018-07-22,65.06665,2018,203
EHR-XB1N,2019-07-06,51.05,2019,187
EHR-XB1N,2019-07-22,59.45,2019,203
EHR-XB1N,2019-09-08,63.75,2019,251
EHR-XB1N,2019-10-26,46.8833,2019,299
EHR-XB1N,2021-05-19,56.1092,2021,139
EHR-XB1N,2021-06-04,66.6756,2021,155
EHR-XB1N,2021-06-20,71.0444,2021,171
EHR-XB1N,2021-07-06,73.178,2021,187
EHR-XB1N,2021-07-22,79.782,2021,203
EHR-XB1N,2021-08-07,76.5308,2021,219
EHR-XB1N,2021-08-23,71.146,2021,235
EHR-XB1N,2021-09-08,71.4508,2021,251
EHR-XB1N,2021-09-24,67.6916,2021,267
EHR-XB1N,2021-10-10,,2021,283
EHR-XB1N,2021-11-11,44.0188,2021,315
EHR-XB1N,2024-05-18,30.815,2024,139
EHR-XB1N,2024-06-03,41.385,2024,155
EHR-XB1N,2024-06-19,52.965,2024,171
EHR-XB1N,2024-07-05,58.445,2024,187
EHR-XB1N,2024-07-21,68.305,2024,203
EHR-XB1N,2024-08-06,68.66,2024,219
EHR-XB1N,2024-08-22,68.205,2024,235
EHR-XB1N,2024-09-07,66.475,2024,251
EHR-XB1N,2024-09-23,62.925,2024,267
EHR-XB1N,2024-10-09,62.815,2024,283
EHR-XB1N,2024-10-25,54.995,2024,299
EHR-XB1N,2024-11-10,43.925,2024,315
EHR-XB2N,2018-07-22,25.45,2018,203
EHR-XB2N,2019-07-06,16.95,2019,187
EHR-XB2N,2019-07-22,24.6167,2019,203
EHR-XB2N,2019-09-08,21.55,2019,251
EHR-XB2N,2019-10-26,15.95,2019,299
EHR-XB2N,2021-05-19,18.1756,2021,139
EHR-XB2N,2021-06-04,23.8652,2021,155
EHR-XB2N,2021-06-20,28.742,2021,171
EHR-XB2N,2021-07-06,28.9452,2021,187
EHR-XB2N,2021-07-22,33.1108,2021,203
EHR-XB2N,2021-08-07,34.9396,2021,219
EHR-XB2N,2021-08-23,31.9932,2021,235
EHR-XB2N,2021-09-08,34.1268,2021,251
EHR-XB2N,2021-09-24,34.0252,2021,267
