well_id,2018_141,2018_154,2018_167,2018_180,2018_193,2018_206,2018_219,2018_232,2018_245,2018_258,2018_271,2018_284,2018_297,2018_310,2018_323,2019_141,2019_154,2019_167,2019_180,2019_193,2019_206,2019_219,2019_232,2019_245,2019_258,2019_271,2019_284,2019_297,2019_310,2019_323,2021_141,2021_154,2021_167,2021_180,2021_193,2021_206,2021_219,2021_232,2021_245,2021_258,2021_271,2021_284,2021_297,2021_310,2021_323,2024_141,2024_154,2024_167,2024_180,2024_193,2024_206,2024_219,2024_232,2024_245,2024_258,2024_271,2024_284,2024_297,2024_310,2024_323,2025_141,2025_154,2025_167,2025_180,2025_193,2025_206,2025_219,2025_232,2025_245,2025_258,2025_271,2025_284,2025_297,2025_310,2025_323
KHT-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1119,83.7687,86.5119,88.3407,,63.3471,55.7742,,,-4.5217,-30.5625,-27.3625,-11.1225,13.3575,34.8975,44.1475,49.3275,54.5075,53.0875,,46.9875,47.1975,39.8775,31.5475,,,0.0,,16.7175,43.2275,,,,,,,,,,
KHT-XD6N,,27.03,69.3633,96.3508,,,,,,,,,,,,,-1.9783,7.955,56.455,,95.6217,,,,,,,,,,,85.1001,76.816,141.2304,,179.94,192.5384,192.8432,193.7576,,194.672,189.0367,,,19.3104,1.02,26.73,63.3,94.09,121.32,146.51,176.99,188.58,,,189.49,188.88,,,,,50.2,,98.36,134.93,,,,,,,,,,
KHT-XE4S,,,,47.1525,61.9042,63.7042,63.3125,68.23022019907859,,65.6375,64.9375,41.9375,,,26.3042,,-2.3625,-1.6625,3.0375,,43.7708,54.8375,63.7042,62.8375,42.5708,,35.2042,31.6375,,,,30.1063,55.2015,65.8695,,65.8695,66.7839,,67.3935,,,54.4742,,,4.5031,-1.56,0.67,13.27,41.31,65.29,68.14,68.64,,66.41,,48.12,40.5,36.03,33.69,,,,,,,,,,,,,,,,
KHT-XE5S,,7.7433,30.18,73.2542,91.02564236101206,90.58517201246886,90.5092,92.6092,,87.6758,86.2425,82.0758,,,47.2758,,1.7899304330221077,2.9846731710188013,13.13087991670626,28.156238983648265,62.185142297945696,85.02079766780237,89.675071668007,90.52994681296155,88.77277913021037,82.40188574625141,77.92090786478829,70.9645713902268,,,,60.61939305312865,76.58386167111593,89.94232485272038,92.53542079550753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHT-XE6S,,4.5567,23.9242,73.8775,,,,,,,,,,,,,-1.8566,-0.2233,4.5434,,65.9434,87.4767,,,,,,,,,,39.7583,80.0935,138.8183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWF-1,,,,54.6792,74.1333,74.66377820024215,80.0,82.54886260597175,,78.7333,67.10068970953492,34.4667,,,28.3667,,-3.0667,-0.8333,16.2,,35.8,56.0,70.4333,73.6,45.0333,,28.2,21.8,,,,10.9672,15.844,31.1856,,75.28,76.296,77.7184,76.1944,,18.892,22.4367,,,1.2136,-2.435,-0.705,0.505,0.205,1.425,2.035,4.775,3.155,5.385,,3.865,3.255,3.255,0.815,,,,,,,,,,,,,,,,
KWF-2,,,60.43,82.1258,,,,,,,,,,,,,-1.2490516164559646,0.3032143095007689,4.23743600667785,8.653439144695444,36.92619012311069,55.09489668222385,63.788478397395,71.09122329501618,44.59327356219118,15.524062548182352,8.569917430078581,9.0730378475161,,,,54.64106035860297,66.13970019037224,101.11493835261783,130.56618177170068,158.8351897499556,171.7932065179978,,,,,,,,19.5312,,3.9882467188975634,12.249080533797162,50.49261597475219,74.54553881122513,109.96,109.66087365451611,112.24394526476505,111.7875351448221,111.1100762045242,110.37168910425042,110.01434877177614,104.3254217143939,98.77230548549274,,,,62.42853618090321,69.79143908169868,94.31650727049804,136.2466433118356,137.25799689256075,137.63677046440287,137.45180749028276,138.44387425686062,121.1310196800834,24.989649942544084,20.636600449385117,21.966201910769744,
KWF-XE8S,,-2.2463,5.9029,28.4454,,,,,,,,,,,27.2846,,,1.3512,15.6846,,44.6512,,,,,,,,,,,44.196,84.495,105.831,,105.2214,,,,,,,,,16.7278,-0.745,1.895,21.505,47.815,94.955,106.235,,,,,,,,105.835,,,,,,,,,,,,,,,,
KWR-1,,,,23.8242,30.287850421669525,31.877681686895492,32.1833,33.89176469848698,37.403652909712,37.687927300079544,36.49489088297298,37.25632896954413,36.56810483127415,36.45909012591403,35.68537914201743,,-8.7167,-8.05,5.1167,,22.1833,24.2167,28.5833,30.25,29.5167,,28.95,30.15,,,,,34.257,34.257,,34.257,35.1714,34.0538,34.8666,,34.8666,33.4617,,,16.5786,-9.995,-0.635,13.685,24.055,31.165,34.415,,36.545,36.855,,36.245,36.245,35.125,34.715,,2.3715855102240004,4.685415161659917,17.918713078965705,25.555217335821787,30.14645997292445,32.54530148236002,34.13595951642138,35.308846582433816,34.52553425170033,36.142178334352934,35.217424084220966,35.1319313081174,33.11399095880494,34.30015810346447,
KWR-XE1N,,,,41.15,43.95,45.4167,46.0833,47.85,,48.75,49.55,49.2833,,,47.7833,,,-6.85,22.1167,,38.0167,41.5833,44.8167,46.05,45.4833,,45.7167,46.6167,,,,46.9892,50.342,50.7484,,51.7644,51.6628,52.0692,51.4596,,50.4436,48.2867,,,37.9468,,16.51,31.34,40.18,44.96,47.8,48.72,49.02,49.83,,49.83,49.43,48.21,44.75,,,,,,,,,,,,,,,,
KWT-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.21358497350788,42.18468956113054,47.76241576339976,52.50631310513234,55.15254488055586,58.8127279678966,49.64249270895523,50.7485049506479,50.52670021593117,47.50271576775527,43.59762922192639,43.22039757049668,
LET-1,,,,,,,,,,,,,,,,,,,,32.8292,54.8292,67.0625,81.1625,89.7958,64.6625,,52.1958,43.9958,,,32.9281,45.2217,61.4777,78.0385,,108.5185,108.5185,110.0425,110.0425,,110.3473,110.3473,,,17.8913,3.5625,18.31403154778479,32.64824887143571,44.82152935587952,61.07778134466825,78.7773648863139,97.26513928422447,106.46562063665986,105.41855588481485,106.05716180841168,90.3577420808903,77.1669243758994,64.51811002384177,54.63552716867202,,,,,,,,,,,,,,,,
LHT-1,,,,,,,,,,,,,,,,,,,,38.7333,59.5,72.0333,84.7,89.1,,,97.00799529196284,93.5722092919424,,,38.0296,51.7456,68.3064,84.664,,93.4016,92.5888,98.0752,94.1128,,94.4176,98.6848,,,16.592,6.8425,24.033214213793705,40.50887184966386,54.90144353601511,70.62482348456156,84.99321706409425,92.22710394646877,95.34118384002174,94.63963399903186,99.33964903668715,93.02794692576228,89.73241204222433,86.99399754216189,70.54409245862594,,,,,,,,,,,,,,,,
LWT-1,,,,,,,,,,,,,,,,,,,,28.3958,51.6625,62.5958,73.0292,78.3958,55.5292,,48.9958,46.4292,,,37.6113,47.4665,60.1665,64.2305,,71.1393,76.3209,79.9785,81.5025,,77.8449,47.3649,,,28.1625,11.9025,24.695489970462486,36.48444046116512,46.463865205300095,60.47846645059524,69.77632183789834,71.10487202777503,73.20539265902939,71.92061493068499,73.29755806873779,72.00058686118498,68.40055453452348,57.95102954626326,51.03463668631002,,,,,,,,,,,,,,,,
