baro LEVEL,Date,Time,ms,TEMPERATURE,logger LEVEL,Compensated Level,ground_to_water_m
8.2707245816,7/25/2018,02:40:00 pm,0,8.895,8.3182,0.04747541839999947,-76.87967879224
8.2713975968,7/25/2018,02:50:00 pm,0,8.884,8.3177,0.046302403200000335,-76.88085180744
8.270744976,7/25/2018,03:00:00 pm,0,8.876,8.3162,0.045455024000000684,-76.88169918663999
8.269980186,7/25/2018,03:10:00 pm,0,8.869,8.3155,0.04551981400000038,-76.88163439664
8.2689808604,7/25/2018,03:20:00 pm,0,8.862,8.3145,0.045519139600001424,-76.88163507104
8.2680325208,7/25/2018,03:30:00 pm,0,8.856,8.3131,0.045067479200000087,-76.88208673144
8.267175955999999,7/25/2018,03:40:00 pm,0,8.852,8.3121,0.04492404400000005,-76.88223016664
8.266309194,7/25/2018,03:50:00 pm,0,8.849,8.3111,0.04479080599999996,-76.88236340464
8.2660236724,7/25/2018,04:00:00 pm,0,8.845,8.3096,0.0435763276000003,-76.88357788304
8.266156236,7/25/2018,04:10:00 pm,0,8.844,8.3089,0.04274376399999902,-76.88441044664
8.266115447199999,7/25/2018,04:20:00 pm,0,8.842,8.3077,0.04158455280000162,-76.88556965784
8.265442431999999,7/25/2018,04:30:00 pm,0,8.839,8.3069,0.041457568000002,-76.88569664264
8.2651161216,7/25/2018,04:40:00 pm,0,8.838,8.306000000000001,0.04088387839999896,-76.88627033224
8.264891783200001,7/25/2018,04:50:00 pm,0,8.837,8.3051,0.04020821679999997,-76.88694599384
8.2634233864,7/25/2018,05:00:00 pm,0,8.836,8.304,0.04057661360000076,-76.88657759704
8.263617133199999,7/25/2018,05:10:00 pm,0,8.835,8.3027,0.03908286680000117,-76.88807134384
8.2644635008,7/25/2018,05:20:00 pm,0,8.833,8.3029,0.038436499199999474,-76.88871771144
8.2646368532,7/25/2018,05:30:00 pm,0,8.831,8.302999999999999,0.03836314680000008,-76.88879106384
8.2639434436,7/25/2018,05:40:00 pm,0,8.829,8.3026,0.03865655639999943,-76.88849765424
8.2641473876,7/25/2018,05:50:00 pm,0,8.828,8.3022,0.038052612399999575,-76.88910159824
8.2644533036,7/25/2018,06:00:00 pm,0,8.827,8.3016,0.03714669640000068,-76.89000751424
8.264932572000001,7/25/2018,06:10:00 pm,0,8.826,8.3016,0.036667428000001216,-76.89048678264
8.265095727199999,7/25/2018,06:20:00 pm,0,8.825,8.3012,0.03610427280000117,-76.89104993784
8.2645144868,7/25/2018,06:30:00 pm,0,8.824,8.3007,0.036185513200001296,-76.89096869744
8.265289474,7/25/2018,06:40:00 pm,0,8.823,8.3003,0.03501052600000065,-76.89214368463999
8.265697362000001,7/25/2018,06:50:00 pm,0,8.822000000000001,8.3006,0.03490263800000015,-76.89225157263999
8.265615784400001,7/25/2018,07:00:00 pm,0,8.822000000000001,8.3006,0.034984215599999764,-76.89216999503999
8.2663397856,7/25/2018,07:10:00 pm,0,8.821,8.3002,0.033860214400000636,-76.89329399624
8.266380574400001,7/25/2018,07:20:00 pm,0,8.82,8.3003,0.033919425600000615,-76.89323478504
8.266849645599999,7/25/2018,07:30:00 pm,0,8.82,8.3002,0.033350354400001336,-76.89380385624
8.267512463600001,7/25/2018,07:40:00 pm,0,8.818999999999999,8.3006,0.03308753640000006,-76.89406667424
8.268705535999999,7/25/2018,07:50:00 pm,0,8.818,8.301,0.032294464000001355,-76.89485974664
8.269317368,7/25/2018,08:00:00 pm,0,8.818,8.3016,0.032282632000001144,-76.89487157864
8.2698986084,7/25/2018,08:10:00 pm,0,8.817,8.3022,0.032301391599999014,-76.89485281904
8.2707245816,7/25/2018,08:20:00 pm,0,8.817,8.3031,0.03237541840000091,-76.89477879224
8.271326216399999,7/25/2018,08:30:00 pm,0,8.816,8.3035,0.032173783600001116,-76.89498042704
8.272152189599996,7/25/2018,08:40:00 pm,0,8.815,8.3038,0.03164781040000264,-76.89550640024
8.2733146704,7/25/2018,08:50:00 pm,0,8.815,8.3049,0.03158532960000038,-76.89556888103999
8.274140643600001,7/25/2018,09:00:00 pm,0,8.815,8.306000000000001,0.03185935640000004,-76.89529485423999
8.274915630799999,7/25/2018,09:10:00 pm,0,8.814,8.3065,0.03158436920000085,-76.89556984144
8.2754458852,7/25/2018,09:20:00 pm,0,8.814,8.3071,0.031654114800000244,-76.89550009583999
8.276404421999999,7/25/2018,09:30:00 pm,0,8.812999999999999,8.3078,0.03139557800000148,-76.89575863264
8.276791915599999,7/25/2018,09:40:00 pm,0,8.814,8.308,0.03120808440000112,-76.89594612623999
8.2773935504,7/25/2018,09:50:00 pm,0,8.812999999999999,8.3083,0.030906449599999775,-76.89624776104
