"","well_id","timestamp","water_binary","ground_to_water"
"193","KHT-XE6S",2018-07-01,1,-74.33625
"277","KHT-XE6S",2018-07-17,0,-102.376666666667
"261","KHT-XE6S",2018-07-27,0,-102.376666666667
"424","KHT-XE6S",2018-08-10,0,-102.376666666667
"81","KHT-XE6S",2018-09-16,0,-102.376666666667
"87","KHT-XE6S",2018-10-01,0,-102.376666666667
"91","KHT-XE6S",2018-10-14,0,-102.376666666667
"62","KHT-XE6S",2019-06-03,1,1.85666666666667
"443","KHT-XE6S",2019-06-17,1,-0.235416666666664
"462","KHT-XE6S",2019-07-05,1,-5.00208333333333
"141","KHT-XE6S",2019-07-26,1,-65.9833333333333
"15","KHT-XE6S",2019-08-04,1,-87.1266666666667
"509","KHT-XE6S",2019-08-20,0,-102.376666666667
"506","KHT-XE6S",2019-09-02,0,-102.376666666667
"112","KHT-XE6S",2019-09-21,0,-102.376666666667
"113","KHT-XE6S",2019-10-05,0,-102.376666666667
"482","KRH-XD1S",2019-07-05,1,-35.4754166666667
"84","KRH-XD1S",2019-07-26,0,-43.75
"124","KRH-XD1S",2019-07-26,1,-47.04
"533","KRH-XD1S",2019-09-02,1,-51.34
"588","KRH-XD1S",2019-10-20,1,-49.44
"212","KWF-1",2018-07-01,1,-55.1379166666667
"280","KWF-1",2018-07-17,1,-75.7283333333333
"308","KWF-1",2018-07-27,1,-76.895
"381","KWF-1",2018-08-10,1,-80.6
"392","KWF-1",2018-08-25,1,-83.3666666666666
"431","KWF-1",2018-09-16,1,-79.3333333333333
"367","KWF-1",2018-10-01,1,-67.6
"335","KWF-1",2018-10-14,1,-35.0666666666667
"369","KWF-1",2018-11-18,1,-28.9666666666667
"39","KWF-1",2019-06-03,1,3.06666666666666
"458","KWF-1",2019-06-17,1,0.374583333333328
"498","KWF-1",2019-07-05,1,-25.2920833333333
"140","KWF-1",2019-07-26,1,-35.84
"6","KWF-1",2019-08-04,1,-55.65
"617","KWF-1",2019-08-20,1,-70.4233333333333
"576","KWF-1",2019-09-02,1,-73.59
"579","KWF-1",2019-09-21,1,-45.0233333333333
"523","KWF-1",2019-10-05,1,-28.19
"566","KWF-1",2019-10-20,1,-21.79
"218","KWR-1",2018-07-01,1,-24.2829166666667
"291","KWR-1",2018-07-17,1,-32.0116666666667
"293","KWR-1",2018-07-27,1,-33.945
"407","KWR-1",2018-08-10,1,-32.7833333333333
"425","KWR-1",2018-08-25,1,-34.5166666666667
"361","KWR-1",2018-09-16,1,-36.35
"417","KWR-1",2018-10-01,1,-32.7166666666667
"376","KWR-1",2018-11-18,1,-36.8833333333333
"72","KWR-1",2019-06-03,1,8.71666666666667
"59","KWR-1",2019-06-17,1,8.05
"468","KWR-1",2019-07-05,1,-5.57541666666667
"152","KWR-1",2019-07-26,1,-22.2233333333333
"12","KWR-1",2019-08-04,1,-23.8666666666667
"624","KWR-1",2019-08-20,1,-28.5733333333333
"622","KWR-1",2019-09-02,1,-30.24
"543","KWR-1",2019-09-21,1,-29.5066666666667
"542","KWR-1",2019-10-05,1,-28.94
"626","KWR-1",2019-10-20,1,-30.14
"169","KWR-XE1N",2018-07-01,1,-40.35875
"290","KWR-XE1N",2018-07-17,1,-44.295
"279","KWR-XE1N",2018-07-27,1,-45.7616666666667
"363","KWR-XE1N",2018-08-10,1,-45.4333333333333
"336","KWR-XE1N",2018-08-25,1,-47.2
"429","KWR-XE1N",2018-09-16,1,-48.1
"438","KWR-XE1N",2018-10-01,1,-48.9
"436","KWR-XE1N",2018-10-14,1,-48.6333333333333
"428","KWR-XE1N",2018-11-18,1,-47.1333333333333
"53","KWR-XE1N",2019-06-17,1,8.09999999999999
"442","KWR-XE1N",2019-06-17,1,4.64124999999999
"483","KWR-XE1N",2019-07-05,1,-21.3254166666667
"148","KWR-XE1N",2019-07-26,1,-36.8066666666667
"22","KWR-XE1N",2019-08-04,1,-39.9833333333333
"587","KWR-XE1N",2019-08-20,1,-43.5566666666667
"514","KWR-XE1N",2019-09-02,1,-44.79
"531","KWR-XE1N",2019-09-21,1,-44.2233333333334
"535","KWR-XE1N",2019-10-05,1,-44.4566666666667
"591","KWR-XE1N",2019-10-20,1,-45.3566666666667
"188","KWT-1",2018-06-19,1,-60.88875
"232","KWT-1",2018-07-01,1,-82.5845833333333
"299","KWT-1",2018-07-17,0,-81.1
"272","KWT-1",2018-07-27,0,-81.1
"383","KWT-1",2018-08-10,0,-81.1
"88","KWT-1",2018-09-16,0,-81.1
"89","KWT-1",2018-10-01,0,-81.1
"103","KWT-1",2018-10-14,0,-81.1
"69","KWT-1",2019-06-03,1,-0.0666666666666629
"448","KWT-1",2019-06-17,1,-2.15875
"492","KWT-1",2019-07-05,1,-5.59208333333333
"146","KWT-1",2019-07-26,1,-44.3733333333333
"620","KWT-1",2019-08-20,1,-69.3233333333333
"592","KWT-1",2019-09-02,1,-77.3566666666667
"539","KWT-1",2019-10-20,1,-9.12333333333333
"485","LET-1",2019-07-07,1,-30.6504166666667
"150","LET-1",2019-07-26,1,-52.2316666666667
"16","LET-1",2019-08-05,1,-64.075
"582","LET-1",2019-08-20,1,-78.515
"614","LET-1",2019-09-03,1,-87.1483333333333
"600","LET-1",2019-09-21,1,-62.015
"573","LET-1",2019-10-05,1,-49.5483333333333
"616","LET-1",2019-10-19,1,-41.3483333333333
"461","LHT-1",2019-07-07,1,-38.3670833333333
"128","LHT-1",2019-07-26,1,-47.8816666666667
"5","LHT-1",2019-08-05,1,-70.8583333333333
"578","LHT-1",2019-08-20,1,-83.865
"564","LHT-1",2019-09-03,1,-88.265
"518","LHT-1",2019-09-21,0,-103.765
"580","LHT-1",2019-10-05,1,-41.2816666666667
"610","LHT-1",2019-10-19,1,-92.1983333333333
"555","LHT-1",2019-10-20,1,-19.7316666666667
"495","LWT-1",2019-07-07,1,-29.6670833333333
"153","LWT-1",2019-07-26,1,-52.515
"20","LWT-1",2019-08-05,1,-63.0583333333333
"601","LWT-1",2019-08-20,1,-73.8316666666667
"561","LWT-1",2019-09-03,1,-79.1983333333333
"602","LWT-1",2019-09-21,1,-56.3316666666667
"615","LWT-1",2019-10-05,1,-49.7983333333333
"618","LWT-1",2019-10-19,1,-47.2316666666667
