"TOA5","Station1_wx100","CR1000","6586","CR1000.Std.10","CPU:sh_site1_2_6.CR1","46320","Raw"
"2016-05-26 15:20:00",132839,0.163,2.779,"NAN","NAN","NAN","NAN",2.855
"2016-05-26 15:30:00",132840,0.162,2.773,"NAN","NAN","NAN","NAN",2.855
"2016-05-26 15:40:00",132841,0.162,2.76,"NAN","NAN",2.756685,"NAN",2.855
"2016-05-26 15:50:00",132842,0.162,2.758,2.743522,2.694705,2.803195,0.06541187,2.856
"2016-05-26 16:00:00",132843,0.162,2.758,2.755417,2.710208,2.849706,0.06556723,2.856
"2016-05-26 16:10:00",132844,0.162,2.761,2.773763,2.725715,2.83421,0.06580683,2.857
"2016-05-26 16:20:00",132845,0.162,2.761,2.779447,2.741216,2.834211,0.06588107,2.856
"2016-05-26 16:30:00",132846,0.162,2.763,2.760849,2.741216,2.803213,0.06563816,2.856
"2016-05-26 16:40:00",132847,0.162,2.761,2.765498,2.725717,2.803213,0.06569889,2.857
"2016-05-26 16:50:00",132848,0.162,2.77,2.770923,2.710218,2.834211,0.06576974,2.857
"2016-05-26 17:00:00",132849,0.162,2.767,2.757731,2.679195,2.818696,0.06559745,2.857
"2016-05-26 17:10:00",132850,0.161,2.752,2.715595,2.663671,2.787672,0.06504715,2.858
"2016-05-26 17:20:00",132851,0.162,2.768,2.673493,2.632679,2.741167,0.0644973,2.857
"2016-05-26 17:30:00",132852,0.162,2.773,"NAN",2.570706,2.663694,"NAN",2.858
"2016-05-26 17:40:00",132853,0.162,2.773,"NAN","NAN",2.601706,"NAN",2.857
"2016-05-26 17:50:00",132854,0.162,2.773,"NAN","NAN","NAN","NAN",2.857
"2016-05-26 18:00:00",132855,0.163,2.78,"NAN","NAN","NAN","NAN",2.857
"2016-05-26 18:10:00",132856,0.163,2.791,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 18:20:00",132857,0.164,2.799,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 18:30:00",132858,0.165,2.823,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 18:40:00",132859,0.166,2.839,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 18:50:00",132860,0.166,2.843,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 19:00:00",132861,0.165,2.826,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 19:10:00",132862,0.165,2.821,"NAN","NAN","NAN","NAN",2.859
"2016-05-26 19:20:00",132863,0.164,2.817,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 19:30:00",132864,0.165,2.82,"NAN","NAN","NAN","NAN",2.859
"2016-05-26 19:40:00",132865,0.165,2.83,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 19:50:00",132866,0.166,2.838,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 20:00:00",132867,0.166,2.854,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 20:10:00",132868,0.165,2.837,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 20:20:00",132869,0.165,2.818,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 20:30:00",132870,0.165,2.819,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 20:40:00",132871,0.166,2.855,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 20:50:00",132872,0.166,2.851,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 21:00:00",132873,0.167,2.87,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 21:10:00",132874,0.167,2.864,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 21:20:00",132875,0.165,2.834,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 21:30:00",132876,0.165,2.837,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 21:40:00",132877,0.165,2.826,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 21:50:00",132878,0.165,2.832,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 22:00:00",132879,0.166,2.855,"NAN","NAN","NAN","NAN",2.857
"2016-05-26 22:10:00",132880,0.165,2.827,"NAN","NAN","NAN","NAN",2.857
"2016-05-26 22:20:00",132881,0.165,2.821,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 22:30:00",132882,0.165,2.821,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 22:40:00",132883,0.165,2.828,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 22:50:00",132884,0.165,2.83,"NAN","NAN","NAN","NAN",2.857
"2016-05-26 23:00:00",132885,0.17,2.937,"NAN","NAN","NAN","NAN",2.857
"2016-05-26 23:10:00",132886,0.17,2.934,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 23:20:00",132887,0.167,2.865,"NAN","NAN","NAN","NAN",2.857
"2016-05-26 23:30:00",132888,0.167,2.858,"NAN","NAN","NAN","NAN",2.858
"2016-05-26 23:40:00",132889,0.167,2.865,"NAN","NAN","NAN","NAN",2.859
"2016-05-26 23:50:00",132890,0.167,2.869,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 00:00:00",132891,0.166,2.854,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 00:10:00",132892,0.166,2.84,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 00:20:00",132893,0.166,2.846,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 00:30:00",132894,0.167,2.86,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 00:40:00",132895,0.167,2.866,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 00:50:00",132896,0.167,2.866,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 01:00:00",132897,0.167,2.865,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 01:10:00",132898,0.167,2.867,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 01:20:00",132899,0.167,2.87,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 01:30:00",132900,0.167,2.866,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 01:40:00",132901,0.167,2.864,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 01:50:00",132902,0.167,2.864,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 02:00:00",132903,0.166,2.857,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 02:10:00",132904,0.166,2.851,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 02:20:00",132905,0.166,2.856,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 02:30:00",132906,0.167,2.862,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 02:40:00",132907,0.166,2.85,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 02:50:00",132908,0.168,2.88,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 03:00:00",132909,0.168,2.885,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 03:10:00",132910,0.168,2.888,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 03:20:00",132911,0.168,2.883,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 03:30:00",132912,0.168,2.882,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 03:40:00",132913,0.168,2.88,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 03:50:00",132914,0.167,2.865,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 04:00:00",132915,0.166,2.853,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 04:10:00",132916,0.167,2.863,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 04:20:00",132917,0.166,2.857,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 04:30:00",132918,0.167,2.861,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 04:40:00",132919,0.166,2.848,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 04:50:00",132920,0.166,2.857,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 05:00:00",132921,0.166,2.849,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 05:10:00",132922,0.166,2.845,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 05:20:00",132923,0.166,2.848,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 05:30:00",132924,0.166,2.847,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 05:40:00",132925,0.166,2.852,"NAN","NAN","NAN","NAN",2.86
"2016-05-27 05:50:00",132926,0.166,2.846,"NAN","NAN","NAN","NAN",2.86
"2016-05-27 06:00:00",132927,0.166,2.843,"NAN","NAN","NAN","NAN",2.861
"2016-05-27 06:10:00",132928,0.165,2.837,"NAN","NAN","NAN","NAN",2.86
"2016-05-27 06:20:00",132929,0.165,2.821,"NAN","NAN","NAN","NAN",2.86
"2016-05-27 06:30:00",132930,0.164,2.817,"NAN","NAN","NAN","NAN",2.86
"2016-05-27 06:40:00",132931,0.165,2.823,"NAN","NAN","NAN","NAN",2.86
"2016-05-27 06:50:00",132932,0.164,2.816,"NAN","NAN","NAN","NAN",2.86
"2016-05-27 07:00:00",132933,0.165,2.821,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 07:10:00",132934,0.166,2.84,"NAN","NAN","NAN","NAN",2.86
"2016-05-27 07:20:00",132935,0.165,2.832,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 07:30:00",132936,0.164,2.815,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 07:40:00",132937,0.164,2.798,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 07:50:00",132938,0.163,2.789,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 08:00:00",132939,0.163,2.791,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 08:10:00",132940,0.163,2.792,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 08:20:00",132941,0.163,2.788,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 08:30:00",132942,0.163,2.789,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 08:40:00",132943,0.164,2.798,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 08:50:00",132944,0.163,2.788,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 09:00:00",132945,0.163,2.796,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 09:10:00",132946,0.164,2.799,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 09:20:00",132947,0.164,2.816,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 09:30:00",132948,0.164,2.813,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 09:40:00",132949,0.163,2.787,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 09:50:00",132950,0.163,2.782,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 10:00:00",132951,0.163,2.78,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 10:10:00",132952,0.163,2.779,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 10:20:00",132953,0.162,2.777,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 10:30:00",132954,0.162,2.773,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 10:40:00",132955,0.162,2.777,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 10:50:00",132956,0.163,2.78,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 11:00:00",132957,0.163,2.794,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 11:10:00",132958,0.163,2.795,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 11:20:00",132959,0.163,2.787,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 11:30:00",132960,0.162,2.775,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 11:40:00",132961,0.163,2.779,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 11:50:00",132962,0.162,2.776,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 12:00:00",132963,0.163,2.782,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 12:10:00",132964,0.162,2.775,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 12:20:00",132965,0.163,2.778,"NAN","NAN",2.787699,"NAN",2.855
"2016-05-27 12:30:00",132966,0.163,2.788,2.730827,2.679172,2.756677,0.06524608,2.855
"2016-05-27 12:40:00",132967,0.164,2.8,2.732595,2.694641,2.756607,0.06526916,2.855
"2016-05-27 12:50:00",132968,0.163,2.792,2.730475,2.694562,2.772051,0.06524148,2.855
"2016-05-27 13:00:00",132969,0.162,2.774,2.743375,2.694559,2.772051,0.06540996,2.855
"2016-05-27 13:10:00",132970,0.163,2.779,"NAN",2.709982,2.741008,"NAN",2.855
"2016-05-27 13:20:00",132971,0.163,2.78,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 13:30:00",132972,0.162,2.769,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 13:40:00",132973,0.162,2.767,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 13:50:00",132974,0.162,2.761,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 14:00:00",132975,0.162,2.776,"NAN","NAN","NAN","NAN",2.854
"2016-05-27 14:10:00",132976,0.163,2.794,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 14:20:00",132977,0.164,2.799,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 14:30:00",132978,0.163,2.795,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 14:40:00",132979,0.163,2.789,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 14:50:00",132980,0.163,2.787,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 15:00:00",132981,0.163,2.789,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 15:10:00",132982,0.163,2.787,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 15:20:00",132983,0.163,2.784,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 15:30:00",132984,0.163,2.797,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 15:40:00",132985,0.163,2.797,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 15:50:00",132986,0.163,2.79,"NAN","NAN","NAN","NAN",2.855
"2016-05-27 16:00:00",132987,0.163,2.792,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 16:10:00",132988,0.164,2.798,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 16:20:00",132989,0.163,2.794,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 16:30:00",132990,0.164,2.802,"NAN","NAN","NAN","NAN",2.856
"2016-05-27 16:40:00",132991,0.164,2.805,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 16:50:00",132992,0.164,2.808,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 17:00:00",132993,0.164,2.808,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 17:10:00",132994,0.164,2.809,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 17:20:00",132995,0.164,2.815,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 17:30:00",132996,0.165,2.82,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 17:40:00",132997,0.165,2.826,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 17:50:00",132998,0.165,2.82,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 18:00:00",132999,0.165,2.829,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 18:10:00",133000,0.165,2.835,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 18:20:00",133001,0.166,2.848,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 18:30:00",133002,0.167,2.859,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 18:40:00",133003,0.167,2.868,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 18:50:00",133004,0.167,2.862,"NAN","NAN",2.463788,"NAN",2.858
"2016-05-27 19:00:00",133005,0.166,2.855,2.415287,2.386428,2.4329,0.06112508,2.858
"2016-05-27 19:10:00",133006,0.166,2.849,2.406449,2.386522,2.433037,0.06100966,2.859
"2016-05-27 19:20:00",133007,0.166,2.847,"NAN",2.355746,2.386668,"NAN",2.859
"2016-05-27 19:30:00",133008,0.166,2.856,"NAN","NAN",2.355895,"NAN",2.858
"2016-05-27 19:40:00",133009,0.167,2.864,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 19:50:00",133010,0.167,2.868,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 20:00:00",133011,0.168,2.885,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 20:10:00",133012,0.168,2.893,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 20:20:00",133013,0.168,2.897,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 20:30:00",133014,0.17,2.92,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 20:40:00",133015,0.169,2.905,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 20:50:00",133016,0.169,2.903,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 21:00:00",133017,0.169,2.905,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 21:10:00",133018,0.168,2.896,"NAN","NAN","NAN","NAN",2.857
"2016-05-27 21:20:00",133019,0.168,2.897,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 21:30:00",133020,0.169,2.904,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 21:40:00",133021,0.169,2.915,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 21:50:00",133022,0.168,2.896,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 22:00:00",133023,0.168,2.886,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 22:10:00",133024,0.168,2.88,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 22:20:00",133025,0.168,2.894,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 22:30:00",133026,0.169,2.908,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 22:40:00",133027,0.169,2.905,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 22:50:00",133028,0.168,2.891,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 23:00:00",133029,0.167,2.872,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 23:10:00",133030,0.167,2.873,"NAN","NAN","NAN","NAN",2.859
"2016-05-27 23:20:00",133031,0.169,2.9,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 23:30:00",133032,0.169,2.913,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 23:40:00",133033,0.169,2.915,"NAN","NAN","NAN","NAN",2.858
"2016-05-27 23:50:00",133034,0.17,2.918,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 00:00:00",133035,0.17,2.923,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 00:10:00",133036,0.169,2.898,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 00:20:00",133037,0.168,2.896,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 00:30:00",133038,0.168,2.895,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 00:40:00",133039,0.168,2.89,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 00:50:00",133040,0.169,2.901,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 01:00:00",133041,0.169,2.908,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 01:10:00",133042,0.169,2.905,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 01:20:00",133043,0.168,2.895,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 01:30:00",133044,0.168,2.896,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 01:40:00",133045,0.17,2.919,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 01:50:00",133046,0.169,2.904,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 02:00:00",133047,0.169,2.915,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 02:10:00",133048,0.169,2.917,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 02:20:00",133049,0.169,2.916,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 02:30:00",133050,0.17,2.934,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 02:40:00",133051,0.171,2.946,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 02:50:00",133052,0.169,2.918,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 03:00:00",133053,0.17,2.924,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 03:10:00",133054,0.171,2.951,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 03:20:00",133055,0.172,2.96,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 03:30:00",133056,0.172,2.961,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 03:40:00",133057,0.172,2.965,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 03:50:00",133058,0.172,2.959,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 04:00:00",133059,0.171,2.957,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 04:10:00",133060,0.17,2.931,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 04:20:00",133061,0.173,2.984,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 04:30:00",133062,0.169,2.908,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 04:40:00",133063,0.169,2.91,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 04:50:00",133064,0.169,2.91,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 05:00:00",133065,0.169,2.915,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 05:10:00",133066,0.169,2.907,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 05:20:00",133067,0.169,2.908,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 05:30:00",133068,0.169,2.9,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 05:40:00",133069,0.169,2.901,"NAN","NAN","NAN","NAN",2.86
"2016-05-28 05:50:00",133070,0.169,2.899,"NAN","NAN","NAN","NAN",2.86
"2016-05-28 06:00:00",133071,0.167,2.865,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 06:10:00",133072,0.167,2.859,"NAN","NAN","NAN","NAN",2.86
"2016-05-28 06:20:00",133073,0.167,2.865,"NAN","NAN","NAN","NAN",2.86
"2016-05-28 06:30:00",133074,0.167,2.858,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 06:40:00",133075,0.166,2.843,"NAN","NAN","NAN","NAN",2.86
"2016-05-28 06:50:00",133076,0.165,2.835,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 07:00:00",133077,0.165,2.828,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 07:10:00",133078,0.166,2.843,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 07:20:00",133079,0.167,2.863,"NAN","NAN","NAN","NAN",2.859
"2016-05-28 07:30:00",133080,0.167,2.863,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 07:40:00",133081,0.167,2.871,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 07:50:00",133082,0.167,2.858,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 08:00:00",133083,0.166,2.843,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 08:10:00",133084,0.166,2.855,"NAN","NAN","NAN","NAN",2.858
"2016-05-28 08:20:00",133085,0.169,2.901,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 08:30:00",133086,0.166,2.851,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 08:40:00",133087,0.166,2.846,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 08:50:00",133088,0.166,2.849,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 09:00:00",133089,0.168,2.886,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 09:10:00",133090,0.168,2.894,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 09:20:00",133091,0.169,2.904,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 09:30:00",133092,0.168,2.887,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 09:40:00",133093,0.167,2.87,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 09:50:00",133094,0.167,2.868,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 10:00:00",133095,0.166,2.852,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 10:10:00",133096,0.166,2.851,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 10:20:00",133097,0.167,2.858,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 10:30:00",133098,0.167,2.86,"NAN","NAN",2.725718,"NAN",2.855
"2016-05-28 10:40:00",133099,0.166,2.845,2.652056,2.570683,2.694682,0.06421731,2.856
"2016-05-28 10:50:00",133100,0.166,2.852,2.648442,2.617189,2.679182,0.06417011,2.855
"2016-05-28 11:00:00",133101,0.165,2.835,2.649734,2.632684,2.663692,0.064187,2.855
"2016-05-28 11:10:00",133102,0.166,2.845,"NAN",2.648166,2.64817,"NAN",2.855
"2016-05-28 11:20:00",133103,0.165,2.836,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 11:30:00",133104,0.164,2.814,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 11:40:00",133105,0.17,2.921,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 11:50:00",133106,0.166,2.841,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 12:00:00",133107,0.164,2.805,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 12:10:00",133108,0.164,2.81,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 12:20:00",133109,0.164,2.803,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 12:30:00",133110,0.163,2.793,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 12:40:00",133111,0.165,2.82,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 12:50:00",133112,0.165,2.827,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 13:00:00",133113,0.165,2.819,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 13:10:00",133114,0.164,2.808,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 13:20:00",133115,0.164,2.812,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 13:30:00",133116,0.165,2.819,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 13:40:00",133117,0.164,2.809,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 13:50:00",133118,0.164,2.803,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 14:00:00",133119,0.164,2.799,"NAN","NAN","NAN","NAN",2.854
"2016-05-28 14:10:00",133120,0.164,2.799,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 14:20:00",133121,0.163,2.79,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 14:30:00",133122,0.163,2.789,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 14:40:00",133123,0.195,3.439,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 14:50:00",133124,0.161,2.756,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 15:00:00",133125,0.16,2.732,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 15:10:00",133126,0.16,2.732,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 15:20:00",133127,0.161,2.747,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 15:30:00",133128,0.161,2.752,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 15:40:00",133129,0.161,2.748,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 15:50:00",133130,0.161,2.751,"NAN","NAN","NAN","NAN",2.855
"2016-05-28 16:00:00",133131,0.164,2.811,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 16:10:00",133132,0.162,2.773,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 16:20:00",133133,0.163,2.785,"NAN","NAN","NAN","NAN",2.856
"2016-05-28 16:30:00",133134,0.164,2.804,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 16:40:00",133135,0.165,2.82,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 16:50:00",133136,0.164,2.81,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 17:00:00",133137,0.163,2.792,"NAN","NAN","NAN","NAN",2.857
"2016-05-28 17:10:00",133138,0.164,2.802,"NAN","NAN","NAN","NAN",2.857
