"TOA5","Sagehen Creek","CR1000,"9999","CR1000.Std.30.01","CPU:DRI_WRCC_webscrape.cr1","49999","sagh"
"TIMESTAMP","RECORD","Mean_Wind_Speed","Mean_Wind_Speed_flag","Mean_Wind_Direction","Mean_Wind_Direction_flag","Std_Dev_of_Wind_Direction","Std_Dev_of_Wind_Direction_flag","Max_Wind_Gust","Max_Wind_Gust_flag","Avg_Air_Temp","Avg_Air_Temp_flag","Max_Air_Temp","Max_Air_Temp_flag","Min_Air_Temp","Min_Air_Temp_flag","Avg_Relative_Humidity","Avg_Relative_Humidity_flag","Max_Relative_Humidity","Max_Relative_Humidity_flag","Min_Relative_Humidity","Min_Relative_Humidity_flag","Barometric_Pressure","Barometric_Pressure_flag","Misc_Number_1","Misc_Number_1_flag","Misc_Number_2","Misc_Number_2_flag","Solar_Radiation","Solar_Radiation_flag","Precipitation","Precipitation_flag","Battery_Voltage","Battery_Voltage_flag","Max_Battery_Voltage","Max_Battery_Voltage_flag","Min_Battery_Voltage","Min_Battery_Voltage_flag","Max_Snow_Depth_Inches","Max_Snow_Depth_Inches_flag","Min_Snow_Depth_Inches","Min_Snow_Depth_Inches_flag","Snow_Depth","Snow_Depth_flag","Std_dev_Snow_Depth_Inches","Std_dev_Snow_Depth_Inches_flag","Station_ID_Number","Station_ID_Number_flag"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","m/s","text","Deg","text","Deg","text","m/s","text","Deg C","text","Deg C","text","Deg C","text","%","text","%","text","%","text","mbar","text","Unk","text","Unk","text","W/m2","text","mm","text","volts","text","volts","text","volts","text","mm","text","mm","text","mm","text","","text","","text"
"2001-09-19 10:40:00",99,0.407,0,183.3,0,30.5,0,1.196,0,23.17,0,23.59,0,22.66,0,25.54,0,28.88,0,23.86,0,1032,0,-9999,M,-9999,M,389,0,0,0,13.38,0,13.39,0,13.36,0,2103,0,708.7,0,1305,0,13.16,0,0,0
"2001-09-19 10:50:00",99,0.908,0,180.3,0,37.77,0,1.862,0,22.98,0,23.25,0,22.68,0,23.86,0,25.77,0,22.27,0,1032,0,-9999,M,-9999,M,83,0,0,0,13.37,0,13.37,0,13.36,0,2918,0,1217,0,2390,0,27.54,0,0,0
"2001-09-19 11:00:00",99,0.766,0,191.3,0,43.61,0,1.862,0,23.22,0,23.64,0,22.82,0,23.44,0,26.17,0,20.35,0,1032,0,-9999,M,-9999,M,65,0,0,0,13.37,0,13.38,0,13.36,0,2918,0,2908,0,2911,0,0.129,0,0,0
"2001-09-19 11:10:00",99,0.886,0,124.3,0,39.66,0,2.136,0,23.17,0,23.46,0,22.87,0,22.15,0,24.52,0,20.29,0,1032,0,-9999,M,-9999,M,65,0,0,0,13.38,0,13.38,0,13.37,0,2918,0,2908,0,2911,0,0.146,0,0,0
"2001-09-19 11:20:00",99,0.612,0,124.4,0,84.7,0,1.744,0,23.38,0,24,0,22.97,0,21.65,0,24.38,0,19.96,0,1032,0,-9999,M,-9999,M,63,0,0,0,13.38,0,13.38,0,13.37,0,2918,0,2903,0,2911,0,0.146,0,0,0
"2001-09-19 11:30:00",99,0.927,0,64.38,0,65.85,0,2.881,0,24.09,0,24.5,0,23.58,0,20.29,0,22.93,0,19.1,0,1032,0,-9999,M,-9999,M,57,0,0,0,13.37,0,13.38,0,13.36,0,2916,0,2906,0,2908,0,0.131,0,0,0
"2001-09-19 11:40:00",99,0.669,0,288.3,0,87.9,0,1.862,0,24.17,0,24.6,0,23.86,0,21.31,0,25.57,0,18.7,0,1032,0,-9999,M,-9999,M,71,0,0,0,13.37,0,13.37,0,13.36,0,2916,0,2898,0,2911,0,0.166,0,0,0
"2001-09-19 11:50:00",99,0.669,0,118.5,0,75.9,0,1.784,0,24.39,0,24.67,0,23.91,0,19.53,0,23.26,0,17.51,0,1032,0,-9999,M,-9999,M,75,0,0,0,13.35,0,13.36,0,13.34,0,2913,0,2898,0,2911,0,0.154,0,0,0
"2001-09-19 12:00:00",99,0.607,0,181.7,0,68.35,0,1.94,0,24.71,0,25.22,0,24.32,0,19.84,0,25.77,0,17.18,0,1032,0,-9999,M,-9999,M,123,0,0,0,13.32,0,13.35,0,13.31,0,2916,0,2908,0,2913,0,0.091,0,0,0
"2001-09-19 12:10:00",99,0.693,0,238.5,0,45.25,0,2.156,0,25.27,0,25.58,0,24.89,0,17,0,21.41,0,14.74,0,1033,0,-9999,M,-9999,M,572,0,0,0,13.29,0,13.31,0,13.28,0,2918,0,2908,0,2913,0,0.094,0,0,0
"2001-09-19 12:20:00",99,0.992,0,221,0,44.49,0,2.372,0,25.18,0,25.51,0,24.96,0,16.7,0,19.96,0,14.67,0,1033,0,-9999,M,-9999,M,876,0,0,0,13.27,0,13.28,0,13.25,0,2918,0,2911,0,2913,0,0.109,0,0,0
"2001-09-19 12:30:00",99,1.172,0,245,0,46.85,0,2.94,0,25.2,0,25.54,0,24.89,0,16.18,0,18.37,0,14.67,0,1034,0,-9999,M,-9999,M,874,0,0,0,13.25,0,13.26,0,13.24,0,2918,0,2906,0,2913,0,0.137,0,0,0
"2001-09-19 12:40:00",99,1.007,0,260.4,0,52.77,0,2.94,0,25.44,0,25.66,0,25.23,0,15.61,0,17.78,0,14.21,0,1034,0,-9999,M,-9999,M,862,0,0,0,13.24,0,13.25,0,13.23,0,2921,0,2901,0,2913,0,0.238,0,0,0
"2001-09-19 12:50:00",99,0.704,0,251.1,0,56.07,0,2.215,0,25.35,0,25.67,0,24.97,0,15.75,0,18.44,0,14.21,0,1034,0,-9999,M,-9999,M,853,0,0,0,13.23,0,13.23,0,13.22,0,2924,0,2903,0,2913,0,0.235,0,0,0
"2001-09-19 13:00:00",99,0.867,0,233.1,0,49.45,0,2.195,0,25.68,0,25.96,0,25.47,0,15.61,0,17.51,0,13.94,0,1034,0,-9999,M,-9999,M,840,0,0,0,13.22,0,13.23,0,13.21,0,2924,0,2911,0,2913,0,0.13,0,0,0
"2001-09-19 13:10:00",99,0.896,0,292.8,0,72.6,0,2.156,0,25.64,0,25.92,0,25.36,0,14.87,0,16.98,0,13.61,0,1035,0,-9999,M,-9999,M,826,0,0,0,13.21,0,13.21,0,13.2,0,2924,0,2911,0,2918,0,0.184,0,0,0
"2001-09-19 13:20:00",99,0.578,0,231.5,0,64.13,0,1.98,0,25.97,0,26.17,0,25.6,0,15.49,0,20.35,0,13.81,0,1034,0,-9999,M,-9999,M,803,0,0,0,13.2,0,13.21,0,13.19,0,2924,0,2911,0,2916,0,0.132,0,0,0
"2001-09-19 13:30:00",99,0.904,0,261.6,0,48.66,0,2.117,0,26.13,0,26.27,0,25.88,0,15.45,0,17.84,0,13.94,0,1035,0,-9999,M,-9999,M,790,0,0,0,13.19,0,13.2,0,13.19,0,2921,0,2913,0,2918,0,0.117,0,0,0
"2001-09-19 13:40:00",99,0.752,0,212.9,0,48.78,0,1.901,0,26.11,0,26.58,0,25.79,0,15.64,0,18.04,0,13.88,0,1035,0,-9999,M,-9999,M,770,0,0,0,13.19,0,13.19,0,13.18,0,2921,0,2911,0,2916,0,0.118,0,0,0
"2001-09-19 13:50:00",99,0.854,0,237.9,0,61.76,0,2.47,0,26.21,0,26.53,0,25.85,0,15.61,0,17.97,0,14.47,0,1035,0,-9999,M,-9999,M,749,0,0,0,13.18,0,13.19,0,13.17,0,2924,0,2918,0,2921,0,0.063,0,0,0
"2001-09-19 14:00:00",99,1.067,0,213.4,0,86.5,0,3.018,0,25.27,0,25.81,0,24.91,0,15.78,0,17.91,0,14.67,0,1035,0,-9999,M,-9999,M,729,0,0,0,13.18,0,13.19,0,13.17,0,2921,0,2913,0,2916,0,0.11,0,0,0
"2001-09-19 14:10:00",99,1.005,0,268.2,0,61.7,0,3.234,0,25.47,0,25.8,0,25.13,0,15.83,0,18.1,0,14.54,0,1034,0,-9999,M,-9999,M,707,0,0,0,13.19,0,13.19,0,13.18,0,2921,0,2908,0,2916,0,0.126,0,0,0
"2001-09-19 14:20:00",99,1.097,0,228.4,0,85.1,0,2.45,0,25.53,0,25.91,0,25.22,0,16.09,0,18.57,0,15,0,1034,0,-9999,M,-9999,M,681,0,0,0,13.19,0,13.19,0,13.18,0,2924,0,2911,0,2918,0,0.17,0,0,0
"2001-09-19 14:30:00",99,0.952,0,251.1,0,68.84,0,2.626,0,25.71,0,26.04,0,25.21,0,16.5,0,17.84,0,15.07,0,1034,0,-9999,M,-9999,M,657,0,0,0,13.18,0,13.19,0,13.17,0,2924,0,2916,0,2918,0,0.099,0,0,0
"2001-09-19 14:40:00",99,0.76,0,250.7,0,56.33,0,1.744,0,25.35,0,25.55,0,25.14,0,16.64,0,19.89,0,15.26,0,1034,0,-9999,M,-9999,M,630,0,0,0,13.18,0,13.19,0,13.17,0,2921,0,2916,0,2918,0,0.078,0,0,0
"2001-09-19 14:50:00",99,0.831,0,223,0,49.43,0,2.313,0,25.59,0,25.88,0,25.24,0,16.28,0,19.36,0,14.8,0,1034,0,-9999,M,-9999,M,602,0,0,0,13.18,0,13.18,0,13.17,0,2924,0,2916,0,2918,0,0.098,0,0,0
"2001-09-19 15:00:00",99,1.088,0,259.7,0,25.53,0,2.705,0,25.4,0,25.72,0,24.93,0,17.03,0,18.7,0,15.92,0,1034,0,-9999,M,-9999,M,573,0,0,0,13.18,0,13.18,0,13.17,0,2921,0,2916,0,2918,0,0.047,0,0,0
"2001-09-19 15:10:00",99,0.776,0,261.7,0,46.47,0,1.96,0,25.18,0,25.51,0,24.88,0,17.25,0,20.42,0,15.79,0,1034,0,-9999,M,-9999,M,542,0,0,0,13.18,0,13.19,0,13.17,0,2921,0,2913,0,2918,0,0.084,0,0,0
"2001-09-19 15:20:00",99,0.798,0,255.3,0,61.63,0,2.45,0,24.36,0,25.05,0,24.04,0,18.17,0,20.35,0,16.26,0,1034,0,-9999,M,-9999,M,455,0,0,0,13.19,0,13.2,0,13.18,0,2918,0,2911,0,2916,0,0.086,0,0,0
"2001-09-19 15:30:00",99,0.749,0,258.3,0,50.98,0,1.921,0,24.02,0,24.28,0,23.78,0,19.07,0,22.67,0,17.58,0,1033,0,-9999,M,-9999,M,129,0,0,0,13.21,0,13.21,0,13.19,0,2916,0,2911,0,2913,0,0.082,0,0,0
"2001-09-19 15:40:00",99,0.516,0,215.9,0,71.5,0,1.627,0,23.91,0,24.08,0,23.7,0,19.71,0,22.66,0,18.11,0,1033,0,-9999,M,-9999,M,87,0,0,0,13.22,0,13.23,0,13.21,0,2921,0,2911,0,2913,0,0.086,0,0,0
"2001-09-19 15:50:00",99,0.97,0,243.2,0,45.29,0,2.195,0,23.83,0,24.02,0,23.54,0,20.42,0,24.52,0,18.7,0,1032,0,-9999,M,-9999,M,84,0,0,0,13.24,0,13.25,0,13.23,0,2916,0,2913,0,2916,0,0.057,0,0,0
"2001-09-19 16:00:00",99,0.978,0,264.7,0,35.5,0,2.391,0,23.59,0,23.7,0,23.48,0,20.29,0,22.53,0,18.83,0,1032,0,-9999,M,-9999,M,207,0,0,0,13.25,0,13.25,0,13.24,0,2918,0,2913,0,2916,0,0.065,0,0,0
"2001-09-19 16:10:00",99,0.828,0,234.7,0,45.9,0,2.097,0,23.25,0,23.51,0,23.02,0,21.64,0,24.78,0,19.96,0,1032,0,-9999,M,-9999,M,124,0,0,0,13.26,0,13.27,0,13.25,0,2916,0,2913,0,2916,0,0.038,0,0,0
"2001-09-19 16:20:00",99,1.024,0,252.9,0,29.14,0,2.313,0,22.82,0,23.1,0,22.56,0,22.42,0,24.32,0,20.42,0,1032,0,-9999,M,-9999,M,49,0,0,0,13.28,0,13.29,0,13.27,0,2916,0,2913,0,2913,0,0.03,0,0,0
"2001-09-19 16:30:00",99,0.715,0,245.8,0,45.52,0,1.686,0,22.45,0,22.59,0,22.28,0,23.43,0,25.57,0,22.01,0,1031,0,-9999,M,-9999,M,41,0,0,0,13.3,0,13.31,0,13.29,0,2916,0,2911,0,2913,0,0.062,0,0,0
"2001-09-19 16:40:00",99,1.026,0,262.9,0,29.36,0,2.156,0,22.14,0,22.4,0,21.9,0,24.23,0,25.77,0,23.06,0,1031,0,-9999,M,-9999,M,40,0,0,0,13.31,0,13.32,0,13.3,0,2916,0,2911,0,2913,0,0.049,0,0,0
"2001-09-19 16:50:00",99,0.873,0,261,0,28.98,0,2.293,0,22.14,0,22.33,0,21.96,0,24.24,0,25.11,0,23.53,0,1031,0,-9999,M,-9999,M,63,0,0,0,13.32,0,13.33,0,13.31,0,2918,0,2913,0,2916,0,0.064,0,0,0
"2001-09-19 17:00:00",99,0.974,0,260,0,29.37,0,2.489,0,21.73,0,22.3,0,21.21,0,25.7,0,27.09,0,24.12,0,1031,0,-9999,M,-9999,M,69,0,0,0,13.34,0,13.35,0,13.33,0,2918,0,2911,0,2913,0,0.07,0,0,0
"2001-09-19 17:10:00",99,0.997,0,266.7,0,33.71,0,1.96,0,21.07,0,21.39,0,20.87,0,27,0,27.75,0,26.37,0,1031,0,-9999,M,-9999,M,24,0,0,0,13.35,0,13.36,0,13.34,0,2913,0,2911,0,2911,0,0.024,0,0,0
"2001-09-19 17:20:00",99,0.611,0,250.4,0,23.11,0,1.294,0,20.63,0,21.06,0,20.08,0,29.02,0,30.73,0,27.29,0,1030,0,-9999,M,-9999,M,21,0,0,0,13.36,0,13.37,0,13.35,0,2918,0,2913,0,2913,0,0.058,0,0,0
"2001-09-19 17:30:00",99,0.518,0,249.5,0,16.98,0,1.117,0,19.7,0,20.17,0,19.3,0,31.17,0,32.12,0,29.47,0,1030,0,-9999,M,-9999,M,15,0,0,0,13.38,0,13.39,0,13.37,0,2916,0,2911,0,2913,0,0.055,0,0,0
"2001-09-19 17:40:00",99,0.243,0,269.7,0,15.74,0,0.862,0,19.15,0,19.56,0,18.67,0,32.45,0,33.77,0,31.26,0,1030,0,-9999,M,-9999,M,9,0,0,0,13.39,0,13.4,0,13.38,0,2913,0,2911,0,2911,0,0.044,0,0,0
"2001-09-19 17:50:00",99,0.081,0,272.4,0,0.12,0,0.666,0,18.6,0,18.99,0,18.16,0,33.29,0,35.62,0,32.38,0,1030,0,-9999,M,-9999,M,6,0,0,0,13.41,0,13.42,0,13.4,0,2918,0,2911,0,2913,0,0.113,0,0,0
"2001-09-19 18:00:00",99,0.021,0,272.1,0,0,0,0.412,0,17.84,0,18.44,0,17.29,0,36.8,0,38.13,0,35.62,0,1030,0,-9999,M,-9999,M,3,0,0,0,13.43,0,13.44,0,13.42,0,2921,0,2911,0,2916,0,0.133,0,0,0
"2001-09-19 18:10:00",99,0.147,0,154.2,0,94.8,0,1,0,16.73,0,17.64,0,15.82,0,41.55,0,44.41,0,37.6,0,1029,0,-9999,M,-9999,M,0,0,0,0,13.45,0,13.46,0,13.43,0,2921,0,2908,0,2918,0,0.133,0,0,0
"2001-09-19 18:20:00",99,0.319,0,82.3,0,96.5,0,0.882,0,15.74,0,16.19,0,14.95,0,42.69,0,46.26,0,38.86,0,1029,0,-9999,M,-9999,M,0,0,0,0,13.47,0,13.48,0,13.46,0,2921,0,2903,0,2913,0,0.23,0,0,0
"2001-09-19 18:30:00",99,0.113,0,74.6,0,85.2,0,0.529,0,14.83,0,15.16,0,14.35,0,45.27,0,46.19,0,43.55,0,1029,0,-9999,M,-9999,M,0,0,0,0,13.49,0,13.5,0,13.47,0,2921,0,2906,0,2913,0,0.164,0,0,0
"2001-09-19 18:40:00",99,0.079,0,191.5,0,33.56,0,0.549,0,14.12,0,14.75,0,13.51,0,47.59,0,48.9,0,45.66,0,1029,0,-9999,M,-9999,M,0,0,0,0,13.51,0,13.52,0,13.5,0,2918,0,2911,0,2913,0,0.094,0,0,0
"2001-09-19 18:50:00",99,0.128,0,329.6,0,62.82,0,0.902,0,13.41,0,13.77,0,13.1,0,48.27,0,49.3,0,46.26,0,1029,0,-9999,M,-9999,M,0,0,0,0,13.53,0,13.54,0,13.52,0,2916,0,2903,0,2911,0,0.164,0,0,0
"2001-09-19 19:00:00",99,0.158,0,232,0,47.53,0,0.745,0,13.15,0,13.8,0,12.62,0,49.58,0,51.74,0,47.45,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.55,0,13.56,0,13.54,0,2918,0,2908,0,2913,0,0.125,0,0,0
"2001-09-19 19:10:00",99,0.087,0,216.6,0,11.79,0,0.627,0,12.4,0,12.93,0,12.05,0,50.98,0,52.08,0,49.89,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.56,0,13.58,0,13.56,0,2916,0,2908,0,2911,0,0.093,0,0,0
"2001-09-19 19:20:00",99,0.046,0,208.2,0,0.629,0,0.274,0,11.88,0,12.2,0,11.59,0,51.07,0,51.75,0,50.43,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.58,0,13.6,0,13.57,0,2913,0,2906,0,2911,0,0.086,0,0,0
"2001-09-19 19:30:00",99,0.036,0,216.6,0,0.496,0,0.353,0,11.53,0,11.85,0,11.16,0,51.5,0,52.21,0,50.96,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.6,0,13.62,0,13.59,0,2916,0,2906,0,2913,0,0.098,0,0,0
"2001-09-19 19:40:00",99,0,0,0,0,0,0,0,0,10.99,0,11.27,0,10.66,0,52.56,0,53.34,0,51.75,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.62,0,13.64,0,13.61,0,2913,0,2908,0,2911,0,0.055,0,0,0
"2001-09-19 19:50:00",99,0.033,0,216.7,0,0.5,0,0.372,0,10.55,0,10.89,0,10.28,0,53.67,0,55.92,0,52.68,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.64,0,13.64,0,13.63,0,2913,0,2911,0,2911,0,0.05,0,0,0
"2001-09-19 20:00:00",99,0,0,0,0,0,0,0,0,10.08,0,10.28,0,9.93,0,55.33,0,56.12,0,54.6,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.65,0,13.66,0,13.64,0,2911,0,2908,0,2911,0,0.046,0,0,0
"2001-09-19 20:10:00",99,0,0,0,0,0,0,0,0,9.79,0,10.05,0,9.53,0,55.75,0,57.38,0,54.93,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.67,0,13.67,0,13.65,0,2911,0,2911,0,2911,0,0.023,0,0,0
"2001-09-19 20:20:00",99,0.03,0,216.7,0,0.498,0,0.392,0,9.33,0,9.58,0,9.08,0,56.55,0,57.38,0,55.92,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.68,0,13.69,0,13.67,0,2911,0,2908,0,2911,0,0.045,0,0,0
"2001-09-19 20:30:00",99,0.031,0,219.2,0,2.841,0,0.372,0,9.1,0,9.24,0,8.92,0,56.13,0,56.78,0,55.59,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.69,0,13.7,0,13.69,0,2913,0,2908,0,2911,0,0.061,0,0,0
"2001-09-19 20:40:00",99,0.01,0,222,0,0.504,0,0.176,0,8.76,0,9.17,0,8.37,0,58.6,0,60.09,0,56.59,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.71,0,13.72,0,13.69,0,2913,0,2908,0,2911,0,0.051,0,0,0
"2001-09-19 20:50:00",99,0,0,0,0,0,0,0,0,8.33,0,8.6,0,8.02,0,58.74,0,59.43,0,58.3,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.72,0,13.73,0,13.71,0,2911,0,2906,0,2908,0,0.047,0,0,0
"2001-09-19 21:00:00",99,0.151,0,223,0,0.623,0,0.588,0,8.14,0,8.39,0,7.83,0,58.61,0,60.55,0,57.84,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.74,0,13.75,0,13.73,0,2911,0,2908,0,2911,0,0.038,0,0,0
"2001-09-19 21:10:00",99,0.054,0,228.2,0,5.69,0,0.314,0,7.76,0,8.18,0,7.4,0,59.79,0,61.48,0,58.77,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.75,0,13.75,0,13.74,0,2911,0,2906,0,2908,0,0.039,0,0,0
"2001-09-19 21:20:00",99,0.012,0,235.5,0,0.491,0,0.157,0,7.45,0,7.7,0,7.16,0,59.61,0,60.29,0,58.97,0,1028,0,-9999,M,-9999,M,0,0,0,0,13.76,0,13.77,0,13.75,0,2911,0,2908,0,2908,0,0.037,0,0,0
"2001-09-19 21:30:00",99,0.18,0,237,0,0.859,0,0.412,0,7.2,0,7.49,0,6.798,0,60.53,0,62.27,0,59.23,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.77,0,13.77,0,13.76,0,2911,0,2908,0,2908,0,0.04,0,0,0
"2001-09-19 21:40:00",99,0.117,0,259.5,0,12.33,0,0.608,0,6.783,0,7.09,0,6.513,0,61.49,0,62.67,0,60.16,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.78,0,13.79,0,13.77,0,2908,0,2903,0,2906,0,0.052,0,0,0
"2001-09-19 21:50:00",99,0.204,0,259,0,5.157,0,0.568,0,6.791,0,7.08,0,6.485,0,61.7,0,63.14,0,60.36,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.78,0,13.79,0,13.78,0,2911,0,2906,0,2908,0,0.05,0,0,0
"2001-09-19 22:00:00",99,0.159,0,247.9,0,0.593,0,0.451,0,6.562,0,6.923,0,6.191,0,62.2,0,63.87,0,60.76,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.79,0,13.8,0,13.79,0,2911,0,2906,0,2908,0,0.071,0,0,0
"2001-09-19 22:10:00",99,0.137,0,248.2,0,0.487,0,0.353,0,6.328,0,6.771,0,5.983,0,62.49,0,63.8,0,61.42,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.8,0,13.81,0,13.8,0,2908,0,2906,0,2908,0,0.033,0,0,0
"2001-09-19 22:20:00",99,0.142,0,248.1,0,0.828,0,0.588,0,6.039,0,6.409,0,5.677,0,62.47,0,64.13,0,61.75,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.81,0,13.82,0,13.8,0,2908,0,2906,0,2908,0,0.045,0,0,0
"2001-09-19 22:30:00",99,0.302,0,249.6,0,2.457,0,0.588,0,5.9,0,6.151,0,5.686,0,62.25,0,62.94,0,61.69,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.82,0,13.83,0,13.81,0,2908,0,2906,0,2908,0,0.03,0,0,0
"2001-09-19 22:40:00",99,0.129,0,253.9,0,0.688,0,0.47,0,5.685,0,6.045,0,5.334,0,64.1,0,65.98,0,61.82,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.83,0,13.84,0,13.82,0,2911,0,2906,0,2908,0,0.038,0,0,0
"2001-09-19 22:50:00",99,0.2,0,254.3,0,0.399,0,0.529,0,5.488,0,5.741,0,5.23,0,63.62,0,64.46,0,62.68,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.84,0,13.84,0,13.83,0,2908,0,2906,0,2908,0,0.051,0,0,0
"2001-09-19 23:00:00",99,0.07,0,254.2,0,0.386,0,0.333,0,5.272,0,5.675,0,4.976,0,64.66,0,66.18,0,63.21,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.85,0,13.85,0,13.84,0,2908,0,2906,0,2908,0,0.028,0,0,0
"2001-09-19 23:10:00",99,0.276,0,254.4,0,0.392,0,0.47,0,5.218,0,5.514,0,4.975,0,63.74,0,64.93,0,63.34,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.85,0,13.86,0,13.85,0,2908,0,2906,0,2906,0,0.041,0,0,0
"2001-09-19 23:20:00",99,0.269,0,255.3,0,0.667,0,0.51,0,5.146,0,5.524,0,4.796,0,64.2,0,65.59,0,63.27,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.86,0,13.86,0,13.85,0,2908,0,2906,0,2908,0,0.044,0,0,0
"2001-09-19 23:30:00",99,0.188,0,255.3,0,1.184,0,0.549,0,4.845,0,5.231,0,4.447,0,65.97,0,67.31,0,64.53,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.86,0,13.87,0,13.86,0,2911,0,2906,0,2908,0,0.036,0,0,0
"2001-09-19 23:40:00",99,0.061,0,255.9,0,0.788,0,0.372,0,4.59,0,4.89,0,4.343,0,66.96,0,67.84,0,66.38,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.87,0,13.88,0,13.86,0,2908,0,2903,0,2906,0,0.038,0,0,0
"2001-09-19 23:50:00",99,0.144,0,255.8,0,0.539,0,0.412,0,4.592,0,4.9,0,4.305,0,66.51,0,67.11,0,66.05,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.88,0,13.88,0,13.87,0,2908,0,2906,0,2908,0,0.05,0,0,0
"2001-09-20 00:00:00",99,0.272,0,255.6,0,0.4,0,0.451,0,4.546,0,4.796,0,4.267,0,67,0,67.45,0,66.52,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.88,0,13.89,0,13.88,0,2908,0,2906,0,2906,0,0.036,0,0,0
"2001-09-20 00:10:00",99,0.11,0,255.8,0,0.384,0,0.431,0,4.341,0,4.692,0,3.956,0,67.64,0,68.44,0,66.59,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.89,0,13.9,0,13.88,0,2908,0,2906,0,2908,0,0.048,0,0,0
"2001-09-20 00:20:00",99,0.256,0,257.5,0,0.96,0,0.412,0,4.123,0,4.361,0,3.928,0,68.68,0,69.44,0,67.71,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.9,0,13.9,0,13.89,0,2908,0,2906,0,2908,0,0.031,0,0,0
"2001-09-20 00:30:00",99,0.335,0,257.8,0,0.347,0,0.608,0,4.109,0,4.267,0,3.909,0,69.21,0,69.7,0,68.91,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.9,0,13.91,0,13.9,0,2906,0,2906,0,2906,0,0.023,0,0,0
"2001-09-20 00:40:00",99,0.035,0,257.5,0,0.334,0,0.392,0,4.006,0,4.314,0,3.749,0,69.4,0,70.1,0,68.97,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.91,0,13.92,0,13.9,0,2908,0,2906,0,2908,0,0.033,0,0,0
"2001-09-20 00:50:00",99,0.188,0,257.5,0,0.343,0,0.314,0,3.825,0,4.022,0,3.504,0,70.3,0,71.1,0,69.77,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.91,0,13.92,0,13.9,0,2908,0,2906,0,2908,0,0.024,0,0,0
"2001-09-20 01:00:00",99,0.302,0,257.8,0,0.372,0,0.529,0,3.63,0,3.955,0,3.447,0,71.1,0,71.6,0,70.5,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.92,0,13.92,0,13.91,0,2908,0,2906,0,2906,0,0.018,0,0,0
"2001-09-20 01:10:00",99,0.304,0,257.8,0,0.388,0,0.529,0,3.497,0,3.645,0,3.26,0,71.8,0,72.3,0,71.1,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.92,0,13.92,0,13.91,0,2908,0,2906,0,2906,0,0.036,0,0,0
"2001-09-20 01:20:00",99,0.093,0,257.4,0,0.331,0,0.333,0,3.28,0,3.551,0,3.042,0,73,0,74.3,0,72.1,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.92,0,13.93,0,13.91,0,2908,0,2906,0,2906,0,0.051,0,0,0
"2001-09-20 01:30:00",99,0.105,0,257.4,0,0.35,0,0.353,0,3.191,0,3.371,0,2.957,0,73.3,0,74.1,0,72.7,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.93,0,13.93,0,13.92,0,2908,0,2903,0,2906,0,0.029,0,0,0
"2001-09-20 01:40:00",99,0.38,0,258.8,0,0.366,0,0.647,0,3.261,0,3.445,0,2.985,0,73.2,0,74.3,0,72.6,0,1027,0,-9999,M,-9999,M,0,0,0,0,13.93,0,13.93,0,13.93,0,2908,0,2903,0,2906,0,0.034,0,0,0
