"TOA5","Sagehen Creek","CR1000,"9999","CR1000.Std.30.01","CPU:DRI_WRCC_webscrape.cr1","49999","sagh"
"TIMESTAMP","RECORD","Mean_Wind_Speed","Mean_Wind_Speed_flag","Mean_Wind_Direction","Mean_Wind_Direction_flag","Std_Dev_of_Wind_Direction","Std_Dev_of_Wind_Direction_flag","Max_Wind_Gust","Max_Wind_Gust_flag","Avg_Air_Temp","Avg_Air_Temp_flag","Max_Air_Temp","Max_Air_Temp_flag","Min_Air_Temp","Min_Air_Temp_flag","Avg_Relative_Humidity","Avg_Relative_Humidity_flag","Max_Relative_Humidity","Max_Relative_Humidity_flag","Min_Relative_Humidity","Min_Relative_Humidity_flag","Barometric_Pressure","Barometric_Pressure_flag","Misc_Number_1","Misc_Number_1_flag","Misc_Number_2","Misc_Number_2_flag","Solar_Radiation","Solar_Radiation_flag","Precipitation","Precipitation_flag","Snow_Depth_Milimeters_Number_1","Snow_Depth_Milimeters_Number_1_flag","Station_ID_Number","Station_ID_Number_flag"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","m/s","text","Deg","text","Deg","text","m/s","text","Deg C","text","Deg C","text","Deg C","text","%","text","%","text","%","text","mbar","text","Unk","text","Unk","text","W/m2","text","mm","text","mm","text","","text"
"2000-07-01 00:00:00",99,0.074,0,234.5,0,23.68,0,-9999,M,3.407,0,3.406,E,3.406,E,115.2,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-01 01:00:00",99,0.105,0,252.9,0,18.29,0,-9999,M,1.759,0,1.76,E,1.76,E,115.3,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-01 02:00:00",99,0.257,0,262.1,0,22.04,0,-9999,M,0.772,0,0.7715,E,0.7715,E,115.4,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-01 03:00:00",99,0.226,0,254.2,0,77.9,0,-9999,M,-0.000999,0,-0.001952,E,-0.001952,E,115.4,0,-9999,M,-9999,M,1023,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-01 04:00:00",99,0.484,0,269,0,80.2,0,-9999,M,0.011,0,0.01172,E,0.01172,E,115.4,0,-9999,M,-9999,M,1023,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-01 05:00:00",99,0.377,0,46.94,0,88,0,-9999,M,1.679,0,1.68,E,1.68,E,115.3,0,-9999,M,-9999,M,1023,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-01 06:00:00",99,0.372,0,290,0,50.61,0,-9999,M,6.616,0,6.615,E,6.615,E,114.9,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,4,0,0,0,0.039,0,0,0
"2000-07-01 07:00:00",99,1.074,0,282.8,0,49.21,0,-9999,M,13.77,0,13.77,E,13.77,E,114.3,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,55,0,0,0,0.039,0,0,0
"2000-07-01 08:00:00",99,1.546,0,264.4,0,34.23,0,-9999,M,16.21,0,16.21,E,16.21,E,113.7,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,300,0,0,0,0.039,0,0,0
"2000-07-01 09:00:00",99,0.868,0,223.2,0,75.4,0,-9999,M,18.28,0,18.28,E,18.28,E,113.2,0,-9999,M,-9999,M,1028,0,-9999,M,-9999,M,577,0,0,0,0.039,0,0,0
"2000-07-01 10:00:00",99,0.945,0,234.4,0,78.4,0,-9999,M,19.73,0,19.73,E,19.73,E,113,0,-9999,M,-9999,M,1029,0,-9999,M,-9999,M,763,0,0,0,0.039,0,0,0
"2000-07-01 11:00:00",99,1.61,0,255.1,0,50.07,0,-9999,M,19.86,0,19.86,E,19.86,E,113.2,0,-9999,M,-9999,M,1030,0,-9999,M,-9999,M,912,0,0,0,0.039,0,0,0
"2000-07-01 12:00:00",99,1.499,0,254.6,0,61.28,0,-9999,M,20.24,0,20.24,E,20.24,E,113.3,0,-9999,M,-9999,M,1031,0,-9999,M,-9999,M,1013,0,0,0,0.039,0,0,0
"2000-07-01 13:00:00",99,1.546,0,264.3,0,58.07,0,-9999,M,20.4,0,20.4,E,20.4,E,113.3,0,-9999,M,-9999,M,1031,0,-9999,M,-9999,M,1055,0,0,0,0.039,0,0,0
"2000-07-01 14:00:00",99,1.294,0,258.5,0,76.7,0,-9999,M,20.89,0,20.89,E,20.89,E,113.2,0,-9999,M,-9999,M,1031,0,-9999,M,-9999,M,1045,0,0,0,0.039,0,0,0
"2000-07-01 15:00:00",99,1.254,0,109.9,0,101.8,0,-9999,M,21.38,0,21.38,E,21.38,E,113.1,0,-9999,M,-9999,M,1032,0,-9999,M,-9999,M,976,0,0,0,0.039,0,0,0
"2000-07-01 16:00:00",99,1.303,0,89.2,0,87.1,0,-9999,M,20.81,0,20.81,E,20.81,E,113,0,-9999,M,-9999,M,1031,0,-9999,M,-9999,M,846,0,0,0,0.039,0,0,0
"2000-07-01 17:00:00",99,1.126,0,261.8,0,86.9,0,-9999,M,20.25,0,20.25,E,20.25,E,113,0,-9999,M,-9999,M,1030,0,-9999,M,-9999,M,554,0,0,0,0.039,0,0,0
"2000-07-01 18:00:00",99,1.072,0,261.6,0,48.91,0,-9999,M,19.09,0,19.09,E,19.09,E,113.3,0,-9999,M,-9999,M,1029,0,-9999,M,-9999,M,202,0,0,0,0.039,0,0,0
"2000-07-01 19:00:00",99,1.021,0,261.1,0,45.82,0,-9999,M,17.93,0,17.93,E,17.93,E,113.3,0,-9999,M,-9999,M,1029,0,-9999,M,-9999,M,166,0,0,0,0.039,0,0,0
"2000-07-01 20:00:00",99,0.542,0,259.6,0,59.33,0,-9999,M,15.53,0,15.53,E,15.53,E,114,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,15,0,0,0,0.039,0,0,0
"2000-07-01 21:00:00",99,0.217,0,262.6,0,38.5,0,-9999,M,12.13,0,12.13,E,12.13,E,114.4,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,1,0,0,0,0.039,0,0,0
"2000-07-01 22:00:00",99,0.336,0,270.6,0,21.76,0,-9999,M,9.66,0,9.66,E,9.66,E,114.6,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-01 23:00:00",99,0.186,0,259.2,0,27.16,0,-9999,M,9.06,0,9.061,E,9.061,E,114.6,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-02 00:00:00",99,0.39,0,269.1,0,17.35,0,-9999,M,7.39,0,7.391,E,7.391,E,114.8,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-02 01:00:00",99,0.178,0,270.3,0,78.7,0,-9999,M,6.03,0,6.029,E,6.029,E,114.9,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-02 02:00:00",99,0.121,0,263.9,0,52.54,0,-9999,M,4.675,0,4.676,E,4.676,E,115,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-02 03:00:00",99,0.103,0,276,0,26.39,0,-9999,M,3.557,0,3.557,E,3.557,E,115.1,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-02 04:00:00",99,0.073,0,281,0,16.05,0,-9999,M,2.631,0,2.631,E,2.631,E,115.2,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-02 05:00:00",99,0.233,0,271.9,0,31.1,0,-9999,M,1.922,0,1.922,E,1.922,E,115.2,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-02 06:00:00",99,0.26,0,271.4,0,37.22,0,-9999,M,1.593,0,1.594,E,1.594,E,115.3,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,5,0,0,0,0.039,0,0,0
"2000-07-02 07:00:00",99,0.273,0,293.5,0,46.39,0,-9999,M,2.988,0,2.988,E,2.988,E,115.1,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,56,0,0,0,0.039,0,0,0
"2000-07-02 08:00:00",99,0.618,0,345.2,0,77.7,0,-9999,M,11.38,0,11.38,E,11.38,E,114.1,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,282,0,0,0,0.039,0,0,0
"2000-07-02 09:00:00",99,0.78,0,268.1,0,70.9,0,-9999,M,15.87,0,15.87,E,15.87,E,113.4,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,554,0,0,0,0.039,0,0,0
"2000-07-02 10:00:00",99,0.927,0,235.6,0,91.4,0,-9999,M,17.16,0,17.16,E,17.16,E,113.3,0,-9999,M,-9999,M,1028,0,-9999,M,-9999,M,744,0,0,0,0.039,0,0,0
"2000-07-02 11:00:00",99,1.288,0,267.5,0,72.2,0,-9999,M,17.63,0,17.63,E,17.63,E,113.4,0,-9999,M,-9999,M,1028,0,-9999,M,-9999,M,899,0,0,0,0.039,0,0,0
"2000-07-02 12:00:00",99,1.24,0,274.2,0,71.4,0,-9999,M,18.38,0,18.38,E,18.38,E,113.4,0,-9999,M,-9999,M,1029,0,-9999,M,-9999,M,1004,0,0,0,0.039,0,0,0
"2000-07-02 13:00:00",99,1.26,0,247.2,0,83.7,0,-9999,M,19.03,0,19.03,E,19.03,E,113.4,0,-9999,M,-9999,M,1029,0,-9999,M,-9999,M,1054,0,0,0,0.039,0,0,0
"2000-07-02 14:00:00",99,1.371,0,262.1,0,54.58,0,-9999,M,19.32,0,19.32,E,19.32,E,113.3,0,-9999,M,-9999,M,1030,0,-9999,M,-9999,M,1053,0,0,0,0.039,0,0,0
"2000-07-02 15:00:00",99,1.318,0,261.6,0,52.89,0,-9999,M,19.54,0,19.54,E,19.54,E,113.3,0,-9999,M,-9999,M,1030,0,-9999,M,-9999,M,966,0,0,0,0.039,0,0,0
"2000-07-02 16:00:00",99,1.296,0,256.8,0,54.54,0,-9999,M,19.36,0,19.36,E,19.36,E,113.2,0,-9999,M,-9999,M,1029,0,-9999,M,-9999,M,853,0,0,0,0.039,0,0,0
"2000-07-02 17:00:00",99,1.312,0,261.8,0,64.5,0,-9999,M,18.37,0,18.37,E,18.37,E,113.3,0,-9999,M,-9999,M,1028,0,-9999,M,-9999,M,584,0,0,0,0.039,0,0,0
"2000-07-02 18:00:00",99,1.218,0,267.5,0,74.2,0,-9999,M,17.24,0,17.24,E,17.24,E,113.5,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,197,0,0,0,0.039,0,0,0
"2000-07-02 19:00:00",99,1.442,0,266.8,0,38.11,0,-9999,M,15.9,0,15.9,E,15.9,E,113.6,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,182,0,0,0,0.039,0,0,0
"2000-07-02 20:00:00",99,1.351,0,261.2,0,33.43,0,-9999,M,13.77,0,13.77,E,13.77,E,114.2,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,15,0,0,0,0.039,0,0,0
