"TOA5","Sagehen Creek","CR1000,"9999","CR1000.Std.30.01","CPU:DRI_WRCC_webscrape.cr1","49999","sagh"
"TIMESTAMP","RECORD","Mean_Wind_Speed","Mean_Wind_Speed_flag","Mean_Wind_Direction","Mean_Wind_Direction_flag","Std_Dev_of_Wind_Direction","Std_Dev_of_Wind_Direction_flag","Max_Wind_Gust","Max_Wind_Gust_flag","Avg_Air_Temp","Avg_Air_Temp_flag","Max_Air_Temp","Max_Air_Temp_flag","Min_Air_Temp","Min_Air_Temp_flag","Avg_Relative_Humidity","Avg_Relative_Humidity_flag","Max_Relative_Humidity","Max_Relative_Humidity_flag","Min_Relative_Humidity","Min_Relative_Humidity_flag","Barometric_Pressure","Barometric_Pressure_flag","Misc_Number_1","Misc_Number_1_flag","Misc_Number_2","Misc_Number_2_flag","Solar_Radiation","Solar_Radiation_flag","Precipitation","Precipitation_flag","Snow_Depth_Milimeters_Number_1","Snow_Depth_Milimeters_Number_1_flag","Station_ID_Number","Station_ID_Number_flag"
"2000-07-02 21:00:00",99,1.556,0,262.5,0,31.55,0,-9999,M,12.43,0,12.43,E,12.43,E,114.4,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,1,0,0,0,0.039,0,0,0
"2000-07-02 22:00:00",99,1.331,0,263.6,0,32.11,0,-9999,M,11.5,0,11.5,E,11.5,E,114.4,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-02 23:00:00",99,0.773,0,284.8,0,57.27,0,-9999,M,10.93,0,10.93,E,10.93,E,114.5,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-03 00:00:00",99,0.254,0,327.8,0,78.2,0,-9999,M,8.64,0,8.641,E,8.641,E,114.7,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-03 01:00:00",99,0.347,0,316.3,0,56.82,0,-9999,M,7.97,0,7.971,E,7.971,E,114.7,0,-9999,M,-9999,M,1023,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-03 02:00:00",99,0.39,0,269.9,0,87.8,0,-9999,M,4.143,0,4.143,E,4.143,E,115,0,-9999,M,-9999,M,1022,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-03 03:00:00",99,0.384,0,325,0,90.4,0,-9999,M,3.512,0,3.512,E,3.512,E,115.1,0,-9999,M,-9999,M,1022,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-03 04:00:00",99,0.401,0,267.2,0,76.6,0,-9999,M,1.714,0,1.715,E,1.715,E,115.3,0,-9999,M,-9999,M,1022,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-03 05:00:00",99,0.563,0,297.4,0,89.4,0,-9999,M,1.843,0,1.844,E,1.844,E,115.3,0,-9999,M,-9999,M,1022,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-03 06:00:00",99,0.792,0,255.9,0,72.3,0,-9999,M,4.982,0,4.982,E,4.982,E,115,0,-9999,M,-9999,M,1022,0,-9999,M,-9999,M,4,0,0,0,0.039,0,0,0
"2000-07-03 07:00:00",99,0.524,0,283.8,0,37.29,0,-9999,M,2.061,0,2.061,E,2.061,E,115.2,0,-9999,M,-9999,M,1022,0,-9999,M,-9999,M,55,0,0,0,0.039,0,0,0
"2000-07-03 08:00:00",99,0.643,0,281.4,0,68.22,0,-9999,M,10.23,0,10.23,E,10.23,E,114.2,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,285,0,0,0,0.039,0,0,0
"2000-07-03 09:00:00",99,0.771,0,279,0,83.7,0,-9999,M,13.75,0,13.75,E,13.75,E,113.6,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,553,0,0,0,0.039,0,0,0
"2000-07-03 10:00:00",99,0.859,0,242.6,0,76.3,0,-9999,M,15.07,0,15.07,E,15.07,E,113.5,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,751,0,0,0,0.039,0,0,0
"2000-07-03 11:00:00",99,0.962,0,238.6,0,78.6,0,-9999,M,15.86,0,15.86,E,15.86,E,113.5,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,895,0,0,0,0.039,0,0,0
"2000-07-03 12:00:00",99,0.961,0,263.1,0,77.9,0,-9999,M,16.15,0,16.15,E,16.15,E,113.6,0,-9999,M,-9999,M,1028,0,-9999,M,-9999,M,850,0,0,0,0.039,0,0,0
"2000-07-03 13:00:00",99,0.753,0,259.6,0,67.67,0,-9999,M,15.57,0,15.57,E,15.57,E,113.8,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,469,0,0,0,0.039,0,0,0
"2000-07-03 14:00:00",99,0.923,0,259.1,0,54.43,0,-9999,M,15.17,0,15.17,E,15.17,E,113.8,0,-9999,M,-9999,M,1028,0,-9999,M,-9999,M,500,0,0,0,0.039,0,0,0
"2000-07-03 15:00:00",99,1.101,0,261.2,0,51.86,0,-9999,M,15.94,0,15.94,E,15.94,E,113.7,0,-9999,M,-9999,M,1028,0,-9999,M,-9999,M,719,0,0,0,0.039,0,0,0
"2000-07-03 16:00:00",99,1.436,0,259.5,0,44.74,0,-9999,M,16.5,0,16.5,E,16.5,E,113.5,0,-9999,M,-9999,M,1028,0,-9999,M,-9999,M,828,0,0,0,0.039,0,0,0
"2000-07-03 17:00:00",99,1.367,0,249.3,0,45.4,0,-9999,M,16.17,0,16.17,E,16.17,E,113.5,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,636,0,0,0,0.039,0,0,0
"2000-07-03 18:00:00",99,1.408,0,256.2,0,36.22,0,-9999,M,14.93,0,14.93,E,14.93,E,113.8,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,205,0,0,0,0.039,0,0,0
"2000-07-03 19:00:00",99,1.359,0,255.4,0,37.7,0,-9999,M,13.49,0,13.49,E,13.49,E,113.8,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,183,0,0,0,0.039,0,0,0
"2000-07-03 20:00:00",99,0.552,0,44.78,0,86.2,0,-9999,M,11.2,0,11.2,E,11.2,E,114.4,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,14,0,0,0,0.039,0,0,0
"2000-07-03 21:00:00",99,0.312,0,75.8,0,93,0,-9999,M,7.7,0,7.699,E,7.699,E,114.8,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,1,0,0,0,0.039,0,0,0
"2000-07-03 22:00:00",99,0.248,0,268.7,0,68.95,0,-9999,M,4.867,0,4.867,E,4.867,E,115,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-03 23:00:00",99,0.154,0,248.6,0,37.45,0,-9999,M,2.48,0,2.48,E,2.48,E,115.2,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-04 00:00:00",99,0.172,0,252.7,0,5.679,0,-9999,M,0.714,0,0.7148,E,0.7148,E,115.4,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-04 01:00:00",99,0.209,0,251.6,0,5.128,0,-9999,M,-0.6579,0,-0.6581,E,-0.6581,E,115.5,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-04 02:00:00",99,0.281,0,265.2,0,15.22,0,-9999,M,-1.502,0,-1.503,E,-1.503,E,115.5,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-04 03:00:00",99,0.278,0,270.8,0,4.587,0,-9999,M,-2.111,0,-2.11,E,-2.11,E,115.5,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-04 04:00:00",99,0.186,0,273.1,0,0.207,0,-9999,M,-2.462,0,-2.462,E,-2.462,E,115.6,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-04 05:00:00",99,0.313,0,272.2,0,0.875,0,-9999,M,-2.547,0,-2.548,E,-2.548,E,115.6,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-04 06:00:00",99,0.236,0,260.5,0,5.324,0,-9999,M,-2.685,0,-2.685,E,-2.685,E,115.6,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,4,0,0,0,0.039,0,0,0
"2000-07-04 07:00:00",99,0.027,0,264,0,4.098,0,-9999,M,-1.925,0,-1.925,E,-1.925,E,115.5,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,56,0,0,0,0.039,0,0,0
"2000-07-04 08:00:00",99,0.034,0,2.34,0,20.65,0,-9999,M,4.149,0,4.148,E,4.148,E,114.5,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,286,0,0,0,0.039,0,0,0
"2000-07-04 09:00:00",99,0.536,0,95.7,0,44.4,0,-9999,M,11.54,0,11.54,E,11.54,E,113.8,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,563,0,0,0,0.039,0,0,0
"2000-07-04 10:00:00",99,0.696,0,102.1,0,49.54,0,-9999,M,14.69,0,14.69,E,14.69,E,113.6,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,753,0,0,0,0.039,0,0,0
"2000-07-04 11:00:00",99,0.722,0,125.4,0,89.8,0,-9999,M,16.77,0,16.77,E,16.77,E,113.4,0,-9999,M,-9999,M,1028,0,-9999,M,-9999,M,906,0,0,0,0.039,0,0,0
"2000-07-04 12:00:00",99,0.893,0,242.1,0,69.81,0,-9999,M,17.44,0,17.44,E,17.44,E,113.5,0,-9999,M,-9999,M,1029,0,-9999,M,-9999,M,1011,0,0,0,0.039,0,0,0
"2000-07-04 13:00:00",99,0.95,0,251.7,0,68.19,0,-9999,M,17.68,0,17.68,E,17.68,E,113.5,0,-9999,M,-9999,M,1029,0,-9999,M,-9999,M,1051,0,0,0,0.039,0,0,0
"2000-07-04 14:00:00",99,1.063,0,254.8,0,56.2,0,-9999,M,18.14,0,18.14,E,18.14,E,113.4,0,-9999,M,-9999,M,1029,0,-9999,M,-9999,M,1037,0,0,0,0.039,0,0,0
"2000-07-04 15:00:00",99,1.221,0,243.9,0,53.25,0,-9999,M,18.36,0,18.36,E,18.36,E,113.4,0,-9999,M,-9999,M,1029,0,-9999,M,-9999,M,978,0,0,0,0.039,0,0,0
"2000-07-04 16:00:00",99,1.239,0,255.8,0,47.04,0,-9999,M,18.33,0,18.33,E,18.33,E,113.2,0,-9999,M,-9999,M,1029,0,-9999,M,-9999,M,858,0,0,0,0.039,0,0,0
"2000-07-04 17:00:00",99,1.01,0,250.7,0,63.59,0,-9999,M,17.9,0,17.9,E,17.9,E,113.2,0,-9999,M,-9999,M,1028,0,-9999,M,-9999,M,599,0,0,0,0.039,0,0,0
"2000-07-04 18:00:00",99,1.007,0,252.7,0,58.37,0,-9999,M,16.6,0,16.6,E,16.6,E,113.5,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,193,0,0,0,0.039,0,0,0
"2000-07-04 19:00:00",99,0.72,0,270,0,59.89,0,-9999,M,15.75,0,15.75,E,15.75,E,113.4,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,196,0,0,0,0.039,0,0,0
"2000-07-04 20:00:00",99,0.622,0,263.3,0,47.64,0,-9999,M,12.93,0,12.93,E,12.93,E,114.3,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,14,0,0,0,0.039,0,0,0
"2000-07-04 21:00:00",99,0.489,0,260.5,0,65.64,0,-9999,M,10.7,0,10.7,E,10.7,E,114.5,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-04 22:00:00",99,0.653,0,276.4,0,22.51,0,-9999,M,9.61,0,9.609,E,9.609,E,114.6,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-04 23:00:00",99,0.272,0,272.6,0,21.53,0,-9999,M,6.866,0,6.865,E,6.865,E,114.9,0,-9999,M,-9999,M,1023,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-05 00:00:00",99,0.109,0,260.6,0,13.71,0,-9999,M,4.227,0,4.227,E,4.227,E,115.1,0,-9999,M,-9999,M,1023,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-05 01:00:00",99,0.075,0,258.1,0,13.18,0,-9999,M,2.367,0,2.367,E,2.367,E,115.2,0,-9999,M,-9999,M,1023,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-05 02:00:00",99,0.256,0,256.8,0,47.26,0,-9999,M,1.122,0,1.121,E,1.121,E,115.3,0,-9999,M,-9999,M,1022,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-05 03:00:00",99,0.504,0,261.4,0,22.48,0,-9999,M,0.515,0,0.5156,E,0.5156,E,115.4,0,-9999,M,-9999,M,1022,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-05 04:00:00",99,0.474,0,266.2,0,18.19,0,-9999,M,0.001,0,0.001953,E,0.001953,E,115.4,0,-9999,M,-9999,M,1022,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-05 05:00:00",99,0.545,0,267.8,0,19.48,0,-9999,M,-0.08999,0,-0.08983,E,-0.08983,E,115.4,0,-9999,M,-9999,M,1021,0,-9999,M,-9999,M,0,0,0,0,0.039,0,0,0
"2000-07-05 06:00:00",99,0.447,0,267.8,0,22.34,0,-9999,M,-0.2469,0,-0.246,E,-0.246,E,115.4,0,-9999,M,-9999,M,1021,0,-9999,M,-9999,M,4,0,0,0,0.039,0,0,0
"2000-07-05 07:00:00",99,0.415,0,279.1,0,38.69,0,-9999,M,1.627,0,1.627,E,1.627,E,115.2,0,-9999,M,-9999,M,1021,0,-9999,M,-9999,M,56,0,0,0,0.039,0,0,0
"2000-07-05 08:00:00",99,0.734,0,260.5,0,70.2,0,-9999,M,10.04,0,10.04,E,10.04,E,114.2,0,-9999,M,-9999,M,1023,0,-9999,M,-9999,M,280,0,0,0,0.039,0,0,0
"2000-07-05 09:00:00",99,0.971,0,268.1,0,56.56,0,-9999,M,12.86,0,12.86,E,12.86,E,113.8,0,-9999,M,-9999,M,1024,0,-9999,M,-9999,M,506,0,0,0,0.039,0,0,0
"2000-07-05 10:00:00",99,0.979,0,236.2,0,86.5,0,-9999,M,14.22,0,14.22,E,14.22,E,113.6,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,723,0,0,0,0.039,0,0,0
"2000-07-05 11:00:00",99,1.176,0,281.6,0,90,0,-9999,M,14.41,0,14.41,E,14.41,E,113.7,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,804,0,0,0,0.039,0,0,0
"2000-07-05 12:00:00",99,1.176,0,250.1,0,58.31,0,-9999,M,14.55,0,14.55,E,14.55,E,113.8,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,841,0,0,0,0.039,0,0,0
"2000-07-05 13:00:00",99,1.36,0,266.1,0,67.09,0,-9999,M,14.77,0,14.77,E,14.77,E,113.8,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,1007,0,0,0,0.039,0,0,0
"2000-07-05 14:00:00",99,1.256,0,264.8,0,67.67,0,-9999,M,15.01,0,15.01,E,15.01,E,113.8,0,-9999,M,-9999,M,1027,0,-9999,M,-9999,M,782,0,0,0,0.039,0,0,0
"2000-07-05 15:00:00",99,1.297,0,262,0,66.63,0,-9999,M,13.59,0,13.59,E,13.59,E,114,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,425,0,0,0,0.039,0,0,0
"2000-07-05 16:00:00",99,1.16,0,254.4,0,50.92,0,-9999,M,14.37,0,14.37,E,14.37,E,113.8,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,592,0,0,0,0.039,0,0,0
"2000-07-05 17:00:00",99,1.08,0,254.8,0,64.16,0,-9999,M,14.98,0,14.98,E,14.98,E,113.5,0,-9999,M,-9999,M,1026,0,-9999,M,-9999,M,617,0,0,0,0.039,0,0,0
"2000-07-05 18:00:00",99,0.957,0,243.7,0,56.2,0,-9999,M,14,0,14,E,14,E,113.9,0,-9999,M,-9999,M,1025,0,-9999,M,-9999,M,191,0,0,0,0.039,0,0,0
