Serial_number:,,,,,,,,,,
2091639,,,,,,,,,,
Project ID:,,,,,,,,,,
ISEECI,,,,,,,,,,
Location:,,,,,,,,,,
4,,,,,,,,,,
LEVEL,,,,,,,,,,
UNIT: m,,,,,,,,,,
Offset: 0.000000 m,,,,,,,,,,
TEMPERATURE,,,,,,,,,,
UNIT: °C,,,GW [m],,,,,,,
Date,Time,ms,LEVEL,TEMPERATURE,Baro [Pa] (from baro data),GW+Baro [m] (from EEF-1 data),Baro (m),rho (using baro P/z),GW [kPa] (using table conversion),rho (using table conversion)
7/28/18,12:20:00 PM,0,0.5191,11.637,81287,8.8072,8.2881,999.7631056,5.090613109,
7/28/18,12:30:00 PM,0,0.5171,11.637,81277.3,8.8042,8.2871,999.7644301,5.070999882,
7/28/18,12:40:00 PM,0,0.5147,11.638,81268.2,8.8009,8.2862,999.7610706,5.04746401,
7/28/18,12:50:00 PM,0,0.5126,11.639,81258.7,8.7978,8.2852,999.7648559,5.026870121,
7/28/18,1:00:00 PM,0,0.5101,11.639,81249.7,8.7944,8.2843,999.7627262,5.002353587,
7/28/18,1:10:00 PM,0,0.5075,11.64,81242.2,8.791,8.2835,999.7669858,4.976856392,
7/28/18,1:20:00 PM,0,0.5035,11.64,81242.1,8.787,8.2835,999.7657552,4.937629938,
7/28/18,1:30:00 PM,0,0.5014,11.64,81230.2,8.7837,8.2823,999.7641458,4.917036049,
7/28/18,1:40:00 PM,0,0.498,11.64,81223,8.7796,8.2816,999.7600271,4.883693563,
7/28/18,1:50:00 PM,0,0.4955,11.641,81214.2,8.7762,8.2807,999.760358,4.859177029,
7/28/18,2:00:00 PM,0,0.4928,11.642,81204.1,8.7724,8.2796,999.7688336,4.832699172,
7/28/18,2:10:00 PM,0,0.4888,11.642,81206.6,8.7687,8.2799,999.763388,4.793472718,
7/28/18,2:20:00 PM,0,0.4871,11.642,81193.3,8.7656,8.2785,999.7686921,4.776801475,
7/28/18,2:30:00 PM,0,0.4845,11.643,81186.5,8.7623,8.2778,999.7694976,4.75130428,
7/28/18,2:40:00 PM,0,0.4817,11.643,81181.5,8.759,8.2773,999.7683137,4.723845762,
7/28/18,2:50:00 PM,0,0.4775,11.644,81193.1,8.756,8.2785,999.7662294,4.682657985,
7/28/18,3:00:00 PM,0,0.4754,11.644,81185.8,8.7532,8.2778,999.7608774,4.662064096,
7/28/18,3:10:00 PM,0,0.4723,11.644,81187.7,8.7503,8.278,999.7601197,4.631663594,
7/28/18,3:20:00 PM,0,0.47,11.645,81187.7,8.748,8.278,999.7601197,4.609108383,
7/28/18,3:30:00 PM,0,0.4674,11.646,81190.9,8.7457,8.2783,999.7632931,4.583611187,
7/28/18,3:40:00 PM,0,0.4647,11.646,81194.9,8.7434,8.2787,999.7642403,4.557133331,
7/28/18,3:50:00 PM,0,0.4635,11.646,81190.2,8.7417,8.2782,999.7667504,4.545365394,
7/28/18,4:00:00 PM,0,0.4636,11.646,81171.9,8.74,8.2764,999.7587924,4.546346056,
7/28/18,4:10:00 PM,0,0.4638,11.647,81158.4,8.7388,8.275,999.7616342,4.548307378,
7/28/18,4:20:00 PM,0,0.4629,11.647,81156.4,8.7377,8.2748,999.7611603,4.539481426,
7/28/18,4:30:00 PM,0,0.4633,11.647,81141.7,8.7366,8.2733,999.7613018,4.543404072,
7/28/18,4:40:00 PM,0,0.4615,11.647,81153.3,8.736,8.2745,999.7592175,4.525752167,
7/28/18,4:50:00 PM,0,0.4602,11.648,81156.6,8.735,8.2748,999.7636241,4.51300357,
7/28/18,5:00:00 PM,0,0.459,11.648,81155.1,8.7336,8.2746,999.7693099,4.501235633,
7/28/18,5:10:00 PM,0,0.4584,11.648,81152.8,8.7328,8.2744,999.7651403,4.495351665,
7/28/18,5:20:00 PM,0,0.4588,11.649,81144.4,8.7323,8.2735,999.7704004,4.499274311,
7/28/18,5:30:00 PM,0,0.4583,11.649,81139.7,8.7314,8.2731,999.7608278,4.494371004,
7/28/18,5:40:00 PM,0,0.4575,11.649,81142.1,8.7308,8.2733,999.7662303,4.486525713,
7/28/18,5:50:00 PM,0,0.4576,11.649,81139.7,8.7307,8.2731,999.7608278,4.487506374,
7/28/18,6:00:00 PM,0,0.4567,11.649,81140.6,8.7299,8.2732,999.7598327,4.478680422,
7/28/18,6:10:00 PM,0,0.4556,11.649,81149,8.7296,8.274,999.7666566,4.467893147,
7/28/18,6:20:00 PM,0,0.4551,11.65,81150.7,8.7293,8.2742,999.7634345,4.46298984,
7/28/18,6:30:00 PM,0,0.4551,11.65,81153,8.7295,8.2744,999.7676042,4.46298984,
7/28/18,6:40:00 PM,0,0.4542,11.65,81163.3,8.7297,8.2755,999.761587,4.454163888,
7/28/18,6:50:00 PM,0,0.455,11.649,81166.2,8.7308,8.2758,999.761066,4.462009179,
7/28/18,7:00:00 PM,0,0.4549,11.649,81183.7,8.7325,8.2776,999.7591722,4.461028518,
7/28/18,7:10:00 PM,0,0.4566,11.648,81192.4,8.735,8.2784,999.7696867,4.477699761,
7/28/18,7:20:00 PM,0,0.4568,11.648,81203.3,8.7364,8.2796,999.7589842,4.479661083,
7/28/18,7:30:00 PM,0,0.4575,11.647,81208.1,8.7375,8.28,999.7697804,4.486525713,
7/28/18,7:40:00 PM,0,0.4586,11.647,81209.3,8.7388,8.2802,999.7604051,4.497312988,
7/28/18,7:50:00 PM,0,0.4601,11.646,81206.8,8.74,8.2799,999.7658503,4.512022908,
7/28/18,8:00:00 PM,0,0.4604,11.646,81217.9,8.7414,8.281,999.7696851,4.514964892,
7/28/18,8:10:00 PM,0,0.4619,11.646,81219.3,8.7431,8.2812,999.7627728,4.529674813,
7/28/18,8:20:00 PM,0,0.4622,11.646,81235.5,8.745,8.2828,999.7690214,4.532616797,
7/28/18,8:30:00 PM,0,0.4635,11.646,81239,8.7467,8.2832,999.7638146,4.545365394,
7/28/18,8:40:00 PM,0,0.4649,11.645,81241.6,8.7484,8.2835,999.7596022,4.559094653,
7/28/18,8:50:00 PM,0,0.4663,11.646,81248.5,8.7505,8.2842,999.7600286,4.572823912,
7/28/18,9:00:00 PM,0,0.4671,11.646,81261.4,8.7526,8.2855,999.7618748,4.580669203,
7/28/18,9:10:00 PM,0,0.4682,11.646,81269.1,8.7545,8.2863,999.7600771,4.591456478,
7/28/18,9:20:00 PM,0,0.4699,11.646,81277.1,8.757,8.2871,999.7619699,4.608127721,
7/28/18,9:30:00 PM,0,0.4708,11.646,81287.1,8.7589,8.2881,999.7643355,4.616953674,
7/28/18,9:40:00 PM,0,0.4722,11.646,81298.7,8.7615,8.2893,999.7622545,4.630682933,
7/28/18,9:50:00 PM,0,0.4734,11.646,81311.9,8.764,8.2906,999.7677878,4.642450869,
7/28/18,10:00:00 PM,0,0.4741,11.646,81329.3,8.7665,8.2924,999.7646667,4.649315498,
7/28/18,10:10:00 PM,0,0.4759,11.646,81336.8,8.7691,8.2932,999.7604119,4.666967403,
7/28/18,10:20:00 PM,0,0.4772,11.647,81349.2,8.7716,8.2944,999.7681646,4.679716,
7/28/18,10:30:00 PM,0,0.4792,11.647,81354.2,8.7741,8.2949,999.769346,4.699329228,
7/28/18,10:40:00 PM,0,0.4806,11.647,81352.2,8.7753,8.2947,999.7688735,4.713058487,
7/28/18,10:50:00 PM,0,0.4818,11.647,81357.2,8.7771,8.2953,999.7580026,4.724826423,
7/28/18,11:00:00 PM,0,0.4836,11.647,81356.2,8.7788,8.2952,999.7577662,4.742478327,
7/28/18,11:10:00 PM,0,0.4856,11.647,81352.4,8.7804,8.2948,999.7592783,4.762091555,
7/28/18,11:20:00 PM,0,0.4871,11.647,81353,8.7819,8.2948,999.7666519,4.776801475,
7/28/18,11:30:00 PM,0,0.488,11.647,81355.1,8.783,8.295,999.7683534,4.785627427,
7/28/18,11:40:00 PM,0,0.4895,11.648,81358.8,8.7849,8.2954,999.765612,4.800337348,
7/28/18,11:50:00 PM,0,0.4905,11.648,81360.3,8.7861,8.2956,999.7599405,4.810143961,
7/29/18,12:00:00 AM,0,0.4914,11.648,81366.4,8.7876,8.2962,999.7625873,4.818969913,
7/29/18,12:10:00 AM,0,0.4931,11.648,81365.2,8.7892,8.2961,999.7598936,4.835641156,
7/29/18,12:20:00 AM,0,0.4943,11.648,81370.1,8.7909,8.2966,999.7598466,4.847409093,
7/29/18,12:30:00 AM,0,0.4953,11.648,81373.8,8.7922,8.2969,999.7691559,4.857215706,
7/29/18,12:40:00 AM,0,0.4965,11.648,81376.1,8.7937,8.2972,999.7612645,4.868983643,
7/29/18,12:50:00 AM,0,0.4976,11.649,81379.8,8.7952,8.2976,999.7585242,4.879770918,
7/29/18,1:00:00 AM,0,0.4994,11.649,81382.6,8.7972,8.2978,999.7688247,4.897422822,
7/29/18,1:10:00 AM,0,0.5006,11.649,81380.2,8.7982,8.2976,999.7634382,4.909190758,
7/29/18,1:20:00 AM,0,0.5028,11.65,81373.3,8.7997,8.2969,999.7630128,4.930765308,
7/29/18,1:30:00 AM,0,0.5039,11.65,81375.1,8.801,8.2971,999.7610282,4.941552583,
7/29/18,1:40:00 AM,0,0.5052,11.65,81369.9,8.8018,8.2966,999.7573893,4.954301181,
7/29/18,1:50:00 AM,0,0.5062,11.65,81368.4,8.8026,8.2964,999.76306,4.964107794,
7/29/18,2:00:00 AM,0,0.5071,11.651,81372.5,8.8039,8.2968,999.7652338,4.972933747,
7/29/18,2:10:00 AM,0,0.5084,11.651,81367.4,8.8047,8.2963,999.7628237,4.985682344,
7/29/18,2:20:00 AM,0,0.5103,11.651,81361.9,8.806,8.2957,999.7675496,5.00431491,
7/29/18,2:30:00 AM,0,0.5104,11.651,81369.3,8.8069,8.2965,999.7620676,5.005295571,
7/29/18,2:40:00 AM,0,0.5119,11.651,81366.8,8.8081,8.2962,999.7675022,5.020005492,
7/29/18,2:50:00 AM,0,0.5127,11.651,81368.4,8.8091,8.2964,999.76306,5.027850783,
7/29/18,3:00:00 AM,0,0.5145,11.652,81363.9,8.8104,8.2959,999.7680222,5.045502687,
7/29/18,3:10:00 AM,0,0.5149,11.652,81366.3,8.8111,8.2962,999.7613586,5.049425332,
7/29/18,3:20:00 AM,0,0.5169,11.653,81362.2,8.8127,8.2958,999.7591845,5.06903856,
7/29/18,3:30:00 AM,0,0.5181,11.652,81357,8.8133,8.2952,999.7675971,5.080806496,
7/29/18,3:40:00 AM,0,0.5188,11.653,81357.4,8.8141,8.2953,999.7604603,5.087671125,
7/29/18,3:50:00 AM,0,0.5196,11.652,81364.3,8.8156,8.296,999.760886,5.095516416,
7/29/18,4:00:00 AM,0,0.5206,11.653,81359.9,8.8161,8.2955,999.7670771,5.10532303,
7/29/18,4:10:00 AM,0,0.5221,11.653,81356.5,8.8173,8.2952,999.7614528,5.12003295,
7/29/18,4:20:00 AM,0,0.5234,11.654,81355.2,8.8184,8.295,999.7695823,5.132781548,
7/29/18,4:30:00 AM,0,0.5238,11.654,81357.5,8.8191,8.2953,999.7616891,5.136704193,
7/29/18,4:40:00 AM,0,0.5245,11.654,81361.9,8.8202,8.2957,999.7675496,5.143568823,
7/29/18,4:50:00 AM,0,0.526,11.654,81358.5,8.8214,8.2954,999.7619255,5.158278743,
7/29/18,5:00:00 AM,0,0.5277,11.654,81348.2,8.822,8.2943,999.7679283,5.174949986,
7/29/18,5:10:00 AM,0,0.5287,11.655,81344.3,8.8226,8.2939,999.768212,5.1847566,
7/29/18,5:20:00 AM,0,0.5296,11.655,81342.5,8.8234,8.2938,999.7581432,5.193582552,
7/29/18,5:30:00 AM,0,0.531,11.655,81337,8.8242,8.2932,999.7628702,5.207311811,
7/29/18,5:40:00 AM,0,0.5309,11.655,81347.6,8.8252,8.2943,999.7605543,5.20633115,
7/29/18,5:50:00 AM,0,0.5328,11.655,81336.1,8.8259,8.2931,999.763863,5.224963716,
7/29/18,6:00:00 AM,0,0.534,11.656,81338.2,8.8273,8.2933,999.7655649,5.236731652,
7/29/18,6:10:00 AM,0,0.5342,11.656,81345.3,8.8282,8.294,999.7684484,5.238692975,
7/29/18,6:20:00 AM,0,0.5344,11.657,81354.1,8.8293,8.2949,999.7681171,5.240654297,
7/29/18,6:30:00 AM,0,0.5359,11.656,81355.5,8.831,8.2951,999.7612164,5.255364218,
7/29/18,6:40:00 AM,0,0.5366,11.656,81359.1,8.832,8.2954,999.7692985,5.262228847,
7/29/18,6:50:00 AM,0,0.5377,11.657,81357.8,8.833,8.2953,999.7653757,5.273016122,
7/29/18,7:00:00 AM,0,0.5391,11.657,81357.8,8.8344,8.2953,999.7653757,5.286745381,
7/29/18,7:10:00 AM,0,0.5396,11.657,81362,8.8353,8.2957,999.7687784,5.291648688,
7/29/18,7:20:00 AM,0,0.5398,11.658,81370.3,8.8364,8.2966,999.7623039,5.293610011,
7/29/18,7:30:00 AM,0,0.5409,11.658,81377.2,8.8382,8.2973,999.7627294,5.304397286,
7/29/18,7:40:00 AM,0,0.5423,11.658,81372.4,8.8391,8.2968,999.7640052,5.318126545,
7/29/18,7:50:00 AM,0,0.5443,11.659,81365.4,8.8404,8.2961,999.762351,5.337739772,
7/29/18,8:00:00 AM,0,0.5464,11.659,81355.7,8.8415,8.2951,999.7636741,5.35833366,
7/29/18,8:10:00 AM,0,0.5478,11.66,81349.6,8.8423,8.2945,999.7610271,5.372062919,
7/29/18,8:20:00 AM,0,0.5494,11.66,81342.7,8.8432,8.2938,999.7606013,5.387753501,
7/29/18,8:30:00 AM,0,0.5509,11.661,81340,8.8444,8.2935,999.7635794,5.402463421,
7/29/18,8:40:00 AM,0,0.5523,11.661,81339.8,8.8458,8.2935,999.7611212,5.41619268,
7/29/18,8:50:00 AM,0,0.554,11.662,81328.1,8.8463,8.2923,999.7619717,5.432863923,
