"Plot Title: SGH 121"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 11016139, SEN S/N: 11016139, LBL: sgh 121 temp)","RH, % (LGR S/N: 11016139, SEN S/N: 11016139, LBL: sgh 121 rh)","Coupler Detached (LGR S/N: 11016139)","Coupler Attached (LGR S/N: 11016139)","Stopped (LGR S/N: 11016139)","End Of File (LGR S/N: 11016139)"
1,12/07/18 01:26:21 PM,30.682,100.000,Logged,,,
2,12/07/18 01:46:21 PM,31.642,95.531,,,,
3,12/07/18 02:06:21 PM,31.087,96.786,,,,
4,12/07/18 02:26:21 PM,30.783,98.211,,,,
5,12/07/18 02:46:21 PM,30.936,99.695,,,,
6,12/07/18 03:06:21 PM,31.339,100.000,,,,
7,12/07/18 03:26:21 PM,31.591,99.707,,,,
8,12/07/18 03:46:21 PM,31.591,99.824,,,,
9,12/07/18 04:06:21 PM,31.692,100.000,,,,
10,12/07/18 04:26:21 PM,31.692,100.000,,,,
11,12/07/18 04:46:21 PM,31.591,100.000,,,,
12,12/07/18 05:06:21 PM,31.289,100.000,,,,
13,12/07/18 05:26:21 PM,30.783,100.000,,,,
14,12/07/18 05:46:21 PM,30.326,100.000,,,,
15,12/07/18 06:06:21 PM,29.970,100.000,,,,
16,12/07/18 06:26:21 PM,29.662,100.000,,,,
17,12/07/18 06:46:21 PM,29.509,100.000,,,,
18,12/07/18 07:06:21 PM,28.942,99.979,,,,
19,12/07/18 07:26:21 PM,28.269,99.660,,,,
20,12/07/18 07:46:21 PM,27.538,98.773,,,,
21,12/07/18 08:06:21 PM,26.748,98.319,,,,
22,12/07/18 08:26:21 PM,25.898,97.669,,,,
23,12/07/18 08:46:21 PM,25.041,97.182,,,,
24,12/07/18 09:06:21 PM,24.283,96.804,,,,
25,12/07/18 09:26:21 PM,23.738,97.651,,,,
26,12/07/18 09:46:21 PM,23.299,97.348,,,,
27,12/07/18 10:06:21 PM,23.023,96.722,,,,
28,12/07/18 10:26:21 PM,22.636,96.170,,,,
29,12/07/18 10:46:21 PM,22.192,96.427,,,,
30,12/07/18 11:06:21 PM,21.799,95.805,,,,
31,12/07/18 11:26:21 PM,21.294,94.577,,,,
32,12/07/18 11:46:21 PM,20.386,93.637,,,,
33,12/08/18 12:06:21 AM,19.699,93.320,,,,
34,12/08/18 12:26:21 AM,19.006,93.261,,,,
35,12/08/18 12:46:21 AM,18.423,93.219,,,,
36,12/08/18 01:06:21 AM,17.717,93.626,,,,
37,12/08/18 01:26:21 AM,17.184,93.497,,,,
38,12/08/18 01:46:21 AM,16.705,94.170,,,,
39,12/08/18 02:06:21 AM,16.225,93.443,,,,
40,12/08/18 02:26:21 AM,15.681,93.592,,,,
41,12/08/18 02:46:21 AM,15.193,92.794,,,,
42,12/08/18 03:06:21 AM,14.763,93.404,,,,
43,12/08/18 03:26:21 AM,14.455,93.866,,,,
44,12/08/18 03:46:21 AM,14.268,92.816,,,,
45,12/08/18 04:06:21 AM,13.771,91.432,,,,
46,12/08/18 04:26:21 AM,13.332,90.614,,,,
47,12/08/18 04:46:21 AM,12.447,90.904,,,,
48,12/08/18 05:06:21 AM,11.935,91.154,,,,
49,12/08/18 05:26:21 AM,11.485,90.619,,,,
50,12/08/18 05:46:21 AM,11.097,91.958,,,,
51,12/08/18 06:06:21 AM,10.704,92.222,,,,
52,12/08/18 06:26:21 AM,10.639,92.259,,,,
53,12/08/18 06:46:21 AM,10.443,92.898,,,,
54,12/08/18 07:06:21 AM,10.443,92.598,,,,
55,12/08/18 07:26:21 AM,10.575,92.849,,,,
56,12/08/18 07:46:21 AM,10.508,92.677,,,,
57,12/08/18 08:06:21 AM,10.508,91.868,,,,
58,12/08/18 08:26:21 AM,10.179,91.354,,,,
59,12/08/18 08:46:21 AM,10.114,92.178,,,,
60,12/08/18 09:06:21 AM,10.114,92.155,,,,
61,12/08/18 09:26:21 AM,10.245,92.475,,,,
62,12/08/18 09:46:21 AM,10.575,93.194,,,,
63,12/08/18 10:06:21 AM,11.356,94.897,,,,
64,12/08/18 10:26:21 AM,12.574,97.810,,,,
65,12/08/18 10:46:21 AM,14.331,100.000,,,,
66,12/08/18 11:06:21 AM,16.407,100.000,,,,
67,12/08/18 11:26:21 AM,19.006,100.000,,,,
68,12/08/18 11:46:21 AM,21.124,100.000,,,,
69,12/08/18 12:06:21 PM,22.858,100.000,,,,
70,12/08/18 12:26:21 PM,24.879,100.000,,,,
71,12/08/18 12:46:21 PM,26.695,100.000,,,,
72,12/08/18 01:06:21 PM,27.851,100.000,,,,
73,12/08/18 01:26:21 PM,28.735,100.000,,,,
74,12/08/18 01:46:21 PM,29.354,100.000,,,,
75,12/08/18 02:06:21 PM,29.867,100.000,,,,
76,12/08/18 02:26:21 PM,30.276,100.000,,,,
77,12/08/18 02:46:21 PM,30.632,100.000,,,,
78,12/08/18 03:06:21 PM,31.390,100.000,,,,
79,12/08/18 03:26:21 PM,31.087,100.000,,,,
80,12/08/18 03:46:21 PM,30.733,100.000,,,,
81,12/08/18 04:06:21 PM,30.376,100.000,,,,
82,12/08/18 04:26:21 PM,30.173,100.000,,,,
83,12/08/18 04:46:21 PM,29.867,100.000,,,,
84,12/08/18 05:06:21 PM,29.354,100.000,,,,
85,12/08/18 05:26:21 PM,28.839,100.000,,,,
86,12/08/18 05:46:21 PM,28.164,100.000,,,,
87,12/08/18 06:06:21 PM,27.327,100.000,,,,
88,12/08/18 06:26:21 PM,26.643,99.698,,,,
89,12/08/18 06:46:21 PM,25.898,99.252,,,,
90,12/08/18 07:06:21 PM,25.363,99.628,,,,
91,12/08/18 07:26:21 PM,24.771,99.162,,,,
92,12/08/18 07:46:21 PM,24.066,98.353,,,,
93,12/08/18 08:06:21 PM,23.628,98.329,,,,
94,12/08/18 08:26:21 PM,23.077,98.194,,,,
95,12/08/18 08:46:21 PM,22.413,96.858,,,,
96,12/08/18 09:06:21 PM,21.744,96.449,,,,
97,12/08/18 09:26:21 PM,21.182,96.500,,,,
98,12/08/18 09:46:21 PM,20.557,96.122,,,,
99,12/08/18 10:06:21 PM,19.987,95.985,,,,
100,12/08/18 10:26:21 PM,19.584,96.200,,,,
101,12/08/18 10:46:21 PM,19.180,95.626,,,,
102,12/08/18 11:06:21 PM,18.889,95.580,,,,
103,12/08/18 11:26:21 PM,18.599,95.279,,,,
104,12/08/18 11:46:21 PM,18.072,94.055,,,,
105,12/09/18 12:06:21 AM,17.541,94.160,,,,
106,12/09/18 12:26:21 AM,17.004,94.356,,,,
107,12/09/18 12:46:21 AM,16.525,94.119,,,,
108,12/09/18 01:06:21 AM,16.286,94.708,,,,
109,12/09/18 01:26:21 AM,16.165,94.643,,,,
110,12/09/18 01:46:21 AM,16.165,95.428,,,,
111,12/09/18 02:06:21 AM,16.225,95.392,,,,
112,12/09/18 02:26:21 AM,16.225,95.760,,,,
113,12/09/18 02:46:21 AM,16.407,96.524,,,,
114,12/09/18 03:06:21 AM,16.525,96.887,,,,
115,12/09/18 03:26:21 AM,16.466,95.983,,,,
116,12/09/18 03:46:21 AM,16.165,94.086,,,,
117,12/09/18 04:06:21 AM,15.802,94.401,,,,
118,12/09/18 04:26:21 AM,15.316,93.675,,,,
119,12/09/18 04:46:21 AM,14.763,92.752,,,,
120,12/09/18 05:06:21 AM,14.083,92.274,,,,
121,12/09/18 05:26:21 AM,13.458,91.478,,,,
122,12/09/18 05:46:21 AM,12.700,90.989,,,,
123,12/09/18 06:06:21 AM,11.935,92.272,,,,
124,12/09/18 06:26:21 AM,11.743,93.445,,,,
125,12/09/18 06:46:21 AM,11.935,93.659,,,,
126,12/09/18 07:06:21 AM,12.000,93.945,,,,
127,12/09/18 07:26:21 AM,12.191,94.892,,,,
128,12/09/18 07:46:21 AM,12.447,94.383,,,,
129,12/09/18 08:06:21 AM,12.574,95.227,,,,
130,12/09/18 08:26:21 AM,12.828,94.672,,,,
131,12/09/18 08:46:21 AM,13.017,95.594,,,,
132,12/09/18 09:06:21 AM,13.959,97.902,,,,
133,12/09/18 09:26:21 AM,14.824,97.568,,,,
134,12/09/18 09:46:21 AM,15.802,98.610,,,,
135,12/09/18 10:06:21 AM,17.125,99.686,,,,
136,12/09/18 10:26:21 AM,18.540,100.000,,,,
137,12/09/18 10:46:21 AM,19.929,100.000,,,,
138,12/09/18 11:06:21 AM,20.898,99.948,,,,
139,12/09/18 11:26:21 AM,21.632,100.000,,,,
140,12/09/18 11:46:21 AM,22.248,100.000,,,,
141,12/09/18 12:06:21 PM,23.077,100.000,,,,
142,12/09/18 12:26:21 PM,24.283,100.000,,,,
143,12/09/18 12:46:21 PM,25.792,100.000,,,,
144,12/09/18 01:06:21 PM,26.854,100.000,,,,
145,12/09/18 01:26:21 PM,28.008,100.000,,,,
146,12/09/18 01:46:21 PM,29.764,100.000,,,,
147,12/09/18 02:06:21 PM,31.541,100.000,,,,
148,12/09/18 02:26:21 PM,32.742,100.000,,,,
149,12/09/18 02:46:21 PM,33.287,97.321,,,,
150,12/09/18 03:06:21 PM,33.732,94.980,,,,
151,12/09/18 03:26:21 PM,33.534,92.214,,,,
152,12/09/18 03:46:21 PM,33.138,91.268,,,,
153,12/09/18 04:06:21 PM,32.841,95.305,,,,
154,12/09/18 04:26:21 PM,32.243,95.189,,,,
155,12/09/18 04:46:21 PM,31.743,95.979,,,,
156,12/09/18 05:06:21 PM,31.289,95.909,,,,
157,12/09/18 05:26:21 PM,30.783,94.918,,,,
158,12/09/18 05:46:21 PM,30.429,96.922,,,,
159,12/09/18 06:06:21 PM,29.970,95.609,,,,
160,12/09/18 06:26:21 PM,29.304,95.172,,,,
161,12/09/18 06:46:21 PM,28.373,94.861,,,,
162,12/09/18 07:06:21 PM,27.486,95.012,,,,
163,12/09/18 07:26:21 PM,26.748,95.825,,,,
164,12/09/18 07:46:21 PM,26.218,95.979,,,,
165,12/09/18 08:06:21 PM,25.578,96.044,,,,
166,12/09/18 08:26:21 PM,24.879,96.758,,,,
167,12/09/18 08:46:21 PM,24.283,96.640,,,,
168,12/09/18 09:06:21 PM,23.628,96.888,,,,
169,12/09/18 09:26:21 PM,23.077,97.313,,,,
170,12/09/18 09:46:21 PM,22.636,97.637,,,,
171,12/09/18 10:06:21 PM,22.192,97.078,,,,
172,12/09/18 10:26:21 PM,21.744,96.403,,,,
173,12/09/18 10:46:21 PM,21.124,96.119,,,,
174,12/09/18 11:06:21 PM,20.557,96.262,,,,
175,12/09/18 11:26:21 PM,20.215,96.602,,,,
176,12/09/18 11:46:21 PM,19.929,97.180,,,,
177,12/10/18 12:06:21 AM,19.584,96.802,,,,
178,12/10/18 12:26:21 AM,19.353,97.088,,,,
179,12/10/18 12:46:21 AM,19.121,96.820,,,,
180,12/10/18 01:06:21 AM,18.889,96.645,,,,
181,12/10/18 01:26:21 AM,18.540,96.266,,,,
182,12/10/18 01:46:21 AM,18.129,95.924,,,,
183,12/10/18 02:06:21 AM,17.836,96.108,,,,
184,12/10/18 02:26:21 AM,17.481,95.959,,,,
185,12/10/18 02:46:21 AM,17.184,95.820,,,,
186,12/10/18 03:06:21 AM,16.945,95.782,,,,
187,12/10/18 03:26:21 AM,16.767,96.352,,,,
