"Plot Title: SGH 137"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10769296, SEN S/N: 10769296, LBL: sgh 137 temp)","RH, % (LGR S/N: 10769296, SEN S/N: 10769296, LBL: sgh 137 rh)","Coupler Detached (LGR S/N: 10769296)","Coupler Attached (LGR S/N: 10769296)","Stopped (LGR S/N: 10769296)","End Of File (LGR S/N: 10769296)"
1,07/02/18 11:34:37 AM,80.316,30.385,Logged,,,
2,07/02/18 11:54:37 AM,79.524,28.888,,,,
3,07/02/18 12:14:37 PM,79.128,28.122,,,,
4,07/02/18 12:34:37 PM,78.602,28.643,,,,
5,07/02/18 12:54:37 PM,78.121,26.987,,,,
6,07/02/18 01:14:37 PM,77.727,31.885,,,,
7,07/02/18 01:34:37 PM,77.727,28.910,,,,
8,07/02/18 01:54:37 PM,77.859,30.474,,,,
9,07/02/18 02:14:37 PM,78.514,30.572,,,,
10,07/02/18 02:34:37 PM,79.831,28.936,,,,
11,07/02/18 02:54:37 PM,80.890,28.847,,,,
12,07/02/18 03:14:37 PM,81.288,29.648,,,,
13,07/02/18 03:34:37 PM,82.218,25.991,,,,
14,07/02/18 03:54:37 PM,80.890,26.383,,,,
15,07/02/18 04:14:37 PM,78.602,31.252,,,,
16,07/02/18 04:34:37 PM,77.160,33.668,,,,
17,07/02/18 04:54:37 PM,76.725,31.870,,,,
18,07/02/18 05:14:37 PM,76.464,31.991,,,,
19,07/02/18 05:34:37 PM,76.028,32.138,,,,
20,07/02/18 05:54:37 PM,76.332,31.447,,,,
21,07/02/18 06:14:37 PM,76.942,30.634,,,,
22,07/02/18 06:34:37 PM,77.859,29.561,,,,
23,07/02/18 06:54:37 PM,78.514,26.696,,,,
24,07/02/18 07:14:37 PM,73.861,34.798,,,,
25,07/02/18 07:34:37 PM,70.459,42.068,,,,
26,07/02/18 07:54:37 PM,67.372,48.403,,,,
27,07/02/18 08:14:37 PM,64.888,52.188,,,,
28,07/02/18 08:34:37 PM,62.319,58.012,,,,
29,07/02/18 08:54:37 PM,59.873,60.711,,,,
30,07/02/18 09:14:37 PM,57.722,64.062,,,,
31,07/02/18 09:34:37 PM,55.863,65.722,,,,
32,07/02/18 09:54:37 PM,54.430,66.363,,,,
33,07/02/18 10:14:37 PM,53.121,67.787,,,,
34,07/02/18 10:34:37 PM,52.115,69.341,,,,
35,07/02/18 10:54:37 PM,50.797,69.316,,,,
36,07/02/18 11:14:37 PM,50.047,72.982,,,,
37,07/02/18 11:34:37 PM,48.983,71.353,,,,
38,07/02/18 11:54:37 PM,47.914,72.299,,,,
39,07/03/18 12:14:37 AM,46.931,73.191,,,,
40,07/03/18 12:34:37 AM,46.031,72.786,,,,
41,07/03/18 12:54:37 AM,45.036,76.193,,,,
42,07/03/18 01:14:37 AM,44.310,74.577,,,,
43,07/03/18 01:34:37 AM,43.808,74.109,,,,
44,07/03/18 01:54:37 AM,43.214,77.065,,,,
45,07/03/18 02:14:37 AM,42.708,77.357,,,,
46,07/03/18 02:34:37 AM,42.616,78.772,,,,
47,07/03/18 02:54:37 AM,42.017,81.099,,,,
48,07/03/18 03:14:37 AM,41.416,81.447,,,,
49,07/03/18 03:34:37 AM,40.998,82.528,,,,
50,07/03/18 03:54:37 AM,40.485,82.751,,,,
51,07/03/18 04:14:37 AM,40.064,84.211,,,,
52,07/03/18 04:34:37 AM,39.454,84.806,,,,
53,07/03/18 04:54:37 AM,39.220,85.111,,,,
54,07/03/18 05:14:37 AM,39.078,85.738,,,,
55,07/03/18 05:34:37 AM,38.984,86.933,,,,
56,07/03/18 05:54:37 AM,38.700,87.712,,,,
57,07/03/18 06:14:37 AM,39.078,88.935,,,,
58,07/03/18 06:34:37 AM,39.877,88.691,,,,
59,07/03/18 06:54:37 AM,40.951,89.527,,,,
60,07/03/18 07:14:37 AM,42.892,89.519,,,,
61,07/03/18 07:34:37 AM,45.172,90.427,,,,
62,07/03/18 07:54:37 AM,47.512,86.084,,,,
63,07/03/18 08:14:37 AM,50.929,81.167,,,,
64,07/03/18 08:34:37 AM,53.951,70.132,,,,
65,07/03/18 08:54:37 AM,57.765,65.092,,,,
66,07/03/18 09:14:37 AM,61.419,59.261,,,,
67,07/03/18 09:34:37 AM,65.444,52.634,,,,
68,07/03/18 09:54:37 AM,69.129,39.492,,,,
69,07/03/18 10:14:37 AM,71.274,39.750,,,,
70,07/03/18 10:34:37 AM,72.912,34.317,,,,
71,07/03/18 10:54:37 AM,73.947,35.366,,,,
72,07/03/18 11:14:37 AM,74.986,32.556,,,,
73,07/03/18 11:34:37 AM,73.774,32.496,,,,
74,07/03/18 11:54:37 AM,74.250,34.851,,,,
75,07/03/18 12:14:37 PM,73.774,32.496,,,,
76,07/03/18 12:34:37 PM,73.472,34.080,,,,
77,07/03/18 12:54:37 PM,73.472,31.444,,,,
78,07/03/18 01:14:37 PM,73.299,31.536,,,,
79,07/03/18 01:34:37 PM,73.299,32.739,,,,
80,07/03/18 01:54:37 PM,73.472,30.068,,,,
81,07/03/18 02:14:37 PM,73.990,34.373,,,,
82,07/03/18 02:34:37 PM,75.508,28.338,,,,
83,07/03/18 02:54:37 PM,76.507,26.408,,,,
84,07/03/18 03:14:37 PM,77.464,26.619,,,,
85,07/03/18 03:34:37 PM,78.777,24.375,,,,
86,07/03/18 03:54:37 PM,77.596,25.153,,,,
87,07/03/18 04:14:37 PM,74.856,26.544,,,,
88,07/03/18 04:34:37 PM,73.170,26.406,,,,
89,07/03/18 04:54:37 PM,72.696,25.231,,,,
90,07/03/18 05:14:37 PM,72.480,26.174,,,,
91,07/03/18 05:34:37 PM,72.136,26.228,,,,
92,07/03/18 05:54:37 PM,72.437,28.102,,,,
93,07/03/18 06:14:37 PM,72.955,26.499,,,,
94,07/03/18 06:34:37 PM,73.386,25.735,,,,
95,07/03/18 06:54:37 PM,73.904,24.460,,,,
96,07/03/18 07:14:37 PM,69.858,29.231,,,,
97,07/03/18 07:34:37 PM,66.729,37.792,,,,
98,07/03/18 07:54:37 PM,64.546,41.858,,,,
99,07/03/18 08:14:37 PM,62.661,44.095,,,,
100,07/03/18 08:34:37 PM,60.174,51.422,,,,
101,07/03/18 08:54:37 PM,58.239,52.409,,,,
102,07/03/18 09:14:37 PM,56.122,58.465,,,,
103,07/03/18 09:34:37 PM,54.343,62.098,,,,
104,07/03/18 09:54:37 PM,52.729,64.747,,,,
105,07/03/18 10:14:37 PM,51.413,67.125,,,,
106,07/03/18 10:34:37 PM,50.180,69.478,,,,
107,07/03/18 10:54:37 PM,48.717,68.531,,,,
108,07/03/18 11:14:37 PM,47.602,71.707,,,,
109,07/03/18 11:34:37 PM,46.616,72.712,,,,
110,07/03/18 11:54:37 PM,45.761,74.908,,,,
111,07/04/18 12:14:37 AM,45.127,77.428,,,,
112,07/04/18 12:34:37 AM,44.445,80.230,,,,
113,07/04/18 12:54:37 AM,44.037,79.295,,,,
114,07/04/18 01:14:37 AM,43.716,79.765,,,,
115,07/04/18 01:34:37 AM,43.075,80.007,,,,
116,07/04/18 01:54:37 AM,42.433,81.258,,,,
117,07/04/18 02:14:37 AM,41.787,82.181,,,,
118,07/04/18 02:34:37 AM,41.277,81.931,,,,
119,07/04/18 02:54:37 AM,40.579,83.705,,,,
120,07/04/18 03:14:37 AM,40.111,84.503,,,,
121,07/04/18 03:34:37 AM,39.690,85.355,,,,
122,07/04/18 03:54:37 AM,39.360,86.394,,,,
123,07/04/18 04:14:37 AM,38.984,86.805,,,,
124,07/04/18 04:34:37 AM,38.748,87.336,,,,
125,07/04/18 04:54:37 AM,38.606,87.316,,,,
126,07/04/18 05:14:37 AM,38.606,89.502,,,,
127,07/04/18 05:34:37 AM,38.889,89.896,,,,
128,07/04/18 05:54:37 AM,38.889,89.390,,,,
129,07/04/18 06:14:37 AM,38.984,89.606,,,,
130,07/04/18 06:34:37 AM,39.643,90.255,,,,
131,07/04/18 06:54:37 AM,41.277,90.183,,,,
132,07/04/18 07:14:37 AM,43.945,89.051,,,,
133,07/04/18 07:34:37 AM,46.481,89.016,,,,
134,07/04/18 07:54:37 AM,49.825,81.973,,,,
135,07/04/18 08:14:37 AM,53.951,70.758,,,,
136,07/04/18 08:34:37 AM,57.592,62.194,,,,
137,07/04/18 08:54:37 AM,61.075,49.385,,,,
138,07/04/18 09:14:37 AM,63.819,46.166,,,,
139,07/04/18 09:34:37 AM,66.344,38.160,,,,
140,07/04/18 09:54:37 AM,68.484,35.634,,,,
141,07/04/18 10:14:37 AM,70.372,30.661,,,,
142,07/04/18 10:34:37 AM,71.577,30.550,,,,
143,07/04/18 10:54:37 AM,72.783,32.913,,,,
144,07/04/18 11:14:37 AM,73.472,33.348,,,,
145,07/04/18 11:34:37 AM,73.904,34.734,,,,
146,07/04/18 11:54:37 AM,74.338,30.579,,,,
147,07/04/18 12:14:37 PM,73.774,31.057,,,,
148,07/04/18 12:34:37 PM,73.299,33.273,,,,
