"","well_id","timestamp","water_binary","ground_to_water"
"553","KWR-1",2019-10-05,1,-28.94
"514","KWR-1",2019-10-20,1,-30.14
"206","KWR-XE1N",2018-07-01,1,-44.85875
"272","KWR-XE1N",2018-07-17,1,-48.795
"230","KWR-XE1N",2018-07-27,1,-50.2616666666667
"352","KWR-XE1N",2018-08-10,1,-49.9333333333333
"395","KWR-XE1N",2018-08-25,1,-51.7
"355","KWR-XE1N",2018-09-16,1,-52.6
"296","KWR-XE1N",2018-10-01,1,-53.4
"349","KWR-XE1N",2018-10-14,1,-53.1333333333333
"317","KWR-XE1N",2018-11-18,1,-51.6333333333333
"46","KWR-XE1N",2019-06-17,1,3.59999999999999
"428","KWR-XE1N",2019-06-17,1,0.141249999999994
"435","KWR-XE1N",2019-07-05,1,-25.8254166666667
"135","KWR-XE1N",2019-07-26,1,-38.2666666666667
"18","KWR-XE1N",2019-08-04,1,-44.4833333333333
"567","KWR-XE1N",2019-08-20,1,-48.0566666666667
"565","KWR-XE1N",2019-09-02,1,-49.29
"529","KWR-XE1N",2019-09-21,1,-48.7233333333334
"566","KWR-XE1N",2019-10-05,1,-48.9566666666667
"504","KWR-XE1N",2019-10-20,1,-49.8566666666667
"195","KWT-1",2018-06-19,1,-60.88875
"200","KWT-1",2018-07-01,1,-82.5845833333333
"266","KWT-1",2018-07-17,0,-81.1
"283","KWT-1",2018-07-27,0,-81.1
"322","KWT-1",2018-08-10,0,-81.1
"95","KWT-1",2018-09-16,0,-81.1
"88","KWT-1",2018-10-01,0,-81.1
"89","KWT-1",2018-10-14,0,-81.1
"29","KWT-1",2019-06-03,1,-0.0666666666666629
"415","KWT-1",2019-06-17,1,-2.15875
"462","KWT-1",2019-07-05,1,-5.59208333333333
"127","KWT-1",2019-07-26,1,-41.3333333333333
"487","KWT-1",2019-08-20,1,-69.3233333333333
"517","KWT-1",2019-09-02,1,-77.3566666666667
"548","KWT-1",2019-10-20,1,-9.12333333333333
"445","LHT-1",2019-07-07,1,NA
"102","LHT-1",2019-07-26,1,NA
"12","LHT-1",2019-08-05,1,NA
"546","LHT-1",2019-08-20,1,NA
"494","LHT-1",2019-09-03,1,NA
"551","LHT-1",2019-09-21,0,NA
"524","LHT-1",2019-10-05,1,NA
"497","LHT-1",2019-10-19,1,NA
"542","LHT-1",2019-10-20,1,NA
