well_id,timestamp,welltop_to_water_cm,water_level_1_cm,water_level_2_cm,water_level_3_cm,water_binary,logger?,meter_id,soil moisture,notes,vegetation,HGMZ
EHR-1,5/31/18 8:30,81.28,,,,TRUE,NaN,v1,,,,
EER-1,5/31/18 8:40,92.71,,,,TRUE,NaN,v1,,,,
EER-1,5/31/18 8:40,93.98,,,,TRUE,NaN,v1,,,,
EER-1,5/31/18 8:40,91.44,,,,TRUE,NaN,v1,,,,
EFF-XA2N,5/31/18 8:55,52.705,,,,TRUE,NaN,v1,,,,
EFF-XA2N,5/31/18 8:55,48.895,,,,TRUE,NaN,v1,,,,
EFF-XA2N,5/31/18 8:55,48.5775,,,,TRUE,NaN,v1,,,,
EWR-1,6/1/18 6:10,92.075,,,,TRUE,NaN,v1,,,,
EWR-1,6/1/18 6:10,93.0275,,,,TRUE,NaN,v1,,,,
EWR-1,6/1/18 6:10,92.075,,,,TRUE,NaN,v1,,,,
EFF-XA2S,6/1/18 6:24,107.95,,,,TRUE,NaN,v1,,,,
EFF-XA2S,6/1/18 6:24,106.68,,,,TRUE,NaN,v1,,,,
EFF-XA2S,6/1/18 6:24,92.075,,,,TRUE,NaN,v1,,,,
EEF-XA3S,6/1/18 6:40,66.675,,,,TRUE,NaN,v1,,,,
EEF-XA3S,6/1/18 6:40,66.04,,,,TRUE,NaN,v1,,,,
EEF-XA3S,6/1/18 6:40,65.405,,,,TRUE,NaN,v1,,,,
EHT-XA5S,6/1/18 6:43,33.655,,,,TRUE,NaN,v1,,,,
EHT-XA5S,6/1/18 6:43,34.925,,,,TRUE,NaN,v1,,,,
EHT-XA5S,6/1/18 6:43,33.9725,,,,TRUE,NaN,v1,,,,
EWT-1,6/1/18 6:50,89.789,,,,TRUE,NaN,v1,,,,
EWT-1,6/1/18 6:50,90.4875,,,,TRUE,NaN,v1,,,,
EWT-1,6/1/18 6:50,88.265,,,,TRUE,NaN,v1,,,,
EFR-XB1S,6/1/18 7:40,121.92,,,,TRUE,NaN,v1,,,,
EFR-XB1S,6/1/18 7:40,122.555,,,,TRUE,NaN,v1,,,,
EFR-XB1S,6/1/18 7:40,122.555,,,,TRUE,NaN,v1,,,,
EHT-XB5S,6/1/18 7:41,39.6875,,,,TRUE,NaN,v1,,,,
EHT-XB5S,6/1/18 7:41,38.4175,,,,TRUE,NaN,v1,,,,
EHT-XB5S,6/1/18 7:41,38.735,,,,TRUE,NaN,v1,,,,
EEF-1,6/1/18 7:45,60.96,,,,TRUE,NaN,v1,,,,
EEF-1,6/1/18 7:45,60.96,,,,TRUE,NaN,v1,,,,
EEF-1,6/1/18 7:45,61.595,,,,TRUE,NaN,v1,,,,
EET-1,6/1/18 7:56,66.04,,,,TRUE,NaN,v1,,,,
EET-1,6/1/18 7:56,65.0875,,,,TRUE,NaN,v1,,,,
EET-1,6/1/18 7:56,64.77,,,,TRUE,NaN,v1,,,,
EHT-XC6S,6/1/18 8:00,,,,,FALSE,FALSE,nw,,,,
KHT-XD6N,6/1/18 8:32,71.12,,,,TRUE,NaN,v1,,,,
KHT-XD6N,6/1/18 8:32,71.755,,,,TRUE,NaN,v1,,,,
KHT-XD6N,6/1/18 8:32,69.85,,,,TRUE,NaN,v1,,,,
KHR-XD2N,6/1/18 8:40,97.4725,,,,TRUE,NaN,v1,,,,
KHR-XD2N,6/1/18 8:40,98.1075,,,,TRUE,NaN,v1,,,,
KHR-XD2N,6/1/18 8:40,97.79,,,,TRUE,NaN,v1,,,,
KFT-XD3S,6/1/18 8:41,104.4575,,,,TRUE,NaN,v1,,,,
KFT-XD3S,6/1/18 8:41,104.4575,,,,TRUE,NaN,v1,,,,
KFT-XD3S,6/1/18 8:41,104.775,,,,TRUE,NaN,v1,,,,
KHF-XD4S,6/1/18 8:45,97.4725,,,,TRUE,NaN,v1,,,,
KHF-XD4S,6/1/18 8:45,96.8375,,,,TRUE,NaN,v1,,,,
KHF-XD4S,6/1/18 8:45,96.8375,,,,TRUE,NaN,v1,,,,
KFF-XD6S,6/1/18 8:50,66.04,,,,TRUE,NaN,v1,,,,
KFF-XD6S,6/1/18 8:50,66.3575,,,,TRUE,NaN,v1,,,,
KFF-XD6S,6/1/18 8:50,66.04,,,,TRUE,NaN,v1,,,,
KWF-XE8S,6/1/18 9:13,85.09,,,,TRUE,NaN,v1,,,,
KWF-XE8S,6/1/18 9:13,94.9325,,,,TRUE,NaN,v1,,,,
KWF-XE8S,6/1/18 9:13,95.885,,,,TRUE,NaN,v1,,,,
KHT-XE6S,6/1/18 9:14,43.18,,,,TRUE,NaN,v1,,,,
KHT-XE6S,6/1/18 9:14,43.18,,,,TRUE,NaN,v1,,,,
KHT-XE6S,6/1/18 9:14,43.18,,,,TRUE,NaN,v1,,,,
KFR-XE2S,6/1/18 9:15,60.96,,,,TRUE,NaN,v1,,,,
KFR-XE2S,6/1/18 9:15,60.6425,,,,TRUE,NaN,v1,,,,
KFR-XE2S,6/1/18 9:15,60.325,,,,TRUE,NaN,v1,,,,
KHT-XE5S,6/1/18 9:15,61.2775,,,,TRUE,NaN,v1,,,,
KHT-XE5S,6/1/18 9:15,61.595,,,,TRUE,NaN,v1,,,,
KHT-XE5S,6/1/18 9:15,62.23,,,,TRUE,NaN,v1,,,,
KFR-XE1S,6/1/18 9:23,104.14,,,,TRUE,NaN,v1,,,,
KFR-XE1S,6/1/18 9:23,104.4575,,,,TRUE,NaN,v1,,,,
KFR-XE1S,6/1/18 9:23,104.14,,,,TRUE,NaN,v1,,,,
KHR-XE2N,6/1/18 9:30,99.06,,,,TRUE,NaN,v1,,"cap screw stuck on top, removed assembly",,
KHR-XE2N,6/1/18 9:30,98.7425,,,,TRUE,NaN,v1,,,,
KHR-XE2N,6/1/18 9:30,99.06,,,,TRUE,NaN,v1,,,,
EHR-1,6/18/18 7:17,95.885,,,,TRUE,NaN,v1,,,,
EHR-1,6/18/18 7:17,95.885,,,,TRUE,NaN,v1,,,,
EHR-1,6/18/18 7:17,96.52,,,,TRUE,NaN,v1,,,,
EER-1,6/18/18 7:21,104.14,,,,TRUE,NaN,v1,,,,
EER-1,6/18/18 7:21,105.41,,,,TRUE,NaN,v1,,,,
EER-1,6/18/18 7:21,104.775,,,,TRUE,NaN,v1,,,,
EWR-1,6/18/18 7:26,96.52,,,,TRUE,NaN,v1,,,,
EWR-1,6/18/18 7:26,98.425,,,,TRUE,NaN,v1,,,,
EWR-1,6/18/18 7:26,99.695,,,,TRUE,NaN,v1,,,,
EFF-XA2N,6/18/18 7:35,57.15,,,,TRUE,NaN,v1,,,,
EFF-XA2N,6/18/18 7:35,57.15,,,,TRUE,NaN,v1,,,,
EFF-XA2N,6/18/18 7:35,57.785,,,,TRUE,NaN,v1,,,,
EFR-XB1S,6/18/18 7:56,127.3175,,,,TRUE,NaN,v1,,,,
