"TOA5","Station7_wx","CR1000","12862","CR1000.Std.14","CPU:SH_Site7_2_3.CR1","58738","Raw"
"TIMESTAMP","RECORD","SnowPillow_mv_Avg"
"TS","RN","mV"
"","","Avg"
"2016-02-01 17:20:00",237798,1.183
"2016-02-01 17:30:00",237799,1.183
"2016-02-01 17:40:00",237800,1.183
"2016-02-01 17:50:00",237801,1.183
"2016-02-01 18:00:00",237802,1.183
"2016-02-01 18:10:00",237803,1.183
"2016-02-01 18:20:00",237804,1.182
"2016-02-01 18:30:00",237805,1.183
"2016-02-01 18:40:00",237806,1.183
"2016-02-01 18:50:00",237807,1.183
"2016-02-01 19:00:00",237808,1.183
"2016-02-01 19:10:00",237809,1.183
"2016-02-01 19:20:00",237810,1.183
"2016-02-01 19:30:00",237811,1.183
"2016-02-02 07:20:00",237812,1.18
"2016-02-02 07:30:00",237813,0.983
"2016-02-02 07:40:00",237814,1.18
"2016-02-02 07:50:00",237815,1.179
"2016-02-02 08:00:00",237816,0.59
"2016-02-02 08:10:00",237817,1.18
"2016-02-02 08:20:00",237818,1.18
"2016-02-02 08:30:00",237819,1.181
"2016-02-02 08:40:00",237820,1.18
"2016-02-02 08:50:00",237821,1.181
"2016-02-02 09:00:00",237822,1.18
"2016-02-02 09:10:00",237823,1.181
"2016-02-02 09:20:00",237824,1.18
"2016-02-02 09:30:00",237825,1.181
"2016-02-02 09:40:00",237826,1.18
"2016-02-02 09:50:00",237827,1.18
"2016-02-02 10:00:00",237828,1.18
"2016-02-02 10:10:00",237829,1.181
"2016-02-02 10:20:00",237830,1.181
"2016-02-02 10:30:00",237831,1.181
"2016-02-02 10:40:00",237832,1.179
"2016-02-02 10:50:00",237833,1.18
"2016-02-02 11:00:00",237834,1.181
"2016-02-02 11:10:00",237835,1.181
"2016-02-02 11:20:00",237836,1.181
"2016-02-02 11:30:00",237837,1.181
"2016-02-02 11:40:00",237838,1.181
"2016-02-02 11:50:00",237839,1.181
"2016-02-02 12:00:00",237840,1.181
"2016-02-02 12:10:00",237841,1.181
"2016-02-02 12:20:00",237842,1.181
"2016-02-02 12:30:00",237843,1.181
"2016-02-02 12:40:00",237844,1.181
"2016-02-02 12:50:00",237845,1.181
"2016-02-02 13:00:00",237846,1.18
"2016-02-02 13:10:00",237847,1.181
"2016-02-02 13:20:00",237848,1.182
"2016-02-02 13:30:00",237849,1.181
"2016-02-02 13:40:00",237850,1.181
"2016-02-02 13:50:00",237851,1.181
"2016-02-02 14:00:00",237852,1.181
"2016-02-02 14:10:00",237853,1.181
