"TOA5","Station8_wx","CR1000","12863","CR1000.Std.14","CPU:SH_Site8_2_3.CR1","46596","Raw"
"TIMESTAMP","RECORD","SnowPillow_mv_Avg"
"TS","RN","mV"
"","","Avg"
"2010-11-22 17:00:00",4,1.304
"2010-11-22 17:10:00",5,1.304
"2010-11-22 17:20:00",6,1.304
"2010-11-22 17:30:00",7,1.302
"2010-11-22 17:40:00",8,1.301
"2010-11-22 17:50:00",9,1.3
"2010-11-22 18:00:00",10,1.3
"2010-11-22 18:10:00",11,1.299
"2010-11-22 18:20:00",12,1.299
"2010-11-22 18:30:00",13,1.299
"2010-11-22 18:40:00",14,1.298
"2010-11-22 18:50:00",15,1.298
"2010-11-22 19:00:00",16,1.298
"2010-11-22 19:10:00",17,1.299
"2010-11-22 19:20:00",18,1.299
"2010-11-22 19:30:00",19,1.299
"2010-11-22 19:40:00",20,1.299
"2010-11-22 19:50:00",21,1.299
"2010-11-22 20:00:00",22,1.299
"2010-11-22 20:10:00",23,1.299
"2010-11-22 20:20:00",24,1.299
"2010-11-22 20:30:00",25,1.299
"2010-11-22 20:40:00",26,1.298
"2010-11-22 20:50:00",27,1.298
"2010-11-22 21:00:00",28,1.299
"2010-11-22 21:10:00",29,1.299
"2010-11-22 21:20:00",30,1.299
"2010-11-22 21:30:00",31,1.3
"2010-11-22 21:40:00",32,1.3
"2010-11-22 21:50:00",33,1.299
"2010-11-22 22:00:00",34,1.3
"2010-11-22 22:10:00",35,1.301
"2010-11-22 22:20:00",36,1.301
"2010-11-22 22:30:00",37,1.301
"2010-11-22 22:40:00",38,1.302
"2010-11-22 22:50:00",39,1.302
"2010-11-22 23:00:00",40,1.304
"2010-11-22 23:10:00",41,1.305
"2010-11-22 23:20:00",42,1.305
"2010-11-22 23:30:00",43,1.306
"2010-11-22 23:40:00",44,1.306
"2010-11-22 23:50:00",45,1.307
"2010-11-23 00:00:00",46,1.307
"2010-11-23 00:10:00",47,1.309
"2010-11-23 00:20:00",48,1.309
"2010-11-23 00:30:00",49,1.31
"2010-11-23 00:40:00",50,1.31
"2010-11-23 00:50:00",51,1.311
"2010-11-23 01:00:00",52,1.312
"2010-11-23 01:10:00",53,1.313
"2010-11-23 01:20:00",54,1.314
"2010-11-23 01:30:00",55,1.315
"2010-11-23 01:40:00",56,1.316
"2010-11-23 01:50:00",57,1.317
"2010-11-23 02:00:00",58,1.318
"2010-11-23 02:10:00",59,1.319
"2010-11-23 02:20:00",60,1.32
"2010-11-23 02:30:00",61,1.319
"2010-11-23 02:40:00",62,1.322
