"TOA5","Station2_wx","CR1000","6588","CR1000.Std.10","CPU:#2_cardout.CR1","19097","Table2"
"TIMESTAMP","RECORD","Batt_Volt_Min"
"2008-03-27 00:00:00",242,12.49
"2008-03-28 00:00:00",243,12.42
"2008-03-29 00:00:00",244,12.47
"2008-03-30 00:00:00",245,12.48
"2008-03-31 00:00:00",246,12.46
"2008-04-01 00:00:00",247,12.42
"2008-04-02 00:00:00",248,12.45
"2008-04-03 00:00:00",249,12.43
"2008-04-04 00:00:00",250,12.45
"2008-04-05 00:00:00",251,12.51
"2008-04-06 00:00:00",252,12.48
"2008-04-07 00:00:00",253,12.48
"2008-04-08 00:00:00",254,12.44
"2008-04-09 00:00:00",255,12.47
"2008-04-10 00:00:00",256,12.41
"2008-04-11 00:00:00",257,12.45
"2008-04-12 00:00:00",258,12.48
"2008-04-13 00:00:00",259,12.48
"2008-04-14 00:00:00",260,12.51
"2008-04-15 00:00:00",261,12.57
"2008-04-16 00:00:00",262,12.47
"2008-04-17 00:00:00",263,12.42
"2008-04-18 00:00:00",264,12.45
"2008-04-19 00:00:00",265,12.53
"2008-04-20 00:00:00",266,12.53
"2008-04-21 00:00:00",267,12.42
"2008-04-22 00:00:00",268,12.4
"2008-04-23 00:00:00",269,12.5
"2008-04-24 00:00:00",270,12.48
"2008-04-25 00:00:00",271,12.42
"2008-04-26 00:00:00",272,12.47
"2008-04-27 00:00:00",273,12.52
"2008-04-28 00:00:00",274,12.52
"2008-04-29 00:00:00",275,12.54
"2008-04-30 00:00:00",276,12.56
"2008-05-01 00:00:00",277,12.48
"2008-05-02 00:00:00",278,12.45
"2008-05-03 00:00:00",279,12.48
"2008-05-04 00:00:00",280,12.53
"2008-05-05 00:00:00",281,12.5
"2008-05-06 00:00:00",282,12.51
"2008-05-07 00:00:00",283,12.51
"2008-05-08 00:00:00",284,12.55
"2008-05-09 00:00:00",285,12.73
"2008-05-10 00:00:00",286,12.77
"2008-05-11 00:00:00",287,12.8
"2008-05-12 00:00:00",288,12.66
"2008-05-13 00:00:00",289,12.55
"2008-05-14 00:00:00",290,12.77
"2008-05-15 00:00:00",291,12.55
"2008-05-16 00:00:00",292,12.63
"2008-05-17 00:00:00",293,12.57
"2008-05-18 00:00:00",294,12.61
"2008-05-19 00:00:00",295,12.57
"2008-05-20 00:00:00",296,12.54
"2008-05-21 00:00:00",297,12.6
"2008-05-22 00:00:00",298,12.56
"2008-05-23 00:00:00",299,12.51
"2008-05-24 00:00:00",300,12.54
"2008-05-25 00:00:00",301,12.55
"2008-05-26 00:00:00",302,12.52
"2008-05-27 00:00:00",303,12.53
"2008-05-28 00:00:00",304,12.57
"2008-05-29 00:00:00",305,12.52
"2008-05-30 00:00:00",306,12.49
"2008-05-31 00:00:00",307,12.56
"2008-06-01 00:00:00",308,12.54
"2008-06-02 00:00:00",309,12.62
"2008-06-03 00:00:00",310,12.55
"2008-06-04 00:00:00",311,12.59
"2008-06-05 00:00:00",312,12.57
"2008-06-06 00:00:00",313,12.51
"2008-06-07 00:00:00",314,12.58
"2008-06-08 00:00:00",315,12.51
"2008-06-09 00:00:00",316,12.52
"2008-06-10 00:00:00",317,12.56
"2008-06-11 00:00:00",318,12.59
"2008-06-12 00:00:00",319,12.51
"2008-06-13 00:00:00",320,12.56
"2008-06-14 00:00:00",321,12.54
"2008-06-15 00:00:00",322,12.57
"2008-06-16 00:00:00",323,12.56
"2008-06-17 00:00:00",324,12.55
"2008-06-18 00:00:00",325,12.56
"2008-06-19 00:00:00",326,12.56
"2008-06-20 00:00:00",327,12.54
"2008-06-21 00:00:00",328,12.59
"2008-06-22 00:00:00",329,12.59
"2008-06-23 00:00:00",330,12.61
"2008-06-24 00:00:00",331,12.56
"2008-06-25 00:00:00",332,12.6
"2008-06-26 00:00:00",333,12.56
"2008-06-27 00:00:00",334,12.57
"2008-06-28 00:00:00",335,12.58
"2008-06-29 00:00:00",336,12.59
"2008-06-30 00:00:00",337,12.58
"2008-07-01 00:00:00",338,12.62
"2008-07-02 00:00:00",339,12.58
"2008-07-03 00:00:00",340,12.57
"2008-07-04 00:00:00",341,12.57
"2008-07-05 00:00:00",342,12.61
"2008-07-06 00:00:00",343,12.55
"2008-07-07 00:00:00",344,12.57
"2008-07-08 00:00:00",345,12.59
"2008-07-09 00:00:00",346,12.59
"2008-07-10 00:00:00",347,12.58
"2008-07-11 00:00:00",348,12.58
"2008-07-12 00:00:00",349,12.58
"2008-07-13 00:00:00",350,12.57
"2008-07-14 00:00:00",351,12.59
"2008-07-15 00:00:00",352,12.58
"2008-07-16 00:00:00",353,12.56
"2008-07-17 00:00:00",354,12.63
"2008-07-18 00:00:00",355,12.57
"2008-07-19 00:00:00",356,12.57
"2008-07-20 00:00:00",357,12.56
"2008-07-21 00:00:00",358,12.6
"2008-07-22 00:00:00",359,12.58
"2008-07-23 00:00:00",360,12.56
"2008-07-24 00:00:00",361,12.53
"2008-07-25 00:00:00",362,12.54
"2008-07-26 00:00:00",363,12.55
"2008-07-27 00:00:00",364,12.59
"2008-07-28 00:00:00",365,12.58
"2008-07-29 00:00:00",366,12.57
"2008-07-30 00:00:00",367,12.57
"2008-07-31 00:00:00",368,12.55
"2008-08-01 00:00:00",369,12.55
"2008-08-02 00:00:00",370,12.55
"2008-08-03 00:00:00",371,12.58
"2008-08-04 00:00:00",372,12.54
"2008-08-05 00:00:00",373,12.55
"2008-08-06 00:00:00",374,12.57
"2008-08-07 00:00:00",375,12.6
"2008-08-08 00:00:00",376,12.61
"2008-08-09 00:00:00",377,12.61
"2008-08-10 00:00:00",378,12.6
"2008-08-11 00:00:00",379,12.54
"2008-08-12 00:00:00",380,12.56
"2008-08-13 00:00:00",381,12.57
"2008-08-14 00:00:00",382,12.56
"2008-08-15 00:00:00",383,12.57
"2008-08-16 00:00:00",384,12.56
"2008-08-17 00:00:00",385,12.56
"2008-08-18 00:00:00",386,12.57
"2008-08-19 00:00:00",387,12.61
"2008-08-20 00:00:00",388,12.6
"2008-08-21 00:00:00",389,12.54
"2008-08-22 00:00:00",390,12.58
"2008-08-23 00:00:00",391,12.56
"2008-08-24 00:00:00",392,12.56
"2008-08-25 00:00:00",393,12.61
"2008-08-26 00:00:00",394,12.57
"2008-08-27 00:00:00",395,12.55
"2008-08-28 00:00:00",396,12.55
"2008-08-29 00:00:00",397,12.57
"2008-08-30 00:00:00",398,12.56
"2008-08-31 00:00:00",399,12.58
"2008-09-01 00:00:00",400,12.58
"2008-09-02 00:00:00",401,12.48
"2008-09-03 00:00:00",402,12.48
"2008-09-04 00:00:00",403,12.52
"2008-09-05 00:00:00",404,12.54
"2008-09-06 00:00:00",405,12.55
"2008-09-07 00:00:00",406,12.54
"2008-09-08 00:00:00",407,12.54
"2008-09-09 00:00:00",408,12.52
"2008-09-10 00:00:00",409,12.56
"2008-09-11 00:00:00",410,12.5
"2008-09-12 00:00:00",411,12.51
"2008-09-13 00:00:00",412,12.52
"2008-09-14 00:00:00",413,12.53
"2008-09-15 00:00:00",414,12.53
"2008-09-16 00:00:00",415,12.53
"2008-09-17 00:00:00",416,12.53
"2008-09-18 00:00:00",417,12.51
"2008-09-19 00:00:00",418,12.59
"2008-09-20 00:00:00",419,12.6
"2008-09-21 00:00:00",420,12.57
"2008-09-22 00:00:00",421,12.48
"2008-09-23 00:00:00",422,12.49
"2008-09-24 00:00:00",423,12.49
"2008-09-25 00:00:00",424,12.51
"2008-09-26 00:00:00",425,12.57
"2008-09-27 00:00:00",426,12.52
"2008-09-28 00:00:00",427,12.51
"2008-09-29 00:00:00",428,12.52
"2008-09-30 00:00:00",429,12.56
"2008-10-01 00:00:00",430,12.55
"2008-10-02 00:00:00",431,12.59
"2008-10-03 00:00:00",432,12.59
"2008-10-04 00:00:00",433,12.59
"2008-10-05 00:00:00",434,12.54
"2008-10-06 00:00:00",435,12.47
"2008-10-07 00:00:00",436,12.45
"2008-10-08 00:00:00",437,12.48
"2008-10-09 00:00:00",438,12.48
"2008-10-10 00:00:00",439,12.5
"2008-10-11 00:00:00",440,12.41
"2008-10-12 00:00:00",441,12.42
"2008-10-13 00:00:00",442,12.39
"2008-10-14 00:00:00",443,12.45
"2008-10-15 00:00:00",444,12.46
"2008-10-16 00:00:00",445,12.48
"2008-10-17 00:00:00",446,12.77
"2008-10-18 00:00:00",447,12.5
"2008-10-19 00:00:00",448,12.51
"2008-10-20 00:00:00",449,12.45
"2008-10-21 00:00:00",450,12.46
"2008-10-22 00:00:00",451,12.45
"2008-10-23 00:00:00",452,12.43
"2008-10-24 00:00:00",453,12.46
"2008-10-25 00:00:00",454,12.46
"2008-10-26 00:00:00",455,12.46
"2008-10-27 00:00:00",456,12.47
"2008-10-28 00:00:00",457,12.46
"2008-10-29 00:00:00",458,12.48
"2008-10-30 00:00:00",459,12.46
"2008-10-31 00:00:00",460,12.49
"2008-11-01 00:00:00",461,12.46
"2008-11-02 00:00:00",462,12.37
"2008-11-03 00:00:00",463,12.31
"2008-11-04 00:00:00",464,12.4
"2008-11-05 00:00:00",465,12.34
"2008-11-06 00:00:00",466,12.55
"2008-11-07 00:00:00",467,12.62
"2008-11-08 00:00:00",468,12.57
"2008-11-09 00:00:00",469,12.56
"2008-11-10 00:00:00",470,12.57
"2008-11-11 00:00:00",471,12.49
"2008-11-12 00:00:00",472,12.5
"2008-11-13 00:00:00",473,12.53
"2008-11-14 00:00:00",474,12.5
"2008-11-15 00:00:00",475,12.51
"2008-11-16 00:00:00",476,12.49
"2008-11-17 00:00:00",477,12.49
"2008-11-18 00:00:00",478,12.49
"2008-11-19 00:00:00",479,12.48
"2008-11-20 00:00:00",480,12.47
"2008-11-21 00:00:00",481,12.68
"2008-11-22 00:00:00",482,12.44
"2008-11-23 00:00:00",483,12.44
"2008-11-24 00:00:00",484,12.44
"2008-11-25 00:00:00",485,12.43
"2008-11-26 00:00:00",486,12.45
"2008-11-27 00:00:00",487,12.46
"2008-11-28 00:00:00",488,12.46
"2008-11-29 00:00:00",489,12.44
"2008-11-30 00:00:00",490,12.46
"2008-12-01 00:00:00",491,12.46
"2008-12-02 00:00:00",492,12.48
"2008-12-03 00:00:00",493,12.51
"2008-12-04 00:00:00",494,12.44
"2008-12-05 00:00:00",495,12.4
"2008-12-06 00:00:00",496,12.39
"2008-12-07 00:00:00",497,12.42
"2008-12-08 00:00:00",498,12.42
"2008-12-09 00:00:00",499,12.42
"2008-12-10 00:00:00",500,12.36
"2008-12-11 00:00:00",501,12.39
"2008-12-12 00:00:00",502,12.44
"2008-12-13 00:00:00",503,12.43
"2008-12-14 00:00:00",504,12.4
"2008-12-15 00:00:00",505,12.33
"2008-12-16 00:00:00",506,12.31
"2008-12-17 00:00:00",507,12.25
"2008-12-18 00:00:00",508,12.26
"2008-12-19 00:00:00",509,12.27
"2008-12-20 00:00:00",510,12.37
"2008-12-21 00:00:00",511,12.41
"2008-12-22 00:00:00",512,12.47
"2008-12-23 00:00:00",513,12.45
"2008-12-24 00:00:00",514,12.3
"2008-12-25 00:00:00",515,12.45
"2008-12-26 00:00:00",516,12.41
"2008-12-27 00:00:00",517,12.22
"2008-12-28 00:00:00",518,12.39
"2008-12-29 00:00:00",519,12.45
"2008-12-30 00:00:00",520,12.46
"2008-12-31 00:00:00",521,12.39
"2009-01-01 00:00:00",522,12.39
"2009-01-02 00:00:00",523,12.43
"2009-01-03 00:00:00",524,12.34
"2009-01-04 00:00:00",525,12.2
"2009-01-05 00:00:00",526,12.35
"2009-01-06 00:00:00",527,12.46
"2009-01-07 00:00:00",528,12.52
"2009-01-08 00:00:00",529,12.46
"2009-01-09 00:00:00",530,12.5
"2009-01-10 00:00:00",531,12.39
"2009-01-11 00:00:00",532,12.36
"2009-01-12 00:00:00",533,12.4
"2009-01-13 00:00:00",534,12.46
"2009-01-14 00:00:00",535,12.42
"2009-01-15 00:00:00",536,12.4
"2009-01-16 00:00:00",537,12.42
"2009-01-17 00:00:00",538,12.41
"2009-01-18 00:00:00",539,12.38
"2009-01-19 00:00:00",540,12.38
"2009-01-20 00:00:00",541,12.37
"2009-01-21 00:00:00",542,12.4
"2009-01-22 00:00:00",543,12.42
"2009-01-23 00:00:00",544,12.45
"2009-01-24 00:00:00",545,12.63
"2009-01-25 00:00:00",546,12.43
"2009-01-26 00:00:00",547,12.39
"2009-01-27 00:00:00",548,12.31
"2009-01-28 00:00:00",549,12.24
"2009-01-29 00:00:00",550,12.38
"2009-01-30 00:00:00",551,12.38
"2009-01-31 00:00:00",552,12.37
"2009-02-01 00:00:00",553,12.38
"2009-02-02 00:00:00",554,12.39
"2009-02-03 00:00:00",555,12.4
"2009-02-04 00:00:00",556,12.42
"2009-02-05 00:00:00",557,12.45
"2009-02-06 00:00:00",558,12.47
"2009-02-07 00:00:00",559,12.41
"2009-02-08 00:00:00",560,12.38
"2009-02-09 00:00:00",561,12.32
"2009-02-10 00:00:00",562,12.46
"2009-02-11 00:00:00",563,12.25
"2009-02-12 00:00:00",564,12.38
"2009-02-13 00:00:00",565,12.3
"2009-02-14 00:00:00",566,12.38
"2009-02-15 00:00:00",567,12.36
"2009-02-16 00:00:00",568,12.32
"2009-02-17 00:00:00",569,12.26
"2009-02-18 00:00:00",570,12.14
"2009-02-19 00:00:00",571,12.06
"2009-02-20 00:00:00",572,12.49
"2009-02-21 00:00:00",573,12.53
"2009-02-22 00:00:00",574,12.47
"2009-02-23 00:00:00",575,12.52
"2009-02-24 00:00:00",576,12.48
"2009-02-25 00:00:00",577,12.5
"2009-02-26 00:00:00",578,12.49
"2009-02-27 00:00:00",579,12.49
"2009-02-28 00:00:00",580,12.41
"2009-03-01 00:00:00",581,12.44
"2009-03-02 00:00:00",582,12.49
"2009-03-03 00:00:00",583,12.4
"2009-03-04 00:00:00",584,12.26
"2009-03-05 00:00:00",585,12.1
"2009-03-06 00:00:00",586,11.98
"2009-03-07 00:00:00",587,12.55
"2009-03-08 00:00:00",588,12.45
"2009-03-09 00:00:00",589,12.48
"2009-03-10 00:00:00",590,12.49
"2009-03-11 00:00:00",591,12.35
"2009-03-12 00:00:00",592,12.44
"2009-03-13 00:00:00",593,12.45
"2009-03-14 00:00:00",594,12.44
"2009-03-15 00:00:00",595,12.48
"2009-03-16 00:00:00",596,12.66
"2009-03-17 00:00:00",597,12.52
"2009-03-18 00:00:00",598,12.5
"2009-03-19 00:00:00",599,12.49
"2009-03-20 00:00:00",600,12.5
"2009-03-21 00:00:00",601,12.49
"2009-03-22 00:00:00",602,12.54
"2009-03-23 00:00:00",603,12.47
"2009-03-24 00:00:00",604,12.38
"2009-03-25 00:00:00",605,12.41
"2009-03-26 00:00:00",606,12.46
"2009-03-27 00:00:00",607,12.52
"2009-03-28 00:00:00",608,12.47
"2009-03-29 00:00:00",609,12.48
"2009-03-30 00:00:00",610,12.55
"2009-03-31 00:00:00",611,12.44
"2009-04-01 00:00:00",612,12.46
"2009-04-02 00:00:00",613,12.51
"2009-04-03 00:00:00",614,12.53
"2009-04-04 00:00:00",615,12.47
"2009-04-05 00:00:00",616,12.4
"2009-04-06 00:00:00",617,12.43
"2009-04-07 00:00:00",618,12.48
"2009-04-08 00:00:00",619,12.5
"2009-04-09 00:00:00",620,12.5
"2009-04-10 00:00:00",621,12.5
"2009-04-11 00:00:00",622,12.49
"2009-04-12 00:00:00",623,12.48
"2009-04-13 00:00:00",624,12.5
"2009-04-14 00:00:00",625,12.5
"2009-04-15 00:00:00",626,12.52
"2009-04-16 00:00:00",627,12.43
"2009-04-17 00:00:00",628,12.45
"2009-04-18 00:00:00",629,12.49
"2009-04-19 00:00:00",630,12.51
"2009-04-20 00:00:00",631,12.51
"2009-04-21 00:00:00",632,12.53
"2009-04-22 00:00:00",633,12.53
"2009-04-23 00:00:00",634,12.53
"2009-04-24 00:00:00",635,12.54
"2009-04-25 00:00:00",636,12.49
"2009-04-26 00:00:00",637,12.45
"2009-04-27 00:00:00",638,12.5
"2009-04-28 00:00:00",639,12.51
"2009-04-29 00:00:00",640,12.5
"2009-04-30 00:00:00",641,12.44
"2009-05-01 00:00:00",642,12.48
"2009-05-02 00:00:00",643,12.55
"2009-05-03 00:00:00",644,12.54
"2009-05-04 00:00:00",645,12.52
"2009-05-05 00:00:00",646,12.53
"2009-05-06 00:00:00",647,12.54
"2009-05-07 00:00:00",648,12.56
"2009-05-08 00:00:00",649,12.51
"2009-05-09 00:00:00",650,12.54
"2009-05-10 00:00:00",651,12.51
"2009-05-11 00:00:00",652,12.5
"2009-05-12 00:00:00",653,12.51
"2009-05-13 00:00:00",654,12.51
"2009-05-14 00:00:00",655,12.48
"2009-05-15 00:00:00",656,12.51
"2009-05-16 00:00:00",657,12.54
"2009-05-17 00:00:00",658,12.53
"2009-05-18 00:00:00",659,12.57
"2009-05-19 00:00:00",660,12.54
"2009-05-20 00:00:00",661,12.59
"2009-05-21 00:00:00",662,12.57
"2009-05-22 00:00:00",663,12.5
"2009-05-23 00:00:00",664,12.51
"2009-05-24 00:00:00",665,12.53
"2009-05-25 00:00:00",666,12.5
"2009-05-26 00:00:00",667,12.51
"2009-05-27 00:00:00",668,12.51
"2009-05-28 00:00:00",669,12.53
"2009-05-29 00:00:00",670,12.57
"2009-05-30 00:00:00",671,12.55
"2009-05-31 00:00:00",672,12.56
"2009-06-01 00:00:00",673,12.54
"2009-06-02 00:00:00",674,12.54
"2009-06-03 00:00:00",675,12.53
"2009-06-04 00:00:00",676,12.49
"2009-06-05 00:00:00",677,12.55
"2009-06-06 00:00:00",678,12.6
"2009-06-07 00:00:00",679,12.52
"2009-06-08 00:00:00",680,12.51
"2009-06-09 00:00:00",681,12.54
"2009-06-10 00:00:00",682,12.55
"2009-06-11 00:00:00",683,12.58
"2009-06-12 00:00:00",684,12.51
"2009-06-13 00:00:00",685,12.53
"2009-06-14 00:00:00",686,12.55
"2009-06-15 00:00:00",687,12.5
"2009-06-16 00:00:00",688,12.54
"2009-06-17 00:00:00",689,12.54
"2009-06-18 00:00:00",690,12.59
"2009-06-19 00:00:00",691,12.56
"2009-06-20 00:00:00",692,12.56
"2009-06-21 00:00:00",693,12.55
"2009-06-22 00:00:00",694,12.54
"2009-06-23 00:00:00",695,12.49
"2009-06-24 00:00:00",696,12.55
"2009-06-25 00:00:00",697,12.61
"2009-06-26 00:00:00",698,12.59
"2009-06-27 00:00:00",699,12.54
"2009-06-28 00:00:00",700,12.55
"2009-06-29 00:00:00",701,12.55
"2009-06-30 00:00:00",702,12.59
"2009-07-01 00:00:00",703,12.55
"2009-07-02 00:00:00",704,12.55
"2009-07-03 00:00:00",705,12.62
"2009-07-04 00:00:00",706,12.6
"2009-07-05 00:00:00",707,12.56
"2009-07-06 00:00:00",708,12.54
"2009-07-07 00:00:00",709,12.58
"2009-07-08 00:00:00",710,12.78
"2009-07-09 00:00:00",711,12.51
"2009-07-10 00:00:00",712,12.5
"2009-07-11 00:00:00",713,12.55
"2009-07-12 00:00:00",714,12.59
"2009-07-13 00:00:00",715,12.6
"2009-07-14 00:00:00",716,12.5
"2009-07-15 00:00:00",717,12.53
"2009-07-16 00:00:00",718,12.54
"2009-07-17 00:00:00",719,12.55
"2009-07-18 00:00:00",720,12.53
"2009-07-19 00:00:00",721,12.56
"2009-07-20 00:00:00",722,12.56
"2009-07-21 00:00:00",723,12.55
"2009-07-22 00:00:00",724,12.52
"2009-07-23 00:00:00",725,12.52
"2009-07-24 00:00:00",726,12.56
"2009-07-25 00:00:00",727,12.54
"2009-07-26 00:00:00",728,12.53
"2009-07-27 00:00:00",729,12.52
"2009-07-28 00:00:00",730,12.53
"2009-07-29 00:00:00",731,12.54
"2009-07-30 00:00:00",732,12.75
"2009-07-31 00:00:00",733,12.57
"2009-08-01 00:00:00",734,12.56
"2009-08-02 00:00:00",735,12.57
"2009-08-03 00:00:00",736,12.56
"2009-08-04 00:00:00",737,12.52
"2009-08-05 00:00:00",738,12.54
"2009-08-06 00:00:00",739,12.74
"2009-08-07 00:00:00",740,12.54
"2009-08-08 00:00:00",741,12.5
"2009-08-09 00:00:00",742,12.48
"2009-08-10 00:00:00",743,12.51
"2009-08-11 00:00:00",744,12.53
"2009-08-12 00:00:00",745,12.56
"2009-08-13 00:00:00",746,12.51
"2009-08-14 00:00:00",747,12.52
"2009-08-15 00:00:00",748,12.57
"2009-08-16 00:00:00",749,12.47
"2009-08-17 00:00:00",750,12.49
"2009-08-18 00:00:00",751,12.51
"2009-08-19 00:00:00",752,12.51
"2009-08-20 00:00:00",753,12.52
"2009-08-21 00:00:00",754,12.53
"2009-08-22 00:00:00",755,12.52
"2009-08-23 00:00:00",756,12.51
"2009-08-24 00:00:00",757,12.55
"2009-08-25 00:00:00",758,12.45
"2009-08-26 00:00:00",759,12.48
"2009-08-27 00:00:00",760,12.53
"2009-08-28 00:00:00",761,12.5
"2009-08-29 00:00:00",762,12.51
"2009-08-30 00:00:00",763,12.52
"2009-08-31 00:00:00",764,12.55
"2009-09-01 00:00:00",765,12.53
"2009-09-02 00:00:00",766,12.52
"2009-09-03 00:00:00",767,12.51
"2009-09-04 00:00:00",768,12.51
"2009-09-05 00:00:00",769,12.51
"2009-09-06 00:00:00",770,12.56
"2009-09-07 00:00:00",771,12.54
"2009-09-08 00:00:00",772,12.45
"2009-09-09 00:00:00",773,12.47
"2009-09-10 00:00:00",774,12.5
"2009-09-11 00:00:00",775,12.5
"2009-09-12 00:00:00",776,12.5
"2009-09-13 00:00:00",777,12.53
"2009-09-14 00:00:00",778,12.49
"2009-09-15 00:00:00",779,12.5
"2009-09-16 00:00:00",780,12.46
"2009-09-17 00:00:00",781,12.49
"2009-09-18 00:00:00",782,12.49
"2009-09-19 00:00:00",783,12.5
"2009-09-20 00:00:00",784,12.54
"2009-09-21 00:00:00",785,12.47
"2009-09-22 00:00:00",786,12.46
"2009-09-23 00:00:00",787,12.43
"2009-09-24 00:00:00",788,12.47
"2009-09-25 00:00:00",789,12.48
"2009-09-26 00:00:00",790,12.48
"2009-09-27 00:00:00",791,12.47
"2009-09-28 00:00:00",792,12.47
"2009-09-29 00:00:00",793,12.48
"2009-09-30 00:00:00",794,12.51
"2009-10-01 00:00:00",795,12.37
"2009-10-02 00:00:00",796,12.35
"2009-10-03 00:00:00",797,12.4
"2009-10-04 00:00:00",798,12.47
"2009-10-05 00:00:00",799,12.38
"2009-10-06 00:00:00",800,12.34
"2009-10-07 00:00:00",801,12.38
"2009-10-08 00:00:00",802,12.46
"2009-10-09 00:00:00",803,12.44
"2009-10-10 00:00:00",804,12.44
"2009-10-11 00:00:00",805,12.43
"2009-10-12 00:00:00",806,12.42
"2009-10-13 00:00:00",807,12.44
"2009-10-14 00:00:00",808,12.45
"2009-10-15 00:00:00",809,12.43
"2009-10-16 00:00:00",810,12.54
"2009-10-17 00:00:00",811,12.53
"2009-10-18 00:00:00",812,12.5
"2009-10-19 00:00:00",813,12.55
"2009-10-20 00:00:00",814,12.49
"2009-10-21 00:00:00",815,12.41
"2009-10-22 00:00:00",816,12.41
"2009-10-23 00:00:00",817,12.49
"2009-10-24 00:00:00",818,12.44
"2009-10-25 00:00:00",819,12.44
"2009-10-26 00:00:00",820,12.41
