"TOA5","Station3_wx","CR1000","6585","CR1000.Std.15","CPU:SH_Site3_1_4.CR1","33193","daily"
"TIMESTAMP","RECORD","Batt_Volt_Min","WS_ms_25ft_Max","WS_ms_25ft_TMx","AirTC_25ft_Min","AirTC_25ft_TMn","AirTC_25ft_Max","AirTC_25ft_TMx","WS_ms_100ft_Max","WS_ms_100ft_TMx","AirTC_100ft_Min","AirTC_100ft_TMn","AirTC_100ft_Max","AirTC_100ft_TMx"
"2009-06-22 00:00:00",103,12.58,8.32,"2009-06-21 01:57:40",1.536,"2009-06-21 23:54:00",13.6,"2009-06-21 14:24:00",12.1,"2009-06-21 02:08:10",4.337,"2009-06-22 00:00:00",12.64,"2009-06-21 14:47:00"
"2009-06-23 00:00:00",104,12.54,4.479,"2009-06-22 15:15:00",-1.934,"2009-06-22 04:35:00",18.11,"2009-06-22 15:21:00",6.703,"2009-06-22 17:11:40",1.038,"2009-06-22 04:15:00",17.4,"2009-06-22 15:27:00"
"2009-06-24 00:00:00",105,12.56,4.292,"2009-06-23 09:04:20",2.452,"2009-06-23 03:51:00",22.09,"2009-06-23 15:22:00",7.007,"2009-06-23 11:05:20",6.414,"2009-06-23 03:50:00",21.24,"2009-06-23 15:13:00"
"2009-06-25 00:00:00",106,12.63,5.233,"2009-06-24 16:27:40",5.92,"2009-06-24 03:52:00",24.39,"2009-06-24 14:12:00",11.48,"2009-06-24 16:09:10",11.58,"2009-06-24 03:00:00",23.47,"2009-06-24 14:10:00"
"2009-06-26 00:00:00",107,12.61,4.763,"2009-06-25 12:31:50",5.886,"2009-06-25 04:32:00",23.41,"2009-06-25 13:14:00",8.38,"2009-06-25 18:56:00",10.55,"2009-06-25 22:36:00",22.25,"2009-06-25 13:06:00"
"2009-06-27 00:00:00",108,12.58,4.488,"2009-06-26 13:58:20",4.221,"2009-06-26 04:43:00",23.27,"2009-06-26 15:07:00",7.095,"2009-06-26 11:19:40",9.96,"2009-06-26 04:21:00",22.15,"2009-06-26 15:06:00"
"2009-06-28 00:00:00",109,12.59,4.586,"2009-06-27 11:32:20",6.353,"2009-06-27 04:30:00",26.93,"2009-06-27 13:47:00",7.742,"2009-06-27 11:29:10",11.61,"2009-06-27 04:20:00",26.01,"2009-06-27 14:19:00"
"2009-06-29 00:00:00",110,12.65,5.214,"2009-06-28 13:41:20",8.94,"2009-06-28 03:59:00",27.57,"2009-06-28 14:17:00",8.36,"2009-06-28 15:31:40",15.09,"2009-06-28 01:57:00",26.42,"2009-06-28 14:16:00"
"2009-06-30 00:00:00",111,12.7,1.617,"2009-06-29 23:35:40",0,"2009-06-29 22:59:50",11.09,"2009-06-29 23:30:00",3.234,"2009-06-29 23:47:30",0,"2009-06-29 22:59:50",18.87,"2009-06-29 23:44:00"
"2009-07-01 00:00:00",112,12.61,5.684,"2009-06-30 14:56:50",8.26,"2009-06-30 04:41:00",25.49,"2009-06-30 10:33:00",7.948,"2009-06-30 11:02:30",13.69,"2009-06-30 03:30:00",24.53,"2009-06-30 10:32:00"
"2009-07-02 00:00:00",113,12.63,4.155,"2009-07-01 16:54:50",7.209,"2009-07-01 04:07:00",24.53,"2009-07-01 11:18:00",7.585,"2009-07-01 16:39:10",12.06,"2009-07-01 04:54:00",23.45,"2009-07-01 10:15:00"
"2009-07-03 00:00:00",114,12.63,3.802,"2009-07-02 14:42:50",8.12,"2009-07-02 23:54:00",24.8,"2009-07-02 14:54:00",8.51,"2009-07-02 14:41:40",12.87,"2009-07-02 23:37:00",23.85,"2009-07-02 14:51:00"
"2009-07-04 00:00:00",115,12.63,5.606,"2009-07-03 13:57:50",6.465,"2009-07-03 23:33:00",22.97,"2009-07-03 14:34:00",8.68,"2009-07-03 13:58:00",8.85,"2009-07-03 04:52:00",22.05,"2009-07-03 14:35:00"
"2009-07-05 00:00:00",116,12.62,4.694,"2009-07-04 16:39:10",5.442,"2009-07-04 04:52:00",23.17,"2009-07-04 13:22:00",8.58,"2009-07-04 16:06:10",9.4,"2009-07-04 04:34:00",21.77,"2009-07-04 14:37:00"
"2009-07-06 00:00:00",117,12.6,5.694,"2009-07-05 19:26:30",5.169,"2009-07-05 02:27:00",22.43,"2009-07-05 12:28:00",12.45,"2009-07-05 19:57:10",10.29,"2009-07-05 00:07:00",20.96,"2009-07-05 12:38:00"
"2009-07-07 00:00:00",118,12.6,5.674,"2009-07-06 13:05:10",4.534,"2009-07-06 22:53:00",18.73,"2009-07-06 13:50:00",11.5,"2009-07-06 00:15:40",8.35,"2009-07-06 22:34:00",17.57,"2009-07-06 15:22:00"
"2009-07-08 00:00:00",119,12.58,7.409,"2009-07-07 07:42:30",4.761,"2009-07-07 23:50:00",18.66,"2009-07-07 12:59:00",13.38,"2009-07-07 15:58:00",7.765,"2009-07-07 23:48:00",17.16,"2009-07-07 12:58:00"
"2009-07-09 00:00:00",120,12.57,6.821,"2009-07-08 12:51:20",2.05,"2009-07-08 04:30:00",18.52,"2009-07-08 14:02:00",10.42,"2009-07-08 12:21:20",6.792,"2009-07-08 02:08:00",17.33,"2009-07-08 14:02:00"
"2009-07-10 00:00:00",121,12.57,4.831,"2009-07-09 12:18:20",1.571,"2009-07-09 03:22:00",19.17,"2009-07-09 14:30:00",10.04,"2009-07-09 12:33:20",6.9,"2009-07-09 03:04:00",18.25,"2009-07-09 14:26:00"
"2009-07-11 00:00:00",122,12.6,6.488,"2009-07-10 10:36:40",9.56,"2009-07-10 04:48:00",19.99,"2009-07-10 14:16:00",11.15,"2009-07-10 12:35:00",11.3,"2009-07-10 04:49:00",19,"2009-07-10 13:55:00"
"2009-07-12 00:00:00",123,12.61,7.389,"2009-07-11 16:21:00",11.73,"2009-07-11 05:36:00",21.52,"2009-07-11 14:02:00",15.16,"2009-07-11 16:02:20",12.78,"2009-07-11 00:20:00",20.5,"2009-07-11 13:53:00"
"2009-07-13 00:00:00",124,12.65,8.32,"2009-07-12 11:37:00",2.862,"2009-07-12 23:47:00",18.79,"2009-07-12 13:32:00",14.26,"2009-07-12 11:36:40",7.128,"2009-07-12 23:19:00",17.77,"2009-07-12 13:30:00"
"2009-07-14 00:00:00",125,12.61,3.391,"2009-07-13 12:07:30",0.314,"2009-07-13 04:48:00",23.54,"2009-07-13 16:03:00",6.595,"2009-07-13 14:43:50",5.534,"2009-07-13 02:56:00",22.28,"2009-07-13 16:07:00"
"2009-07-15 00:00:00",126,12.6,4.773,"2009-07-14 10:30:40",4.56,"2009-07-14 04:22:00",26.19,"2009-07-14 14:37:00",7.35,"2009-07-14 13:43:10",10.32,"2009-07-14 03:25:00",25.07,"2009-07-14 14:26:00"
"2009-07-16 00:00:00",127,12.61,5.037,"2009-07-15 12:09:20",6.977,"2009-07-15 04:04:00",26.26,"2009-07-15 13:40:00",9.52,"2009-07-15 14:04:10",11.52,"2009-07-15 03:03:00",25.4,"2009-07-15 13:39:00"
"2009-07-17 00:00:00",128,12.63,4.89,"2009-07-16 12:31:30",9.18,"2009-07-16 00:45:00",26.89,"2009-07-16 14:30:00",8.23,"2009-07-16 13:40:00",14.33,"2009-07-16 23:07:00",25.94,"2009-07-16 15:14:00"
"2009-07-18 00:00:00",129,12.62,4.028,"2009-07-17 10:27:50",8.26,"2009-07-17 02:05:00",29.57,"2009-07-17 13:31:00",6.674,"2009-07-17 15:32:20",12.46,"2009-07-17 00:09:00",28.04,"2009-07-17 15:28:00"
"2009-07-19 00:00:00",130,12.64,4.763,"2009-07-18 13:39:40",11.29,"2009-07-18 04:27:00",28.59,"2009-07-18 13:51:00",8.21,"2009-07-18 14:02:00",16.68,"2009-07-18 05:34:00",27.33,"2009-07-18 15:46:00"
"2009-07-20 00:00:00",131,12.65,5.194,"2009-07-19 15:26:40",11.63,"2009-07-19 04:25:00",27.88,"2009-07-19 14:02:00",10.47,"2009-07-19 12:39:00",16.57,"2009-07-19 02:34:00",26.66,"2009-07-19 13:58:00"
"2009-07-21 00:00:00",132,12.65,4.939,"2009-07-20 10:55:50",9.73,"2009-07-20 23:59:00",27.59,"2009-07-20 11:14:00",10.39,"2009-07-20 13:23:10",14.02,"2009-07-20 21:52:00",26.02,"2009-07-20 11:12:00"
"2009-07-22 00:00:00",133,12.62,5.38,"2009-07-21 15:22:00",7.754,"2009-07-21 05:05:00",26.02,"2009-07-21 14:03:00",9.88,"2009-07-21 12:28:50",13.65,"2009-07-21 02:15:00",24.69,"2009-07-21 13:51:00"
"2009-07-23 00:00:00",134,12.62,4.851,"2009-07-22 07:33:20",11.81,"2009-07-22 00:01:00",27.85,"2009-07-22 12:55:00",8.47,"2009-07-22 14:28:30",17.55,"2009-07-22 21:17:00",26.76,"2009-07-22 13:59:00"
"2009-07-24 00:00:00",135,12.64,4.861,"2009-07-23 11:59:30",13.45,"2009-07-23 05:49:00",27.64,"2009-07-23 12:31:00",9.31,"2009-07-23 15:26:50",17.13,"2009-07-23 02:55:00",26.35,"2009-07-23 12:31:00"
"2009-07-25 00:00:00",136,12.64,5.86,"2009-07-24 07:22:20",11.73,"2009-07-25 00:00:00",26.93,"2009-07-24 14:52:00",10.05,"2009-07-24 07:12:30",16.29,"2009-07-24 21:25:00",25.74,"2009-07-24 14:54:00"
"2009-07-26 00:00:00",137,12.63,4.616,"2009-07-25 10:53:40",10.48,"2009-07-25 23:58:00",27.95,"2009-07-25 14:37:00",8.67,"2009-07-25 14:52:10",15.86,"2009-07-25 22:04:00",26.89,"2009-07-25 14:36:00"
"2009-07-27 00:00:00",138,12.62,4.312,"2009-07-26 16:27:10",9.35,"2009-07-26 04:39:00",29.2,"2009-07-26 14:18:00",8.1,"2009-07-26 16:40:30",14.85,"2009-07-26 01:45:00",27.9,"2009-07-26 14:17:00"
"2009-07-28 00:00:00",139,12.63,4.469,"2009-07-27 11:47:10",10.88,"2009-07-27 05:01:00",29.71,"2009-07-27 14:41:00",7.536,"2009-07-27 16:04:20",15.62,"2009-07-27 03:37:00",28.48,"2009-07-27 14:35:00"
"2009-07-29 00:00:00",140,12.64,3.675,"2009-07-28 14:23:10",8.43,"2009-07-28 23:55:00",29.28,"2009-07-28 14:04:00",8.06,"2009-07-28 14:28:00",12.51,"2009-07-28 22:15:00",27.82,"2009-07-28 12:53:00"
"2009-07-30 00:00:00",141,12.66,5.576,"2009-07-29 13:11:20",8.46,"2009-07-29 00:04:00",25.32,"2009-07-29 10:46:00",12.44,"2009-07-29 13:08:40",14.71,"2009-07-29 01:01:00",24.47,"2009-07-29 10:47:00"
"2009-07-31 00:00:00",142,12.6,3.969,"2009-07-30 14:07:40",9.56,"2009-07-30 05:14:00",26.27,"2009-07-30 15:10:00",8.49,"2009-07-30 16:24:00",14.74,"2009-07-30 03:20:00",25.18,"2009-07-30 15:04:00"
