"TOA5","Station4_wx","CR1000","12861","CR1000.Std.15","CPU:SH_Site4_1_3.CR1","46675","daily"
"TIMESTAMP","RECORD","Batt_Volt_Min","WS_ms_25ft_Max","WS_ms_25ft_TMx","AirTC_25ft_Min","AirTC_25ft_TMn","AirTC_25ft_Max","AirTC_25ft_TMx","WS_ms_100ft_Max","WS_ms_100ft_TMx","AirTC_100ft_Min","AirTC_100ft_TMn","AirTC_100ft_Max","AirTC_100ft_TMx"
"2009-06-21 00:00:00",103,12.87,16.56,"2009-06-20 22:08:41",4.879,"2009-06-20 03:28:00",12.7,"2009-06-20 11:40:00",19.6,"2009-06-20 22:08:39",5.184,"2009-06-20 23:53:00",12.03,"2009-06-20 11:39:00"
"2009-06-22 00:00:00",104,12.93,13.82,"2009-06-21 02:54:15",3.13,"2009-06-21 04:41:00",10.61,"2009-06-21 13:32:00",18.42,"2009-06-21 00:22:24",3.4,"2009-06-21 04:40:00",9.73,"2009-06-21 17:35:00"
"2009-06-23 00:00:00",105,12.86,5.782,"2009-06-22 08:28:06",1.657,"2009-06-22 04:23:00",16.38,"2009-06-22 15:51:00",7.644,"2009-06-22 08:38:54",2.671,"2009-06-22 03:54:00",15.14,"2009-06-22 15:51:00"
"2009-06-24 00:00:00",106,12.9,6.076,"2009-06-23 10:28:52",7.745,"2009-06-23 04:33:00",20.8,"2009-06-23 15:19:00",8.82,"2009-06-23 10:25:31",8.89,"2009-06-23 04:44:00",19.27,"2009-06-23 16:26:00"
"2009-06-25 00:00:00",107,12.89,11.47,"2009-06-24 10:59:43",12.9,"2009-06-24 02:32:00",21.27,"2009-06-24 14:52:00",13.03,"2009-06-24 19:16:55",13.91,"2009-06-24 03:52:00",20.73,"2009-06-24 14:03:00"
"2009-06-26 00:00:00",108,12.89,8.33,"2009-06-25 15:53:47",12.42,"2009-06-25 22:52:00",20.39,"2009-06-25 13:31:00",10.88,"2009-06-25 18:01:31",13.64,"2009-06-25 04:32:00",19.62,"2009-06-25 15:30:00"
"2009-06-27 00:00:00",109,12.88,7.056,"2009-06-26 11:05:48",11.41,"2009-06-26 03:17:00",21.03,"2009-06-26 15:18:00",10.39,"2009-06-26 14:18:19",12.76,"2009-06-26 03:18:00",19.65,"2009-06-26 15:18:00"
"2009-06-28 00:00:00",110,12.88,7.252,"2009-06-27 13:09:00",11.98,"2009-06-27 04:12:00",24.55,"2009-06-27 14:09:00",10.49,"2009-06-27 15:09:32",13.71,"2009-06-27 03:14:00",23.15,"2009-06-27 13:09:00"
"2009-06-29 00:00:00",111,12.9,8.43,"2009-06-28 17:46:52",16.25,"2009-06-28 21:46:00",25.27,"2009-06-28 12:30:00",12.25,"2009-06-28 16:27:26",17.37,"2009-06-28 02:24:00",24.05,"2009-06-28 12:40:00"
"2009-06-30 00:00:00",112,12.89,11.07,"2009-06-29 10:42:19",15.55,"2009-06-29 23:58:00",23.72,"2009-06-29 13:57:00",14.11,"2009-06-29 10:47:13",16.42,"2009-06-29 23:57:00",23.12,"2009-06-29 13:58:00"
"2009-07-01 00:00:00",113,12.89,7.742,"2009-06-30 14:36:35",15.33,"2009-06-30 21:17:00",23.43,"2009-06-30 11:29:00",10.19,"2009-06-30 12:56:09",16.27,"2009-06-30 20:19:00",22.35,"2009-06-30 11:29:00"
"2009-07-02 00:00:00",114,12.94,2.352,"2009-07-01 23:03:53",0,"2009-07-01 22:49:58",16.89,"2009-07-01 22:51:00",4.508,"2009-07-01 23:12:29",0,"2009-07-01 22:49:58",18.24,"2009-07-01 22:50:00"
"2009-07-03 00:00:00",115,12.89,7.448,"2009-07-02 17:02:39",13.82,"2009-07-02 21:07:00",21.77,"2009-07-02 14:41:00",10,"2009-07-02 14:33:50",14.55,"2009-07-02 23:47:00",20.83,"2009-07-02 15:10:00"
"2009-07-04 00:00:00",116,12.93,7.546,"2009-07-03 20:10:08",10.33,"2009-07-03 04:59:00",20.76,"2009-07-03 14:18:00",11.56,"2009-07-03 20:03:50",11.65,"2009-07-03 05:03:00",19.65,"2009-07-03 14:20:00"
"2009-07-05 00:00:00",117,12.91,8.33,"2009-07-04 15:22:42",11.51,"2009-07-04 21:41:00",20.46,"2009-07-04 13:59:00",11.96,"2009-07-04 16:10:37",13.07,"2009-07-04 22:04:00",19.32,"2009-07-04 12:33:00"
"2009-07-06 00:00:00",118,12.88,11.27,"2009-07-05 16:36:52",10.03,"2009-07-05 23:40:00",19.26,"2009-07-05 11:51:00",14.41,"2009-07-05 23:08:20",10.33,"2009-07-05 23:46:00",18.31,"2009-07-05 11:51:00"
"2009-07-07 00:00:00",119,12.88,11.27,"2009-07-06 03:44:55",7.745,"2009-07-06 04:45:00",16.13,"2009-07-06 14:57:00",13.72,"2009-07-06 12:54:19",8.32,"2009-07-06 02:14:00",15.39,"2009-07-06 14:57:00"
"2009-07-08 00:00:00",120,12.87,15.19,"2009-07-07 14:28:37",7.204,"2009-07-07 23:48:00",14.82,"2009-07-07 12:15:00",18.23,"2009-07-07 14:28:32",7.812,"2009-07-07 23:46:00",14.08,"2009-07-07 12:16:00"
"2009-07-09 00:00:00",121,12.86,9.6,"2009-07-08 10:42:11",5.999,"2009-07-08 04:41:00",15.09,"2009-07-08 12:50:00",11.76,"2009-07-08 00:17:49",6.739,"2009-07-08 03:20:00",14.28,"2009-07-08 12:52:00"
"2009-07-10 00:00:00",122,12.88,9.02,"2009-07-09 10:02:39",5.766,"2009-07-09 03:08:00",16.52,"2009-07-09 13:39:00",11.37,"2009-07-09 11:19:37",6.744,"2009-07-09 02:44:00",15.65,"2009-07-09 13:19:00"
"2009-07-11 00:00:00",123,12.89,10.78,"2009-07-10 02:16:56",9.02,"2009-07-10 04:54:00",17.3,"2009-07-10 13:32:00",13.82,"2009-07-10 20:27:13",9.46,"2009-07-10 04:46:00",16.59,"2009-07-10 14:11:00"
"2009-07-12 00:00:00",124,12.89,13.82,"2009-07-11 14:39:58",10.6,"2009-07-11 00:26:00",18.65,"2009-07-11 14:07:00",16.46,"2009-07-11 20:18:24",10.9,"2009-07-11 00:34:00",18.34,"2009-07-11 14:08:00"
"2009-07-13 00:00:00",125,12.95,18.42,"2009-07-12 07:26:31",7.21,"2009-07-12 23:55:00",15.76,"2009-07-12 15:12:00",22.74,"2009-07-12 07:19:41",8.99,"2009-07-12 23:05:00",15.15,"2009-07-12 14:42:00"
"2009-07-14 00:00:00",126,12.93,7.056,"2009-07-13 12:47:35",7.583,"2009-07-13 00:01:00",21.49,"2009-07-13 14:42:00",14.11,"2009-07-13 12:47:30",9.41,"2009-07-13 00:08:00",19.71,"2009-07-13 14:38:00"
"2009-07-15 00:00:00",127,12.9,9.02,"2009-07-14 14:09:54",10.5,"2009-07-14 03:40:00",23.62,"2009-07-14 14:41:00",10.39,"2009-07-14 14:09:49",12.16,"2009-07-14 02:45:00",22.34,"2009-07-14 14:12:00"
"2009-07-16 00:00:00",128,12.91,10.29,"2009-07-15 15:23:16",15.78,"2009-07-15 20:58:00",23.7,"2009-07-15 12:19:00",12.54,"2009-07-15 15:32:43",16.52,"2009-07-15 05:04:00",22.94,"2009-07-15 14:01:00"
"2009-07-17 00:00:00",129,12.9,8.72,"2009-07-16 16:00:36",15.65,"2009-07-16 23:40:00",23.82,"2009-07-16 14:14:00",10.39,"2009-07-16 14:33:15",16.49,"2009-07-16 00:05:00",22.88,"2009-07-16 14:54:00"
"2009-07-18 00:00:00",130,12.9,6.076,"2009-07-17 03:54:56",15.51,"2009-07-17 00:07:00",27.15,"2009-07-17 13:47:00",8.62,"2009-07-17 03:54:49",17.81,"2009-07-17 00:09:00",26.48,"2009-07-17 13:48:00"
"2009-07-19 00:00:00",131,12.9,7.546,"2009-07-18 12:44:10",17.46,"2009-07-18 04:03:00",26.31,"2009-07-18 14:03:00",10.68,"2009-07-18 13:27:09",19.38,"2009-07-18 22:14:00",24.96,"2009-07-18 14:00:00"
"2009-07-20 00:00:00",132,12.92,10.09,"2009-07-19 13:04:19",18.17,"2009-07-19 01:58:00",25.14,"2009-07-19 14:33:00",11.37,"2009-07-19 13:40:32",19.58,"2009-07-19 23:19:00",24.33,"2009-07-19 14:36:00"
"2009-07-21 00:00:00",133,12.91,9.41,"2009-07-20 14:30:30",15.54,"2009-07-20 21:00:00",24.7,"2009-07-20 13:22:00",14.5,"2009-07-20 14:30:16",18.03,"2009-07-20 20:26:00",23.82,"2009-07-20 13:21:00"
"2009-07-22 00:00:00",134,12.92,10,"2009-07-21 12:34:27",16.21,"2009-07-21 01:35:00",23.05,"2009-07-21 14:19:00",12.84,"2009-07-21 12:38:37",17.49,"2009-07-21 01:31:00",22.18,"2009-07-21 13:10:00"
"2009-07-23 00:00:00",135,12.93,8.43,"2009-07-22 16:38:18",16.39,"2009-07-22 04:39:00",24.67,"2009-07-22 12:23:00",10.68,"2009-07-22 13:21:24",17,"2009-07-22 04:44:00",23.89,"2009-07-22 15:09:00"
"2009-07-24 00:00:00",136,12.92,8.82,"2009-07-23 05:46:10",18.19,"2009-07-23 19:49:00",24.56,"2009-07-23 12:15:00",11.07,"2009-07-23 05:46:14",19,"2009-07-23 19:46:00",23.66,"2009-07-23 11:06:00"
"2009-07-25 00:00:00",137,12.92,9.21,"2009-07-24 14:00:24",16.45,"2009-07-24 05:02:00",24.16,"2009-07-24 13:11:00",11.07,"2009-07-24 15:10:19",17.02,"2009-07-24 04:55:00",23.35,"2009-07-24 13:13:00"
"2009-07-26 00:00:00",138,12.93,7.84,"2009-07-25 13:37:16",16.18,"2009-07-25 03:38:00",24.73,"2009-07-25 12:57:00",10.78,"2009-07-25 15:54:32",16.82,"2009-07-25 04:01:00",23.96,"2009-07-25 15:19:00"
"2009-07-27 00:00:00",139,12.92,7.644,"2009-07-26 17:55:50",17,"2009-07-26 01:26:00",25.77,"2009-07-26 14:58:00",10.78,"2009-07-26 17:45:51",18.32,"2009-07-26 01:00:00",24.82,"2009-07-26 13:52:00"
"2009-07-28 00:00:00",140,12.91,6.958,"2009-07-27 12:07:37",18.17,"2009-07-27 01:07:00",27.22,"2009-07-27 14:47:00",10,"2009-07-27 12:07:34",19.25,"2009-07-27 01:07:00",25.85,"2009-07-27 12:04:00"
"2009-07-29 00:00:00",0,13,10,"2009-07-28 15:09:06",0,"2009-07-28 12:38:02",27.59,"2009-07-28 13:05:00",11.27,"2009-07-28 14:23:10",0,"2009-07-28 12:38:02",26.24,"2009-07-28 13:04:00"
"2009-07-30 00:00:00",1,12.92,12.54,"2009-07-29 13:07:25",16.86,"2009-07-29 05:15:00",23,"2009-07-29 10:30:00",18.42,"2009-07-29 13:06:46",17.76,"2009-07-29 13:11:00",21.95,"2009-07-29 10:38:00"
"2009-07-31 00:00:00",2,12.98,8.82,"2009-07-30 16:13:39",16.39,"2009-07-30 23:30:00",23.87,"2009-07-30 14:30:00",11.86,"2009-07-30 16:37:35",17.37,"2009-07-30 23:29:00",22.62,"2009-07-30 14:30:00"
