"term","estimate","std.error","conf.low","conf.up"
"AIC",5156.28834341714,NA,NA,NA
"Q.diag",73.0377304151737,NA,NA,NA
"x0.X.Y1",1.245,NA,NA,NA
"x0.X.Y2",1.1788,NA,NA,NA
"x0.X.Y3",-9,NA,NA,NA
"x0.X.Y4",5.745,NA,NA,NA
"x0.X.Y5",5.1675,NA,NA,NA
"x0.X.Y6",-18.15,NA,NA,NA
"x0.X.Y7",3.485,NA,NA,NA
"x0.X.Y8",4.6137,NA,NA,NA
"x0.X.Y9",16.305,NA,NA,NA
"x0.X.Y10",18.295,NA,NA,NA
"x0.X.Y11",3.44,NA,NA,NA
"x0.X.Y12",1.835,NA,NA,NA
"x0.X.Y13",7.755,NA,NA,NA
"x0.X.Y14",30.815,NA,NA,NA
"x0.X.Y15",7.39,NA,NA,NA
"x0.X.Y16",-28.8188,NA,NA,NA
"x0.X.Y17",10.68,NA,NA,NA
"x0.X.Y18",18.59,NA,NA,NA
"x0.X.Y19",51.3881306891238,NA,NA,NA
"x0.X.Y20",13.4,NA,NA,NA
"x0.X.Y21",-8.505,NA,NA,NA
"x0.X.Y22",11.995,NA,NA,NA
"x0.X.Y23",2.87,NA,NA,NA
"x0.X.Y24",7.24,NA,NA,NA
"x0.X.Y25",5.41,NA,NA,NA
"x0.X.Y26",0.585,NA,NA,NA
"x0.X.Y27",0.1,NA,NA,NA
"x0.X.Y28",-8.17,NA,NA,NA
"x0.X.Y29",-19.75,NA,NA,NA
"x0.X.Y30",10.19,NA,NA,NA
"x0.X.Y31",21.675,NA,NA,NA
"x0.X.Y32",-2.47,NA,NA,NA
"x0.X.Y33",1.2,NA,NA,NA
"x0.X.Y34",14.165,NA,NA,NA
"x0.X.Y35",7.365,NA,NA,NA
"x0.X.Y36",-5.555,NA,NA,NA
"x0.X.Y37",42.4897771851881,NA,NA,NA
"x0.X.Y38",0,NA,NA,NA
"x0.X.Y39",0,NA,NA,NA
"x0.X.Y40",1.02,NA,NA,NA
"x0.X.Y41",-1.56,NA,NA,NA
"x0.X.Y42",-19.7125,NA,NA,NA
"x0.X.Y43",-30.5625,NA,NA,NA
"x0.X.Y44",-2.435,NA,NA,NA
"x0.X.Y45",-0.745,NA,NA,NA
"x0.X.Y46",-9.995,NA,NA,NA
"x0.X.Y47",16.5077933199228,NA,NA,NA
"x0.X.Y48",3.60951749757246,NA,NA,NA
"x0.X.Y49",3.5625,NA,NA,NA
"x0.X.Y50",6.8425,NA,NA,NA
"x0.X.Y51",11.9025,NA,NA,NA
"EEF-1",1,NA,NA,NA
"EEF-XA3S",2,NA,NA,NA
"EER-1",3,NA,NA,NA
"EER-XB4S",4,NA,NA,NA
"EET-1",5,NA,NA,NA
"EET-2",6,NA,NA,NA
"EFF-XA2N",7,NA,NA,NA
"EFF-XA2S",8,NA,NA,NA
"EFR-XB1S",9,NA,NA,NA
"EFR-XB3S",10,NA,NA,NA
"EFT-XC3S",11,NA,NA,NA
"EHF-XB7S",12,NA,NA,NA
"EHR-1",13,NA,NA,NA
"EHR-XB1N",14,NA,NA,NA
"EHR-XB2N",15,NA,NA,NA
"EHT-XA5S",16,NA,NA,NA
"EHT-XB5S",17,NA,NA,NA
"EHT-XB6S",18,NA,NA,NA
"EHT-XC5S",19,NA,NA,NA
"EWF-XA1N",20,NA,NA,NA
"EWR-1",21,NA,NA,NA
"EWR-XB3N",22,NA,NA,NA
"EWR-XB4N",23,NA,NA,NA
"EWT-1",24,NA,NA,NA
"KEF-1",25,NA,NA,NA
"KER-1",26,NA,NA,NA
"KER-XD5N",27,NA,NA,NA
"KER-XE3S",28,NA,NA,NA
"KET-1",29,NA,NA,NA
"KFF-XD6S",30,NA,NA,NA
"KFR-XE1S",31,NA,NA,NA
"KFR-XE2S",32,NA,NA,NA
"KHF-1",33,NA,NA,NA
"KHF-XD4S",34,NA,NA,NA
"KHR-1",35,NA,NA,NA
"KHR-XD1N",36,NA,NA,NA
"KHR-XD1S",37,NA,NA,NA
"KHR-XD2N",38,NA,NA,NA
"KHR-XE2N",39,NA,NA,NA
"KHT-XD6N",40,NA,NA,NA
"KHT-XE4S",41,NA,NA,NA
"KHT-XE5S",42,NA,NA,NA
"KHT-XE6S",43,NA,NA,NA
"KWF-1",44,NA,NA,NA
"KWF-XE8S",45,NA,NA,NA
"KWR-1",46,NA,NA,NA
"KWR-XE1N",47,NA,NA,NA
"KWT-1",48,NA,NA,NA
"LET-1",49,NA,NA,NA
"LHT-1",50,NA,NA,NA
"LWT-1",51,NA,NA,NA
