"term","estimate","std.error","conf.low","conf.up"
"R.(Y1,Y1)",395.5822286205,100.609969182987,198.390312536159,592.77414470484
"R.(Y2,Y2)",893.4537130034,306.08716932866,293.533884989413,1493.37354101739
"R.(Y3,Y3)",17.1066221072205,9.22446582866845,-0.972998693590096,35.1862429080311
"R.(Y4,Y4)",149.029334572925,66.2423221022528,19.1967690002085,278.861900145642
"R.(Y5,Y5)",0.016669793688907,4.56838722771016,-8.93720464005578,8.9705442274336
"R.(Y6,Y6)",120.112587083424,60.0370306844797,2.44216920311779,237.78300496373
"R.(Y7,Y7)",7.78233262330536,7.7221860777268,-7.35287397095578,22.9175392175665
"R.(Y8,Y8)",589.874806389469,168.96935248864,258.700961020681,921.048651758256
"R.(Y9,Y9)",26.8585971880514,11.0191213247521,5.26151625025987,48.4556781258429
"R.(Y10,Y10)",0.337454760655473,5.57463290478497,-10.588624959755,11.2635344810659
"R.(Y11,Y11)",0.0434901162667652,5.74646115796278,-11.2193667918986,11.3063470244321
"R.(Y12,Y12)",8.27530540433277,8.33545638788714,-8.06188891063035,24.6124997192959
"R.(Y13,Y13)",0.0211212920370789,4.61412746566529,-9.02240236074397,9.06464494481813
"R.(Y14,Y14)",25.5309164863299,14.4829339865067,-2.85511251769431,53.9169454903541
"R.(Y15,Y15)",0.0283765023166602,5.56060194259949,-10.8702030375418,10.9269560421751
"R.(Y16,Y16)",1217.28390006578,325.529776795786,579.257261650676,1855.31053848088
"R.(Y17,Y17)",0.0114643953617115,5.68862597785061,-11.1380376427444,11.1609664334679
"R.(Y18,Y18)",383.810564200577,125.133008112755,138.554375022419,629.066753378735
"R.(Y19,Y19)",776.810132712037,225.990701298413,333.876497326199,1219.74376809788
"R.(Y20,Y20)",0.0104141172750425,5.31291031895048,-10.4026987609591,10.4235269955092
"R.(Y21,Y21)",6.73656648848474,7.00141637858366,-6.98595745430807,20.4590904312776
"R.(Y22,Y22)",23.7110878380474,11.0978791475418,1.95964440408737,45.4625312720073
"R.(Y23,Y23)",0.0078379065389528,5.04911964246703,-9.88825474633019,9.90393055940809
"R.(Y24,Y24)",380.657088963224,108.564955175831,167.873686835391,593.440491091058
"R.(Y25,Y25)",375.423213586135,111.001920022842,157.863448126568,592.982979045701
"R.(Y26,Y26)",104.301554035489,40.6612740494713,24.6069213330126,183.996186737966
"R.(Y27,Y27)",0.0174523932636182,8.96493138654324,-17.5534902482339,17.5883950347611
"R.(Y28,Y28)",3452.98269551452,949.434146213128,1592.12596324425,5313.83942778478
"R.(Y29,Y29)",244.458542474973,66.3986453305967,114.319589004755,374.597495945191
"R.(Y30,Y30)",648.204065438974,168.487368879234,317.97489058576,978.433240292188
"R.(Y31,Y31)",1001.02860523257,281.891873139958,448.53068634372,1553.52652412142
"R.(Y32,Y32)",259.435469861163,68.9575530026552,124.281149513947,394.589790208379
"R.(Y33,Y33)",1076.24193059433,410.320841227712,272.027859681834,1880.45600150682
"R.(Y34,Y34)",12.1350949996507,8.5437544365397,-4.61035598872138,28.8805459880228
"R.(Y35,Y35)",0.0382201673134258,4.69514247661007,-9.1640899891265,9.24053032375335
"R.(Y36,Y36)",2354.82325564004,737.835740590196,908.691777576813,3800.95473370326
"R.(Y37,Y37)",690.56649169477,197.893295665501,302.702759408451,1078.43022398109
"R.(Y38,Y38)",481.04100819298,141.02592169266,204.635280788801,757.44673559716
"R.(Y39,Y39)",62.5006204629613,23.5670731652826,16.3100058379871,108.691235087936
"Q.diag",23.7411268571031,1.94466212246972,19.9296591349632,27.552594579243
"x0.X.Y1",6.86163407048462,13.9284680499282,-20.4376616671915,34.1609298081608
"x0.X.Y2",24.4043648799096,16.8779327213812,-8.67577538748768,57.484505147307
"x0.X.Y3",19.8265599321234,9.24160555608746,1.71334588286674,37.9397739813801
"x0.X.Y4",36.9316902362059,18.9690346764347,-0.246934551097496,74.1103150235094
"x0.X.Y5",11.435910268307,8.44038189096127,-5.10693425374113,27.9787547903552
"x0.X.Y6",21.2310952600951,11.5053751550499,-1.31902567242463,43.7812161926148
"x0.X.Y7",35.0326933764872,8.84844807128395,17.6900538376977,52.3753329152766
"x0.X.Y8",7.19382027132248,31.0961738077762,-53.7535604489166,68.1412009915615
"x0.X.Y9",34.4806405969334,9.58114885268443,15.7019339151547,53.2593472787121
"x0.X.Y10",65.82833059813,15.4189513041481,35.6077413626228,96.0489198336372
"x0.X.Y11",25.7489030498635,15.4095645399489,-4.45328846588191,55.9510945656088
"x0.X.Y12",22.154474855132,27.6931258193357,-32.1230543701023,76.4320040803663
"x0.X.Y13",4.96942756299731,8.4406454494629,-11.5739335242219,21.5127886502165
"x0.X.Y14",37.2905143483175,15.9404741086665,6.04775919883783,68.5332694977971
"x0.X.Y15",36.0338564169845,15.4090756126807,5.83262318107583,66.2350896528931
"x0.X.Y16",66.7757558973679,18.8627604650147,29.8054247369331,103.746087057803
"x0.X.Y17",7.23339652978823,12.8918327071958,-18.034131271031,32.5009243306075
"x0.X.Y18",43.9069723750519,15.877617869698,12.7874131901543,75.0265315599495
"x0.X.Y19",14.8778299750985,30.1687753935369,-44.251883253912,74.007543204109
"x0.X.Y20",-5.50021968603828,15.4084937006875,-35.700312395398,24.6998730233215
"x0.X.Y21",-18.1758631028667,29.7304055697672,-76.4463872653793,40.094661059646
"x0.X.Y22",45.7602160787935,9.47785317567329,27.1839652037153,64.3364669538717
"x0.X.Y23",2.34276786835615,8.43985886229748,-14.1990515363481,18.8845872730604
"x0.X.Y24",63.5531497589775,17.9481746720303,28.375373813564,98.730925704391
