ID,run_date,run_minutes,states,completeness,AIC,AICc,coef.det,sigma,df,logLik,convergence,errors,Q.diag
35.2018,11/24/24,0.233549031,36,0.9,1403.167947,1426.029736,0.858181806,106.71759,37,-664.5839735,0,0,78.27828126
35.2019,11/24/24,0.234604033,36,0.9,2043.338708,2058.138708,0.652094532,288.7187438,37,-984.6693541,0,0,95.04936437
35.2021,11/24/24,0.303413133,36,0.9,3141.265481,3150.42509,0.656875324,530.3597308,37,-1533.632741,0,0,135.7877176
35.2024,11/24/24,0.284400384,36,0.9,3600.800399,3607.830399,0.889896107,146.4976316,37,-1763.4002,0,0,72.44788002
