"ID","run_date","run_minutes","observations","completeness","AIC","AICc","coef.det","sigma","df","logLik","convergence","errors","Q.diag","Q.offdiag","R.diag","U.1"
55.2019,2025-01-07,71.3291774868965,49,0.88,2123.26094497063,2535.44786085848,0.739399950773049,249.230644258051,148,-913.630472485314,10,1,"N/A","N/A",2.29939199458897,"N/A"
55.2021,2025-01-07,99.2942169825236,49,0.88,3241.53230812025,3416.54818113613,0.851284250262794,206.823178799312,148,-1472.76615406013,10,1,"N/A","N/A",0.428483696610839,"N/A"
55.2024,2025-01-07,10.3703203996023,49,0.88,3962.13704277166,4079.74770943833,0.894147279290977,154.053939581967,148,-1833.06852138583,0,0,"N/A","N/A",0.269887931870408,"N/A"
