"term","estimate","std.error","conf.low","conf.up"
"U.1",0.228775559883386,0.18120943098732,-0.126388398510758,0.58393951827753
"Q.diag",129.541404331663,5.0947671068953,119.555844292528,139.526964370797
"x0.X.Y1",4.10125617548201,19.721048266152,-34.5512881635519,42.7538005145159
"x0.X.Y2",2.69655617553931,19.721048266152,-35.9559881634946,41.3491005145733
"x0.X.Y3",16.5662561749735,19.721048266152,-22.0862881640605,55.2188005140075
"x0.X.Y4",36.8179743437331,36.0374489816427,-33.8141277549861,107.450076442452
"x0.X.Y5",8.2217561753139,19.721048266152,-30.4307881637201,46.8743005143479
"x0.X.Y6",10.7467561752109,19.721048266152,-27.9057881638231,49.3993005142449
"x0.X.Y7",9.48305617526245,19.721048266152,-29.1694881637715,48.1356005142964
"x0.X.Y8",33.759856174272,19.721048266152,-4.89268816476196,72.412400513306
"x0.X.Y9",-2.96542853285082,66.6510851748444,-133.599155006057,127.668297940356
"x0.X.Y10",28.8675561744716,19.721048266152,-9.78498816456233,67.5201005135056
"x0.X.Y11",63.4147628720746,36.0374489816427,-7.21733922664475,134.046864970794
"x0.X.Y12",23.3948296643263,36.0374489816427,-47.237272434393,94.0269317630456
"x0.X.Y13",-1.84074382427559,19.721048266152,-40.4932881633096,36.8118005147584
"x0.X.Y14",18.6092561748901,19.721048266152,-20.0432881641438,57.2618005139241
"x0.X.Y15",9.78174674977811,64.6447977882292,-116.919728703026,136.483222202582
"x0.X.Y16",4.2802561754747,19.721048266152,-34.3722881635593,42.9328005145087
"x0.X.Y17",35.4207696930886,36.0374489816427,-35.2113324056307,106.052871791808
"x0.X.Y18",33.6575972243073,36.0374489816427,-36.974504874412,104.289699323027
"x0.X.Y19",34.8533561742274,19.721048266152,-3.79918816480654,73.5059005132614
"x0.X.Y20",5.62341094715342,30.1396555447752,-53.4492284270489,64.6960503213557
"x0.X.Y21",19.1283290928077,27.900368328637,-35.5553879867228,73.8120461723382
"x0.X.Y22",-6.63366434012863,62.5763158234866,-129.280989639366,116.013660959109
"x0.X.Y23",-7.79277414470444,36.0374489816427,-78.4248762434238,62.8393279540149
"x0.X.Y24",-22.4035317970696,69.5556296694057,-158.73006087111,113.922997276971
"x0.X.Y25",17.9916561749153,19.721048266152,-20.6608881641187,56.6442005139493
"x0.X.Y26",42.9083561738988,19.721048266152,4.25581183486484,81.5609005129328
"x0.X.Y27",1.6550561755818,19.721048266152,-36.9974881634522,40.3076005146158
"x0.X.Y28",62.1329677229814,30.1396555447752,3.06032834877915,121.205607097184
"x0.X.Y29",6.7311854877982,66.6510851748443,-123.902540985408,137.364911961005
"x0.X.Y30",-15.6696815030557,62.5763158234867,-138.317006802293,106.977643796182
"x0.X.Y31",22.2941503667158,66.6510851748444,-108.339576106491,152.927876839922
"x0.X.Y32",26.3425561745746,19.721048266152,-12.3099881644593,64.9951005136086
"x0.X.Y33",45.5381305012193,30.1396555447752,-13.534508872983,104.610769875422
"x0.X.Y34",7.05585617536147,19.721048266152,-31.5966881636725,45.7084005143954
"x0.X.Y35",3.86925617549147,19.721048266152,-34.7832881635425,42.5218005145254
"x0.X.Y36",53.0639857204518,30.1396555447752,-6.00865365375041,112.136625094654
"x0.X.Y37",-2.933743824231,19.721048266152,-41.586288163265,35.718800514803
"x0.X.Y38",22.2124488198952,30.1396555447752,-36.8601905543071,81.2850881940974
"x0.X.Y39",39.5363042090271,30.1396555447752,-19.5363351651752,98.6089435832293
"x0.X.Y40",59.050778869678,27.900368328637,4.36706179014755,113.734495949209
"x0.X.Y41",20.4825002407223,66.6510851748443,-110.151226232484,151.116226713929
"x0.X.Y42",25.372174987638,66.6510851748443,-105.261551485568,156.005901460844
"x0.X.Y43",16.8108341065144,66.6510851748443,-113.822892366692,147.444560579721
