"ID","run_date","run_minutes","states","completeness","AIC","AICc","coef.det","sigma","df","logLik","convergence","errors","Q.diag"
34.2018,2024-11-24,0.0264140009880066,11,0.82,695.874420441085,727.931563298227,0.937169997797266,43.4195308346045,33,-314.937210220542,0,0,"N/A"
